"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","12103","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","12109","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","24634","0.0-2.0-0.0","","","","","12521","{""name"":""范雨祥"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","25738","0.0-2.0-1.0","","","","","1103","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","43457","0.0-3.0","","","","","","","","2176","","","","","","","","","","","","","","","","",""
"","html-button-response","5","44433","0.0-4.0-0.0","","","","","974","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","58714","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","59585","0.0-4.0-2.0","","","","","871","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","76578","0.0-4.0-3.0","","","","","","","","","","[[{""x"":551,""y"":477,""dx"":60,""dy"":196,""t"":990},{""x"":550,""y"":481,""dx"":59,""dy"":200,""t"":1025},{""x"":560,""y"":493,""dx"":69,""dy"":212,""t"":1058},{""x"":572,""y"":472,""dx"":81,""dy"":191,""t"":1092},{""x"":590,""y"":475,""dx"":99,""dy"":194,""t"":1126},{""x"":601,""y"":476,""dx"":110,""dy"":195,""t"":1160},{""x"":601,""y"":455,""dx"":110,""dy"":174,""t"":1194},{""x"":609,""y"":445,""dx"":118,""dy"":164,""t"":1228},{""x"":617,""y"":410,""dx"":126,""dy"":129,""t"":1262},{""x"":617,""y"":397,""dx"":126,""dy"":116,""t"":1296},{""x"":615,""y"":402,""dx"":124,""dy"":121,""t"":1330},{""x"":620,""y"":372,""dx"":129,""dy"":91,""t"":1364},{""x"":612,""y"":397,""dx"":121,""dy"":116,""t"":1398},{""x"":606,""y"":419,""dx"":115,""dy"":138,""t"":1432},{""x"":603,""y"":442,""dx"":112,""dy"":161,""t"":1466},{""x"":600,""y"":461,""dx"":109,""dy"":180,""t"":1498},{""x"":602,""y"":467,""dx"":111,""dy"":186,""t"":1534},{""x"":593,""y"":436,""dx"":102,""dy"":155,""t"":1568},{""x"":594,""y"":430,""dx"":103,""dy"":149,""t"":1601},{""x"":580,""y"":442,""dx"":89,""dy"":161,""t"":1636},{""x"":578,""y"":406,""dx"":87,""dy"":125,""t"":1670},{""x"":571,""y"":424,""dx"":80,""dy"":143,""t"":1705},{""x"":568,""y"":442,""dx"":77,""dy"":161,""t"":1738},{""x"":570,""y"":412,""dx"":79,""dy"":131,""t"":1771},{""x"":572,""y"":441,""dx"":81,""dy"":160,""t"":1806},{""x"":571,""y"":412,""dx"":80,""dy"":131,""t"":1841},{""x"":577,""y"":426,""dx"":86,""dy"":145,""t"":1874},{""x"":583,""y"":438,""dx"":92,""dy"":157,""t"":1905},{""x"":577,""y"":457,""dx"":86,""dy"":176,""t"":1942},{""x"":580,""y"":429,""dx"":89,""dy"":148,""t"":1975},{""x"":573,""y"":438,""dx"":82,""dy"":157,""t"":2010},{""x"":562,""y"":469,""dx"":71,""dy"":188,""t"":2043},{""x"":566,""y"":457,""dx"":75,""dy"":176,""t"":2078},{""x"":571,""y"":482,""dx"":80,""dy"":201,""t"":2112},{""x"":574,""y"":491,""dx"":83,""dy"":210,""t"":2146},{""x"":569,""y"":503,""dx"":78,""dy"":222,""t"":2179},{""x"":566,""y"":475,""dx"":75,""dy"":194,""t"":2214},{""x"":561,""y"":483,""dx"":70,""dy"":202,""t"":2248},{""x"":544,""y"":459,""dx"":53,""dy"":178,""t"":2283},{""x"":552,""y"":441,""dx"":61,""dy"":160,""t"":2316},{""x"":571,""y"":441,""dx"":80,""dy"":160,""t"":2350},{""x"":588,""y"":409,""dx"":97,""dy"":128,""t"":2384},{""x"":595,""y"":396,""dx"":104,""dy"":115,""t"":2419},{""x"":601,""y"":385,""dx"":110,""dy"":104,""t"":2452},{""x"":601,""y"":375,""dx"":110,""dy"":94,""t"":2486},{""x"":601,""y"":353,""dx"":110,""dy"":72,""t"":2520},{""x"":597,""y"":345,""dx"":106,""dy"":64,""t"":2554},{""x"":593,""y"":328,""dx"":102,""dy"":47,""t"":2588},{""x"":581,""y"":349,""dx"":90,""dy"":68,""t"":2622},{""x"":573,""y"":361,""dx"":82,""dy"":80,""t"":2656},{""x"":584,""y"":369,""dx"":93,""dy"":88,""t"":2691},{""x"":574,""y"":384,""dx"":83,""dy"":103,""t"":2724},{""x"":584,""y"":392,""dx"":93,""dy"":111,""t"":2759},{""x"":589,""y"":402,""dx"":98,""dy"":121,""t"":2792},{""x"":592,""y"":438,""dx"":101,""dy"":157,""t"":2826},{""x"":591,""y"":411,""dx"":100,""dy"":130,""t"":2860},{""x"":608,""y"":436,""dx"":117,""dy"":155,""t"":2894},{""x"":603,""y"":427,""dx"":112,""dy"":146,""t"":2928},{""x"":591,""y"":400,""dx"":100,""dy"":119,""t"":2962}],[{""x"":1453,""y"":278,""dx"":2,""dy"":-3,""t"":4016},{""x"":1452,""y"":267,""dx"":1,""dy"":-14,""t"":4051},{""x"":1415,""y"":255,""dx"":-36,""dy"":-26,""t"":4084},{""x"":1405,""y"":293,""dx"":-46,""dy"":12,""t"":4118},{""x"":1375,""y"":293,""dx"":-76,""dy"":12,""t"":4152},{""x"":1386,""y"":322,""dx"":-65,""dy"":41,""t"":4187},{""x"":1376,""y"":327,""dx"":-75,""dy"":46,""t"":4221},{""x"":1380,""y"":313,""dx"":-71,""dy"":32,""t"":4254},{""x"":1393,""y"":325,""dx"":-58,""dy"":44,""t"":4288},{""x"":1406,""y"":323,""dx"":-45,""dy"":42,""t"":4322},{""x"":1411,""y"":335,""dx"":-40,""dy"":54,""t"":4355},{""x"":1417,""y"":322,""dx"":-34,""dy"":41,""t"":4390},{""x"":1422,""y"":334,""dx"":-29,""dy"":53,""t"":4425},{""x"":1427,""y"":344,""dx"":-24,""dy"":63,""t"":4458},{""x"":1433,""y"":357,""dx"":-18,""dy"":76,""t"":4493},{""x"":1435,""y"":368,""dx"":-16,""dy"":87,""t"":4526},{""x"":1445,""y"":368,""dx"":-6,""dy"":87,""t"":4560},{""x"":1444,""y"":353,""dx"":-7,""dy"":72,""t"":4595},{""x"":1446,""y"":357,""dx"":-5,""dy"":76,""t"":4628},{""x"":1454,""y"":366,""dx"":3,""dy"":85,""t"":4662},{""x"":1462,""y"":374,""dx"":11,""dy"":93,""t"":4694},{""x"":1460,""y"":377,""dx"":9,""dy"":96,""t"":4730},{""x"":1453,""y"":358,""dx"":2,""dy"":77,""t"":4764},{""x"":1467,""y"":345,""dx"":16,""dy"":64,""t"":4798},{""x"":1461,""y"":382,""dx"":10,""dy"":101,""t"":4833},{""x"":1464,""y"":392,""dx"":13,""dy"":111,""t"":4866},{""x"":1453,""y"":370,""dx"":2,""dy"":89,""t"":4899},{""x"":1443,""y"":365,""dx"":-8,""dy"":84,""t"":4934},{""x"":1435,""y"":375,""dx"":-16,""dy"":94,""t"":4968},{""x"":1430,""y"":376,""dx"":-21,""dy"":95,""t"":5002},{""x"":1420,""y"":348,""dx"":-31,""dy"":67,""t"":5036},{""x"":1412,""y"":325,""dx"":-39,""dy"":44,""t"":5069},{""x"":1426,""y"":350,""dx"":-25,""dy"":69,""t"":5105},{""x"":1419,""y"":327,""dx"":-32,""dy"":46,""t"":5138},{""x"":1411,""y"":333,""dx"":-40,""dy"":52,""t"":5171},{""x"":1421,""y"":324,""dx"":-30,""dy"":43,""t"":5206},{""x"":1418,""y"":316,""dx"":-33,""dy"":35,""t"":5240},{""x"":1427,""y"":328,""dx"":-24,""dy"":47,""t"":5274},{""x"":1436,""y"":320,""dx"":-15,""dy"":39,""t"":5309},{""x"":1434,""y"":312,""dx"":-17,""dy"":31,""t"":5341},{""x"":1441,""y"":310,""dx"":-10,""dy"":29,""t"":5376},{""x"":1448,""y"":305,""dx"":-3,""dy"":24,""t"":5410},{""x"":1448,""y"":299,""dx"":-3,""dy"":18,""t"":5445},{""x"":1453,""y"":301,""dx"":2,""dy"":20,""t"":5477},{""x"":1453,""y"":311,""dx"":2,""dy"":30,""t"":5512},{""x"":1444,""y"":318,""dx"":-7,""dy"":37,""t"":5547},{""x"":1451,""y"":330,""dx"":0,""dy"":49,""t"":5580},{""x"":1448,""y"":358,""dx"":-3,""dy"":77,""t"":5614},{""x"":1443,""y"":371,""dx"":-8,""dy"":90,""t"":5648},{""x"":1442,""y"":363,""dx"":-9,""dy"":82,""t"":5682},{""x"":1434,""y"":340,""dx"":-17,""dy"":59,""t"":5715},{""x"":1426,""y"":321,""dx"":-25,""dy"":40,""t"":5750},{""x"":1448,""y"":317,""dx"":-3,""dy"":36,""t"":5823},{""x"":1466,""y"":311,""dx"":15,""dy"":30,""t"":5852},{""x"":1472,""y"":317,""dx"":21,""dy"":36,""t"":5886},{""x"":1465,""y"":313,""dx"":14,""dy"":32,""t"":5920},{""x"":1463,""y"":318,""dx"":12,""dy"":37,""t"":5954},{""x"":1473,""y"":292,""dx"":22,""dy"":11,""t"":5989}],[{""x"":971,""y"":472,""dx"":0,""dy"":-79,""t"":7008},{""x"":945,""y"":476,""dx"":-26,""dy"":-75,""t"":7043},{""x"":944,""y"":506,""dx"":-27,""dy"":-45,""t"":7074},{""x"":945,""y"":516,""dx"":-26,""dy"":-35,""t"":7110},{""x"":950,""y"":527,""dx"":-21,""dy"":-24,""t"":7144},{""x"":942,""y"":533,""dx"":-29,""dy"":-18,""t"":7178},{""x"":929,""y"":535,""dx"":-42,""dy"":-16,""t"":7213},{""x"":936,""y"":503,""dx"":-35,""dy"":-48,""t"":7246},{""x"":915,""y"":513,""dx"":-56,""dy"":-38,""t"":7280},{""x"":943,""y"":502,""dx"":-28,""dy"":-49,""t"":7314},{""x"":956,""y"":489,""dx"":-15,""dy"":-62,""t"":7349},{""x"":964,""y"":473,""dx"":-7,""dy"":-78,""t"":7383},{""x"":972,""y"":474,""dx"":1,""dy"":-77,""t"":7416},{""x"":974,""y"":455,""dx"":3,""dy"":-96,""t"":7450},{""x"":979,""y"":445,""dx"":8,""dy"":-106,""t"":7484},{""x"":986,""y"":464,""dx"":15,""dy"":-87,""t"":7518},{""x"":1010,""y"":473,""dx"":39,""dy"":-78,""t"":7551},{""x"":994,""y"":489,""dx"":23,""dy"":-62,""t"":7586},{""x"":996,""y"":493,""dx"":25,""dy"":-58,""t"":7619},{""x"":1001,""y"":495,""dx"":30,""dy"":-56,""t"":7654},{""x"":1004,""y"":494,""dx"":33,""dy"":-57,""t"":7688},{""x"":1013,""y"":494,""dx"":42,""dy"":-57,""t"":7721},{""x"":1016,""y"":515,""dx"":45,""dy"":-36,""t"":7756},{""x"":1031,""y"":514,""dx"":60,""dy"":-37,""t"":7790},{""x"":1052,""y"":522,""dx"":81,""dy"":-29,""t"":7824},{""x"":1067,""y"":526,""dx"":96,""dy"":-25,""t"":7858},{""x"":1078,""y"":519,""dx"":107,""dy"":-32,""t"":7891},{""x"":1065,""y"":514,""dx"":94,""dy"":-37,""t"":7926},{""x"":1080,""y"":512,""dx"":109,""dy"":-39,""t"":7960},{""x"":1067,""y"":511,""dx"":96,""dy"":-40,""t"":7994},{""x"":1061,""y"":524,""dx"":90,""dy"":-27,""t"":8027},{""x"":1050,""y"":531,""dx"":79,""dy"":-20,""t"":8062},{""x"":1043,""y"":550,""dx"":72,""dy"":-1,""t"":8097},{""x"":1035,""y"":572,""dx"":64,""dy"":21,""t"":8131},{""x"":1008,""y"":571,""dx"":37,""dy"":20,""t"":8164},{""x"":988,""y"":582,""dx"":17,""dy"":31,""t"":8199},{""x"":971,""y"":591,""dx"":0,""dy"":40,""t"":8230},{""x"":959,""y"":584,""dx"":-12,""dy"":33,""t"":8266},{""x"":949,""y"":598,""dx"":-22,""dy"":47,""t"":8299},{""x"":937,""y"":611,""dx"":-34,""dy"":60,""t"":8333},{""x"":960,""y"":620,""dx"":-11,""dy"":69,""t"":8368},{""x"":978,""y"":637,""dx"":7,""dy"":86,""t"":8402},{""x"":988,""y"":622,""dx"":17,""dy"":71,""t"":8436},{""x"":1005,""y"":626,""dx"":34,""dy"":75,""t"":8471},{""x"":1013,""y"":613,""dx"":42,""dy"":62,""t"":8505},{""x"":1028,""y"":610,""dx"":57,""dy"":59,""t"":8538},{""x"":1039,""y"":616,""dx"":68,""dy"":65,""t"":8571},{""x"":1025,""y"":594,""dx"":54,""dy"":43,""t"":8606},{""x"":1037,""y"":590,""dx"":66,""dy"":39,""t"":8638},{""x"":1008,""y"":564,""dx"":37,""dy"":13,""t"":8675},{""x"":988,""y"":549,""dx"":17,""dy"":-2,""t"":8708},{""x"":970,""y"":536,""dx"":-1,""dy"":-15,""t"":8742},{""x"":987,""y"":547,""dx"":16,""dy"":-4,""t"":8776},{""x"":993,""y"":542,""dx"":22,""dy"":-9,""t"":8810},{""x"":1025,""y"":538,""dx"":54,""dy"":-13,""t"":8844},{""x"":998,""y"":554,""dx"":27,""dy"":3,""t"":8877},{""x"":1021,""y"":552,""dx"":50,""dy"":1,""t"":8913},{""x"":1007,""y"":578,""dx"":36,""dy"":27,""t"":8947},{""x"":988,""y"":558,""dx"":17,""dy"":7,""t"":8980},{""x"":973,""y"":558,""dx"":2,""dy"":7,""t"":9014}],[{""x"":572,""y"":642,""dx"":81,""dy"":-179,""t"":10034},{""x"":594,""y"":666,""dx"":103,""dy"":-155,""t"":10067},{""x"":604,""y"":656,""dx"":113,""dy"":-165,""t"":10102},{""x"":606,""y"":630,""dx"":115,""dy"":-191,""t"":10136},{""x"":590,""y"":630,""dx"":99,""dy"":-191,""t"":10170},{""x"":587,""y"":627,""dx"":96,""dy"":-194,""t"":10202},{""x"":587,""y"":626,""dx"":96,""dy"":-195,""t"":10239},{""x"":604,""y"":619,""dx"":113,""dy"":-202,""t"":10272},{""x"":618,""y"":630,""dx"":127,""dy"":-191,""t"":10306},{""x"":623,""y"":651,""dx"":132,""dy"":-170,""t"":10339},{""x"":623,""y"":642,""dx"":132,""dy"":-179,""t"":10374},{""x"":615,""y"":653,""dx"":124,""dy"":-168,""t"":10408},{""x"":602,""y"":649,""dx"":111,""dy"":-172,""t"":10443},{""x"":606,""y"":661,""dx"":115,""dy"":-160,""t"":10476},{""x"":594,""y"":655,""dx"":103,""dy"":-166,""t"":10511},{""x"":589,""y"":650,""dx"":98,""dy"":-171,""t"":10544},{""x"":582,""y"":647,""dx"":91,""dy"":-174,""t"":10578},{""x"":573,""y"":641,""dx"":82,""dy"":-180,""t"":10612},{""x"":574,""y"":646,""dx"":83,""dy"":-175,""t"":10647},{""x"":579,""y"":646,""dx"":88,""dy"":-175,""t"":10680},{""x"":573,""y"":652,""dx"":82,""dy"":-169,""t"":10714},{""x"":572,""y"":651,""dx"":81,""dy"":-170,""t"":10748},{""x"":564,""y"":657,""dx"":73,""dy"":-164,""t"":10782},{""x"":562,""y"":656,""dx"":71,""dy"":-165,""t"":10815},{""x"":570,""y"":664,""dx"":79,""dy"":-157,""t"":10850},{""x"":569,""y"":661,""dx"":78,""dy"":-160,""t"":10884},{""x"":563,""y"":656,""dx"":72,""dy"":-165,""t"":10917},{""x"":561,""y"":653,""dx"":70,""dy"":-168,""t"":10952},{""x"":575,""y"":672,""dx"":84,""dy"":-149,""t"":10986},{""x"":565,""y"":670,""dx"":74,""dy"":-151,""t"":11019},{""x"":581,""y"":672,""dx"":90,""dy"":-149,""t"":11055},{""x"":589,""y"":663,""dx"":98,""dy"":-158,""t"":11087},{""x"":597,""y"":668,""dx"":106,""dy"":-153,""t"":11122},{""x"":599,""y"":679,""dx"":108,""dy"":-142,""t"":11156},{""x"":598,""y"":686,""dx"":107,""dy"":-135,""t"":11190},{""x"":594,""y"":698,""dx"":103,""dy"":-123,""t"":11224},{""x"":595,""y"":709,""dx"":104,""dy"":-112,""t"":11258},{""x"":598,""y"":708,""dx"":107,""dy"":-113,""t"":11292},{""x"":591,""y"":708,""dx"":100,""dy"":-113,""t"":11326},{""x"":594,""y"":717,""dx"":103,""dy"":-104,""t"":11360},{""x"":588,""y"":731,""dx"":97,""dy"":-90,""t"":11394},{""x"":586,""y"":742,""dx"":95,""dy"":-79,""t"":11428},{""x"":595,""y"":736,""dx"":104,""dy"":-85,""t"":11462},{""x"":604,""y"":727,""dx"":113,""dy"":-94,""t"":11496},{""x"":606,""y"":724,""dx"":115,""dy"":-97,""t"":11530},{""x"":610,""y"":729,""dx"":119,""dy"":-92,""t"":11565},{""x"":611,""y"":727,""dx"":120,""dy"":-94,""t"":11598},{""x"":600,""y"":705,""dx"":109,""dy"":-116,""t"":11632},{""x"":591,""y"":677,""dx"":100,""dy"":-144,""t"":11666},{""x"":596,""y"":677,""dx"":105,""dy"":-144,""t"":11700},{""x"":608,""y"":686,""dx"":117,""dy"":-135,""t"":11734},{""x"":619,""y"":694,""dx"":128,""dy"":-127,""t"":11767},{""x"":611,""y"":701,""dx"":120,""dy"":-120,""t"":11800},{""x"":617,""y"":705,""dx"":126,""dy"":-116,""t"":11836},{""x"":606,""y"":686,""dx"":115,""dy"":-135,""t"":11870},{""x"":617,""y"":700,""dx"":126,""dy"":-121,""t"":11904},{""x"":606,""y"":706,""dx"":115,""dy"":-115,""t"":11938},{""x"":594,""y"":690,""dx"":103,""dy"":-131,""t"":11972},{""x"":596,""y"":690,""dx"":105,""dy"":-131,""t"":12006}],[{""x"":1413,""y"":777,""dx"":-38,""dy"":-44,""t"":13027},{""x"":1403,""y"":786,""dx"":-48,""dy"":-35,""t"":13059},{""x"":1396,""y"":778,""dx"":-55,""dy"":-43,""t"":13094},{""x"":1402,""y"":770,""dx"":-49,""dy"":-51,""t"":13128},{""x"":1374,""y"":726,""dx"":-77,""dy"":-95,""t"":13162},{""x"":1381,""y"":735,""dx"":-70,""dy"":-86,""t"":13196},{""x"":1384,""y"":740,""dx"":-67,""dy"":-81,""t"":13229},{""x"":1364,""y"":735,""dx"":-87,""dy"":-86,""t"":13264},{""x"":1359,""y"":748,""dx"":-92,""dy"":-73,""t"":13298},{""x"":1365,""y"":768,""dx"":-86,""dy"":-53,""t"":13332},{""x"":1348,""y"":743,""dx"":-103,""dy"":-78,""t"":13366},{""x"":1365,""y"":774,""dx"":-86,""dy"":-47,""t"":13401},{""x"":1336,""y"":757,""dx"":-115,""dy"":-64,""t"":13434},{""x"":1325,""y"":727,""dx"":-126,""dy"":-94,""t"":13468},{""x"":1320,""y"":736,""dx"":-131,""dy"":-85,""t"":13501},{""x"":1339,""y"":763,""dx"":-112,""dy"":-58,""t"":13536},{""x"":1338,""y"":783,""dx"":-113,""dy"":-38,""t"":13570},{""x"":1361,""y"":794,""dx"":-90,""dy"":-27,""t"":13604},{""x"":1330,""y"":741,""dx"":-121,""dy"":-80,""t"":13638},{""x"":1367,""y"":756,""dx"":-84,""dy"":-65,""t"":13671},{""x"":1343,""y"":707,""dx"":-108,""dy"":-114,""t"":13706},{""x"":1353,""y"":741,""dx"":-98,""dy"":-80,""t"":13740},{""x"":1329,""y"":710,""dx"":-122,""dy"":-111,""t"":13772},{""x"":1335,""y"":739,""dx"":-116,""dy"":-82,""t"":13808},{""x"":1297,""y"":702,""dx"":-154,""dy"":-119,""t"":13842},{""x"":1312,""y"":736,""dx"":-139,""dy"":-85,""t"":13875},{""x"":1290,""y"":710,""dx"":-161,""dy"":-111,""t"":13910},{""x"":1298,""y"":737,""dx"":-153,""dy"":-84,""t"":13944},{""x"":1282,""y"":712,""dx"":-169,""dy"":-109,""t"":13978},{""x"":1295,""y"":713,""dx"":-156,""dy"":-108,""t"":14012},{""x"":1280,""y"":689,""dx"":-171,""dy"":-132,""t"":14046},{""x"":1296,""y"":691,""dx"":-155,""dy"":-130,""t"":14080},{""x"":1295,""y"":672,""dx"":-156,""dy"":-149,""t"":14113},{""x"":1295,""y"":662,""dx"":-156,""dy"":-159,""t"":14148},{""x"":1281,""y"":636,""dx"":-170,""dy"":-185,""t"":14183},{""x"":1302,""y"":681,""dx"":-149,""dy"":-140,""t"":14217},{""x"":1304,""y"":675,""dx"":-147,""dy"":-146,""t"":14250},{""x"":1312,""y"":665,""dx"":-139,""dy"":-156,""t"":14284},{""x"":1301,""y"":646,""dx"":-150,""dy"":-175,""t"":14317},{""x"":1307,""y"":624,""dx"":-144,""dy"":-197,""t"":14353},{""x"":1309,""y"":638,""dx"":-142,""dy"":-183,""t"":14386},{""x"":1317,""y"":639,""dx"":-134,""dy"":-182,""t"":14420},{""x"":1305,""y"":611,""dx"":-146,""dy"":-210,""t"":14454},{""x"":1343,""y"":655,""dx"":-108,""dy"":-166,""t"":14488},{""x"":1324,""y"":622,""dx"":-127,""dy"":-199,""t"":14562},{""x"":1354,""y"":673,""dx"":-97,""dy"":-148,""t"":14591},{""x"":1340,""y"":652,""dx"":-111,""dy"":-169,""t"":14624},{""x"":1361,""y"":703,""dx"":-90,""dy"":-118,""t"":14658},{""x"":1353,""y"":729,""dx"":-98,""dy"":-92,""t"":14692},{""x"":1364,""y"":744,""dx"":-87,""dy"":-77,""t"":14727},{""x"":1355,""y"":780,""dx"":-96,""dy"":-41,""t"":14760},{""x"":1359,""y"":799,""dx"":-92,""dy"":-22,""t"":14793},{""x"":1352,""y"":830,""dx"":-99,""dy"":9,""t"":14828},{""x"":1350,""y"":827,""dx"":-101,""dy"":6,""t"":14862},{""x"":1316,""y"":777,""dx"":-135,""dy"":-44,""t"":14896},{""x"":1334,""y"":794,""dx"":-117,""dy"":-27,""t"":14930},{""x"":1341,""y"":813,""dx"":-110,""dy"":-8,""t"":14965},{""x"":1348,""y"":810,""dx"":-103,""dy"":-11,""t"":14998},{""x"":1351,""y"":825,""dx"":-100,""dy"":4,""t"":15032}]]","[72.88135593220339,100,100,83.05084745762711,72.88135593220339]","[{""x"":93.66101694915254,""y"":146.71186440677965,""r"":35.71798150533261},{""x"":-15.741379310344827,""y"":51.62068965517241,""r"":46.79749710810227},{""x"":24.95,""y"":-13.133333333333333,""r"":92.50423405394159},{""x"":102.10169491525424,""y"":-146.42372881355934,""r"":32.37288135593221},{""x"":-114.50847457627118,""y"":-93.77966101694915,""r"":55.930816623794605}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.21","validate","","","","","","","","","",""
"","html-keyboard-response","9","77226","0.0-5.0-0.0","","","","","647"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
