success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,stimulus,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,phase,ans,ISI,webgazer_data,webgazer_targets,size,target,response_answer,correct,webgazer_targets_data
TRUE,fullscreen,0,24416,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,preload,1,24424,0.0-1.0,FALSE,[],[],[],,,,,,,,,,,,,,,,,,,,,
,survey-text,2,29503,0.0-2.0-0.0,,,,,5077,"{""name"":""罗晨曦"",""age"":""23""}",,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,31831,0.0-2.0-1.0,,,,,2327,{"sex":"女"},[0],,,,,,,,,,,,,,,,,,
,html-keyboard-response,4,33006,0.0-3.0,,,,,1174, ,,<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按"space"键继续。</p>,,,,,,,,,,,,,,,,,
,webgazer-init-camera,5,38878,0.0-4.0,,,,,,,,,2121,,,,,,,,,,,,,,,,
,html-button-response,6,41239,0.0-5.0-0.0,,,,,2359,0,,"
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ",,,,,,,,,,,,,,,,,
,webgazer-calibrate,7,52965,0.0-5.0-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,html-button-response,8,56990,0.0-5.0-2.0,,,,,4025,0,,"
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ",,,,,,,,,,,,,,,,,
,webgazer-validate,9,76550,0.0-5.0-3.0,,,,,,,,,,"[[{""x"":355,""y"":433,""dx"":-136,""dy"":152,""t"":991},{""x"":341,""y"":445,""dx"":-150,""dy"":164,""t"":1023},{""x"":359,""y"":440,""dx"":-132,""dy"":159,""t"":1058},{""x"":380,""y"":443,""dx"":-111,""dy"":162,""t"":1091},{""x"":397,""y"":438,""dx"":-94,""dy"":157,""t"":1127},{""x"":392,""y"":438,""dx"":-99,""dy"":157,""t"":1160},{""x"":400,""y"":461,""dx"":-91,""dy"":180,""t"":1194},{""x"":406,""y"":462,""dx"":-85,""dy"":181,""t"":1227},{""x"":409,""y"":472,""dx"":-82,""dy"":191,""t"":1261},{""x"":371,""y"":472,""dx"":-120,""dy"":191,""t"":1295},{""x"":362,""y"":474,""dx"":-129,""dy"":193,""t"":1330},{""x"":381,""y"":476,""dx"":-110,""dy"":195,""t"":1364},{""x"":387,""y"":460,""dx"":-104,""dy"":179,""t"":1398},{""x"":447,""y"":617,""dx"":-44,""dy"":336,""t"":1432},{""x"":463,""y"":666,""dx"":-28,""dy"":385,""t"":1465},{""x"":512,""y"":669,""dx"":21,""dy"":388,""t"":1497},{""x"":519,""y"":680,""dx"":28,""dy"":399,""t"":1534},{""x"":534,""y"":646,""dx"":43,""dy"":365,""t"":1568},{""x"":508,""y"":626,""dx"":17,""dy"":345,""t"":1603},{""x"":420,""y"":591,""dx"":-71,""dy"":310,""t"":1636},{""x"":366,""y"":589,""dx"":-125,""dy"":308,""t"":1670},{""x"":354,""y"":550,""dx"":-137,""dy"":269,""t"":1704},{""x"":362,""y"":530,""dx"":-129,""dy"":249,""t"":1737},{""x"":384,""y"":490,""dx"":-107,""dy"":209,""t"":1771},{""x"":402,""y"":479,""dx"":-89,""dy"":198,""t"":1806},{""x"":367,""y"":467,""dx"":-124,""dy"":186,""t"":1840},{""x"":376,""y"":468,""dx"":-115,""dy"":187,""t"":1875},{""x"":382,""y"":455,""dx"":-109,""dy"":174,""t"":1906},{""x"":396,""y"":469,""dx"":-95,""dy"":188,""t"":1941},{""x"":384,""y"":471,""dx"":-107,""dy"":190,""t"":1977},{""x"":382,""y"":461,""dx"":-109,""dy"":180,""t"":2010},{""x"":390,""y"":466,""dx"":-101,""dy"":185,""t"":2044},{""x"":410,""y"":480,""dx"":-81,""dy"":199,""t"":2077},{""x"":420,""y"":492,""dx"":-71,""dy"":211,""t"":2112},{""x"":409,""y"":501,""dx"":-82,""dy"":220,""t"":2147},{""x"":385,""y"":507,""dx"":-106,""dy"":226,""t"":2180},{""x"":367,""y"":497,""dx"":-124,""dy"":216,""t"":2214},{""x"":390,""y"":489,""dx"":-101,""dy"":208,""t"":2247},{""x"":394,""y"":501,""dx"":-97,""dy"":220,""t"":2282},{""x"":403,""y"":490,""dx"":-88,""dy"":209,""t"":2315},{""x"":382,""y"":488,""dx"":-109,""dy"":207,""t"":2350},{""x"":371,""y"":475,""dx"":-120,""dy"":194,""t"":2384},{""x"":353,""y"":480,""dx"":-138,""dy"":199,""t"":2418},{""x"":352,""y"":489,""dx"":-139,""dy"":208,""t"":2451},{""x"":361,""y"":486,""dx"":-130,""dy"":205,""t"":2485},{""x"":388,""y"":491,""dx"":-103,""dy"":210,""t"":2519},{""x"":367,""y"":506,""dx"":-124,""dy"":225,""t"":2554},{""x"":385,""y"":499,""dx"":-106,""dy"":218,""t"":2588},{""x"":387,""y"":484,""dx"":-104,""dy"":203,""t"":2622},{""x"":397,""y"":489,""dx"":-94,""dy"":208,""t"":2655},{""x"":383,""y"":485,""dx"":-108,""dy"":204,""t"":2690},{""x"":390,""y"":490,""dx"":-101,""dy"":209,""t"":2724},{""x"":375,""y"":467,""dx"":-116,""dy"":186,""t"":2758},{""x"":327,""y"":450,""dx"":-164,""dy"":169,""t"":2791},{""x"":324,""y"":417,""dx"":-167,""dy"":136,""t"":2827},{""x"":353,""y"":398,""dx"":-138,""dy"":117,""t"":2861},{""x"":359,""y"":378,""dx"":-132,""dy"":97,""t"":2894},{""x"":369,""y"":394,""dx"":-122,""dy"":113,""t"":2928},{""x"":384,""y"":401,""dx"":-107,""dy"":120,""t"":2961}],[{""x"":1358,""y"":265,""dx"":-93,""dy"":-16,""t"":4015},{""x"":1360,""y"":263,""dx"":-91,""dy"":-18,""t"":4049},{""x"":1383,""y"":295,""dx"":-68,""dy"":14,""t"":4083},{""x"":1448,""y"":295,""dx"":-3,""dy"":14,""t"":4117},{""x"":1464,""y"":319,""dx"":13,""dy"":38,""t"":4151},{""x"":1458,""y"":341,""dx"":7,""dy"":60,""t"":4186},{""x"":1417,""y"":336,""dx"":-34,""dy"":55,""t"":4220},{""x"":1396,""y"":353,""dx"":-55,""dy"":72,""t"":4253},{""x"":1426,""y"":335,""dx"":-25,""dy"":54,""t"":4288},{""x"":1410,""y"":357,""dx"":-41,""dy"":76,""t"":4322},{""x"":1383,""y"":351,""dx"":-68,""dy"":70,""t"":4356},{""x"":1342,""y"":341,""dx"":-109,""dy"":60,""t"":4390},{""x"":1337,""y"":348,""dx"":-114,""dy"":67,""t"":4423},{""x"":1280,""y"":361,""dx"":-171,""dy"":80,""t"":4458},{""x"":1282,""y"":349,""dx"":-169,""dy"":68,""t"":4491},{""x"":1307,""y"":347,""dx"":-144,""dy"":66,""t"":4525},{""x"":1357,""y"":349,""dx"":-94,""dy"":68,""t"":4561},{""x"":1368,""y"":367,""dx"":-83,""dy"":86,""t"":4594},{""x"":1367,""y"":387,""dx"":-84,""dy"":106,""t"":4628},{""x"":1342,""y"":387,""dx"":-109,""dy"":106,""t"":4662},{""x"":1278,""y"":386,""dx"":-173,""dy"":105,""t"":4696},{""x"":1258,""y"":371,""dx"":-193,""dy"":90,""t"":4730},{""x"":1304,""y"":358,""dx"":-147,""dy"":77,""t"":4764},{""x"":1340,""y"":372,""dx"":-111,""dy"":91,""t"":4798},{""x"":1330,""y"":351,""dx"":-121,""dy"":70,""t"":4832},{""x"":1318,""y"":340,""dx"":-133,""dy"":59,""t"":4866},{""x"":1352,""y"":362,""dx"":-99,""dy"":81,""t"":4900},{""x"":1346,""y"":349,""dx"":-105,""dy"":68,""t"":4933},{""x"":1309,""y"":319,""dx"":-142,""dy"":38,""t"":4968},{""x"":1287,""y"":322,""dx"":-164,""dy"":41,""t"":5003},{""x"":1291,""y"":305,""dx"":-160,""dy"":24,""t"":5036},{""x"":1295,""y"":290,""dx"":-156,""dy"":9,""t"":5067},{""x"":1308,""y"":295,""dx"":-143,""dy"":14,""t"":5103},{""x"":1350,""y"":285,""dx"":-101,""dy"":4,""t"":5138},{""x"":1368,""y"":305,""dx"":-83,""dy"":24,""t"":5172},{""x"":1342,""y"":301,""dx"":-109,""dy"":20,""t"":5206},{""x"":1279,""y"":344,""dx"":-172,""dy"":63,""t"":5241},{""x"":1299,""y"":362,""dx"":-152,""dy"":81,""t"":5273},{""x"":1273,""y"":381,""dx"":-178,""dy"":100,""t"":5307},{""x"":1287,""y"":361,""dx"":-164,""dy"":80,""t"":5341},{""x"":1256,""y"":406,""dx"":-195,""dy"":125,""t"":5377},{""x"":1275,""y"":392,""dx"":-176,""dy"":111,""t"":5410},{""x"":1280,""y"":392,""dx"":-171,""dy"":111,""t"":5443},{""x"":1285,""y"":392,""dx"":-166,""dy"":111,""t"":5475},{""x"":1267,""y"":366,""dx"":-184,""dy"":85,""t"":5511},{""x"":1297,""y"":344,""dx"":-154,""dy"":63,""t"":5545},{""x"":1294,""y"":355,""dx"":-157,""dy"":74,""t"":5579},{""x"":1289,""y"":373,""dx"":-162,""dy"":92,""t"":5614},{""x"":1317,""y"":368,""dx"":-134,""dy"":87,""t"":5647},{""x"":1322,""y"":368,""dx"":-129,""dy"":87,""t"":5682},{""x"":1327,""y"":363,""dx"":-124,""dy"":82,""t"":5715},{""x"":1325,""y"":354,""dx"":-126,""dy"":73,""t"":5749},{""x"":1351,""y"":349,""dx"":-100,""dy"":68,""t"":5784},{""x"":1375,""y"":385,""dx"":-76,""dy"":104,""t"":5817},{""x"":1351,""y"":389,""dx"":-100,""dy"":108,""t"":5851},{""x"":1328,""y"":404,""dx"":-123,""dy"":123,""t"":5887},{""x"":1340,""y"":410,""dx"":-111,""dy"":129,""t"":5921},{""x"":1354,""y"":395,""dx"":-97,""dy"":114,""t"":5953}],[{""x"":1076,""y"":548,""dx"":105,""dy"":-3,""t"":7008},{""x"":1104,""y"":541,""dx"":133,""dy"":-10,""t"":7041},{""x"":1127,""y"":535,""dx"":156,""dy"":-16,""t"":7074},{""x"":1122,""y"":526,""dx"":151,""dy"":-25,""t"":7109},{""x"":1098,""y"":514,""dx"":127,""dy"":-37,""t"":7144},{""x"":1089,""y"":523,""dx"":118,""dy"":-28,""t"":7178},{""x"":1091,""y"":534,""dx"":120,""dy"":-17,""t"":7212},{""x"":1080,""y"":543,""dx"":109,""dy"":-8,""t"":7245},{""x"":1079,""y"":537,""dx"":108,""dy"":-14,""t"":7280},{""x"":1074,""y"":522,""dx"":103,""dy"":-29,""t"":7314},{""x"":1030,""y"":535,""dx"":59,""dy"":-16,""t"":7348},{""x"":1033,""y"":546,""dx"":62,""dy"":-5,""t"":7381},{""x"":1041,""y"":568,""dx"":70,""dy"":17,""t"":7416},{""x"":1040,""y"":580,""dx"":69,""dy"":29,""t"":7450},{""x"":1028,""y"":580,""dx"":57,""dy"":29,""t"":7483},{""x"":1040,""y"":587,""dx"":69,""dy"":36,""t"":7518},{""x"":1041,""y"":576,""dx"":70,""dy"":25,""t"":7553},{""x"":1041,""y"":600,""dx"":70,""dy"":49,""t"":7586},{""x"":1037,""y"":578,""dx"":66,""dy"":27,""t"":7620},{""x"":1030,""y"":590,""dx"":59,""dy"":39,""t"":7654},{""x"":977,""y"":575,""dx"":6,""dy"":24,""t"":7688},{""x"":980,""y"":548,""dx"":9,""dy"":-3,""t"":7722},{""x"":987,""y"":564,""dx"":16,""dy"":13,""t"":7756},{""x"":1002,""y"":542,""dx"":31,""dy"":-9,""t"":7790},{""x"":1022,""y"":554,""dx"":51,""dy"":3,""t"":7823},{""x"":1031,""y"":544,""dx"":60,""dy"":-7,""t"":7857},{""x"":1057,""y"":549,""dx"":86,""dy"":-2,""t"":7891},{""x"":1081,""y"":544,""dx"":110,""dy"":-7,""t"":7925},{""x"":1076,""y"":533,""dx"":105,""dy"":-18,""t"":7960},{""x"":1085,""y"":555,""dx"":114,""dy"":4,""t"":7993},{""x"":1055,""y"":550,""dx"":84,""dy"":-1,""t"":8028},{""x"":1064,""y"":563,""dx"":93,""dy"":12,""t"":8061},{""x"":1068,""y"":567,""dx"":97,""dy"":16,""t"":8095},{""x"":1071,""y"":556,""dx"":100,""dy"":5,""t"":8164},{""x"":1067,""y"":541,""dx"":96,""dy"":-10,""t"":8197},{""x"":1081,""y"":548,""dx"":110,""dy"":-3,""t"":8231},{""x"":1068,""y"":553,""dx"":97,""dy"":2,""t"":8266},{""x"":1062,""y"":559,""dx"":91,""dy"":8,""t"":8300},{""x"":1051,""y"":568,""dx"":80,""dy"":17,""t"":8334},{""x"":1080,""y"":566,""dx"":109,""dy"":15,""t"":8367},{""x"":1055,""y"":608,""dx"":84,""dy"":57,""t"":8403},{""x"":1024,""y"":597,""dx"":53,""dy"":46,""t"":8435},{""x"":1026,""y"":618,""dx"":55,""dy"":67,""t"":8469},{""x"":1038,""y"":598,""dx"":67,""dy"":47,""t"":8505},{""x"":1040,""y"":581,""dx"":69,""dy"":30,""t"":8537},{""x"":1030,""y"":616,""dx"":59,""dy"":65,""t"":8572},{""x"":1032,""y"":611,""dx"":61,""dy"":60,""t"":8606},{""x"":1047,""y"":615,""dx"":76,""dy"":64,""t"":8639},{""x"":1046,""y"":561,""dx"":75,""dy"":10,""t"":8674},{""x"":994,""y"":575,""dx"":23,""dy"":24,""t"":8707},{""x"":987,""y"":561,""dx"":16,""dy"":10,""t"":8741},{""x"":995,""y"":587,""dx"":24,""dy"":36,""t"":8777},{""x"":992,""y"":583,""dx"":21,""dy"":32,""t"":8810},{""x"":997,""y"":583,""dx"":26,""dy"":32,""t"":8844},{""x"":983,""y"":560,""dx"":12,""dy"":9,""t"":8878},{""x"":993,""y"":568,""dx"":22,""dy"":17,""t"":8912},{""x"":978,""y"":560,""dx"":7,""dy"":9,""t"":8945},{""x"":978,""y"":561,""dx"":7,""dy"":10,""t"":8980}],[{""x"":511,""y"":902,""dx"":20,""dy"":81,""t"":10034},{""x"":540,""y"":934,""dx"":49,""dy"":113,""t"":10069},{""x"":561,""y"":928,""dx"":70,""dy"":107,""t"":10101},{""x"":586,""y"":907,""dx"":95,""dy"":86,""t"":10136},{""x"":595,""y"":892,""dx"":104,""dy"":71,""t"":10169},{""x"":603,""y"":897,""dx"":112,""dy"":76,""t"":10203},{""x"":619,""y"":889,""dx"":128,""dy"":68,""t"":10236},{""x"":622,""y"":889,""dx"":131,""dy"":68,""t"":10272},{""x"":629,""y"":859,""dx"":138,""dy"":38,""t"":10306},{""x"":616,""y"":850,""dx"":125,""dy"":29,""t"":10340},{""x"":593,""y"":853,""dx"":102,""dy"":32,""t"":10374},{""x"":598,""y"":849,""dx"":107,""dy"":28,""t"":10408},{""x"":578,""y"":841,""dx"":87,""dy"":20,""t"":10441},{""x"":586,""y"":832,""dx"":95,""dy"":11,""t"":10475},{""x"":588,""y"":830,""dx"":97,""dy"":9,""t"":10511},{""x"":587,""y"":822,""dx"":96,""dy"":1,""t"":10543},{""x"":572,""y"":808,""dx"":81,""dy"":-13,""t"":10577},{""x"":554,""y"":797,""dx"":63,""dy"":-24,""t"":10611},{""x"":539,""y"":788,""dx"":48,""dy"":-33,""t"":10644},{""x"":534,""y"":778,""dx"":43,""dy"":-43,""t"":10681},{""x"":509,""y"":772,""dx"":18,""dy"":-49,""t"":10715},{""x"":537,""y"":814,""dx"":46,""dy"":-7,""t"":10748},{""x"":552,""y"":903,""dx"":61,""dy"":82,""t"":10781},{""x"":574,""y"":963,""dx"":83,""dy"":142,""t"":10816},{""x"":592,""y"":960,""dx"":101,""dy"":139,""t"":10851},{""x"":606,""y"":954,""dx"":115,""dy"":133,""t"":10883},{""x"":614,""y"":926,""dx"":123,""dy"":105,""t"":10917},{""x"":616,""y"":890,""dx"":125,""dy"":69,""t"":10951},{""x"":599,""y"":868,""dx"":108,""dy"":47,""t"":10986},{""x"":583,""y"":863,""dx"":92,""dy"":42,""t"":11019},{""x"":565,""y"":864,""dx"":74,""dy"":43,""t"":11054},{""x"":548,""y"":843,""dx"":57,""dy"":22,""t"":11088},{""x"":507,""y"":821,""dx"":16,""dy"":0,""t"":11121},{""x"":487,""y"":795,""dx"":-4,""dy"":-26,""t"":11156},{""x"":497,""y"":782,""dx"":6,""dy"":-39,""t"":11190},{""x"":496,""y"":793,""dx"":5,""dy"":-28,""t"":11224},{""x"":510,""y"":778,""dx"":19,""dy"":-43,""t"":11258},{""x"":503,""y"":788,""dx"":12,""dy"":-33,""t"":11291},{""x"":495,""y"":788,""dx"":4,""dy"":-33,""t"":11326},{""x"":505,""y"":778,""dx"":14,""dy"":-43,""t"":11360},{""x"":487,""y"":776,""dx"":-4,""dy"":-45,""t"":11393},{""x"":489,""y"":776,""dx"":-2,""dy"":-45,""t"":11427},{""x"":477,""y"":760,""dx"":-14,""dy"":-61,""t"":11462},{""x"":474,""y"":762,""dx"":-17,""dy"":-59,""t"":11496},{""x"":460,""y"":759,""dx"":-31,""dy"":-62,""t"":11530},{""x"":469,""y"":753,""dx"":-22,""dy"":-68,""t"":11563},{""x"":461,""y"":754,""dx"":-30,""dy"":-67,""t"":11598},{""x"":472,""y"":758,""dx"":-19,""dy"":-63,""t"":11632},{""x"":481,""y"":756,""dx"":-10,""dy"":-65,""t"":11666},{""x"":489,""y"":760,""dx"":-2,""dy"":-61,""t"":11699},{""x"":493,""y"":765,""dx"":2,""dy"":-56,""t"":11733},{""x"":484,""y"":753,""dx"":-7,""dy"":-68,""t"":11769},{""x"":476,""y"":744,""dx"":-15,""dy"":-77,""t"":11799},{""x"":485,""y"":744,""dx"":-6,""dy"":-77,""t"":11836},{""x"":494,""y"":750,""dx"":3,""dy"":-71,""t"":11870},{""x"":518,""y"":767,""dx"":27,""dy"":-54,""t"":11904},{""x"":523,""y"":771,""dx"":32,""dy"":-50,""t"":11938},{""x"":526,""y"":769,""dx"":35,""dy"":-52,""t"":11972},{""x"":529,""y"":782,""dx"":38,""dy"":-39,""t"":12006}],[{""x"":1276,""y"":773,""dx"":-175,""dy"":-48,""t"":13026},{""x"":1287,""y"":733,""dx"":-164,""dy"":-88,""t"":13060},{""x"":1254,""y"":780,""dx"":-197,""dy"":-41,""t"":13094},{""x"":1233,""y"":824,""dx"":-218,""dy"":3,""t"":13128},{""x"":1211,""y"":842,""dx"":-240,""dy"":21,""t"":13162},{""x"":1223,""y"":816,""dx"":-228,""dy"":-5,""t"":13195},{""x"":1196,""y"":825,""dx"":-255,""dy"":4,""t"":13229},{""x"":1218,""y"":805,""dx"":-233,""dy"":-16,""t"":13265},{""x"":1182,""y"":832,""dx"":-269,""dy"":11,""t"":13298},{""x"":1241,""y"":824,""dx"":-210,""dy"":3,""t"":13331},{""x"":1239,""y"":815,""dx"":-212,""dy"":-6,""t"":13365},{""x"":1262,""y"":830,""dx"":-189,""dy"":9,""t"":13400},{""x"":1230,""y"":820,""dx"":-221,""dy"":-1,""t"":13433},{""x"":1281,""y"":792,""dx"":-170,""dy"":-29,""t"":13468},{""x"":1307,""y"":754,""dx"":-144,""dy"":-67,""t"":13501},{""x"":1280,""y"":786,""dx"":-171,""dy"":-35,""t"":13536},{""x"":1249,""y"":789,""dx"":-202,""dy"":-32,""t"":13569},{""x"":1242,""y"":803,""dx"":-209,""dy"":-18,""t"":13604},{""x"":1248,""y"":764,""dx"":-203,""dy"":-57,""t"":13637},{""x"":1223,""y"":787,""dx"":-228,""dy"":-34,""t"":13672},{""x"":1272,""y"":771,""dx"":-179,""dy"":-50,""t"":13706},{""x"":1255,""y"":758,""dx"":-196,""dy"":-63,""t"":13739},{""x"":1277,""y"":719,""dx"":-174,""dy"":-102,""t"":13772},{""x"":1290,""y"":689,""dx"":-161,""dy"":-132,""t"":13807},{""x"":1296,""y"":674,""dx"":-155,""dy"":-147,""t"":13842},{""x"":1298,""y"":705,""dx"":-153,""dy"":-116,""t"":13876},{""x"":1302,""y"":705,""dx"":-149,""dy"":-116,""t"":13910},{""x"":1324,""y"":697,""dx"":-127,""dy"":-124,""t"":13944},{""x"":1343,""y"":681,""dx"":-108,""dy"":-140,""t"":13978},{""x"":1318,""y"":722,""dx"":-133,""dy"":-99,""t"":14012},{""x"":1290,""y"":712,""dx"":-161,""dy"":-109,""t"":14046},{""x"":1267,""y"":699,""dx"":-184,""dy"":-122,""t"":14080},{""x"":1235,""y"":734,""dx"":-216,""dy"":-87,""t"":14114},{""x"":1218,""y"":702,""dx"":-233,""dy"":-119,""t"":14148},{""x"":1202,""y"":719,""dx"":-249,""dy"":-102,""t"":14180},{""x"":1207,""y"":707,""dx"":-244,""dy"":-114,""t"":14217},{""x"":1228,""y"":739,""dx"":-223,""dy"":-82,""t"":14249},{""x"":1238,""y"":753,""dx"":-213,""dy"":-68,""t"":14284},{""x"":1283,""y"":718,""dx"":-168,""dy"":-103,""t"":14317},{""x"":1303,""y"":689,""dx"":-148,""dy"":-132,""t"":14352},{""x"":1334,""y"":694,""dx"":-117,""dy"":-127,""t"":14385},{""x"":1358,""y"":685,""dx"":-93,""dy"":-136,""t"":14420},{""x"":1377,""y"":699,""dx"":-74,""dy"":-122,""t"":14454},{""x"":1366,""y"":680,""dx"":-85,""dy"":-141,""t"":14487},{""x"":1396,""y"":670,""dx"":-55,""dy"":-151,""t"":14522},{""x"":1400,""y"":683,""dx"":-51,""dy"":-138,""t"":14555},{""x"":1413,""y"":684,""dx"":-38,""dy"":-137,""t"":14591},{""x"":1425,""y"":684,""dx"":-26,""dy"":-137,""t"":14624},{""x"":1400,""y"":675,""dx"":-51,""dy"":-146,""t"":14658},{""x"":1376,""y"":685,""dx"":-75,""dy"":-136,""t"":14692},{""x"":1364,""y"":698,""dx"":-87,""dy"":-123,""t"":14726},{""x"":1298,""y"":746,""dx"":-153,""dy"":-75,""t"":14760},{""x"":1303,""y"":754,""dx"":-148,""dy"":-67,""t"":14793},{""x"":1294,""y"":748,""dx"":-157,""dy"":-73,""t"":14828},{""x"":1326,""y"":714,""dx"":-125,""dy"":-107,""t"":14862},{""x"":1271,""y"":770,""dx"":-180,""dy"":-51,""t"":14895},{""x"":1283,""y"":771,""dx"":-168,""dy"":-50,""t"":14929},{""x"":1276,""y"":754,""dx"":-175,""dy"":-67,""t"":14964},{""x"":1292,""y"":739,""dx"":-159,""dy"":-82,""t"":14998}]]","[13.559322033898304,87.93103448275862,100,100,57.6271186440678]","[{""x"":-99.9322033898305,""y"":211,""r"":32.261188096492965},{""x"":-117.6896551724138,""y"":69.17241379310344,""r"":78.36818618631233},{""x"":72.12068965517241,""y"":12.53448275862069,""r"":63.52060914047526},{""x"":47.86440677966102,""y"":1.8305084745762712,""r"":73.80996897220763},{""x"":-164.89830508474577,""y"":-78.28813559322033,""r"":59.322232445188305}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]",29.31,validate,,,,,,,,,,
