"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1520","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1524","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","3785","0.0-2.0-0.0","","","","","2260","{""name"":""张昊"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","4887","0.0-2.0-1.0","","","","","1101","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","24852","0.0-3.0","","","","","","","","4814","","","","","","","","","","","","","","","","",""
"","html-button-response","5","25609","0.0-4.0-0.0","","","","","754","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","34913","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","35453","0.0-4.0-2.0","","","","","539","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","53355","0.0-4.0-3.0","","","","","","","","","","[[{""x"":460,""y"":421,""dx"":22.166656494140625,""dy"":170,""t"":990},{""x"":472,""y"":395,""dx"":34.166656494140625,""dy"":144,""t"":1024},{""x"":459,""y"":386,""dx"":21.166656494140625,""dy"":135,""t"":1057},{""x"":462,""y"":401,""dx"":24.166656494140625,""dy"":150,""t"":1093},{""x"":472,""y"":408,""dx"":34.166656494140625,""dy"":157,""t"":1124},{""x"":457,""y"":419,""dx"":19.166656494140625,""dy"":168,""t"":1160},{""x"":452,""y"":415,""dx"":14.166656494140625,""dy"":164,""t"":1192},{""x"":449,""y"":410,""dx"":11.166656494140625,""dy"":159,""t"":1227},{""x"":467,""y"":403,""dx"":29.166656494140625,""dy"":152,""t"":1264},{""x"":479,""y"":368,""dx"":41.166656494140625,""dy"":117,""t"":1293},{""x"":480,""y"":363,""dx"":42.166656494140625,""dy"":112,""t"":1328},{""x"":484,""y"":365,""dx"":46.166656494140625,""dy"":114,""t"":1367},{""x"":521,""y"":361,""dx"":83.16665649414062,""dy"":110,""t"":1396},{""x"":516,""y"":342,""dx"":78.16665649414062,""dy"":91,""t"":1431},{""x"":538,""y"":340,""dx"":100.16665649414062,""dy"":89,""t"":1464},{""x"":539,""y"":318,""dx"":101.16665649414062,""dy"":67,""t"":1499},{""x"":536,""y"":333,""dx"":98.16665649414062,""dy"":82,""t"":1536},{""x"":565,""y"":339,""dx"":127.16665649414062,""dy"":88,""t"":1567},{""x"":537,""y"":373,""dx"":99.16665649414062,""dy"":122,""t"":1600},{""x"":541,""y"":374,""dx"":103.16665649414062,""dy"":123,""t"":1639},{""x"":504,""y"":384,""dx"":66.16665649414062,""dy"":133,""t"":1670},{""x"":484,""y"":367,""dx"":46.166656494140625,""dy"":116,""t"":1704},{""x"":456,""y"":366,""dx"":18.166656494140625,""dy"":115,""t"":1736},{""x"":466,""y"":356,""dx"":28.166656494140625,""dy"":105,""t"":1773},{""x"":496,""y"":343,""dx"":58.166656494140625,""dy"":92,""t"":1808},{""x"":496,""y"":353,""dx"":58.166656494140625,""dy"":102,""t"":1839},{""x"":527,""y"":343,""dx"":89.16665649414062,""dy"":92,""t"":1873},{""x"":554,""y"":338,""dx"":116.16665649414062,""dy"":87,""t"":1905},{""x"":577,""y"":332,""dx"":139.16665649414062,""dy"":81,""t"":1942},{""x"":596,""y"":337,""dx"":158.16665649414062,""dy"":86,""t"":1976},{""x"":567,""y"":348,""dx"":129.16665649414062,""dy"":97,""t"":2008},{""x"":562,""y"":361,""dx"":124.16665649414062,""dy"":110,""t"":2045},{""x"":531,""y"":328,""dx"":93.16665649414062,""dy"":77,""t"":2076},{""x"":525,""y"":314,""dx"":87.16665649414062,""dy"":63,""t"":2112},{""x"":498,""y"":333,""dx"":60.166656494140625,""dy"":82,""t"":2144},{""x"":493,""y"":344,""dx"":55.166656494140625,""dy"":93,""t"":2179},{""x"":493,""y"":326,""dx"":55.166656494140625,""dy"":75,""t"":2214},{""x"":485,""y"":327,""dx"":47.166656494140625,""dy"":76,""t"":2244},{""x"":452,""y"":363,""dx"":14.166656494140625,""dy"":112,""t"":2280},{""x"":449,""y"":347,""dx"":11.166656494140625,""dy"":96,""t"":2319},{""x"":467,""y"":334,""dx"":29.166656494140625,""dy"":83,""t"":2348},{""x"":480,""y"":332,""dx"":42.166656494140625,""dy"":81,""t"":2384},{""x"":485,""y"":337,""dx"":47.166656494140625,""dy"":86,""t"":2416},{""x"":495,""y"":335,""dx"":57.166656494140625,""dy"":84,""t"":2451},{""x"":497,""y"":314,""dx"":59.166656494140625,""dy"":63,""t"":2487},{""x"":508,""y"":305,""dx"":70.16665649414062,""dy"":54,""t"":2518},{""x"":533,""y"":284,""dx"":95.16665649414062,""dy"":33,""t"":2552},{""x"":545,""y"":288,""dx"":107.16665649414062,""dy"":37,""t"":2592},{""x"":513,""y"":292,""dx"":75.16665649414062,""dy"":41,""t"":2621},{""x"":509,""y"":294,""dx"":71.16665649414062,""dy"":43,""t"":2656},{""x"":518,""y"":307,""dx"":80.16665649414062,""dy"":56,""t"":2687},{""x"":543,""y"":305,""dx"":105.16665649414062,""dy"":54,""t"":2724},{""x"":569,""y"":296,""dx"":131.16665649414062,""dy"":45,""t"":2760},{""x"":582,""y"":283,""dx"":144.16665649414062,""dy"":32,""t"":2790},{""x"":557,""y"":333,""dx"":119.16665649414062,""dy"":82,""t"":2825},{""x"":544,""y"":334,""dx"":106.16665649414062,""dy"":83,""t"":2857},{""x"":522,""y"":340,""dx"":84.16665649414062,""dy"":89,""t"":2893},{""x"":538,""y"":359,""dx"":100.16665649414062,""dy"":108,""t"":2929},{""x"":517,""y"":357,""dx"":79.16665649414062,""dy"":106,""t"":2960}],[{""x"":1338,""y"":462,""dx"":46.5,""dy"":211,""t"":3984},{""x"":1331,""y"":473,""dx"":39.5,""dy"":222,""t"":4014},{""x"":1349,""y"":485,""dx"":57.5,""dy"":234,""t"":4050},{""x"":1351,""y"":489,""dx"":59.5,""dy"":238,""t"":4081},{""x"":1345,""y"":499,""dx"":53.5,""dy"":248,""t"":4117},{""x"":1339,""y"":502,""dx"":47.5,""dy"":251,""t"":4153},{""x"":1332,""y"":506,""dx"":40.5,""dy"":255,""t"":4186},{""x"":1324,""y"":497,""dx"":32.5,""dy"":246,""t"":4220},{""x"":1333,""y"":489,""dx"":41.5,""dy"":238,""t"":4256},{""x"":1330,""y"":474,""dx"":38.5,""dy"":223,""t"":4287},{""x"":1313,""y"":447,""dx"":21.5,""dy"":196,""t"":4320},{""x"":1287,""y"":436,""dx"":-4.5,""dy"":185,""t"":4354},{""x"":1284,""y"":417,""dx"":-7.5,""dy"":166,""t"":4390},{""x"":1285,""y"":436,""dx"":-6.5,""dy"":185,""t"":4424},{""x"":1278,""y"":425,""dx"":-13.5,""dy"":174,""t"":4457},{""x"":1285,""y"":399,""dx"":-6.5,""dy"":148,""t"":4493},{""x"":1285,""y"":418,""dx"":-6.5,""dy"":167,""t"":4523},{""x"":1309,""y"":414,""dx"":17.5,""dy"":163,""t"":4560},{""x"":1304,""y"":395,""dx"":12.5,""dy"":144,""t"":4592},{""x"":1296,""y"":423,""dx"":4.5,""dy"":172,""t"":4626},{""x"":1301,""y"":433,""dx"":9.5,""dy"":182,""t"":4663},{""x"":1271,""y"":413,""dx"":-20.5,""dy"":162,""t"":4693},{""x"":1284,""y"":435,""dx"":-7.5,""dy"":184,""t"":4728},{""x"":1267,""y"":428,""dx"":-24.5,""dy"":177,""t"":4767},{""x"":1278,""y"":408,""dx"":-13.5,""dy"":157,""t"":4796},{""x"":1294,""y"":396,""dx"":2.5,""dy"":145,""t"":4832},{""x"":1304,""y"":416,""dx"":12.5,""dy"":165,""t"":4864},{""x"":1328,""y"":409,""dx"":36.5,""dy"":158,""t"":4899},{""x"":1308,""y"":417,""dx"":16.5,""dy"":166,""t"":4935},{""x"":1309,""y"":415,""dx"":17.5,""dy"":164,""t"":4966},{""x"":1337,""y"":419,""dx"":45.5,""dy"":168,""t"":5000},{""x"":1354,""y"":445,""dx"":62.5,""dy"":194,""t"":5039},{""x"":1331,""y"":425,""dx"":39.5,""dy"":174,""t"":5070},{""x"":1343,""y"":394,""dx"":51.5,""dy"":143,""t"":5104},{""x"":1358,""y"":417,""dx"":66.5,""dy"":166,""t"":5135},{""x"":1348,""y"":407,""dx"":56.5,""dy"":156,""t"":5172},{""x"":1355,""y"":394,""dx"":63.5,""dy"":143,""t"":5207},{""x"":1325,""y"":355,""dx"":33.5,""dy"":104,""t"":5238},{""x"":1319,""y"":361,""dx"":27.5,""dy"":110,""t"":5272},{""x"":1305,""y"":355,""dx"":13.5,""dy"":104,""t"":5306},{""x"":1279,""y"":372,""dx"":-12.5,""dy"":121,""t"":5341},{""x"":1275,""y"":358,""dx"":-16.5,""dy"":107,""t"":5376},{""x"":1289,""y"":390,""dx"":-2.5,""dy"":139,""t"":5409},{""x"":1300,""y"":410,""dx"":8.5,""dy"":159,""t"":5444},{""x"":1311,""y"":425,""dx"":19.5,""dy"":174,""t"":5481},{""x"":1321,""y"":440,""dx"":29.5,""dy"":189,""t"":5514},{""x"":1318,""y"":454,""dx"":26.5,""dy"":203,""t"":5544},{""x"":1332,""y"":464,""dx"":40.5,""dy"":213,""t"":5578},{""x"":1342,""y"":489,""dx"":50.5,""dy"":238,""t"":5615},{""x"":1361,""y"":495,""dx"":69.5,""dy"":244,""t"":5648},{""x"":1358,""y"":513,""dx"":66.5,""dy"":262,""t"":5680},{""x"":1375,""y"":504,""dx"":83.5,""dy"":253,""t"":5718},{""x"":1376,""y"":502,""dx"":84.5,""dy"":251,""t"":5747},{""x"":1373,""y"":489,""dx"":81.5,""dy"":238,""t"":5783},{""x"":1378,""y"":508,""dx"":86.5,""dy"":257,""t"":5817},{""x"":1366,""y"":508,""dx"":74.5,""dy"":257,""t"":5850},{""x"":1363,""y"":524,""dx"":71.5,""dy"":273,""t"":5887},{""x"":1370,""y"":515,""dx"":78.5,""dy"":264,""t"":5918},{""x"":1312,""y"":503,""dx"":20.5,""dy"":252,""t"":5952}],[{""x"":929,""y"":468,""dx"":64.33331298828125,""dy"":-23,""t"":7007},{""x"":934,""y"":477,""dx"":69.33331298828125,""dy"":-14,""t"":7042},{""x"":934,""y"":472,""dx"":69.33331298828125,""dy"":-19,""t"":7074},{""x"":939,""y"":459,""dx"":74.33331298828125,""dy"":-32,""t"":7108},{""x"":942,""y"":451,""dx"":77.33331298828125,""dy"":-40,""t"":7142},{""x"":944,""y"":450,""dx"":79.33331298828125,""dy"":-41,""t"":7176},{""x"":940,""y"":447,""dx"":75.33331298828125,""dy"":-44,""t"":7214},{""x"":910,""y"":456,""dx"":45.33331298828125,""dy"":-35,""t"":7245},{""x"":899,""y"":443,""dx"":34.33331298828125,""dy"":-48,""t"":7280},{""x"":914,""y"":453,""dx"":49.33331298828125,""dy"":-38,""t"":7312},{""x"":907,""y"":463,""dx"":42.33331298828125,""dy"":-28,""t"":7348},{""x"":897,""y"":449,""dx"":32.33331298828125,""dy"":-42,""t"":7383},{""x"":866,""y"":463,""dx"":1.33331298828125,""dy"":-28,""t"":7414},{""x"":857,""y"":490,""dx"":-7.66668701171875,""dy"":-1,""t"":7448},{""x"":829,""y"":509,""dx"":-35.66668701171875,""dy"":18,""t"":7486},{""x"":834,""y"":505,""dx"":-30.66668701171875,""dy"":14,""t"":7517},{""x"":840,""y"":506,""dx"":-24.66668701171875,""dy"":15,""t"":7553},{""x"":837,""y"":501,""dx"":-27.66668701171875,""dy"":10,""t"":7583},{""x"":819,""y"":522,""dx"":-45.66668701171875,""dy"":31,""t"":7620},{""x"":808,""y"":530,""dx"":-56.66668701171875,""dy"":39,""t"":7657},{""x"":796,""y"":536,""dx"":-68.66668701171875,""dy"":45,""t"":7686},{""x"":801,""y"":520,""dx"":-63.66668701171875,""dy"":29,""t"":7719},{""x"":806,""y"":486,""dx"":-58.66668701171875,""dy"":-5,""t"":7754},{""x"":785,""y"":467,""dx"":-79.66668701171875,""dy"":-24,""t"":7789},{""x"":791,""y"":482,""dx"":-73.66668701171875,""dy"":-9,""t"":7824},{""x"":769,""y"":491,""dx"":-95.66668701171875,""dy"":0,""t"":7857},{""x"":767,""y"":470,""dx"":-97.66668701171875,""dy"":-21,""t"":7892},{""x"":759,""y"":479,""dx"":-105.66668701171875,""dy"":-12,""t"":7923},{""x"":761,""y"":473,""dx"":-103.66668701171875,""dy"":-18,""t"":7960},{""x"":747,""y"":476,""dx"":-117.66668701171875,""dy"":-15,""t"":7992},{""x"":739,""y"":472,""dx"":-125.66668701171875,""dy"":-19,""t"":8026},{""x"":711,""y"":489,""dx"":-153.66668701171875,""dy"":-2,""t"":8063},{""x"":716,""y"":469,""dx"":-148.66668701171875,""dy"":-22,""t"":8096},{""x"":764,""y"":466,""dx"":-100.66668701171875,""dy"":-25,""t"":8128},{""x"":744,""y"":445,""dx"":-120.66668701171875,""dy"":-46,""t"":8166},{""x"":727,""y"":427,""dx"":-137.66668701171875,""dy"":-64,""t"":8195},{""x"":717,""y"":420,""dx"":-147.66668701171875,""dy"":-71,""t"":8232},{""x"":756,""y"":417,""dx"":-108.66668701171875,""dy"":-74,""t"":8264},{""x"":743,""y"":402,""dx"":-121.66668701171875,""dy"":-89,""t"":8299},{""x"":785,""y"":402,""dx"":-79.66668701171875,""dy"":-89,""t"":8335},{""x"":818,""y"":401,""dx"":-46.66668701171875,""dy"":-90,""t"":8365},{""x"":833,""y"":426,""dx"":-31.66668701171875,""dy"":-65,""t"":8400},{""x"":814,""y"":444,""dx"":-50.66668701171875,""dy"":-47,""t"":8436},{""x"":816,""y"":445,""dx"":-48.66668701171875,""dy"":-46,""t"":8468},{""x"":836,""y"":462,""dx"":-28.66668701171875,""dy"":-29,""t"":8504},{""x"":837,""y"":470,""dx"":-27.66668701171875,""dy"":-21,""t"":8538},{""x"":813,""y"":465,""dx"":-51.66668701171875,""dy"":-26,""t"":8571},{""x"":837,""y"":488,""dx"":-27.66668701171875,""dy"":-3,""t"":8608},{""x"":846,""y"":498,""dx"":-18.66668701171875,""dy"":7,""t"":8638},{""x"":862,""y"":495,""dx"":-2.66668701171875,""dy"":4,""t"":8672},{""x"":877,""y"":501,""dx"":12.33331298828125,""dy"":10,""t"":8710},{""x"":898,""y"":496,""dx"":33.33331298828125,""dy"":5,""t"":8741},{""x"":910,""y"":501,""dx"":45.33331298828125,""dy"":10,""t"":8777},{""x"":917,""y"":492,""dx"":52.33331298828125,""dy"":1,""t"":8807},{""x"":914,""y"":495,""dx"":49.33331298828125,""dy"":4,""t"":8844},{""x"":898,""y"":505,""dx"":33.33331298828125,""dy"":14,""t"":8881},{""x"":893,""y"":508,""dx"":28.33331298828125,""dy"":17,""t"":8910},{""x"":899,""y"":512,""dx"":34.33331298828125,""dy"":21,""t"":8944},{""x"":902,""y"":518,""dx"":37.33331298828125,""dy"":27,""t"":8978}],[{""x"":519,""y"":597,""dx"":81.16665649414062,""dy"":-134,""t"":10000},{""x"":526,""y"":578,""dx"":88.16665649414062,""dy"":-153,""t"":10032},{""x"":535,""y"":569,""dx"":97.16665649414062,""dy"":-162,""t"":10069},{""x"":521,""y"":564,""dx"":83.16665649414062,""dy"":-167,""t"":10103},{""x"":496,""y"":563,""dx"":58.166656494140625,""dy"":-168,""t"":10134},{""x"":488,""y"":569,""dx"":50.166656494140625,""dy"":-162,""t"":10169},{""x"":483,""y"":578,""dx"":45.166656494140625,""dy"":-153,""t"":10201},{""x"":486,""y"":591,""dx"":48.166656494140625,""dy"":-140,""t"":10237},{""x"":519,""y"":586,""dx"":81.16665649414062,""dy"":-145,""t"":10273},{""x"":526,""y"":575,""dx"":88.16665649414062,""dy"":-156,""t"":10304},{""x"":550,""y"":554,""dx"":112.16665649414062,""dy"":-177,""t"":10341},{""x"":530,""y"":543,""dx"":92.16665649414062,""dy"":-188,""t"":10372},{""x"":533,""y"":547,""dx"":95.16665649414062,""dy"":-184,""t"":10407},{""x"":525,""y"":514,""dx"":87.16665649414062,""dy"":-217,""t"":10441},{""x"":519,""y"":520,""dx"":81.16665649414062,""dy"":-211,""t"":10475},{""x"":494,""y"":513,""dx"":56.166656494140625,""dy"":-218,""t"":10510},{""x"":489,""y"":512,""dx"":51.166656494140625,""dy"":-219,""t"":10544},{""x"":477,""y"":515,""dx"":39.166656494140625,""dy"":-216,""t"":10577},{""x"":478,""y"":501,""dx"":40.166656494140625,""dy"":-230,""t"":10613},{""x"":481,""y"":492,""dx"":43.166656494140625,""dy"":-239,""t"":10643},{""x"":481,""y"":495,""dx"":43.166656494140625,""dy"":-236,""t"":10681},{""x"":462,""y"":516,""dx"":24.166656494140625,""dy"":-215,""t"":10712},{""x"":470,""y"":521,""dx"":32.166656494140625,""dy"":-210,""t"":10746},{""x"":473,""y"":505,""dx"":35.166656494140625,""dy"":-226,""t"":10784},{""x"":475,""y"":522,""dx"":37.166656494140625,""dy"":-209,""t"":10813},{""x"":477,""y"":537,""dx"":39.166656494140625,""dy"":-194,""t"":10848},{""x"":489,""y"":551,""dx"":51.166656494140625,""dy"":-180,""t"":10887},{""x"":504,""y"":557,""dx"":66.16665649414062,""dy"":-174,""t"":10915},{""x"":514,""y"":591,""dx"":76.16665649414062,""dy"":-140,""t"":10952},{""x"":533,""y"":592,""dx"":95.16665649414062,""dy"":-139,""t"":10984},{""x"":541,""y"":592,""dx"":103.16665649414062,""dy"":-139,""t"":11019},{""x"":525,""y"":594,""dx"":87.16665649414062,""dy"":-137,""t"":11055},{""x"":532,""y"":588,""dx"":94.16665649414062,""dy"":-143,""t"":11093},{""x"":527,""y"":593,""dx"":89.16665649414062,""dy"":-138,""t"":11119},{""x"":525,""y"":596,""dx"":87.16665649414062,""dy"":-135,""t"":11158},{""x"":512,""y"":597,""dx"":74.16665649414062,""dy"":-134,""t"":11189},{""x"":497,""y"":587,""dx"":59.166656494140625,""dy"":-144,""t"":11225},{""x"":519,""y"":611,""dx"":81.16665649414062,""dy"":-120,""t"":11256},{""x"":503,""y"":615,""dx"":65.16665649414062,""dy"":-116,""t"":11292},{""x"":509,""y"":610,""dx"":71.16665649414062,""dy"":-121,""t"":11329},{""x"":513,""y"":611,""dx"":75.16665649414062,""dy"":-120,""t"":11357},{""x"":520,""y"":604,""dx"":82.16665649414062,""dy"":-127,""t"":11393},{""x"":537,""y"":587,""dx"":99.16665649414062,""dy"":-144,""t"":11425},{""x"":531,""y"":603,""dx"":93.16665649414062,""dy"":-128,""t"":11462},{""x"":530,""y"":598,""dx"":92.16665649414062,""dy"":-133,""t"":11497},{""x"":508,""y"":592,""dx"":70.16665649414062,""dy"":-139,""t"":11528},{""x"":493,""y"":597,""dx"":55.166656494140625,""dy"":-134,""t"":11566},{""x"":493,""y"":599,""dx"":55.166656494140625,""dy"":-132,""t"":11594},{""x"":500,""y"":614,""dx"":62.166656494140625,""dy"":-117,""t"":11631},{""x"":490,""y"":616,""dx"":52.166656494140625,""dy"":-115,""t"":11665},{""x"":477,""y"":613,""dx"":39.166656494140625,""dy"":-118,""t"":11699},{""x"":488,""y"":631,""dx"":50.166656494140625,""dy"":-100,""t"":11734},{""x"":505,""y"":616,""dx"":67.16665649414062,""dy"":-115,""t"":11768},{""x"":493,""y"":616,""dx"":55.166656494140625,""dy"":-115,""t"":11801},{""x"":507,""y"":608,""dx"":69.16665649414062,""dy"":-123,""t"":11837},{""x"":511,""y"":601,""dx"":73.16665649414062,""dy"":-130,""t"":11868},{""x"":504,""y"":610,""dx"":66.16665649414062,""dy"":-121,""t"":11904},{""x"":492,""y"":616,""dx"":54.166656494140625,""dy"":-115,""t"":11936},{""x"":474,""y"":621,""dx"":36.166656494140625,""dy"":-110,""t"":11971}],[{""x"":1167,""y"":555,""dx"":-124.5,""dy"":-176,""t"":12990},{""x"":1156,""y"":559,""dx"":-135.5,""dy"":-172,""t"":13024},{""x"":1155,""y"":595,""dx"":-136.5,""dy"":-136,""t"":13062},{""x"":1091,""y"":611,""dx"":-200.5,""dy"":-120,""t"":13114},{""x"":1116,""y"":626,""dx"":-175.5,""dy"":-105,""t"":13127},{""x"":1093,""y"":627,""dx"":-198.5,""dy"":-104,""t"":13160},{""x"":1106,""y"":642,""dx"":-185.5,""dy"":-89,""t"":13196},{""x"":1123,""y"":648,""dx"":-168.5,""dy"":-83,""t"":13231},{""x"":1136,""y"":675,""dx"":-155.5,""dy"":-56,""t"":13261},{""x"":1157,""y"":695,""dx"":-134.5,""dy"":-36,""t"":13297},{""x"":1188,""y"":667,""dx"":-103.5,""dy"":-64,""t"":13334},{""x"":1183,""y"":643,""dx"":-108.5,""dy"":-88,""t"":13364},{""x"":1192,""y"":634,""dx"":-99.5,""dy"":-97,""t"":13401},{""x"":1177,""y"":662,""dx"":-114.5,""dy"":-69,""t"":13431},{""x"":1175,""y"":674,""dx"":-116.5,""dy"":-57,""t"":13467},{""x"":1150,""y"":656,""dx"":-141.5,""dy"":-75,""t"":13504},{""x"":1166,""y"":657,""dx"":-125.5,""dy"":-74,""t"":13534},{""x"":1178,""y"":672,""dx"":-113.5,""dy"":-59,""t"":13568},{""x"":1170,""y"":645,""dx"":-121.5,""dy"":-86,""t"":13608},{""x"":1177,""y"":649,""dx"":-114.5,""dy"":-82,""t"":13637},{""x"":1171,""y"":649,""dx"":-120.5,""dy"":-82,""t"":13672},{""x"":1150,""y"":639,""dx"":-141.5,""dy"":-92,""t"":13704},{""x"":1110,""y"":655,""dx"":-181.5,""dy"":-76,""t"":13740},{""x"":1080,""y"":673,""dx"":-211.5,""dy"":-58,""t"":13776},{""x"":1090,""y"":642,""dx"":-201.5,""dy"":-89,""t"":13807},{""x"":1074,""y"":622,""dx"":-217.5,""dy"":-109,""t"":13840},{""x"":1054,""y"":612,""dx"":-237.5,""dy"":-119,""t"":13873},{""x"":1083,""y"":599,""dx"":-208.5,""dy"":-132,""t"":13911},{""x"":1074,""y"":592,""dx"":-217.5,""dy"":-139,""t"":13944},{""x"":1113,""y"":610,""dx"":-178.5,""dy"":-121,""t"":13976},{""x"":1121,""y"":585,""dx"":-170.5,""dy"":-146,""t"":14014},{""x"":1146,""y"":626,""dx"":-145.5,""dy"":-105,""t"":14043},{""x"":1150,""y"":618,""dx"":-141.5,""dy"":-113,""t"":14079},{""x"":1152,""y"":611,""dx"":-139.5,""dy"":-120,""t"":14111},{""x"":1157,""y"":592,""dx"":-134.5,""dy"":-139,""t"":14147},{""x"":1142,""y"":585,""dx"":-149.5,""dy"":-146,""t"":14182},{""x"":1142,""y"":576,""dx"":-149.5,""dy"":-155,""t"":14213},{""x"":1137,""y"":601,""dx"":-154.5,""dy"":-130,""t"":14249},{""x"":1138,""y"":617,""dx"":-153.5,""dy"":-114,""t"":14286},{""x"":1127,""y"":608,""dx"":-164.5,""dy"":-123,""t"":14315},{""x"":1144,""y"":605,""dx"":-147.5,""dy"":-126,""t"":14353},{""x"":1160,""y"":607,""dx"":-131.5,""dy"":-124,""t"":14384},{""x"":1187,""y"":618,""dx"":-104.5,""dy"":-113,""t"":14419},{""x"":1198,""y"":640,""dx"":-93.5,""dy"":-91,""t"":14456},{""x"":1212,""y"":647,""dx"":-79.5,""dy"":-84,""t"":14485},{""x"":1247,""y"":626,""dx"":-44.5,""dy"":-105,""t"":14520},{""x"":1270,""y"":641,""dx"":-21.5,""dy"":-90,""t"":14558},{""x"":1281,""y"":644,""dx"":-10.5,""dy"":-87,""t"":14590},{""x"":1312,""y"":622,""dx"":20.5,""dy"":-109,""t"":14624},{""x"":1287,""y"":632,""dx"":-4.5,""dy"":-99,""t"":14655},{""x"":1246,""y"":614,""dx"":-45.5,""dy"":-117,""t"":14692},{""x"":1245,""y"":633,""dx"":-46.5,""dy"":-98,""t"":14728},{""x"":1219,""y"":622,""dx"":-72.5,""dy"":-109,""t"":14758},{""x"":1208,""y"":608,""dx"":-83.5,""dy"":-123,""t"":14793},{""x"":1205,""y"":583,""dx"":-86.5,""dy"":-148,""t"":14825},{""x"":1224,""y"":560,""dx"":-67.5,""dy"":-171,""t"":14861},{""x"":1179,""y"":569,""dx"":-112.5,""dy"":-162,""t"":14897},{""x"":1147,""y"":583,""dx"":-144.5,""dy"":-148,""t"":14928},{""x"":1148,""y"":616,""dx"":-143.5,""dy"":-115,""t"":14964}]]","[100,59.32203389830508,100,74.57627118644068,67.79661016949152]","[{""x"":70.96326666363215,""y"":96,""r"":42.00755393690684},{""x"":30.805084745762713,""y"":191.22033898305085,""r"":50.64421527898114},{""x"":-27.66668701171875,""y"":-17.694915254237287,""r"":70.75446820955798},{""x"":67.40394462973384,""y"":-156.35593220338984,""r"":35.55558946980413},{""x"":-129.02542372881356,""y"":-107.71186440677967,""r"":51.22800254506565}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.43","validate","","","","","","","","","",""
"","html-keyboard-response","9","55806","0.0-5.0-0.0","","","","","2450"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，1000毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的  "" 1 "","" 4 "" ,"" 7 "","" 9 "","" 6 "","" 3 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
