"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","5463","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","5467","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","14486","0.0-2.0-0.0","","","","","9014","{""name"":""张小雨"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","15973","0.0-2.0-1.0","","","","","1487","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","31178","0.0-3.0","","","","","","","","1517","","","","","","","","","","","","","","","","",""
"","html-button-response","5","32429","0.0-4.0-0.0","","","","","1250","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","44754","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","45613","0.0-4.0-2.0","","","","","859","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","63161","0.0-4.0-3.0","","","","","","","","","","[[{""x"":419,""y"":316,""dx"":-72,""dy"":35,""t"":989},{""x"":433,""y"":319,""dx"":-58,""dy"":38,""t"":1024},{""x"":446,""y"":320,""dx"":-45,""dy"":39,""t"":1056},{""x"":438,""y"":333,""dx"":-53,""dy"":52,""t"":1093},{""x"":429,""y"":353,""dx"":-62,""dy"":72,""t"":1127},{""x"":432,""y"":353,""dx"":-59,""dy"":72,""t"":1161},{""x"":426,""y"":347,""dx"":-65,""dy"":66,""t"":1193},{""x"":426,""y"":357,""dx"":-65,""dy"":76,""t"":1228},{""x"":414,""y"":372,""dx"":-77,""dy"":91,""t"":1261},{""x"":413,""y"":398,""dx"":-78,""dy"":117,""t"":1296},{""x"":403,""y"":413,""dx"":-88,""dy"":132,""t"":1330},{""x"":408,""y"":408,""dx"":-83,""dy"":127,""t"":1364},{""x"":393,""y"":435,""dx"":-98,""dy"":154,""t"":1398},{""x"":395,""y"":437,""dx"":-96,""dy"":156,""t"":1433},{""x"":396,""y"":436,""dx"":-95,""dy"":155,""t"":1463},{""x"":398,""y"":461,""dx"":-93,""dy"":180,""t"":1500},{""x"":421,""y"":439,""dx"":-70,""dy"":158,""t"":1535},{""x"":422,""y"":425,""dx"":-69,""dy"":144,""t"":1568},{""x"":433,""y"":381,""dx"":-58,""dy"":100,""t"":1602},{""x"":442,""y"":373,""dx"":-49,""dy"":92,""t"":1637},{""x"":438,""y"":386,""dx"":-53,""dy"":105,""t"":1670},{""x"":448,""y"":390,""dx"":-43,""dy"":109,""t"":1704},{""x"":431,""y"":412,""dx"":-60,""dy"":131,""t"":1738},{""x"":425,""y"":422,""dx"":-66,""dy"":141,""t"":1772},{""x"":410,""y"":412,""dx"":-81,""dy"":131,""t"":1806},{""x"":410,""y"":405,""dx"":-81,""dy"":124,""t"":1840},{""x"":421,""y"":406,""dx"":-70,""dy"":125,""t"":1874},{""x"":409,""y"":374,""dx"":-82,""dy"":93,""t"":1909},{""x"":422,""y"":357,""dx"":-69,""dy"":76,""t"":1942},{""x"":427,""y"":336,""dx"":-64,""dy"":55,""t"":1977},{""x"":417,""y"":386,""dx"":-74,""dy"":105,""t"":2010},{""x"":406,""y"":386,""dx"":-85,""dy"":105,""t"":2046},{""x"":414,""y"":406,""dx"":-77,""dy"":125,""t"":2078},{""x"":425,""y"":421,""dx"":-66,""dy"":140,""t"":2112},{""x"":422,""y"":437,""dx"":-69,""dy"":156,""t"":2146},{""x"":423,""y"":450,""dx"":-68,""dy"":169,""t"":2181},{""x"":439,""y"":450,""dx"":-52,""dy"":169,""t"":2214},{""x"":442,""y"":453,""dx"":-49,""dy"":172,""t"":2248},{""x"":457,""y"":443,""dx"":-34,""dy"":162,""t"":2282},{""x"":456,""y"":443,""dx"":-35,""dy"":162,""t"":2317},{""x"":452,""y"":443,""dx"":-39,""dy"":162,""t"":2350},{""x"":459,""y"":432,""dx"":-32,""dy"":151,""t"":2384},{""x"":447,""y"":451,""dx"":-44,""dy"":170,""t"":2418},{""x"":434,""y"":434,""dx"":-57,""dy"":153,""t"":2452},{""x"":426,""y"":433,""dx"":-65,""dy"":152,""t"":2487},{""x"":418,""y"":411,""dx"":-73,""dy"":130,""t"":2520},{""x"":415,""y"":404,""dx"":-76,""dy"":123,""t"":2553},{""x"":409,""y"":375,""dx"":-82,""dy"":94,""t"":2587},{""x"":413,""y"":353,""dx"":-78,""dy"":72,""t"":2622},{""x"":415,""y"":363,""dx"":-76,""dy"":82,""t"":2653},{""x"":417,""y"":338,""dx"":-74,""dy"":57,""t"":2689},{""x"":429,""y"":315,""dx"":-62,""dy"":34,""t"":2724},{""x"":433,""y"":354,""dx"":-58,""dy"":73,""t"":2758},{""x"":436,""y"":326,""dx"":-55,""dy"":45,""t"":2792},{""x"":443,""y"":351,""dx"":-48,""dy"":70,""t"":2826},{""x"":458,""y"":361,""dx"":-33,""dy"":80,""t"":2860},{""x"":587,""y"":339,""dx"":96,""dy"":58,""t"":2894},{""x"":809,""y"":343,""dx"":318,""dy"":62,""t"":2965},{""x"":1021,""y"":315,""dx"":530,""dy"":34,""t"":2996}],[{""x"":1498,""y"":216,""dx"":47,""dy"":-65,""t"":4016},{""x"":1486,""y"":219,""dx"":35,""dy"":-62,""t"":4050},{""x"":1509,""y"":259,""dx"":58,""dy"":-22,""t"":4084},{""x"":1503,""y"":260,""dx"":52,""dy"":-21,""t"":4118},{""x"":1484,""y"":260,""dx"":33,""dy"":-21,""t"":4152},{""x"":1479,""y"":267,""dx"":28,""dy"":-14,""t"":4185},{""x"":1459,""y"":278,""dx"":8,""dy"":-3,""t"":4220},{""x"":1451,""y"":299,""dx"":0,""dy"":18,""t"":4254},{""x"":1442,""y"":281,""dx"":-9,""dy"":0,""t"":4287},{""x"":1438,""y"":302,""dx"":-13,""dy"":21,""t"":4321},{""x"":1428,""y"":290,""dx"":-23,""dy"":9,""t"":4357},{""x"":1440,""y"":300,""dx"":-11,""dy"":19,""t"":4390},{""x"":1473,""y"":283,""dx"":22,""dy"":2,""t"":4424},{""x"":1447,""y"":263,""dx"":-4,""dy"":-18,""t"":4458},{""x"":1449,""y"":270,""dx"":-2,""dy"":-11,""t"":4492},{""x"":1467,""y"":269,""dx"":16,""dy"":-12,""t"":4526},{""x"":1480,""y"":263,""dx"":29,""dy"":-18,""t"":4560},{""x"":1475,""y"":280,""dx"":24,""dy"":-1,""t"":4595},{""x"":1470,""y"":294,""dx"":19,""dy"":13,""t"":4626},{""x"":1477,""y"":312,""dx"":26,""dy"":31,""t"":4663},{""x"":1506,""y"":302,""dx"":55,""dy"":21,""t"":4696},{""x"":1492,""y"":321,""dx"":41,""dy"":40,""t"":4729},{""x"":1513,""y"":313,""dx"":62,""dy"":32,""t"":4764},{""x"":1497,""y"":308,""dx"":46,""dy"":27,""t"":4798},{""x"":1524,""y"":308,""dx"":73,""dy"":27,""t"":4831},{""x"":1505,""y"":295,""dx"":54,""dy"":14,""t"":4866},{""x"":1539,""y"":300,""dx"":88,""dy"":19,""t"":4899},{""x"":1533,""y"":312,""dx"":82,""dy"":31,""t"":4934},{""x"":1510,""y"":311,""dx"":59,""dy"":30,""t"":4968},{""x"":1489,""y"":332,""dx"":38,""dy"":51,""t"":4999},{""x"":1494,""y"":336,""dx"":43,""dy"":55,""t"":5037},{""x"":1480,""y"":324,""dx"":29,""dy"":43,""t"":5070},{""x"":1474,""y"":303,""dx"":23,""dy"":22,""t"":5104},{""x"":1460,""y"":266,""dx"":9,""dy"":-15,""t"":5138},{""x"":1466,""y"":262,""dx"":15,""dy"":-19,""t"":5172},{""x"":1485,""y"":252,""dx"":34,""dy"":-29,""t"":5205},{""x"":1481,""y"":251,""dx"":30,""dy"":-30,""t"":5240},{""x"":1473,""y"":285,""dx"":22,""dy"":4,""t"":5273},{""x"":1475,""y"":280,""dx"":24,""dy"":-1,""t"":5309},{""x"":1473,""y"":296,""dx"":22,""dy"":15,""t"":5341},{""x"":1474,""y"":272,""dx"":23,""dy"":-9,""t"":5375},{""x"":1472,""y"":280,""dx"":21,""dy"":-1,""t"":5410},{""x"":1470,""y"":305,""dx"":19,""dy"":24,""t"":5446},{""x"":1466,""y"":308,""dx"":15,""dy"":27,""t"":5479},{""x"":1475,""y"":318,""dx"":24,""dy"":37,""t"":5512},{""x"":1486,""y"":355,""dx"":35,""dy"":74,""t"":5546},{""x"":1478,""y"":357,""dx"":27,""dy"":76,""t"":5580},{""x"":1492,""y"":362,""dx"":41,""dy"":81,""t"":5614},{""x"":1478,""y"":338,""dx"":27,""dy"":57,""t"":5647},{""x"":1478,""y"":350,""dx"":27,""dy"":69,""t"":5682},{""x"":1489,""y"":320,""dx"":38,""dy"":39,""t"":5716},{""x"":1503,""y"":353,""dx"":52,""dy"":72,""t"":5750},{""x"":1490,""y"":349,""dx"":39,""dy"":68,""t"":5784},{""x"":1509,""y"":405,""dx"":58,""dy"":124,""t"":5817},{""x"":1531,""y"":396,""dx"":80,""dy"":115,""t"":5852},{""x"":1520,""y"":346,""dx"":69,""dy"":65,""t"":5886},{""x"":1537,""y"":326,""dx"":86,""dy"":45,""t"":5919},{""x"":1533,""y"":327,""dx"":82,""dy"":46,""t"":5954},{""x"":1522,""y"":301,""dx"":71,""dy"":20,""t"":5988}],[{""x"":1084,""y"":612,""dx"":113,""dy"":61,""t"":7043},{""x"":1060,""y"":606,""dx"":89,""dy"":55,""t"":7076},{""x"":1050,""y"":579,""dx"":79,""dy"":28,""t"":7110},{""x"":1032,""y"":614,""dx"":61,""dy"":63,""t"":7144},{""x"":1025,""y"":561,""dx"":54,""dy"":10,""t"":7179},{""x"":1013,""y"":581,""dx"":42,""dy"":30,""t"":7212},{""x"":991,""y"":554,""dx"":20,""dy"":3,""t"":7246},{""x"":980,""y"":549,""dx"":9,""dy"":-2,""t"":7280},{""x"":964,""y"":541,""dx"":-7,""dy"":-10,""t"":7314},{""x"":966,""y"":518,""dx"":-5,""dy"":-33,""t"":7347},{""x"":967,""y"":504,""dx"":-4,""dy"":-47,""t"":7382},{""x"":974,""y"":499,""dx"":3,""dy"":-52,""t"":7416},{""x"":974,""y"":474,""dx"":3,""dy"":-77,""t"":7449},{""x"":991,""y"":462,""dx"":20,""dy"":-89,""t"":7484},{""x"":1009,""y"":451,""dx"":38,""dy"":-100,""t"":7517},{""x"":1016,""y"":446,""dx"":45,""dy"":-105,""t"":7552},{""x"":1023,""y"":470,""dx"":52,""dy"":-81,""t"":7586},{""x"":1029,""y"":483,""dx"":58,""dy"":-68,""t"":7621},{""x"":1031,""y"":496,""dx"":60,""dy"":-55,""t"":7654},{""x"":1033,""y"":497,""dx"":62,""dy"":-54,""t"":7688},{""x"":1062,""y"":559,""dx"":91,""dy"":8,""t"":7721},{""x"":1095,""y"":530,""dx"":124,""dy"":-21,""t"":7756},{""x"":1107,""y"":534,""dx"":136,""dy"":-17,""t"":7787},{""x"":1110,""y"":550,""dx"":139,""dy"":-1,""t"":7824},{""x"":1102,""y"":554,""dx"":131,""dy"":3,""t"":7858},{""x"":1109,""y"":544,""dx"":138,""dy"":-7,""t"":7891},{""x"":1112,""y"":506,""dx"":141,""dy"":-45,""t"":7926},{""x"":1102,""y"":546,""dx"":131,""dy"":-5,""t"":7960},{""x"":1073,""y"":533,""dx"":102,""dy"":-18,""t"":7993},{""x"":1048,""y"":524,""dx"":77,""dy"":-27,""t"":8029},{""x"":1047,""y"":520,""dx"":76,""dy"":-31,""t"":8062},{""x"":1029,""y"":530,""dx"":58,""dy"":-21,""t"":8097},{""x"":1030,""y"":495,""dx"":59,""dy"":-56,""t"":8130},{""x"":1033,""y"":508,""dx"":62,""dy"":-43,""t"":8164},{""x"":1036,""y"":519,""dx"":65,""dy"":-32,""t"":8196},{""x"":1026,""y"":528,""dx"":55,""dy"":-23,""t"":8231},{""x"":1033,""y"":537,""dx"":62,""dy"":-14,""t"":8265},{""x"":1035,""y"":544,""dx"":64,""dy"":-7,""t"":8300},{""x"":1014,""y"":540,""dx"":43,""dy"":-11,""t"":8333},{""x"":1000,""y"":561,""dx"":29,""dy"":10,""t"":8367},{""x"":1036,""y"":583,""dx"":65,""dy"":32,""t"":8402},{""x"":1047,""y"":576,""dx"":76,""dy"":25,""t"":8436},{""x"":1050,""y"":589,""dx"":79,""dy"":38,""t"":8469},{""x"":1043,""y"":590,""dx"":72,""dy"":39,""t"":8504},{""x"":1039,""y"":591,""dx"":68,""dy"":40,""t"":8538},{""x"":1013,""y"":598,""dx"":42,""dy"":47,""t"":8572},{""x"":1016,""y"":586,""dx"":45,""dy"":35,""t"":8607},{""x"":1034,""y"":585,""dx"":63,""dy"":34,""t"":8641},{""x"":1037,""y"":619,""dx"":66,""dy"":68,""t"":8675},{""x"":1036,""y"":609,""dx"":65,""dy"":58,""t"":8708},{""x"":1044,""y"":589,""dx"":73,""dy"":38,""t"":8742},{""x"":1047,""y"":567,""dx"":76,""dy"":16,""t"":8776},{""x"":1036,""y"":563,""dx"":65,""dy"":12,""t"":8809},{""x"":1032,""y"":552,""dx"":61,""dy"":1,""t"":8844},{""x"":1021,""y"":560,""dx"":50,""dy"":9,""t"":8878},{""x"":1028,""y"":558,""dx"":57,""dy"":7,""t"":8914},{""x"":1038,""y"":544,""dx"":67,""dy"":-7,""t"":8947},{""x"":1027,""y"":553,""dx"":56,""dy"":2,""t"":8981},{""x"":923,""y"":577,""dx"":-48,""dy"":26,""t"":9015}],[{""x"":588,""y"":719,""dx"":97,""dy"":-102,""t"":10034},{""x"":582,""y"":705,""dx"":91,""dy"":-116,""t"":10068},{""x"":581,""y"":686,""dx"":90,""dy"":-135,""t"":10101},{""x"":587,""y"":675,""dx"":96,""dy"":-146,""t"":10136},{""x"":571,""y"":681,""dx"":80,""dy"":-140,""t"":10169},{""x"":567,""y"":640,""dx"":76,""dy"":-181,""t"":10204},{""x"":588,""y"":633,""dx"":97,""dy"":-188,""t"":10239},{""x"":592,""y"":640,""dx"":101,""dy"":-181,""t"":10272},{""x"":559,""y"":620,""dx"":68,""dy"":-201,""t"":10306},{""x"":547,""y"":616,""dx"":56,""dy"":-205,""t"":10340},{""x"":518,""y"":621,""dx"":27,""dy"":-200,""t"":10374},{""x"":500,""y"":641,""dx"":9,""dy"":-180,""t"":10408},{""x"":493,""y"":655,""dx"":2,""dy"":-166,""t"":10443},{""x"":474,""y"":670,""dx"":-17,""dy"":-151,""t"":10476},{""x"":481,""y"":672,""dx"":-10,""dy"":-149,""t"":10510},{""x"":485,""y"":671,""dx"":-6,""dy"":-150,""t"":10545},{""x"":479,""y"":668,""dx"":-12,""dy"":-153,""t"":10579},{""x"":464,""y"":680,""dx"":-27,""dy"":-141,""t"":10612},{""x"":471,""y"":675,""dx"":-20,""dy"":-146,""t"":10647},{""x"":460,""y"":670,""dx"":-31,""dy"":-151,""t"":10679},{""x"":472,""y"":675,""dx"":-19,""dy"":-146,""t"":10714},{""x"":460,""y"":676,""dx"":-31,""dy"":-145,""t"":10748},{""x"":459,""y"":675,""dx"":-32,""dy"":-146,""t"":10782},{""x"":433,""y"":649,""dx"":-58,""dy"":-172,""t"":10816},{""x"":409,""y"":660,""dx"":-82,""dy"":-161,""t"":10851},{""x"":401,""y"":660,""dx"":-90,""dy"":-161,""t"":10884},{""x"":387,""y"":649,""dx"":-104,""dy"":-172,""t"":10918},{""x"":401,""y"":632,""dx"":-90,""dy"":-189,""t"":10952},{""x"":397,""y"":628,""dx"":-94,""dy"":-193,""t"":10987},{""x"":400,""y"":598,""dx"":-91,""dy"":-223,""t"":11020},{""x"":428,""y"":590,""dx"":-63,""dy"":-231,""t"":11054},{""x"":453,""y"":657,""dx"":-38,""dy"":-164,""t"":11089},{""x"":475,""y"":677,""dx"":-16,""dy"":-144,""t"":11122},{""x"":491,""y"":716,""dx"":0,""dy"":-105,""t"":11156},{""x"":502,""y"":752,""dx"":11,""dy"":-69,""t"":11190},{""x"":503,""y"":781,""dx"":12,""dy"":-40,""t"":11224},{""x"":499,""y"":799,""dx"":8,""dy"":-22,""t"":11257},{""x"":498,""y"":798,""dx"":7,""dy"":-23,""t"":11292},{""x"":514,""y"":792,""dx"":23,""dy"":-29,""t"":11327},{""x"":527,""y"":785,""dx"":36,""dy"":-36,""t"":11358},{""x"":521,""y"":784,""dx"":30,""dy"":-37,""t"":11394},{""x"":525,""y"":804,""dx"":34,""dy"":-17,""t"":11430},{""x"":526,""y"":773,""dx"":35,""dy"":-48,""t"":11462},{""x"":524,""y"":775,""dx"":33,""dy"":-46,""t"":11497},{""x"":508,""y"":787,""dx"":17,""dy"":-34,""t"":11530},{""x"":513,""y"":766,""dx"":22,""dy"":-55,""t"":11564},{""x"":511,""y"":737,""dx"":20,""dy"":-84,""t"":11598},{""x"":494,""y"":738,""dx"":3,""dy"":-83,""t"":11631},{""x"":508,""y"":763,""dx"":17,""dy"":-58,""t"":11666},{""x"":506,""y"":755,""dx"":15,""dy"":-66,""t"":11700},{""x"":496,""y"":769,""dx"":5,""dy"":-52,""t"":11735},{""x"":505,""y"":783,""dx"":14,""dy"":-38,""t"":11765},{""x"":506,""y"":799,""dx"":15,""dy"":-22,""t"":11802},{""x"":491,""y"":804,""dx"":0,""dy"":-17,""t"":11837},{""x"":494,""y"":807,""dx"":3,""dy"":-14,""t"":11871},{""x"":498,""y"":813,""dx"":7,""dy"":-8,""t"":11904},{""x"":485,""y"":829,""dx"":-6,""dy"":8,""t"":11938},{""x"":477,""y"":856,""dx"":-14,""dy"":35,""t"":11972},{""x"":484,""y"":845,""dx"":-7,""dy"":24,""t"":12006}],[{""x"":1412,""y"":624,""dx"":-39,""dy"":-197,""t"":13059},{""x"":1400,""y"":628,""dx"":-51,""dy"":-193,""t"":13093},{""x"":1419,""y"":619,""dx"":-32,""dy"":-202,""t"":13128},{""x"":1407,""y"":615,""dx"":-44,""dy"":-206,""t"":13161},{""x"":1402,""y"":603,""dx"":-49,""dy"":-218,""t"":13197},{""x"":1371,""y"":652,""dx"":-80,""dy"":-169,""t"":13230},{""x"":1363,""y"":664,""dx"":-88,""dy"":-157,""t"":13265},{""x"":1366,""y"":659,""dx"":-85,""dy"":-162,""t"":13298},{""x"":1354,""y"":663,""dx"":-97,""dy"":-158,""t"":13332},{""x"":1370,""y"":626,""dx"":-81,""dy"":-195,""t"":13363},{""x"":1366,""y"":622,""dx"":-85,""dy"":-199,""t"":13399},{""x"":1372,""y"":619,""dx"":-79,""dy"":-202,""t"":13433},{""x"":1391,""y"":642,""dx"":-60,""dy"":-179,""t"":13467},{""x"":1399,""y"":639,""dx"":-52,""dy"":-182,""t"":13502},{""x"":1390,""y"":658,""dx"":-61,""dy"":-163,""t"":13536},{""x"":1396,""y"":656,""dx"":-55,""dy"":-165,""t"":13569},{""x"":1392,""y"":673,""dx"":-59,""dy"":-148,""t"":13604},{""x"":1380,""y"":683,""dx"":-71,""dy"":-138,""t"":13638},{""x"":1379,""y"":707,""dx"":-72,""dy"":-114,""t"":13672},{""x"":1382,""y"":703,""dx"":-69,""dy"":-118,""t"":13705},{""x"":1367,""y"":708,""dx"":-84,""dy"":-113,""t"":13739},{""x"":1375,""y"":686,""dx"":-76,""dy"":-135,""t"":13774},{""x"":1381,""y"":690,""dx"":-70,""dy"":-131,""t"":13808},{""x"":1379,""y"":700,""dx"":-72,""dy"":-121,""t"":13842},{""x"":1376,""y"":691,""dx"":-75,""dy"":-130,""t"":13876},{""x"":1375,""y"":693,""dx"":-76,""dy"":-128,""t"":13910},{""x"":1383,""y"":679,""dx"":-68,""dy"":-142,""t"":13945},{""x"":1400,""y"":642,""dx"":-51,""dy"":-179,""t"":13979},{""x"":1405,""y"":664,""dx"":-46,""dy"":-157,""t"":14012},{""x"":1417,""y"":685,""dx"":-34,""dy"":-136,""t"":14046},{""x"":1417,""y"":700,""dx"":-34,""dy"":-121,""t"":14080},{""x"":1413,""y"":684,""dx"":-38,""dy"":-137,""t"":14114},{""x"":1419,""y"":685,""dx"":-32,""dy"":-136,""t"":14148},{""x"":1423,""y"":703,""dx"":-28,""dy"":-118,""t"":14182},{""x"":1422,""y"":662,""dx"":-29,""dy"":-159,""t"":14216},{""x"":1422,""y"":684,""dx"":-29,""dy"":-137,""t"":14250},{""x"":1404,""y"":723,""dx"":-47,""dy"":-98,""t"":14284},{""x"":1387,""y"":774,""dx"":-64,""dy"":-47,""t"":14318},{""x"":1370,""y"":786,""dx"":-81,""dy"":-35,""t"":14352},{""x"":1370,""y"":769,""dx"":-81,""dy"":-52,""t"":14386},{""x"":1367,""y"":747,""dx"":-84,""dy"":-74,""t"":14421},{""x"":1366,""y"":761,""dx"":-85,""dy"":-60,""t"":14455},{""x"":1377,""y"":744,""dx"":-74,""dy"":-77,""t"":14488},{""x"":1367,""y"":735,""dx"":-84,""dy"":-86,""t"":14522},{""x"":1342,""y"":698,""dx"":-109,""dy"":-123,""t"":14557},{""x"":1348,""y"":703,""dx"":-103,""dy"":-118,""t"":14590},{""x"":1351,""y"":758,""dx"":-100,""dy"":-63,""t"":14625},{""x"":1335,""y"":753,""dx"":-116,""dy"":-68,""t"":14658},{""x"":1331,""y"":735,""dx"":-120,""dy"":-86,""t"":14692},{""x"":1322,""y"":726,""dx"":-129,""dy"":-95,""t"":14727},{""x"":1312,""y"":701,""dx"":-139,""dy"":-120,""t"":14760},{""x"":1302,""y"":704,""dx"":-149,""dy"":-117,""t"":14794},{""x"":1289,""y"":697,""dx"":-162,""dy"":-124,""t"":14828},{""x"":1302,""y"":679,""dx"":-149,""dy"":-142,""t"":14863},{""x"":1299,""y"":676,""dx"":-152,""dy"":-145,""t"":14895},{""x"":1297,""y"":675,""dx"":-154,""dy"":-146,""t"":14928},{""x"":1315,""y"":666,""dx"":-136,""dy"":-155,""t"":14964},{""x"":1327,""y"":647,""dx"":-124,""dy"":-174,""t"":14998},{""x"":1322,""y"":664,""dx"":-129,""dy"":-157,""t"":15032},{""x"":1314,""y"":706,""dx"":-137,""dy"":-115,""t"":15065}]]","[94.91525423728814,100,100,83.05084745762711,76.66666666666667]","[{""x"":-46.08474576271186,""y"":108.69491525423729,""r"":44.58811790764884},{""x"":34.20338983050848,""y"":20.52542372881356,""r"":38.87523040719978},{""x"":62.25423728813559,""y"":-6.11864406779661,""r"":46.47518821686646},{""x"":5.067796610169491,""y"":-107.88135593220339,""r"":80.89395670949226},{""x"":-80.98333333333333,""y"":-135.36666666666667,""r"":80.39526808329093}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.31","validate","","","","","","","","","",""
"","html-keyboard-response","9","65406","0.0-5.0-0.0","","","","","2244"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
