"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","8758","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","8764","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","18372","0.0-2.0-0.0","","","","","9606","{""name"":""张梦洋"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","20092","0.0-2.0-1.0","","","","","1718","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","21324","0.0-3.0","","","","","1229"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","26667","0.0-4.0","","","","","","","","","1519","","","","","","","","","","","","","","","",""
"","html-button-response","6","27996","0.0-5.0-0.0","","","","","1326","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","42366","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","43588","0.0-5.0-2.0","","","","","1221","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","61189","0.0-5.0-3.0","","","","","","","","","","[[{""x"":499,""y"":322,""dx"":12.5,""dy"":44.5,""t"":990},{""x"":494,""y"":318,""dx"":7.5,""dy"":40.5,""t"":1024},{""x"":489,""y"":308,""dx"":2.5,""dy"":30.5,""t"":1058},{""x"":525,""y"":356,""dx"":38.5,""dy"":78.5,""t"":1092},{""x"":515,""y"":343,""dx"":28.5,""dy"":65.5,""t"":1126},{""x"":548,""y"":376,""dx"":61.5,""dy"":98.5,""t"":1159},{""x"":522,""y"":381,""dx"":35.5,""dy"":103.5,""t"":1195},{""x"":501,""y"":380,""dx"":14.5,""dy"":102.5,""t"":1225},{""x"":526,""y"":427,""dx"":39.5,""dy"":149.5,""t"":1262},{""x"":519,""y"":394,""dx"":32.5,""dy"":116.5,""t"":1296},{""x"":547,""y"":440,""dx"":60.5,""dy"":162.5,""t"":1330},{""x"":529,""y"":410,""dx"":42.5,""dy"":132.5,""t"":1365},{""x"":518,""y"":371,""dx"":31.5,""dy"":93.5,""t"":1398},{""x"":511,""y"":337,""dx"":24.5,""dy"":59.5,""t"":1431},{""x"":505,""y"":342,""dx"":18.5,""dy"":64.5,""t"":1467},{""x"":501,""y"":348,""dx"":14.5,""dy"":70.5,""t"":1500},{""x"":497,""y"":346,""dx"":10.5,""dy"":68.5,""t"":1534},{""x"":500,""y"":346,""dx"":13.5,""dy"":68.5,""t"":1568},{""x"":501,""y"":336,""dx"":14.5,""dy"":58.5,""t"":1601},{""x"":502,""y"":327,""dx"":15.5,""dy"":49.5,""t"":1634},{""x"":518,""y"":318,""dx"":31.5,""dy"":40.5,""t"":1670},{""x"":516,""y"":298,""dx"":29.5,""dy"":20.5,""t"":1703},{""x"":531,""y"":301,""dx"":44.5,""dy"":23.5,""t"":1738},{""x"":541,""y"":301,""dx"":54.5,""dy"":23.5,""t"":1772},{""x"":534,""y"":327,""dx"":47.5,""dy"":49.5,""t"":1806},{""x"":520,""y"":350,""dx"":33.5,""dy"":72.5,""t"":1841},{""x"":511,""y"":375,""dx"":24.5,""dy"":97.5,""t"":1874},{""x"":508,""y"":381,""dx"":21.5,""dy"":103.5,""t"":1909},{""x"":495,""y"":389,""dx"":8.5,""dy"":111.5,""t"":1972},{""x"":485,""y"":395,""dx"":-1.5,""dy"":117.5,""t"":1979},{""x"":490,""y"":382,""dx"":3.5,""dy"":104.5,""t"":2011},{""x"":489,""y"":378,""dx"":2.5,""dy"":100.5,""t"":2044},{""x"":504,""y"":372,""dx"":17.5,""dy"":94.5,""t"":2078},{""x"":509,""y"":346,""dx"":22.5,""dy"":68.5,""t"":2112},{""x"":524,""y"":340,""dx"":37.5,""dy"":62.5,""t"":2146},{""x"":526,""y"":357,""dx"":39.5,""dy"":79.5,""t"":2180},{""x"":516,""y"":375,""dx"":29.5,""dy"":97.5,""t"":2213},{""x"":533,""y"":367,""dx"":46.5,""dy"":89.5,""t"":2248},{""x"":528,""y"":364,""dx"":41.5,""dy"":86.5,""t"":2282},{""x"":521,""y"":370,""dx"":34.5,""dy"":92.5,""t"":2316},{""x"":536,""y"":385,""dx"":49.5,""dy"":107.5,""t"":2350},{""x"":530,""y"":387,""dx"":43.5,""dy"":109.5,""t"":2384},{""x"":527,""y"":378,""dx"":40.5,""dy"":100.5,""t"":2418},{""x"":521,""y"":365,""dx"":34.5,""dy"":87.5,""t"":2451},{""x"":516,""y"":363,""dx"":29.5,""dy"":85.5,""t"":2486},{""x"":495,""y"":343,""dx"":8.5,""dy"":65.5,""t"":2520},{""x"":504,""y"":348,""dx"":17.5,""dy"":70.5,""t"":2554},{""x"":526,""y"":398,""dx"":39.5,""dy"":120.5,""t"":2588},{""x"":566,""y"":456,""dx"":79.5,""dy"":178.5,""t"":2622},{""x"":580,""y"":496,""dx"":93.5,""dy"":218.5,""t"":2656},{""x"":580,""y"":509,""dx"":93.5,""dy"":231.5,""t"":2690},{""x"":599,""y"":506,""dx"":112.5,""dy"":228.5,""t"":2724},{""x"":572,""y"":491,""dx"":85.5,""dy"":213.5,""t"":2759},{""x"":584,""y"":478,""dx"":97.5,""dy"":200.5,""t"":2792},{""x"":582,""y"":492,""dx"":95.5,""dy"":214.5,""t"":2826},{""x"":585,""y"":497,""dx"":98.5,""dy"":219.5,""t"":2859},{""x"":595,""y"":496,""dx"":108.5,""dy"":218.5,""t"":2894},{""x"":585,""y"":521,""dx"":98.5,""dy"":243.5,""t"":2927},{""x"":572,""y"":474,""dx"":85.5,""dy"":196.5,""t"":2962}],[{""x"":1426,""y"":405,""dx"":-11.5,""dy"":127.5,""t"":4017},{""x"":1402,""y"":373,""dx"":-35.5,""dy"":95.5,""t"":4050},{""x"":1388,""y"":358,""dx"":-49.5,""dy"":80.5,""t"":4084},{""x"":1378,""y"":340,""dx"":-59.5,""dy"":62.5,""t"":4119},{""x"":1361,""y"":324,""dx"":-76.5,""dy"":46.5,""t"":4152},{""x"":1349,""y"":292,""dx"":-88.5,""dy"":14.5,""t"":4186},{""x"":1341,""y"":287,""dx"":-96.5,""dy"":9.5,""t"":4220},{""x"":1348,""y"":292,""dx"":-89.5,""dy"":14.5,""t"":4254},{""x"":1324,""y"":286,""dx"":-113.5,""dy"":8.5,""t"":4288},{""x"":1317,""y"":302,""dx"":-120.5,""dy"":24.5,""t"":4321},{""x"":1311,""y"":294,""dx"":-126.5,""dy"":16.5,""t"":4356},{""x"":1302,""y"":286,""dx"":-135.5,""dy"":8.5,""t"":4390},{""x"":1311,""y"":293,""dx"":-126.5,""dy"":15.5,""t"":4424},{""x"":1306,""y"":286,""dx"":-131.5,""dy"":8.5,""t"":4458},{""x"":1293,""y"":308,""dx"":-144.5,""dy"":30.5,""t"":4491},{""x"":1314,""y"":294,""dx"":-123.5,""dy"":16.5,""t"":4526},{""x"":1327,""y"":290,""dx"":-110.5,""dy"":12.5,""t"":4560},{""x"":1290,""y"":321,""dx"":-147.5,""dy"":43.5,""t"":4594},{""x"":1291,""y"":325,""dx"":-146.5,""dy"":47.5,""t"":4628},{""x"":1287,""y"":299,""dx"":-150.5,""dy"":21.5,""t"":4662},{""x"":1294,""y"":290,""dx"":-143.5,""dy"":12.5,""t"":4696},{""x"":1290,""y"":282,""dx"":-147.5,""dy"":4.5,""t"":4729},{""x"":1299,""y"":305,""dx"":-138.5,""dy"":27.5,""t"":4764},{""x"":1306,""y"":325,""dx"":-131.5,""dy"":47.5,""t"":4796},{""x"":1293,""y"":346,""dx"":-144.5,""dy"":68.5,""t"":4832},{""x"":1269,""y"":354,""dx"":-168.5,""dy"":76.5,""t"":4865},{""x"":1268,""y"":343,""dx"":-169.5,""dy"":65.5,""t"":4900},{""x"":1267,""y"":355,""dx"":-170.5,""dy"":77.5,""t"":4934},{""x"":1299,""y"":336,""dx"":-138.5,""dy"":58.5,""t"":4968},{""x"":1312,""y"":324,""dx"":-125.5,""dy"":46.5,""t"":5003},{""x"":1292,""y"":316,""dx"":-145.5,""dy"":38.5,""t"":5036},{""x"":1261,""y"":307,""dx"":-176.5,""dy"":29.5,""t"":5070},{""x"":1257,""y"":292,""dx"":-180.5,""dy"":14.5,""t"":5104},{""x"":1250,""y"":292,""dx"":-187.5,""dy"":14.5,""t"":5138},{""x"":1247,""y"":282,""dx"":-190.5,""dy"":4.5,""t"":5171},{""x"":1244,""y"":275,""dx"":-193.5,""dy"":-2.5,""t"":5204},{""x"":1247,""y"":275,""dx"":-190.5,""dy"":-2.5,""t"":5240},{""x"":1237,""y"":289,""dx"":-200.5,""dy"":11.5,""t"":5275},{""x"":1237,""y"":305,""dx"":-200.5,""dy"":27.5,""t"":5308},{""x"":1250,""y"":306,""dx"":-187.5,""dy"":28.5,""t"":5342},{""x"":1238,""y"":307,""dx"":-199.5,""dy"":29.5,""t"":5375},{""x"":1253,""y"":294,""dx"":-184.5,""dy"":16.5,""t"":5411},{""x"":1253,""y"":273,""dx"":-184.5,""dy"":-4.5,""t"":5444},{""x"":1262,""y"":254,""dx"":-175.5,""dy"":-23.5,""t"":5478},{""x"":1288,""y"":232,""dx"":-149.5,""dy"":-45.5,""t"":5513},{""x"":1310,""y"":250,""dx"":-127.5,""dy"":-27.5,""t"":5545},{""x"":1308,""y"":279,""dx"":-129.5,""dy"":1.5,""t"":5579},{""x"":1332,""y"":292,""dx"":-105.5,""dy"":14.5,""t"":5613},{""x"":1342,""y"":300,""dx"":-95.5,""dy"":22.5,""t"":5648},{""x"":1352,""y"":307,""dx"":-85.5,""dy"":29.5,""t"":5682},{""x"":1346,""y"":317,""dx"":-91.5,""dy"":39.5,""t"":5715},{""x"":1334,""y"":330,""dx"":-103.5,""dy"":52.5,""t"":5750},{""x"":1326,""y"":337,""dx"":-111.5,""dy"":59.5,""t"":5784},{""x"":1337,""y"":331,""dx"":-100.5,""dy"":53.5,""t"":5818},{""x"":1352,""y"":326,""dx"":-85.5,""dy"":48.5,""t"":5852},{""x"":1332,""y"":315,""dx"":-105.5,""dy"":37.5,""t"":5886},{""x"":1332,""y"":303,""dx"":-105.5,""dy"":25.5,""t"":5920},{""x"":1334,""y"":287,""dx"":-103.5,""dy"":9.5,""t"":5954},{""x"":1354,""y"":270,""dx"":-83.5,""dy"":-7.5,""t"":5988}],[{""x"":983,""y"":411,""dx"":21,""dy"":-133,""t"":7008},{""x"":959,""y"":410,""dx"":-3,""dy"":-134,""t"":7041},{""x"":955,""y"":399,""dx"":-7,""dy"":-145,""t"":7077},{""x"":941,""y"":384,""dx"":-21,""dy"":-160,""t"":7110},{""x"":941,""y"":349,""dx"":-21,""dy"":-195,""t"":7143},{""x"":914,""y"":343,""dx"":-48,""dy"":-201,""t"":7179},{""x"":893,""y"":326,""dx"":-69,""dy"":-218,""t"":7213},{""x"":905,""y"":342,""dx"":-57,""dy"":-202,""t"":7247},{""x"":898,""y"":367,""dx"":-64,""dy"":-177,""t"":7280},{""x"":912,""y"":369,""dx"":-50,""dy"":-175,""t"":7314},{""x"":913,""y"":363,""dx"":-49,""dy"":-181,""t"":7347},{""x"":928,""y"":381,""dx"":-34,""dy"":-163,""t"":7381},{""x"":943,""y"":427,""dx"":-19,""dy"":-117,""t"":7416},{""x"":957,""y"":461,""dx"":-5,""dy"":-83,""t"":7450},{""x"":983,""y"":461,""dx"":21,""dy"":-83,""t"":7484},{""x"":1008,""y"":462,""dx"":46,""dy"":-82,""t"":7518},{""x"":1015,""y"":455,""dx"":53,""dy"":-89,""t"":7552},{""x"":1016,""y"":461,""dx"":54,""dy"":-83,""t"":7586},{""x"":1009,""y"":452,""dx"":47,""dy"":-92,""t"":7619},{""x"":1014,""y"":451,""dx"":52,""dy"":-93,""t"":7654},{""x"":1040,""y"":459,""dx"":78,""dy"":-85,""t"":7688},{""x"":1039,""y"":515,""dx"":77,""dy"":-29,""t"":7722},{""x"":1049,""y"":552,""dx"":87,""dy"":8,""t"":7756},{""x"":1042,""y"":593,""dx"":80,""dy"":49,""t"":7791},{""x"":1042,""y"":600,""dx"":80,""dy"":56,""t"":7824},{""x"":1042,""y"":586,""dx"":80,""dy"":42,""t"":7858},{""x"":1053,""y"":608,""dx"":91,""dy"":64,""t"":7891},{""x"":1045,""y"":639,""dx"":83,""dy"":95,""t"":7926},{""x"":1035,""y"":658,""dx"":73,""dy"":114,""t"":7960},{""x"":1017,""y"":674,""dx"":55,""dy"":130,""t"":7994},{""x"":1006,""y"":668,""dx"":44,""dy"":124,""t"":8029},{""x"":1000,""y"":636,""dx"":38,""dy"":92,""t"":8062},{""x"":989,""y"":642,""dx"":27,""dy"":98,""t"":8096},{""x"":1010,""y"":611,""dx"":48,""dy"":67,""t"":8130},{""x"":1036,""y"":579,""dx"":74,""dy"":35,""t"":8163},{""x"":1033,""y"":602,""dx"":71,""dy"":58,""t"":8198},{""x"":1038,""y"":623,""dx"":76,""dy"":79,""t"":8232},{""x"":1004,""y"":634,""dx"":42,""dy"":90,""t"":8267},{""x"":1012,""y"":636,""dx"":50,""dy"":92,""t"":8300},{""x"":1041,""y"":606,""dx"":79,""dy"":62,""t"":8335},{""x"":1038,""y"":634,""dx"":76,""dy"":90,""t"":8366},{""x"":1040,""y"":591,""dx"":78,""dy"":47,""t"":8402},{""x"":1048,""y"":588,""dx"":86,""dy"":44,""t"":8436},{""x"":1061,""y"":565,""dx"":99,""dy"":21,""t"":8470},{""x"":1051,""y"":537,""dx"":89,""dy"":-7,""t"":8504},{""x"":1061,""y"":515,""dx"":99,""dy"":-29,""t"":8539},{""x"":1060,""y"":525,""dx"":98,""dy"":-19,""t"":8572},{""x"":1061,""y"":536,""dx"":99,""dy"":-8,""t"":8606},{""x"":1067,""y"":538,""dx"":105,""dy"":-6,""t"":8640},{""x"":1066,""y"":534,""dx"":104,""dy"":-10,""t"":8674},{""x"":1070,""y"":524,""dx"":108,""dy"":-20,""t"":8708},{""x"":1051,""y"":524,""dx"":89,""dy"":-20,""t"":8742},{""x"":1035,""y"":525,""dx"":73,""dy"":-19,""t"":8773},{""x"":1030,""y"":510,""dx"":68,""dy"":-34,""t"":8811},{""x"":1054,""y"":498,""dx"":92,""dy"":-46,""t"":8844},{""x"":1032,""y"":532,""dx"":70,""dy"":-12,""t"":8878},{""x"":1025,""y"":545,""dx"":63,""dy"":1,""t"":8912},{""x"":1033,""y"":547,""dx"":71,""dy"":3,""t"":8946},{""x"":1044,""y"":508,""dx"":82,""dy"":-36,""t"":8980},{""x"":1045,""y"":501,""dx"":83,""dy"":-43,""t"":9013}],[{""x"":555,""y"":741,""dx"":68.5,""dy"":-69.5,""t"":10034},{""x"":557,""y"":729,""dx"":70.5,""dy"":-81.5,""t"":10068},{""x"":548,""y"":705,""dx"":61.5,""dy"":-105.5,""t"":10102},{""x"":554,""y"":723,""dx"":67.5,""dy"":-87.5,""t"":10135},{""x"":568,""y"":726,""dx"":81.5,""dy"":-84.5,""t"":10169},{""x"":596,""y"":716,""dx"":109.5,""dy"":-94.5,""t"":10204},{""x"":601,""y"":716,""dx"":114.5,""dy"":-94.5,""t"":10239},{""x"":614,""y"":710,""dx"":127.5,""dy"":-100.5,""t"":10272},{""x"":645,""y"":717,""dx"":158.5,""dy"":-93.5,""t"":10305},{""x"":673,""y"":729,""dx"":186.5,""dy"":-81.5,""t"":10340},{""x"":665,""y"":750,""dx"":178.5,""dy"":-60.5,""t"":10372},{""x"":676,""y"":760,""dx"":189.5,""dy"":-50.5,""t"":10408},{""x"":677,""y"":759,""dx"":190.5,""dy"":-51.5,""t"":10441},{""x"":684,""y"":749,""dx"":197.5,""dy"":-61.5,""t"":10475},{""x"":707,""y"":777,""dx"":220.5,""dy"":-33.5,""t"":10511},{""x"":708,""y"":799,""dx"":221.5,""dy"":-11.5,""t"":10544},{""x"":705,""y"":780,""dx"":218.5,""dy"":-30.5,""t"":10578},{""x"":716,""y"":806,""dx"":229.5,""dy"":-4.5,""t"":10612},{""x"":699,""y"":823,""dx"":212.5,""dy"":12.5,""t"":10647},{""x"":690,""y"":824,""dx"":203.5,""dy"":13.5,""t"":10680},{""x"":672,""y"":826,""dx"":185.5,""dy"":15.5,""t"":10713},{""x"":645,""y"":838,""dx"":158.5,""dy"":27.5,""t"":10748},{""x"":634,""y"":833,""dx"":147.5,""dy"":22.5,""t"":10782},{""x"":647,""y"":811,""dx"":160.5,""dy"":0.5,""t"":10816},{""x"":642,""y"":804,""dx"":155.5,""dy"":-6.5,""t"":10849},{""x"":635,""y"":809,""dx"":148.5,""dy"":-1.5,""t"":10883},{""x"":619,""y"":796,""dx"":132.5,""dy"":-14.5,""t"":10918},{""x"":637,""y"":797,""dx"":150.5,""dy"":-13.5,""t"":10952},{""x"":648,""y"":818,""dx"":161.5,""dy"":7.5,""t"":10985},{""x"":663,""y"":839,""dx"":176.5,""dy"":28.5,""t"":11030},{""x"":681,""y"":837,""dx"":194.5,""dy"":26.5,""t"":11075},{""x"":696,""y"":834,""dx"":209.5,""dy"":23.5,""t"":11086},{""x"":686,""y"":800,""dx"":199.5,""dy"":-10.5,""t"":11122},{""x"":670,""y"":780,""dx"":183.5,""dy"":-30.5,""t"":11156},{""x"":667,""y"":781,""dx"":180.5,""dy"":-29.5,""t"":11189},{""x"":651,""y"":727,""dx"":164.5,""dy"":-83.5,""t"":11224},{""x"":642,""y"":735,""dx"":155.5,""dy"":-75.5,""t"":11257},{""x"":617,""y"":734,""dx"":130.5,""dy"":-76.5,""t"":11292},{""x"":597,""y"":736,""dx"":110.5,""dy"":-74.5,""t"":11326},{""x"":594,""y"":696,""dx"":107.5,""dy"":-114.5,""t"":11359},{""x"":596,""y"":679,""dx"":109.5,""dy"":-131.5,""t"":11394},{""x"":600,""y"":666,""dx"":113.5,""dy"":-144.5,""t"":11427},{""x"":603,""y"":661,""dx"":116.5,""dy"":-149.5,""t"":11462},{""x"":599,""y"":632,""dx"":112.5,""dy"":-178.5,""t"":11496},{""x"":639,""y"":618,""dx"":152.5,""dy"":-192.5,""t"":11530},{""x"":617,""y"":622,""dx"":130.5,""dy"":-188.5,""t"":11563},{""x"":618,""y"":640,""dx"":131.5,""dy"":-170.5,""t"":11597},{""x"":645,""y"":651,""dx"":158.5,""dy"":-159.5,""t"":11632},{""x"":660,""y"":653,""dx"":173.5,""dy"":-157.5,""t"":11666},{""x"":682,""y"":681,""dx"":195.5,""dy"":-129.5,""t"":11700},{""x"":672,""y"":713,""dx"":185.5,""dy"":-97.5,""t"":11734},{""x"":658,""y"":754,""dx"":171.5,""dy"":-56.5,""t"":11768},{""x"":667,""y"":762,""dx"":180.5,""dy"":-48.5,""t"":11803},{""x"":680,""y"":772,""dx"":193.5,""dy"":-38.5,""t"":11836},{""x"":660,""y"":791,""dx"":173.5,""dy"":-19.5,""t"":11871},{""x"":668,""y"":804,""dx"":181.5,""dy"":-6.5,""t"":11905},{""x"":654,""y"":828,""dx"":167.5,""dy"":17.5,""t"":11936},{""x"":656,""y"":836,""dx"":169.5,""dy"":25.5,""t"":11972},{""x"":650,""y"":826,""dx"":163.5,""dy"":15.5,""t"":12006}],[{""x"":1258,""y"":634,""dx"":-179.5,""dy"":-176.5,""t"":13026},{""x"":1231,""y"":661,""dx"":-206.5,""dy"":-149.5,""t"":13060},{""x"":1233,""y"":681,""dx"":-204.5,""dy"":-129.5,""t"":13094},{""x"":1261,""y"":687,""dx"":-176.5,""dy"":-123.5,""t"":13128},{""x"":1249,""y"":688,""dx"":-188.5,""dy"":-122.5,""t"":13161},{""x"":1262,""y"":691,""dx"":-175.5,""dy"":-119.5,""t"":13196},{""x"":1260,""y"":687,""dx"":-177.5,""dy"":-123.5,""t"":13230},{""x"":1270,""y"":704,""dx"":-167.5,""dy"":-106.5,""t"":13263},{""x"":1285,""y"":711,""dx"":-152.5,""dy"":-99.5,""t"":13298},{""x"":1299,""y"":718,""dx"":-138.5,""dy"":-92.5,""t"":13332},{""x"":1312,""y"":673,""dx"":-125.5,""dy"":-137.5,""t"":13366},{""x"":1318,""y"":675,""dx"":-119.5,""dy"":-135.5,""t"":13399},{""x"":1320,""y"":683,""dx"":-117.5,""dy"":-127.5,""t"":13433},{""x"":1320,""y"":688,""dx"":-117.5,""dy"":-122.5,""t"":13469},{""x"":1315,""y"":704,""dx"":-122.5,""dy"":-106.5,""t"":13502},{""x"":1311,""y"":718,""dx"":-126.5,""dy"":-92.5,""t"":13534},{""x"":1309,""y"":703,""dx"":-128.5,""dy"":-107.5,""t"":13571},{""x"":1303,""y"":677,""dx"":-134.5,""dy"":-133.5,""t"":13604},{""x"":1303,""y"":686,""dx"":-134.5,""dy"":-124.5,""t"":13638},{""x"":1305,""y"":697,""dx"":-132.5,""dy"":-113.5,""t"":13672},{""x"":1303,""y"":671,""dx"":-134.5,""dy"":-139.5,""t"":13707},{""x"":1311,""y"":686,""dx"":-126.5,""dy"":-124.5,""t"":13740},{""x"":1299,""y"":687,""dx"":-138.5,""dy"":-123.5,""t"":13774},{""x"":1277,""y"":701,""dx"":-160.5,""dy"":-109.5,""t"":13808},{""x"":1276,""y"":709,""dx"":-161.5,""dy"":-101.5,""t"":13842},{""x"":1260,""y"":734,""dx"":-177.5,""dy"":-76.5,""t"":13875},{""x"":1266,""y"":732,""dx"":-171.5,""dy"":-78.5,""t"":13911},{""x"":1259,""y"":709,""dx"":-178.5,""dy"":-101.5,""t"":13942},{""x"":1251,""y"":718,""dx"":-186.5,""dy"":-92.5,""t"":13978},{""x"":1236,""y"":747,""dx"":-201.5,""dy"":-63.5,""t"":14011},{""x"":1241,""y"":750,""dx"":-196.5,""dy"":-60.5,""t"":14046},{""x"":1216,""y"":747,""dx"":-221.5,""dy"":-63.5,""t"":14080},{""x"":1221,""y"":740,""dx"":-216.5,""dy"":-70.5,""t"":14113},{""x"":1242,""y"":734,""dx"":-195.5,""dy"":-76.5,""t"":14148},{""x"":1253,""y"":737,""dx"":-184.5,""dy"":-73.5,""t"":14182},{""x"":1262,""y"":743,""dx"":-175.5,""dy"":-67.5,""t"":14216},{""x"":1255,""y"":738,""dx"":-182.5,""dy"":-72.5,""t"":14250},{""x"":1269,""y"":741,""dx"":-168.5,""dy"":-69.5,""t"":14283},{""x"":1271,""y"":731,""dx"":-166.5,""dy"":-79.5,""t"":14318},{""x"":1275,""y"":724,""dx"":-162.5,""dy"":-86.5,""t"":14352},{""x"":1274,""y"":726,""dx"":-163.5,""dy"":-84.5,""t"":14386},{""x"":1274,""y"":715,""dx"":-163.5,""dy"":-95.5,""t"":14419},{""x"":1279,""y"":717,""dx"":-158.5,""dy"":-93.5,""t"":14454},{""x"":1282,""y"":704,""dx"":-155.5,""dy"":-106.5,""t"":14488},{""x"":1276,""y"":706,""dx"":-161.5,""dy"":-104.5,""t"":14521},{""x"":1266,""y"":711,""dx"":-171.5,""dy"":-99.5,""t"":14555},{""x"":1275,""y"":708,""dx"":-162.5,""dy"":-102.5,""t"":14589},{""x"":1283,""y"":715,""dx"":-154.5,""dy"":-95.5,""t"":14624},{""x"":1285,""y"":731,""dx"":-152.5,""dy"":-79.5,""t"":14659},{""x"":1292,""y"":750,""dx"":-145.5,""dy"":-60.5,""t"":14692},{""x"":1260,""y"":760,""dx"":-177.5,""dy"":-50.5,""t"":14726},{""x"":1246,""y"":767,""dx"":-191.5,""dy"":-43.5,""t"":14760},{""x"":1232,""y"":765,""dx"":-205.5,""dy"":-45.5,""t"":14794},{""x"":1232,""y"":757,""dx"":-205.5,""dy"":-53.5,""t"":14828},{""x"":1226,""y"":765,""dx"":-211.5,""dy"":-45.5,""t"":14862},{""x"":1214,""y"":763,""dx"":-223.5,""dy"":-47.5,""t"":14896},{""x"":1224,""y"":762,""dx"":-213.5,""dy"":-48.5,""t"":14930},{""x"":1241,""y"":772,""dx"":-196.5,""dy"":-38.5,""t"":14963},{""x"":1256,""y"":758,""dx"":-181.5,""dy"":-52.5,""t"":14998},{""x"":1232,""y"":749,""dx"":-205.5,""dy"":-61.5,""t"":15032}]]","[83.05084745762711,94.91525423728814,95,71.1864406779661,65]","[{""x"":40.66949152542373,""y"":106.85593220338983,""r"":43.49209347423526},{""x"":-131.22881355932202,""y"":28.56779661016949,""r"":41.20548140463828},{""x"":48.53333333333333,""y"":-27.8,""r"":120.88860284202482},{""x"":157.65254237288136,""y"":-56.95762711864407,""r"":67.08251039003996},{""x"":-168.9,""y"":-93.06666666666666,""r"":60.97323622966779}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.42","validate","","","","","","","","","",""
