"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","6984","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","6991","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","15730","0.0-2.0-0.0","","","","","8737","{""name"":""张梦洋"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","17762","0.0-2.0-1.0","","","","","2031","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","25435","0.0-3.0","","","","","","","","2176","","","","","","","","","","","","","","","","",""
"","html-button-response","5","26890","0.0-4.0-0.0","","","","","1452","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","40551","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","41634","0.0-4.0-2.0","","","","","1082","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","60968","0.0-4.0-3.0","","","","","","","","","","[[{""x"":507,""y"":253,""dx"":16,""dy"":-28,""t"":990},{""x"":520,""y"":250,""dx"":29,""dy"":-31,""t"":1024},{""x"":520,""y"":253,""dx"":29,""dy"":-28,""t"":1058},{""x"":509,""y"":260,""dx"":18,""dy"":-21,""t"":1121},{""x"":499,""y"":267,""dx"":8,""dy"":-14,""t"":1128},{""x"":491,""y"":274,""dx"":0,""dy"":-7,""t"":1158},{""x"":498,""y"":269,""dx"":7,""dy"":-12,""t"":1194},{""x"":491,""y"":267,""dx"":0,""dy"":-14,""t"":1229},{""x"":506,""y"":261,""dx"":15,""dy"":-20,""t"":1261},{""x"":514,""y"":263,""dx"":23,""dy"":-18,""t"":1296},{""x"":508,""y"":263,""dx"":17,""dy"":-18,""t"":1330},{""x"":508,""y"":264,""dx"":17,""dy"":-17,""t"":1364},{""x"":522,""y"":251,""dx"":31,""dy"":-30,""t"":1398},{""x"":518,""y"":259,""dx"":27,""dy"":-22,""t"":1432},{""x"":522,""y"":259,""dx"":31,""dy"":-22,""t"":1466},{""x"":533,""y"":251,""dx"":42,""dy"":-30,""t"":1501},{""x"":527,""y"":247,""dx"":36,""dy"":-34,""t"":1533},{""x"":515,""y"":245,""dx"":24,""dy"":-36,""t"":1568},{""x"":505,""y"":249,""dx"":14,""dy"":-32,""t"":1602},{""x"":515,""y"":255,""dx"":24,""dy"":-26,""t"":1636},{""x"":517,""y"":261,""dx"":26,""dy"":-20,""t"":1670},{""x"":527,""y"":268,""dx"":36,""dy"":-13,""t"":1703},{""x"":523,""y"":259,""dx"":32,""dy"":-22,""t"":1737},{""x"":514,""y"":257,""dx"":23,""dy"":-24,""t"":1773},{""x"":530,""y"":264,""dx"":39,""dy"":-17,""t"":1806},{""x"":520,""y"":265,""dx"":29,""dy"":-16,""t"":1840},{""x"":525,""y"":251,""dx"":34,""dy"":-30,""t"":1874},{""x"":530,""y"":258,""dx"":39,""dy"":-23,""t"":1908},{""x"":534,""y"":248,""dx"":43,""dy"":-33,""t"":1943},{""x"":532,""y"":234,""dx"":41,""dy"":-47,""t"":1975},{""x"":535,""y"":241,""dx"":44,""dy"":-40,""t"":2010},{""x"":536,""y"":238,""dx"":45,""dy"":-43,""t"":2043},{""x"":541,""y"":238,""dx"":50,""dy"":-43,""t"":2078},{""x"":537,""y"":242,""dx"":46,""dy"":-39,""t"":2112},{""x"":531,""y"":239,""dx"":40,""dy"":-42,""t"":2145},{""x"":514,""y"":237,""dx"":23,""dy"":-44,""t"":2180},{""x"":504,""y"":225,""dx"":13,""dy"":-56,""t"":2214},{""x"":494,""y"":229,""dx"":3,""dy"":-52,""t"":2247},{""x"":495,""y"":228,""dx"":4,""dy"":-53,""t"":2283},{""x"":496,""y"":232,""dx"":5,""dy"":-49,""t"":2316},{""x"":497,""y"":236,""dx"":6,""dy"":-45,""t"":2348},{""x"":499,""y"":237,""dx"":8,""dy"":-44,""t"":2384},{""x"":499,""y"":238,""dx"":8,""dy"":-43,""t"":2418},{""x"":495,""y"":238,""dx"":4,""dy"":-43,""t"":2451},{""x"":498,""y"":237,""dx"":7,""dy"":-44,""t"":2486},{""x"":515,""y"":234,""dx"":24,""dy"":-47,""t"":2520},{""x"":525,""y"":244,""dx"":34,""dy"":-37,""t"":2555},{""x"":520,""y"":261,""dx"":29,""dy"":-20,""t"":2588},{""x"":523,""y"":269,""dx"":32,""dy"":-12,""t"":2621},{""x"":525,""y"":254,""dx"":34,""dy"":-27,""t"":2656},{""x"":521,""y"":263,""dx"":30,""dy"":-18,""t"":2690},{""x"":527,""y"":263,""dx"":36,""dy"":-18,""t"":2724},{""x"":531,""y"":264,""dx"":40,""dy"":-17,""t"":2756},{""x"":531,""y"":248,""dx"":40,""dy"":-33,""t"":2792},{""x"":536,""y"":254,""dx"":45,""dy"":-27,""t"":2826},{""x"":539,""y"":246,""dx"":48,""dy"":-35,""t"":2860},{""x"":542,""y"":236,""dx"":51,""dy"":-45,""t"":2894},{""x"":548,""y"":237,""dx"":57,""dy"":-44,""t"":2929},{""x"":537,""y"":241,""dx"":46,""dy"":-40,""t"":2962}],[{""x"":1544,""y"":335,""dx"":93,""dy"":54,""t"":4016},{""x"":1513,""y"":366,""dx"":62,""dy"":85,""t"":4049},{""x"":1472,""y"":396,""dx"":21,""dy"":115,""t"":4084},{""x"":1450,""y"":421,""dx"":-1,""dy"":140,""t"":4118},{""x"":1440,""y"":439,""dx"":-11,""dy"":158,""t"":4151},{""x"":1439,""y"":450,""dx"":-12,""dy"":169,""t"":4186},{""x"":1455,""y"":434,""dx"":4,""dy"":153,""t"":4221},{""x"":1463,""y"":369,""dx"":12,""dy"":88,""t"":4254},{""x"":1469,""y"":358,""dx"":18,""dy"":77,""t"":4286},{""x"":1479,""y"":326,""dx"":28,""dy"":45,""t"":4322},{""x"":1478,""y"":333,""dx"":27,""dy"":52,""t"":4357},{""x"":1480,""y"":357,""dx"":29,""dy"":76,""t"":4390},{""x"":1488,""y"":299,""dx"":37,""dy"":18,""t"":4424},{""x"":1492,""y"":288,""dx"":41,""dy"":7,""t"":4458},{""x"":1498,""y"":275,""dx"":47,""dy"":-6,""t"":4492},{""x"":1491,""y"":269,""dx"":40,""dy"":-12,""t"":4526},{""x"":1491,""y"":261,""dx"":40,""dy"":-20,""t"":4561},{""x"":1483,""y"":262,""dx"":32,""dy"":-19,""t"":4593},{""x"":1478,""y"":261,""dx"":27,""dy"":-20,""t"":4628},{""x"":1462,""y"":267,""dx"":11,""dy"":-14,""t"":4662},{""x"":1464,""y"":269,""dx"":13,""dy"":-12,""t"":4694},{""x"":1437,""y"":267,""dx"":-14,""dy"":-14,""t"":4730},{""x"":1481,""y"":256,""dx"":30,""dy"":-25,""t"":4764},{""x"":1491,""y"":262,""dx"":40,""dy"":-19,""t"":4797},{""x"":1464,""y"":293,""dx"":13,""dy"":12,""t"":4832},{""x"":1461,""y"":320,""dx"":10,""dy"":39,""t"":4866},{""x"":1454,""y"":336,""dx"":3,""dy"":55,""t"":4901},{""x"":1495,""y"":320,""dx"":44,""dy"":39,""t"":4934},{""x"":1487,""y"":322,""dx"":36,""dy"":41,""t"":4968},{""x"":1519,""y"":308,""dx"":68,""dy"":27,""t"":5002},{""x"":1541,""y"":302,""dx"":90,""dy"":21,""t"":5036},{""x"":1533,""y"":294,""dx"":82,""dy"":13,""t"":5070},{""x"":1524,""y"":301,""dx"":73,""dy"":20,""t"":5104},{""x"":1501,""y"":304,""dx"":50,""dy"":23,""t"":5137},{""x"":1492,""y"":300,""dx"":41,""dy"":19,""t"":5173},{""x"":1458,""y"":304,""dx"":7,""dy"":23,""t"":5207},{""x"":1468,""y"":285,""dx"":17,""dy"":4,""t"":5240},{""x"":1471,""y"":285,""dx"":20,""dy"":4,""t"":5274},{""x"":1469,""y"":283,""dx"":18,""dy"":2,""t"":5308},{""x"":1498,""y"":262,""dx"":47,""dy"":-19,""t"":5341},{""x"":1504,""y"":254,""dx"":53,""dy"":-27,""t"":5375},{""x"":1516,""y"":278,""dx"":65,""dy"":-3,""t"":5410},{""x"":1540,""y"":275,""dx"":89,""dy"":-6,""t"":5444},{""x"":1561,""y"":338,""dx"":110,""dy"":57,""t"":5479},{""x"":1549,""y"":378,""dx"":98,""dy"":97,""t"":5512},{""x"":1536,""y"":411,""dx"":85,""dy"":130,""t"":5546},{""x"":1514,""y"":379,""dx"":63,""dy"":98,""t"":5580},{""x"":1513,""y"":350,""dx"":62,""dy"":69,""t"":5614},{""x"":1512,""y"":303,""dx"":61,""dy"":22,""t"":5647},{""x"":1527,""y"":281,""dx"":76,""dy"":0,""t"":5682},{""x"":1505,""y"":271,""dx"":54,""dy"":-10,""t"":5716},{""x"":1475,""y"":273,""dx"":24,""dy"":-8,""t"":5751},{""x"":1462,""y"":263,""dx"":11,""dy"":-18,""t"":5783},{""x"":1458,""y"":267,""dx"":7,""dy"":-14,""t"":5818},{""x"":1465,""y"":264,""dx"":14,""dy"":-17,""t"":5852},{""x"":1470,""y"":258,""dx"":19,""dy"":-23,""t"":5886},{""x"":1474,""y"":254,""dx"":23,""dy"":-27,""t"":5918},{""x"":1484,""y"":223,""dx"":33,""dy"":-58,""t"":5955},{""x"":1489,""y"":234,""dx"":38,""dy"":-47,""t"":5987}],[{""x"":970,""y"":531,""dx"":-1,""dy"":-20,""t"":7008},{""x"":967,""y"":529,""dx"":-4,""dy"":-22,""t"":7042},{""x"":978,""y"":533,""dx"":7,""dy"":-18,""t"":7075},{""x"":973,""y"":533,""dx"":2,""dy"":-18,""t"":7110},{""x"":974,""y"":521,""dx"":3,""dy"":-30,""t"":7143},{""x"":976,""y"":509,""dx"":5,""dy"":-42,""t"":7179},{""x"":981,""y"":510,""dx"":10,""dy"":-41,""t"":7212},{""x"":988,""y"":502,""dx"":17,""dy"":-49,""t"":7246},{""x"":994,""y"":498,""dx"":23,""dy"":-53,""t"":7280},{""x"":994,""y"":493,""dx"":23,""dy"":-58,""t"":7314},{""x"":988,""y"":494,""dx"":17,""dy"":-57,""t"":7348},{""x"":979,""y"":499,""dx"":8,""dy"":-52,""t"":7382},{""x"":979,""y"":512,""dx"":8,""dy"":-39,""t"":7416},{""x"":980,""y"":530,""dx"":9,""dy"":-21,""t"":7451},{""x"":982,""y"":516,""dx"":11,""dy"":-35,""t"":7481},{""x"":972,""y"":525,""dx"":1,""dy"":-26,""t"":7518},{""x"":971,""y"":538,""dx"":0,""dy"":-13,""t"":7551},{""x"":972,""y"":536,""dx"":1,""dy"":-15,""t"":7586},{""x"":972,""y"":534,""dx"":1,""dy"":-17,""t"":7620},{""x"":965,""y"":533,""dx"":-6,""dy"":-18,""t"":7655},{""x"":972,""y"":527,""dx"":1,""dy"":-24,""t"":7688},{""x"":966,""y"":535,""dx"":-5,""dy"":-16,""t"":7723},{""x"":970,""y"":543,""dx"":-1,""dy"":-8,""t"":7757},{""x"":959,""y"":534,""dx"":-12,""dy"":-17,""t"":7790},{""x"":956,""y"":534,""dx"":-15,""dy"":-17,""t"":7824},{""x"":954,""y"":535,""dx"":-17,""dy"":-16,""t"":7856},{""x"":981,""y"":541,""dx"":10,""dy"":-10,""t"":7892},{""x"":1003,""y"":537,""dx"":32,""dy"":-14,""t"":7926},{""x"":1004,""y"":529,""dx"":33,""dy"":-22,""t"":7960},{""x"":1010,""y"":533,""dx"":39,""dy"":-18,""t"":7994},{""x"":1000,""y"":532,""dx"":29,""dy"":-19,""t"":8028},{""x"":1005,""y"":534,""dx"":34,""dy"":-17,""t"":8062},{""x"":1003,""y"":536,""dx"":32,""dy"":-15,""t"":8096},{""x"":997,""y"":540,""dx"":26,""dy"":-11,""t"":8130},{""x"":1005,""y"":531,""dx"":34,""dy"":-20,""t"":8165},{""x"":1010,""y"":534,""dx"":39,""dy"":-17,""t"":8198},{""x"":982,""y"":530,""dx"":11,""dy"":-21,""t"":8232},{""x"":962,""y"":527,""dx"":-9,""dy"":-24,""t"":8265},{""x"":956,""y"":534,""dx"":-15,""dy"":-17,""t"":8301},{""x"":959,""y"":546,""dx"":-12,""dy"":-5,""t"":8334},{""x"":952,""y"":536,""dx"":-19,""dy"":-15,""t"":8368},{""x"":942,""y"":528,""dx"":-29,""dy"":-23,""t"":8402},{""x"":927,""y"":526,""dx"":-44,""dy"":-25,""t"":8436},{""x"":928,""y"":543,""dx"":-43,""dy"":-8,""t"":8471},{""x"":931,""y"":535,""dx"":-40,""dy"":-16,""t"":8503},{""x"":932,""y"":524,""dx"":-39,""dy"":-27,""t"":8538},{""x"":936,""y"":507,""dx"":-35,""dy"":-44,""t"":8572},{""x"":952,""y"":492,""dx"":-19,""dy"":-59,""t"":8605},{""x"":966,""y"":486,""dx"":-5,""dy"":-65,""t"":8640},{""x"":947,""y"":475,""dx"":-24,""dy"":-76,""t"":8674},{""x"":945,""y"":465,""dx"":-26,""dy"":-86,""t"":8707},{""x"":944,""y"":453,""dx"":-27,""dy"":-98,""t"":8743},{""x"":929,""y"":454,""dx"":-42,""dy"":-97,""t"":8775},{""x"":931,""y"":457,""dx"":-40,""dy"":-94,""t"":8811},{""x"":935,""y"":453,""dx"":-36,""dy"":-98,""t"":8845},{""x"":950,""y"":463,""dx"":-21,""dy"":-88,""t"":8877},{""x"":946,""y"":492,""dx"":-25,""dy"":-59,""t"":8912},{""x"":952,""y"":484,""dx"":-19,""dy"":-67,""t"":8946},{""x"":947,""y"":478,""dx"":-24,""dy"":-73,""t"":8980}],[{""x"":544,""y"":727,""dx"":53,""dy"":-94,""t"":10033},{""x"":561,""y"":732,""dx"":70,""dy"":-89,""t"":10068},{""x"":553,""y"":727,""dx"":62,""dy"":-94,""t"":10101},{""x"":556,""y"":736,""dx"":65,""dy"":-85,""t"":10136},{""x"":555,""y"":732,""dx"":64,""dy"":-89,""t"":10170},{""x"":549,""y"":732,""dx"":58,""dy"":-89,""t"":10204},{""x"":555,""y"":729,""dx"":64,""dy"":-92,""t"":10247},{""x"":560,""y"":734,""dx"":69,""dy"":-87,""t"":10291},{""x"":574,""y"":751,""dx"":83,""dy"":-70,""t"":10308},{""x"":580,""y"":762,""dx"":89,""dy"":-59,""t"":10340},{""x"":572,""y"":758,""dx"":81,""dy"":-63,""t"":10373},{""x"":582,""y"":767,""dx"":91,""dy"":-54,""t"":10408},{""x"":603,""y"":775,""dx"":112,""dy"":-46,""t"":10443},{""x"":600,""y"":785,""dx"":109,""dy"":-36,""t"":10476},{""x"":607,""y"":790,""dx"":116,""dy"":-31,""t"":10509},{""x"":611,""y"":792,""dx"":120,""dy"":-29,""t"":10544},{""x"":612,""y"":796,""dx"":121,""dy"":-25,""t"":10577},{""x"":597,""y"":781,""dx"":106,""dy"":-40,""t"":10612},{""x"":582,""y"":776,""dx"":91,""dy"":-45,""t"":10646},{""x"":576,""y"":768,""dx"":85,""dy"":-53,""t"":10680},{""x"":578,""y"":756,""dx"":87,""dy"":-65,""t"":10714},{""x"":572,""y"":747,""dx"":81,""dy"":-74,""t"":10748},{""x"":569,""y"":742,""dx"":78,""dy"":-79,""t"":10781},{""x"":569,""y"":741,""dx"":78,""dy"":-80,""t"":10815},{""x"":563,""y"":738,""dx"":72,""dy"":-83,""t"":10850},{""x"":575,""y"":745,""dx"":84,""dy"":-76,""t"":10883},{""x"":574,""y"":741,""dx"":83,""dy"":-80,""t"":10918},{""x"":573,""y"":739,""dx"":82,""dy"":-82,""t"":10952},{""x"":574,""y"":752,""dx"":83,""dy"":-69,""t"":10986},{""x"":572,""y"":762,""dx"":81,""dy"":-59,""t"":11020},{""x"":570,""y"":772,""dx"":79,""dy"":-49,""t"":11052},{""x"":564,""y"":763,""dx"":73,""dy"":-58,""t"":11088},{""x"":563,""y"":763,""dx"":72,""dy"":-58,""t"":11122},{""x"":566,""y"":758,""dx"":75,""dy"":-63,""t"":11155},{""x"":570,""y"":767,""dx"":79,""dy"":-54,""t"":11190},{""x"":569,""y"":762,""dx"":78,""dy"":-59,""t"":11224},{""x"":583,""y"":768,""dx"":92,""dy"":-53,""t"":11258},{""x"":598,""y"":778,""dx"":107,""dy"":-43,""t"":11293},{""x"":603,""y"":787,""dx"":112,""dy"":-34,""t"":11325},{""x"":607,""y"":796,""dx"":116,""dy"":-25,""t"":11359},{""x"":608,""y"":799,""dx"":117,""dy"":-22,""t"":11393},{""x"":609,""y"":802,""dx"":118,""dy"":-19,""t"":11425},{""x"":599,""y"":811,""dx"":108,""dy"":-10,""t"":11462},{""x"":606,""y"":807,""dx"":115,""dy"":-14,""t"":11496},{""x"":613,""y"":812,""dx"":122,""dy"":-9,""t"":11530},{""x"":625,""y"":809,""dx"":134,""dy"":-12,""t"":11563},{""x"":630,""y"":814,""dx"":139,""dy"":-7,""t"":11598},{""x"":630,""y"":817,""dx"":139,""dy"":-4,""t"":11632},{""x"":626,""y"":809,""dx"":135,""dy"":-12,""t"":11666},{""x"":611,""y"":816,""dx"":120,""dy"":-5,""t"":11700},{""x"":597,""y"":807,""dx"":106,""dy"":-14,""t"":11735},{""x"":593,""y"":810,""dx"":102,""dy"":-11,""t"":11767},{""x"":595,""y"":810,""dx"":104,""dy"":-11,""t"":11802},{""x"":599,""y"":812,""dx"":108,""dy"":-9,""t"":11836},{""x"":593,""y"":803,""dx"":102,""dy"":-18,""t"":11870},{""x"":595,""y"":803,""dx"":104,""dy"":-18,""t"":11904},{""x"":601,""y"":788,""dx"":110,""dy"":-33,""t"":11938},{""x"":597,""y"":795,""dx"":106,""dy"":-26,""t"":11972},{""x"":606,""y"":801,""dx"":115,""dy"":-20,""t"":12006}],[{""x"":1357,""y"":771,""dx"":-94,""dy"":-50,""t"":13059},{""x"":1348,""y"":767,""dx"":-103,""dy"":-54,""t"":13094},{""x"":1357,""y"":758,""dx"":-94,""dy"":-63,""t"":13128},{""x"":1361,""y"":750,""dx"":-90,""dy"":-71,""t"":13162},{""x"":1361,""y"":745,""dx"":-90,""dy"":-76,""t"":13195},{""x"":1365,""y"":736,""dx"":-86,""dy"":-85,""t"":13230},{""x"":1348,""y"":758,""dx"":-103,""dy"":-63,""t"":13264},{""x"":1341,""y"":771,""dx"":-110,""dy"":-50,""t"":13298},{""x"":1339,""y"":797,""dx"":-112,""dy"":-24,""t"":13332},{""x"":1335,""y"":787,""dx"":-116,""dy"":-34,""t"":13367},{""x"":1315,""y"":816,""dx"":-136,""dy"":-5,""t"":13400},{""x"":1304,""y"":826,""dx"":-147,""dy"":5,""t"":13435},{""x"":1310,""y"":818,""dx"":-141,""dy"":-3,""t"":13468},{""x"":1307,""y"":823,""dx"":-144,""dy"":2,""t"":13502},{""x"":1315,""y"":838,""dx"":-136,""dy"":17,""t"":13537},{""x"":1320,""y"":845,""dx"":-131,""dy"":24,""t"":13570},{""x"":1300,""y"":852,""dx"":-151,""dy"":31,""t"":13604},{""x"":1309,""y"":839,""dx"":-142,""dy"":18,""t"":13638},{""x"":1309,""y"":846,""dx"":-142,""dy"":25,""t"":13673},{""x"":1307,""y"":846,""dx"":-144,""dy"":25,""t"":13706},{""x"":1307,""y"":818,""dx"":-144,""dy"":-3,""t"":13740},{""x"":1314,""y"":798,""dx"":-137,""dy"":-23,""t"":13774},{""x"":1311,""y"":793,""dx"":-140,""dy"":-28,""t"":13808},{""x"":1302,""y"":796,""dx"":-149,""dy"":-25,""t"":13843},{""x"":1294,""y"":794,""dx"":-157,""dy"":-27,""t"":13876},{""x"":1295,""y"":789,""dx"":-156,""dy"":-32,""t"":13909},{""x"":1300,""y"":790,""dx"":-151,""dy"":-31,""t"":13944},{""x"":1300,""y"":807,""dx"":-151,""dy"":-14,""t"":13978},{""x"":1305,""y"":818,""dx"":-146,""dy"":-3,""t"":14012},{""x"":1297,""y"":835,""dx"":-154,""dy"":14,""t"":14046},{""x"":1304,""y"":826,""dx"":-147,""dy"":5,""t"":14080},{""x"":1299,""y"":816,""dx"":-152,""dy"":-5,""t"":14115},{""x"":1303,""y"":832,""dx"":-148,""dy"":11,""t"":14148},{""x"":1308,""y"":842,""dx"":-143,""dy"":21,""t"":14182},{""x"":1315,""y"":845,""dx"":-136,""dy"":24,""t"":14216},{""x"":1306,""y"":850,""dx"":-145,""dy"":29,""t"":14250},{""x"":1306,""y"":835,""dx"":-145,""dy"":14,""t"":14284},{""x"":1312,""y"":840,""dx"":-139,""dy"":19,""t"":14318},{""x"":1311,""y"":843,""dx"":-140,""dy"":22,""t"":14352},{""x"":1321,""y"":829,""dx"":-130,""dy"":8,""t"":14386},{""x"":1327,""y"":832,""dx"":-124,""dy"":11,""t"":14420},{""x"":1334,""y"":830,""dx"":-117,""dy"":9,""t"":14454},{""x"":1345,""y"":815,""dx"":-106,""dy"":-6,""t"":14488},{""x"":1349,""y"":796,""dx"":-102,""dy"":-25,""t"":14522},{""x"":1330,""y"":811,""dx"":-121,""dy"":-10,""t"":14556},{""x"":1312,""y"":824,""dx"":-139,""dy"":3,""t"":14590},{""x"":1297,""y"":836,""dx"":-154,""dy"":15,""t"":14622},{""x"":1302,""y"":831,""dx"":-149,""dy"":10,""t"":14658},{""x"":1314,""y"":835,""dx"":-137,""dy"":14,""t"":14692},{""x"":1306,""y"":833,""dx"":-145,""dy"":12,""t"":14726},{""x"":1308,""y"":827,""dx"":-143,""dy"":6,""t"":14760},{""x"":1298,""y"":835,""dx"":-153,""dy"":14,""t"":14794},{""x"":1291,""y"":838,""dx"":-160,""dy"":17,""t"":14828},{""x"":1300,""y"":847,""dx"":-151,""dy"":26,""t"":14862},{""x"":1297,""y"":852,""dx"":-154,""dy"":31,""t"":14896},{""x"":1300,""y"":858,""dx"":-151,""dy"":37,""t"":14930},{""x"":1300,""y"":856,""dx"":-151,""dy"":35,""t"":14964},{""x"":1299,""y"":855,""dx"":-152,""dy"":34,""t"":14997},{""x"":1305,""y"":860,""dx"":-146,""dy"":39,""t"":15032}]]","[100,100,100,100,100]","[{""x"":27.152542372881356,""y"":-30.593220338983052,""r"":16.706913008032686},{""x"":37.59322033898305,""y"":27.35593220338983,""r"":47.417052873293784},{""x"":-3.1864406779661016,""y"":-35.42372881355932,""r"":28.647668011638004},{""x"":95,""y"":-47.23728813559322,""r"":30.94509134807408},{""x"":-135.20338983050848,""y"":-3.1016949152542375,""r"":25.882082948509357}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","63562","0.0-5.0-0.0","","","","","2593"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
