"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","16589","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","16595","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","24916","0.0-2.0-0.0","","","","","8319","{""name"":""张梦洋"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","26604","0.0-2.0-1.0","","","","","1687","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","33420","0.0-3.0","","","","","","","","2185","","","","","","","","","","","","","","","","",""
"","html-button-response","5","34812","0.0-4.0-0.0","","","","","1390","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","46630","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","47660","0.0-4.0-2.0","","","","","1029","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","72187","0.0-4.0-3.0","","","","","","","","","","[[{""x"":520,""y"":271,""dx"":29,""dy"":-10,""t"":991},{""x"":532,""y"":271,""dx"":41,""dy"":-10,""t"":1024},{""x"":536,""y"":279,""dx"":45,""dy"":-2,""t"":1058},{""x"":542,""y"":287,""dx"":51,""dy"":6,""t"":1091},{""x"":559,""y"":279,""dx"":68,""dy"":-2,""t"":1126},{""x"":554,""y"":282,""dx"":63,""dy"":1,""t"":1160},{""x"":558,""y"":285,""dx"":67,""dy"":4,""t"":1193},{""x"":559,""y"":284,""dx"":68,""dy"":3,""t"":1227},{""x"":548,""y"":290,""dx"":57,""dy"":9,""t"":1262},{""x"":547,""y"":297,""dx"":56,""dy"":16,""t"":1296},{""x"":530,""y"":304,""dx"":39,""dy"":23,""t"":1330},{""x"":514,""y"":300,""dx"":23,""dy"":19,""t"":1364},{""x"":505,""y"":295,""dx"":14,""dy"":14,""t"":1398},{""x"":506,""y"":285,""dx"":15,""dy"":4,""t"":1432},{""x"":512,""y"":282,""dx"":21,""dy"":1,""t"":1466},{""x"":524,""y"":279,""dx"":33,""dy"":-2,""t"":1500},{""x"":527,""y"":280,""dx"":36,""dy"":-1,""t"":1533},{""x"":530,""y"":288,""dx"":39,""dy"":7,""t"":1567},{""x"":522,""y"":292,""dx"":31,""dy"":11,""t"":1602},{""x"":528,""y"":291,""dx"":37,""dy"":10,""t"":1636},{""x"":527,""y"":292,""dx"":36,""dy"":11,""t"":1670},{""x"":530,""y"":294,""dx"":39,""dy"":13,""t"":1704},{""x"":514,""y"":313,""dx"":23,""dy"":32,""t"":1738},{""x"":511,""y"":309,""dx"":20,""dy"":28,""t"":1772},{""x"":506,""y"":329,""dx"":15,""dy"":48,""t"":1806},{""x"":508,""y"":350,""dx"":17,""dy"":69,""t"":1839},{""x"":503,""y"":367,""dx"":12,""dy"":86,""t"":1874},{""x"":506,""y"":353,""dx"":15,""dy"":72,""t"":1908},{""x"":511,""y"":338,""dx"":20,""dy"":57,""t"":1942},{""x"":511,""y"":318,""dx"":20,""dy"":37,""t"":1977},{""x"":510,""y"":300,""dx"":19,""dy"":19,""t"":2007},{""x"":520,""y"":302,""dx"":29,""dy"":21,""t"":2045},{""x"":546,""y"":293,""dx"":55,""dy"":12,""t"":2078},{""x"":546,""y"":281,""dx"":55,""dy"":0,""t"":2112},{""x"":562,""y"":272,""dx"":71,""dy"":-9,""t"":2145},{""x"":557,""y"":274,""dx"":66,""dy"":-7,""t"":2180},{""x"":562,""y"":280,""dx"":71,""dy"":-1,""t"":2214},{""x"":559,""y"":282,""dx"":68,""dy"":1,""t"":2249},{""x"":560,""y"":287,""dx"":69,""dy"":6,""t"":2282},{""x"":561,""y"":299,""dx"":70,""dy"":18,""t"":2316},{""x"":567,""y"":298,""dx"":76,""dy"":17,""t"":2349},{""x"":556,""y"":295,""dx"":65,""dy"":14,""t"":2384},{""x"":547,""y"":292,""dx"":56,""dy"":11,""t"":2415},{""x"":547,""y"":302,""dx"":56,""dy"":21,""t"":2452},{""x"":545,""y"":305,""dx"":54,""dy"":24,""t"":2486},{""x"":543,""y"":311,""dx"":52,""dy"":30,""t"":2520},{""x"":536,""y"":305,""dx"":45,""dy"":24,""t"":2554},{""x"":531,""y"":303,""dx"":40,""dy"":22,""t"":2588},{""x"":517,""y"":303,""dx"":26,""dy"":22,""t"":2622},{""x"":530,""y"":305,""dx"":39,""dy"":24,""t"":2656},{""x"":527,""y"":292,""dx"":36,""dy"":11,""t"":2690},{""x"":534,""y"":318,""dx"":43,""dy"":37,""t"":2724},{""x"":533,""y"":348,""dx"":42,""dy"":67,""t"":2758},{""x"":543,""y"":332,""dx"":52,""dy"":51,""t"":2792},{""x"":540,""y"":355,""dx"":49,""dy"":74,""t"":2827},{""x"":536,""y"":371,""dx"":45,""dy"":90,""t"":2860},{""x"":532,""y"":382,""dx"":41,""dy"":101,""t"":2895},{""x"":525,""y"":361,""dx"":34,""dy"":80,""t"":2927},{""x"":532,""y"":344,""dx"":41,""dy"":63,""t"":2962},{""x"":530,""y"":326,""dx"":39,""dy"":45,""t"":2996}],[{""x"":1438,""y"":298,""dx"":-13,""dy"":17,""t"":4016},{""x"":1434,""y"":297,""dx"":-17,""dy"":16,""t"":4049},{""x"":1438,""y"":294,""dx"":-13,""dy"":13,""t"":4084},{""x"":1429,""y"":295,""dx"":-22,""dy"":14,""t"":4117},{""x"":1430,""y"":299,""dx"":-21,""dy"":18,""t"":4152},{""x"":1441,""y"":303,""dx"":-10,""dy"":22,""t"":4186},{""x"":1433,""y"":306,""dx"":-18,""dy"":25,""t"":4220},{""x"":1442,""y"":311,""dx"":-9,""dy"":30,""t"":4254},{""x"":1438,""y"":320,""dx"":-13,""dy"":39,""t"":4288},{""x"":1437,""y"":334,""dx"":-14,""dy"":53,""t"":4322},{""x"":1432,""y"":338,""dx"":-19,""dy"":57,""t"":4353},{""x"":1411,""y"":343,""dx"":-40,""dy"":62,""t"":4390},{""x"":1412,""y"":354,""dx"":-39,""dy"":73,""t"":4424},{""x"":1425,""y"":364,""dx"":-26,""dy"":83,""t"":4458},{""x"":1424,""y"":362,""dx"":-27,""dy"":81,""t"":4493},{""x"":1418,""y"":348,""dx"":-33,""dy"":67,""t"":4525},{""x"":1421,""y"":328,""dx"":-30,""dy"":47,""t"":4560},{""x"":1430,""y"":303,""dx"":-21,""dy"":22,""t"":4594},{""x"":1440,""y"":291,""dx"":-11,""dy"":10,""t"":4627},{""x"":1444,""y"":279,""dx"":-7,""dy"":-2,""t"":4661},{""x"":1457,""y"":277,""dx"":6,""dy"":-4,""t"":4696},{""x"":1466,""y"":272,""dx"":15,""dy"":-9,""t"":4730},{""x"":1461,""y"":261,""dx"":10,""dy"":-20,""t"":4764},{""x"":1459,""y"":265,""dx"":8,""dy"":-16,""t"":4798},{""x"":1438,""y"":292,""dx"":-13,""dy"":11,""t"":4831},{""x"":1435,""y"":308,""dx"":-16,""dy"":27,""t"":4866},{""x"":1427,""y"":326,""dx"":-24,""dy"":45,""t"":4901},{""x"":1405,""y"":348,""dx"":-46,""dy"":67,""t"":4934},{""x"":1401,""y"":364,""dx"":-50,""dy"":83,""t"":4967},{""x"":1408,""y"":354,""dx"":-43,""dy"":73,""t"":5002},{""x"":1419,""y"":334,""dx"":-32,""dy"":53,""t"":5044},{""x"":1419,""y"":321,""dx"":-32,""dy"":40,""t"":5080},{""x"":1419,""y"":310,""dx"":-32,""dy"":29,""t"":5102},{""x"":1445,""y"":311,""dx"":-6,""dy"":30,""t"":5139},{""x"":1478,""y"":316,""dx"":27,""dy"":35,""t"":5172},{""x"":1489,""y"":318,""dx"":38,""dy"":37,""t"":5206},{""x"":1507,""y"":323,""dx"":56,""dy"":42,""t"":5240},{""x"":1479,""y"":329,""dx"":28,""dy"":48,""t"":5275},{""x"":1471,""y"":327,""dx"":20,""dy"":46,""t"":5309},{""x"":1484,""y"":321,""dx"":33,""dy"":40,""t"":5342},{""x"":1486,""y"":322,""dx"":35,""dy"":41,""t"":5376},{""x"":1485,""y"":324,""dx"":34,""dy"":43,""t"":5409},{""x"":1468,""y"":324,""dx"":17,""dy"":43,""t"":5444},{""x"":1477,""y"":332,""dx"":26,""dy"":51,""t"":5477},{""x"":1481,""y"":343,""dx"":30,""dy"":62,""t"":5512},{""x"":1484,""y"":353,""dx"":33,""dy"":72,""t"":5543},{""x"":1486,""y"":359,""dx"":35,""dy"":78,""t"":5580},{""x"":1493,""y"":363,""dx"":42,""dy"":82,""t"":5614},{""x"":1486,""y"":350,""dx"":35,""dy"":69,""t"":5648},{""x"":1488,""y"":349,""dx"":37,""dy"":68,""t"":5683},{""x"":1491,""y"":348,""dx"":40,""dy"":67,""t"":5716},{""x"":1494,""y"":333,""dx"":43,""dy"":52,""t"":5751},{""x"":1475,""y"":334,""dx"":24,""dy"":53,""t"":5784},{""x"":1462,""y"":335,""dx"":11,""dy"":54,""t"":5818},{""x"":1459,""y"":317,""dx"":8,""dy"":36,""t"":5851},{""x"":1456,""y"":311,""dx"":5,""dy"":30,""t"":5885},{""x"":1442,""y"":298,""dx"":-9,""dy"":17,""t"":5920},{""x"":1431,""y"":287,""dx"":-20,""dy"":6,""t"":5952},{""x"":1429,""y"":286,""dx"":-22,""dy"":5,""t"":5988}],[{""x"":955,""y"":1016,""dx"":-16,""dy"":465,""t"":7041},{""x"":975,""y"":932,""dx"":4,""dy"":381,""t"":7076},{""x"":1008,""y"":851,""dx"":37,""dy"":300,""t"":7110},{""x"":1024,""y"":776,""dx"":53,""dy"":225,""t"":7144},{""x"":1032,""y"":710,""dx"":61,""dy"":159,""t"":7178},{""x"":1032,""y"":658,""dx"":61,""dy"":107,""t"":7212},{""x"":1034,""y"":608,""dx"":63,""dy"":57,""t"":7246},{""x"":1047,""y"":570,""dx"":76,""dy"":19,""t"":7279},{""x"":1044,""y"":544,""dx"":73,""dy"":-7,""t"":7315},{""x"":1047,""y"":529,""dx"":76,""dy"":-22,""t"":7347},{""x"":1052,""y"":525,""dx"":81,""dy"":-26,""t"":7382},{""x"":1043,""y"":528,""dx"":72,""dy"":-23,""t"":7415},{""x"":1030,""y"":534,""dx"":59,""dy"":-17,""t"":7450},{""x"":1048,""y"":503,""dx"":77,""dy"":-48,""t"":7484},{""x"":1064,""y"":479,""dx"":93,""dy"":-72,""t"":7515},{""x"":1059,""y"":479,""dx"":88,""dy"":-72,""t"":7552},{""x"":1045,""y"":492,""dx"":74,""dy"":-59,""t"":7585},{""x"":1031,""y"":504,""dx"":60,""dy"":-47,""t"":7621},{""x"":1048,""y"":481,""dx"":77,""dy"":-70,""t"":7654},{""x"":1057,""y"":472,""dx"":86,""dy"":-79,""t"":7688},{""x"":1052,""y"":472,""dx"":81,""dy"":-79,""t"":7721},{""x"":1028,""y"":495,""dx"":57,""dy"":-56,""t"":7756},{""x"":1024,""y"":527,""dx"":53,""dy"":-24,""t"":7790},{""x"":1037,""y"":523,""dx"":66,""dy"":-28,""t"":7823},{""x"":1062,""y"":528,""dx"":91,""dy"":-23,""t"":7857},{""x"":1081,""y"":523,""dx"":110,""dy"":-28,""t"":7892},{""x"":1095,""y"":512,""dx"":124,""dy"":-39,""t"":7924},{""x"":1078,""y"":529,""dx"":107,""dy"":-22,""t"":7961},{""x"":1063,""y"":533,""dx"":92,""dy"":-18,""t"":7994},{""x"":1042,""y"":553,""dx"":71,""dy"":2,""t"":8028},{""x"":1028,""y"":551,""dx"":57,""dy"":0,""t"":8063},{""x"":1020,""y"":570,""dx"":49,""dy"":19,""t"":8096},{""x"":1016,""y"":579,""dx"":45,""dy"":28,""t"":8129},{""x"":1011,""y"":591,""dx"":40,""dy"":40,""t"":8164},{""x"":1033,""y"":565,""dx"":62,""dy"":14,""t"":8197},{""x"":1024,""y"":575,""dx"":53,""dy"":24,""t"":8232},{""x"":1045,""y"":559,""dx"":74,""dy"":8,""t"":8266},{""x"":1038,""y"":573,""dx"":67,""dy"":22,""t"":8301},{""x"":1047,""y"":590,""dx"":76,""dy"":39,""t"":8335},{""x"":1049,""y"":570,""dx"":78,""dy"":19,""t"":8367},{""x"":1045,""y"":554,""dx"":74,""dy"":3,""t"":8402},{""x"":1037,""y"":556,""dx"":66,""dy"":5,""t"":8437},{""x"":1055,""y"":545,""dx"":84,""dy"":-6,""t"":8470},{""x"":1050,""y"":563,""dx"":79,""dy"":12,""t"":8503},{""x"":1030,""y"":568,""dx"":59,""dy"":17,""t"":8538},{""x"":1017,""y"":580,""dx"":46,""dy"":29,""t"":8572},{""x"":1023,""y"":569,""dx"":52,""dy"":18,""t"":8606},{""x"":1016,""y"":580,""dx"":45,""dy"":29,""t"":8639},{""x"":1022,""y"":592,""dx"":51,""dy"":41,""t"":8674},{""x"":1019,""y"":598,""dx"":48,""dy"":47,""t"":8708},{""x"":1039,""y"":582,""dx"":68,""dy"":31,""t"":8742},{""x"":1024,""y"":594,""dx"":53,""dy"":43,""t"":8776},{""x"":1028,""y"":596,""dx"":57,""dy"":45,""t"":8810},{""x"":1020,""y"":603,""dx"":49,""dy"":52,""t"":8845},{""x"":1020,""y"":603,""dx"":49,""dy"":52,""t"":8878},{""x"":1004,""y"":601,""dx"":33,""dy"":50,""t"":8911},{""x"":993,""y"":597,""dx"":22,""dy"":46,""t"":8946},{""x"":985,""y"":601,""dx"":14,""dy"":50,""t"":8980},{""x"":995,""y"":567,""dx"":24,""dy"":16,""t"":9013}],[{""x"":452,""y"":834,""dx"":-39,""dy"":13,""t"":10035},{""x"":468,""y"":846,""dx"":-23,""dy"":25,""t"":10067},{""x"":474,""y"":853,""dx"":-17,""dy"":32,""t"":10102},{""x"":475,""y"":860,""dx"":-16,""dy"":39,""t"":10136},{""x"":477,""y"":818,""dx"":-14,""dy"":-3,""t"":10169},{""x"":477,""y"":797,""dx"":-14,""dy"":-24,""t"":10204},{""x"":480,""y"":772,""dx"":-11,""dy"":-49,""t"":10238},{""x"":474,""y"":753,""dx"":-17,""dy"":-68,""t"":10272},{""x"":487,""y"":740,""dx"":-4,""dy"":-81,""t"":10306},{""x"":489,""y"":732,""dx"":-2,""dy"":-89,""t"":10340},{""x"":501,""y"":713,""dx"":10,""dy"":-108,""t"":10374},{""x"":512,""y"":722,""dx"":21,""dy"":-99,""t"":10408},{""x"":516,""y"":719,""dx"":25,""dy"":-102,""t"":10443},{""x"":559,""y"":725,""dx"":68,""dy"":-96,""t"":10476},{""x"":563,""y"":717,""dx"":72,""dy"":-104,""t"":10509},{""x"":558,""y"":709,""dx"":67,""dy"":-112,""t"":10544},{""x"":537,""y"":699,""dx"":46,""dy"":-122,""t"":10578},{""x"":539,""y"":701,""dx"":48,""dy"":-120,""t"":10612},{""x"":537,""y"":705,""dx"":46,""dy"":-116,""t"":10645},{""x"":541,""y"":725,""dx"":50,""dy"":-96,""t"":10680},{""x"":537,""y"":716,""dx"":46,""dy"":-105,""t"":10714},{""x"":543,""y"":724,""dx"":52,""dy"":-97,""t"":10748},{""x"":522,""y"":724,""dx"":31,""dy"":-97,""t"":10781},{""x"":527,""y"":757,""dx"":36,""dy"":-64,""t"":10816},{""x"":539,""y"":780,""dx"":48,""dy"":-41,""t"":10850},{""x"":538,""y"":802,""dx"":47,""dy"":-19,""t"":10883},{""x"":523,""y"":815,""dx"":32,""dy"":-6,""t"":10917},{""x"":517,""y"":818,""dx"":26,""dy"":-3,""t"":10952},{""x"":503,""y"":788,""dx"":12,""dy"":-33,""t"":10987},{""x"":483,""y"":759,""dx"":-8,""dy"":-62,""t"":11019},{""x"":476,""y"":719,""dx"":-15,""dy"":-102,""t"":11054},{""x"":471,""y"":685,""dx"":-20,""dy"":-136,""t"":11086},{""x"":461,""y"":671,""dx"":-30,""dy"":-150,""t"":11121},{""x"":442,""y"":654,""dx"":-49,""dy"":-167,""t"":11156},{""x"":454,""y"":691,""dx"":-37,""dy"":-130,""t"":11190},{""x"":465,""y"":716,""dx"":-26,""dy"":-105,""t"":11224},{""x"":469,""y"":739,""dx"":-22,""dy"":-82,""t"":11257},{""x"":474,""y"":768,""dx"":-17,""dy"":-53,""t"":11292},{""x"":474,""y"":784,""dx"":-17,""dy"":-37,""t"":11326},{""x"":469,""y"":794,""dx"":-22,""dy"":-27,""t"":11360},{""x"":483,""y"":803,""dx"":-8,""dy"":-18,""t"":11394},{""x"":474,""y"":814,""dx"":-17,""dy"":-7,""t"":11428},{""x"":494,""y"":824,""dx"":3,""dy"":3,""t"":11463},{""x"":497,""y"":834,""dx"":6,""dy"":13,""t"":11497},{""x"":514,""y"":833,""dx"":23,""dy"":12,""t"":11531},{""x"":505,""y"":791,""dx"":14,""dy"":-30,""t"":11565},{""x"":495,""y"":746,""dx"":4,""dy"":-75,""t"":11598},{""x"":468,""y"":713,""dx"":-23,""dy"":-108,""t"":11631},{""x"":476,""y"":723,""dx"":-15,""dy"":-98,""t"":11665},{""x"":463,""y"":711,""dx"":-28,""dy"":-110,""t"":11699},{""x"":487,""y"":740,""dx"":-4,""dy"":-81,""t"":11735},{""x"":484,""y"":760,""dx"":-7,""dy"":-61,""t"":11768},{""x"":493,""y"":771,""dx"":2,""dy"":-50,""t"":11801},{""x"":472,""y"":744,""dx"":-19,""dy"":-77,""t"":11836},{""x"":475,""y"":757,""dx"":-16,""dy"":-64,""t"":11870},{""x"":462,""y"":740,""dx"":-29,""dy"":-81,""t"":11904},{""x"":478,""y"":757,""dx"":-13,""dy"":-64,""t"":11937},{""x"":470,""y"":773,""dx"":-21,""dy"":-48,""t"":11972},{""x"":491,""y"":780,""dx"":0,""dy"":-41,""t"":12007},{""x"":490,""y"":783,""dx"":-1,""dy"":-38,""t"":12040}],[{""x"":1424,""y"":757,""dx"":-27,""dy"":-64,""t"":13059},{""x"":1419,""y"":752,""dx"":-32,""dy"":-69,""t"":13092},{""x"":1401,""y"":772,""dx"":-50,""dy"":-49,""t"":13128},{""x"":1399,""y"":785,""dx"":-52,""dy"":-36,""t"":13162},{""x"":1390,""y"":781,""dx"":-61,""dy"":-40,""t"":13196},{""x"":1385,""y"":794,""dx"":-66,""dy"":-27,""t"":13231},{""x"":1385,""y"":799,""dx"":-66,""dy"":-22,""t"":13265},{""x"":1380,""y"":787,""dx"":-71,""dy"":-34,""t"":13298},{""x"":1373,""y"":789,""dx"":-78,""dy"":-32,""t"":13333},{""x"":1369,""y"":787,""dx"":-82,""dy"":-34,""t"":13366},{""x"":1372,""y"":797,""dx"":-79,""dy"":-24,""t"":13400},{""x"":1384,""y"":823,""dx"":-67,""dy"":2,""t"":13434},{""x"":1385,""y"":837,""dx"":-66,""dy"":16,""t"":13468},{""x"":1395,""y"":843,""dx"":-56,""dy"":22,""t"":13502},{""x"":1386,""y"":865,""dx"":-65,""dy"":44,""t"":13535},{""x"":1380,""y"":848,""dx"":-71,""dy"":27,""t"":13571},{""x"":1369,""y"":847,""dx"":-82,""dy"":26,""t"":13604},{""x"":1384,""y"":850,""dx"":-67,""dy"":29,""t"":13637},{""x"":1390,""y"":855,""dx"":-61,""dy"":34,""t"":13673},{""x"":1388,""y"":846,""dx"":-63,""dy"":25,""t"":13706},{""x"":1386,""y"":848,""dx"":-65,""dy"":27,""t"":13741},{""x"":1388,""y"":852,""dx"":-63,""dy"":31,""t"":13774},{""x"":1386,""y"":855,""dx"":-65,""dy"":34,""t"":13807},{""x"":1402,""y"":862,""dx"":-49,""dy"":41,""t"":13842},{""x"":1397,""y"":865,""dx"":-54,""dy"":44,""t"":13875},{""x"":1391,""y"":866,""dx"":-60,""dy"":45,""t"":13910},{""x"":1404,""y"":877,""dx"":-47,""dy"":56,""t"":13943},{""x"":1398,""y"":878,""dx"":-53,""dy"":57,""t"":13978},{""x"":1399,""y"":868,""dx"":-52,""dy"":47,""t"":14012},{""x"":1398,""y"":869,""dx"":-53,""dy"":48,""t"":14046},{""x"":1390,""y"":851,""dx"":-61,""dy"":30,""t"":14080},{""x"":1383,""y"":838,""dx"":-68,""dy"":17,""t"":14114},{""x"":1389,""y"":845,""dx"":-62,""dy"":24,""t"":14148},{""x"":1383,""y"":850,""dx"":-68,""dy"":29,""t"":14182},{""x"":1385,""y"":856,""dx"":-66,""dy"":35,""t"":14216},{""x"":1387,""y"":861,""dx"":-64,""dy"":40,""t"":14248},{""x"":1389,""y"":868,""dx"":-62,""dy"":47,""t"":14284},{""x"":1375,""y"":846,""dx"":-76,""dy"":25,""t"":14318},{""x"":1371,""y"":847,""dx"":-80,""dy"":26,""t"":14360},{""x"":1360,""y"":854,""dx"":-91,""dy"":33,""t"":14405},{""x"":1359,""y"":835,""dx"":-92,""dy"":14,""t"":14429},{""x"":1370,""y"":840,""dx"":-81,""dy"":19,""t"":14457},{""x"":1373,""y"":848,""dx"":-78,""dy"":27,""t"":14488},{""x"":1374,""y"":860,""dx"":-77,""dy"":39,""t"":14521},{""x"":1386,""y"":875,""dx"":-65,""dy"":54,""t"":14556},{""x"":1383,""y"":845,""dx"":-68,""dy"":24,""t"":14591},{""x"":1366,""y"":828,""dx"":-85,""dy"":7,""t"":14623},{""x"":1352,""y"":813,""dx"":-99,""dy"":-8,""t"":14656},{""x"":1348,""y"":809,""dx"":-103,""dy"":-12,""t"":14691},{""x"":1357,""y"":825,""dx"":-94,""dy"":4,""t"":14725},{""x"":1367,""y"":824,""dx"":-84,""dy"":3,""t"":14761},{""x"":1362,""y"":844,""dx"":-89,""dy"":23,""t"":14795},{""x"":1359,""y"":851,""dx"":-92,""dy"":30,""t"":14828},{""x"":1361,""y"":864,""dx"":-90,""dy"":43,""t"":14862},{""x"":1357,""y"":849,""dx"":-94,""dy"":28,""t"":14896},{""x"":1362,""y"":846,""dx"":-89,""dy"":25,""t"":14930},{""x"":1375,""y"":853,""dx"":-76,""dy"":32,""t"":14965},{""x"":1374,""y"":862,""dx"":-77,""dy"":41,""t"":14998},{""x"":1361,""y"":841,""dx"":-90,""dy"":20,""t"":15032}]]","[100,100,93.22033898305084,100,100]","[{""x"":42.56666666666667,""y"":24.033333333333335,""r"":39.676302280209526},{""x"":-0.8813559322033898,""y"":39.54237288135593,""r"":33.14226817332374},{""x"":62.389830508474574,""y"":27.949152542372882,""r"":40.206483717807274},{""x"":3.566666666666667,""y"":-63.65,""r"":68.36046064737704},{""x"":-70.23728813559322,""y"":15.983050847457626,""r"":24.813657728803665}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","75028","0.0-5.0-0.0","","","","","2840"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
