"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","3611","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3616","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","8449","0.0-2.0-0.0","","","","","4830","{""name"":""范雨祥"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","9937","0.0-2.0-1.0","","","","","1487","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","16835","0.0-3.0","","","","","","","","2289","","","","","","","","","","","","","","","","",""
"","html-button-response","5","18184","0.0-4.0-0.0","","","","","1347","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","30651","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","31776","0.0-4.0-2.0","","","","","1124","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","51288","0.0-4.0-3.0","","","","","","","","","","[[{""x"":469,""y"":448,""dx"":-22,""dy"":167,""t"":1024},{""x"":476,""y"":460,""dx"":-15,""dy"":179,""t"":1057},{""x"":476,""y"":463,""dx"":-15,""dy"":182,""t"":1092},{""x"":485,""y"":455,""dx"":-6,""dy"":174,""t"":1126},{""x"":490,""y"":443,""dx"":-1,""dy"":162,""t"":1160},{""x"":493,""y"":444,""dx"":2,""dy"":163,""t"":1194},{""x"":495,""y"":445,""dx"":4,""dy"":164,""t"":1226},{""x"":503,""y"":429,""dx"":12,""dy"":148,""t"":1262},{""x"":502,""y"":445,""dx"":11,""dy"":164,""t"":1295},{""x"":506,""y"":446,""dx"":15,""dy"":165,""t"":1330},{""x"":513,""y"":440,""dx"":22,""dy"":159,""t"":1364},{""x"":515,""y"":445,""dx"":24,""dy"":164,""t"":1398},{""x"":515,""y"":443,""dx"":24,""dy"":162,""t"":1432},{""x"":519,""y"":433,""dx"":28,""dy"":152,""t"":1466},{""x"":523,""y"":427,""dx"":32,""dy"":146,""t"":1499},{""x"":522,""y"":420,""dx"":31,""dy"":139,""t"":1534},{""x"":523,""y"":419,""dx"":32,""dy"":138,""t"":1568},{""x"":524,""y"":409,""dx"":33,""dy"":128,""t"":1602},{""x"":522,""y"":410,""dx"":31,""dy"":129,""t"":1636},{""x"":514,""y"":414,""dx"":23,""dy"":133,""t"":1670},{""x"":514,""y"":412,""dx"":23,""dy"":131,""t"":1704},{""x"":512,""y"":418,""dx"":21,""dy"":137,""t"":1737},{""x"":512,""y"":413,""dx"":21,""dy"":132,""t"":1772},{""x"":506,""y"":417,""dx"":15,""dy"":136,""t"":1806},{""x"":517,""y"":411,""dx"":26,""dy"":130,""t"":1840},{""x"":511,""y"":398,""dx"":20,""dy"":117,""t"":1874},{""x"":515,""y"":404,""dx"":24,""dy"":123,""t"":1908},{""x"":512,""y"":399,""dx"":21,""dy"":118,""t"":1941},{""x"":516,""y"":399,""dx"":25,""dy"":118,""t"":1976},{""x"":510,""y"":397,""dx"":19,""dy"":116,""t"":2012},{""x"":509,""y"":402,""dx"":18,""dy"":121,""t"":2043},{""x"":508,""y"":394,""dx"":17,""dy"":113,""t"":2078},{""x"":504,""y"":391,""dx"":13,""dy"":110,""t"":2112},{""x"":503,""y"":394,""dx"":12,""dy"":113,""t"":2146},{""x"":505,""y"":400,""dx"":14,""dy"":119,""t"":2180},{""x"":506,""y"":383,""dx"":15,""dy"":102,""t"":2214},{""x"":510,""y"":391,""dx"":19,""dy"":110,""t"":2248},{""x"":510,""y"":384,""dx"":19,""dy"":103,""t"":2282},{""x"":516,""y"":383,""dx"":25,""dy"":102,""t"":2316},{""x"":513,""y"":390,""dx"":22,""dy"":109,""t"":2350},{""x"":515,""y"":397,""dx"":24,""dy"":116,""t"":2384},{""x"":507,""y"":410,""dx"":16,""dy"":129,""t"":2417},{""x"":511,""y"":409,""dx"":20,""dy"":128,""t"":2452},{""x"":515,""y"":402,""dx"":24,""dy"":121,""t"":2486},{""x"":518,""y"":413,""dx"":27,""dy"":132,""t"":2521},{""x"":516,""y"":417,""dx"":25,""dy"":136,""t"":2554},{""x"":516,""y"":417,""dx"":25,""dy"":136,""t"":2588},{""x"":514,""y"":420,""dx"":23,""dy"":139,""t"":2631},{""x"":513,""y"":416,""dx"":22,""dy"":135,""t"":2669},{""x"":509,""y"":406,""dx"":18,""dy"":125,""t"":2692},{""x"":509,""y"":397,""dx"":18,""dy"":116,""t"":2724},{""x"":507,""y"":396,""dx"":16,""dy"":115,""t"":2758},{""x"":504,""y"":395,""dx"":13,""dy"":114,""t"":2790},{""x"":503,""y"":398,""dx"":12,""dy"":117,""t"":2826},{""x"":503,""y"":405,""dx"":12,""dy"":124,""t"":2860},{""x"":506,""y"":419,""dx"":15,""dy"":138,""t"":2894},{""x"":498,""y"":425,""dx"":7,""dy"":144,""t"":2928},{""x"":495,""y"":434,""dx"":4,""dy"":153,""t"":2962},{""x"":499,""y"":434,""dx"":8,""dy"":153,""t"":2996}],[{""x"":1499,""y"":315,""dx"":48,""dy"":34,""t"":4015},{""x"":1496,""y"":315,""dx"":45,""dy"":34,""t"":4050},{""x"":1493,""y"":273,""dx"":42,""dy"":-8,""t"":4084},{""x"":1485,""y"":282,""dx"":34,""dy"":1,""t"":4118},{""x"":1484,""y"":302,""dx"":33,""dy"":21,""t"":4152},{""x"":1472,""y"":307,""dx"":21,""dy"":26,""t"":4185},{""x"":1464,""y"":327,""dx"":13,""dy"":46,""t"":4220},{""x"":1460,""y"":297,""dx"":9,""dy"":16,""t"":4253},{""x"":1454,""y"":271,""dx"":3,""dy"":-10,""t"":4289},{""x"":1441,""y"":293,""dx"":-10,""dy"":12,""t"":4322},{""x"":1437,""y"":310,""dx"":-14,""dy"":29,""t"":4357},{""x"":1434,""y"":326,""dx"":-17,""dy"":45,""t"":4388},{""x"":1429,""y"":342,""dx"":-22,""dy"":61,""t"":4424},{""x"":1431,""y"":363,""dx"":-20,""dy"":82,""t"":4458},{""x"":1439,""y"":384,""dx"":-12,""dy"":103,""t"":4492},{""x"":1449,""y"":400,""dx"":-2,""dy"":119,""t"":4526},{""x"":1449,""y"":421,""dx"":-2,""dy"":140,""t"":4560},{""x"":1448,""y"":433,""dx"":-3,""dy"":152,""t"":4593},{""x"":1454,""y"":452,""dx"":3,""dy"":171,""t"":4628},{""x"":1452,""y"":431,""dx"":1,""dy"":150,""t"":4662},{""x"":1453,""y"":421,""dx"":2,""dy"":140,""t"":4696},{""x"":1447,""y"":414,""dx"":-4,""dy"":133,""t"":4730},{""x"":1448,""y"":422,""dx"":-3,""dy"":141,""t"":4764},{""x"":1450,""y"":429,""dx"":-1,""dy"":148,""t"":4796},{""x"":1457,""y"":424,""dx"":6,""dy"":143,""t"":4832},{""x"":1455,""y"":373,""dx"":4,""dy"":92,""t"":4866},{""x"":1442,""y"":315,""dx"":-9,""dy"":34,""t"":4899},{""x"":1432,""y"":284,""dx"":-19,""dy"":3,""t"":4934},{""x"":1431,""y"":286,""dx"":-20,""dy"":5,""t"":4968},{""x"":1436,""y"":317,""dx"":-15,""dy"":36,""t"":5002},{""x"":1443,""y"":297,""dx"":-8,""dy"":16,""t"":5036},{""x"":1450,""y"":282,""dx"":-1,""dy"":1,""t"":5070},{""x"":1458,""y"":268,""dx"":7,""dy"":-13,""t"":5104},{""x"":1465,""y"":258,""dx"":14,""dy"":-23,""t"":5138},{""x"":1461,""y"":274,""dx"":10,""dy"":-7,""t"":5172},{""x"":1456,""y"":256,""dx"":5,""dy"":-25,""t"":5206},{""x"":1456,""y"":261,""dx"":5,""dy"":-20,""t"":5240},{""x"":1449,""y"":296,""dx"":-2,""dy"":15,""t"":5274},{""x"":1451,""y"":314,""dx"":0,""dy"":33,""t"":5308},{""x"":1452,""y"":291,""dx"":1,""dy"":10,""t"":5343},{""x"":1439,""y"":268,""dx"":-12,""dy"":-13,""t"":5377},{""x"":1432,""y"":245,""dx"":-19,""dy"":-36,""t"":5410},{""x"":1426,""y"":267,""dx"":-25,""dy"":-14,""t"":5444},{""x"":1429,""y"":293,""dx"":-22,""dy"":12,""t"":5478},{""x"":1435,""y"":309,""dx"":-16,""dy"":28,""t"":5512},{""x"":1431,""y"":322,""dx"":-20,""dy"":41,""t"":5546},{""x"":1433,""y"":344,""dx"":-18,""dy"":63,""t"":5579},{""x"":1429,""y"":355,""dx"":-22,""dy"":74,""t"":5614},{""x"":1422,""y"":316,""dx"":-29,""dy"":35,""t"":5648},{""x"":1411,""y"":312,""dx"":-40,""dy"":31,""t"":5682},{""x"":1414,""y"":291,""dx"":-37,""dy"":10,""t"":5716},{""x"":1419,""y"":294,""dx"":-32,""dy"":13,""t"":5750},{""x"":1426,""y"":281,""dx"":-25,""dy"":0,""t"":5784},{""x"":1428,""y"":279,""dx"":-23,""dy"":-2,""t"":5818},{""x"":1434,""y"":294,""dx"":-17,""dy"":13,""t"":5852},{""x"":1429,""y"":304,""dx"":-22,""dy"":23,""t"":5886},{""x"":1427,""y"":300,""dx"":-24,""dy"":19,""t"":5920},{""x"":1421,""y"":302,""dx"":-30,""dy"":21,""t"":5954},{""x"":1413,""y"":304,""dx"":-38,""dy"":23,""t"":5987}],[{""x"":942,""y"":696,""dx"":-29,""dy"":145,""t"":7042},{""x"":939,""y"":724,""dx"":-32,""dy"":173,""t"":7076},{""x"":947,""y"":736,""dx"":-24,""dy"":185,""t"":7110},{""x"":937,""y"":743,""dx"":-34,""dy"":192,""t"":7145},{""x"":927,""y"":767,""dx"":-44,""dy"":216,""t"":7178},{""x"":923,""y"":710,""dx"":-48,""dy"":159,""t"":7212},{""x"":890,""y"":731,""dx"":-81,""dy"":180,""t"":7245},{""x"":863,""y"":685,""dx"":-108,""dy"":134,""t"":7280},{""x"":841,""y"":641,""dx"":-130,""dy"":90,""t"":7314},{""x"":819,""y"":614,""dx"":-152,""dy"":63,""t"":7348},{""x"":798,""y"":652,""dx"":-173,""dy"":101,""t"":7382},{""x"":794,""y"":609,""dx"":-177,""dy"":58,""t"":7416},{""x"":800,""y"":566,""dx"":-171,""dy"":15,""t"":7450},{""x"":791,""y"":561,""dx"":-180,""dy"":10,""t"":7484},{""x"":787,""y"":557,""dx"":-184,""dy"":6,""t"":7518},{""x"":783,""y"":543,""dx"":-188,""dy"":-8,""t"":7552},{""x"":784,""y"":549,""dx"":-187,""dy"":-2,""t"":7586},{""x"":782,""y"":563,""dx"":-189,""dy"":12,""t"":7621},{""x"":801,""y"":563,""dx"":-170,""dy"":12,""t"":7654},{""x"":811,""y"":543,""dx"":-160,""dy"":-8,""t"":7689},{""x"":807,""y"":527,""dx"":-164,""dy"":-24,""t"":7721},{""x"":821,""y"":513,""dx"":-150,""dy"":-38,""t"":7757},{""x"":833,""y"":506,""dx"":-138,""dy"":-45,""t"":7790},{""x"":830,""y"":510,""dx"":-141,""dy"":-41,""t"":7824},{""x"":827,""y"":506,""dx"":-144,""dy"":-45,""t"":7858},{""x"":849,""y"":521,""dx"":-122,""dy"":-30,""t"":7893},{""x"":875,""y"":534,""dx"":-96,""dy"":-17,""t"":7926},{""x"":897,""y"":545,""dx"":-74,""dy"":-6,""t"":7958},{""x"":936,""y"":660,""dx"":-35,""dy"":109,""t"":7994},{""x"":924,""y"":896,""dx"":-47,""dy"":345,""t"":8027},{""x"":920,""y"":1042,""dx"":-51,""dy"":491,""t"":8063},{""x"":940,""y"":1130,""dx"":-31,""dy"":579,""t"":8096},{""x"":952,""y"":1114,""dx"":-19,""dy"":563,""t"":8130},{""x"":945,""y"":1007,""dx"":-26,""dy"":456,""t"":8163},{""x"":931,""y"":947,""dx"":-40,""dy"":396,""t"":8198},{""x"":919,""y"":872,""dx"":-52,""dy"":321,""t"":8232},{""x"":906,""y"":793,""dx"":-65,""dy"":242,""t"":8265},{""x"":887,""y"":735,""dx"":-84,""dy"":184,""t"":8300},{""x"":878,""y"":707,""dx"":-93,""dy"":156,""t"":8334},{""x"":870,""y"":685,""dx"":-101,""dy"":134,""t"":8365},{""x"":858,""y"":653,""dx"":-113,""dy"":102,""t"":8402},{""x"":846,""y"":619,""dx"":-125,""dy"":68,""t"":8436},{""x"":835,""y"":593,""dx"":-136,""dy"":42,""t"":8470},{""x"":827,""y"":573,""dx"":-144,""dy"":22,""t"":8504},{""x"":818,""y"":560,""dx"":-153,""dy"":9,""t"":8538},{""x"":819,""y"":543,""dx"":-152,""dy"":-8,""t"":8571},{""x"":815,""y"":532,""dx"":-156,""dy"":-19,""t"":8606},{""x"":821,""y"":525,""dx"":-150,""dy"":-26,""t"":8640},{""x"":827,""y"":517,""dx"":-144,""dy"":-34,""t"":8675},{""x"":828,""y"":522,""dx"":-143,""dy"":-29,""t"":8708},{""x"":827,""y"":535,""dx"":-144,""dy"":-16,""t"":8742},{""x"":834,""y"":551,""dx"":-137,""dy"":0,""t"":8776},{""x"":837,""y"":549,""dx"":-134,""dy"":-2,""t"":8810},{""x"":834,""y"":538,""dx"":-137,""dy"":-13,""t"":8843},{""x"":831,""y"":543,""dx"":-140,""dy"":-8,""t"":8878},{""x"":824,""y"":552,""dx"":-147,""dy"":1,""t"":8912},{""x"":849,""y"":609,""dx"":-122,""dy"":58,""t"":8946},{""x"":871,""y"":640,""dx"":-100,""dy"":89,""t"":8980},{""x"":890,""y"":664,""dx"":-81,""dy"":113,""t"":9014}],[{""x"":494,""y"":834,""dx"":3,""dy"":13,""t"":10034},{""x"":495,""y"":816,""dx"":4,""dy"":-5,""t"":10067},{""x"":484,""y"":800,""dx"":-7,""dy"":-21,""t"":10102},{""x"":474,""y"":779,""dx"":-17,""dy"":-42,""t"":10136},{""x"":469,""y"":765,""dx"":-22,""dy"":-56,""t"":10170},{""x"":459,""y"":770,""dx"":-32,""dy"":-51,""t"":10204},{""x"":480,""y"":811,""dx"":-11,""dy"":-10,""t"":10237},{""x"":490,""y"":848,""dx"":-1,""dy"":27,""t"":10272},{""x"":484,""y"":832,""dx"":-7,""dy"":11,""t"":10305},{""x"":482,""y"":815,""dx"":-9,""dy"":-6,""t"":10341},{""x"":484,""y"":801,""dx"":-7,""dy"":-20,""t"":10374},{""x"":481,""y"":788,""dx"":-10,""dy"":-33,""t"":10408},{""x"":484,""y"":766,""dx"":-7,""dy"":-55,""t"":10442},{""x"":478,""y"":759,""dx"":-13,""dy"":-62,""t"":10476},{""x"":481,""y"":753,""dx"":-10,""dy"":-68,""t"":10510},{""x"":491,""y"":802,""dx"":0,""dy"":-19,""t"":10543},{""x"":505,""y"":840,""dx"":14,""dy"":19,""t"":10577},{""x"":525,""y"":848,""dx"":34,""dy"":27,""t"":10612},{""x"":519,""y"":829,""dx"":28,""dy"":8,""t"":10646},{""x"":505,""y"":804,""dx"":14,""dy"":-17,""t"":10681},{""x"":489,""y"":781,""dx"":-2,""dy"":-40,""t"":10714},{""x"":501,""y"":813,""dx"":10,""dy"":-8,""t"":10748},{""x"":519,""y"":822,""dx"":28,""dy"":1,""t"":10783},{""x"":533,""y"":841,""dx"":42,""dy"":20,""t"":10816},{""x"":518,""y"":826,""dx"":27,""dy"":5,""t"":10850},{""x"":513,""y"":799,""dx"":22,""dy"":-22,""t"":10884},{""x"":519,""y"":836,""dx"":28,""dy"":15,""t"":10918},{""x"":524,""y"":872,""dx"":33,""dy"":51,""t"":10951},{""x"":527,""y"":892,""dx"":36,""dy"":71,""t"":10986},{""x"":546,""y"":897,""dx"":55,""dy"":76,""t"":11021},{""x"":548,""y"":909,""dx"":57,""dy"":88,""t"":11054},{""x"":527,""y"":868,""dx"":36,""dy"":47,""t"":11088},{""x"":513,""y"":836,""dx"":22,""dy"":15,""t"":11121},{""x"":508,""y"":801,""dx"":17,""dy"":-20,""t"":11157},{""x"":500,""y"":787,""dx"":9,""dy"":-34,""t"":11189},{""x"":499,""y"":815,""dx"":8,""dy"":-6,""t"":11223},{""x"":506,""y"":789,""dx"":15,""dy"":-32,""t"":11259},{""x"":520,""y"":806,""dx"":29,""dy"":-15,""t"":11292},{""x"":526,""y"":784,""dx"":35,""dy"":-37,""t"":11326},{""x"":526,""y"":769,""dx"":35,""dy"":-52,""t"":11361},{""x"":517,""y"":761,""dx"":26,""dy"":-60,""t"":11395},{""x"":517,""y"":744,""dx"":26,""dy"":-77,""t"":11427},{""x"":522,""y"":725,""dx"":31,""dy"":-96,""t"":11461},{""x"":517,""y"":712,""dx"":26,""dy"":-109,""t"":11496},{""x"":513,""y"":703,""dx"":22,""dy"":-118,""t"":11527},{""x"":520,""y"":705,""dx"":29,""dy"":-116,""t"":11564},{""x"":510,""y"":719,""dx"":19,""dy"":-102,""t"":11599},{""x"":508,""y"":720,""dx"":17,""dy"":-101,""t"":11632},{""x"":511,""y"":712,""dx"":20,""dy"":-109,""t"":11666},{""x"":517,""y"":701,""dx"":26,""dy"":-120,""t"":11700},{""x"":513,""y"":707,""dx"":22,""dy"":-114,""t"":11734},{""x"":511,""y"":715,""dx"":20,""dy"":-106,""t"":11767},{""x"":518,""y"":724,""dx"":27,""dy"":-97,""t"":11804},{""x"":500,""y"":730,""dx"":9,""dy"":-91,""t"":11836},{""x"":497,""y"":735,""dx"":6,""dy"":-86,""t"":11870},{""x"":504,""y"":723,""dx"":13,""dy"":-98,""t"":11904},{""x"":510,""y"":713,""dx"":19,""dy"":-108,""t"":11936},{""x"":532,""y"":739,""dx"":41,""dy"":-82,""t"":11971},{""x"":545,""y"":752,""dx"":54,""dy"":-69,""t"":12006},{""x"":545,""y"":760,""dx"":54,""dy"":-61,""t"":12041}],[{""x"":1453,""y"":771,""dx"":2,""dy"":-50,""t"":13060},{""x"":1433,""y"":744,""dx"":-18,""dy"":-77,""t"":13092},{""x"":1432,""y"":771,""dx"":-19,""dy"":-50,""t"":13128},{""x"":1449,""y"":775,""dx"":-2,""dy"":-46,""t"":13162},{""x"":1445,""y"":792,""dx"":-6,""dy"":-29,""t"":13196},{""x"":1440,""y"":805,""dx"":-11,""dy"":-16,""t"":13229},{""x"":1423,""y"":829,""dx"":-28,""dy"":8,""t"":13265},{""x"":1396,""y"":817,""dx"":-55,""dy"":-4,""t"":13298},{""x"":1296,""y"":961,""dx"":-155,""dy"":140,""t"":13332},{""x"":1246,""y"":1055,""dx"":-205,""dy"":234,""t"":13366},{""x"":1213,""y"":1101,""dx"":-238,""dy"":280,""t"":13401},{""x"":1228,""y"":1080,""dx"":-223,""dy"":259,""t"":13434},{""x"":1264,""y"":1011,""dx"":-187,""dy"":190,""t"":13468},{""x"":1297,""y"":949,""dx"":-154,""dy"":128,""t"":13499},{""x"":1327,""y"":886,""dx"":-124,""dy"":65,""t"":13535},{""x"":1357,""y"":832,""dx"":-94,""dy"":11,""t"":13570},{""x"":1379,""y"":779,""dx"":-72,""dy"":-42,""t"":13603},{""x"":1404,""y"":740,""dx"":-47,""dy"":-81,""t"":13637},{""x"":1416,""y"":705,""dx"":-35,""dy"":-116,""t"":13672},{""x"":1422,""y"":731,""dx"":-29,""dy"":-90,""t"":13705},{""x"":1433,""y"":752,""dx"":-18,""dy"":-69,""t"":13739},{""x"":1444,""y"":775,""dx"":-7,""dy"":-46,""t"":13775},{""x"":1455,""y"":773,""dx"":4,""dy"":-48,""t"":13809},{""x"":1461,""y"":783,""dx"":10,""dy"":-38,""t"":13842},{""x"":1457,""y"":791,""dx"":6,""dy"":-30,""t"":13875},{""x"":1451,""y"":796,""dx"":0,""dy"":-25,""t"":13911},{""x"":1453,""y"":795,""dx"":2,""dy"":-26,""t"":13944},{""x"":1445,""y"":791,""dx"":-6,""dy"":-30,""t"":13978},{""x"":1450,""y"":794,""dx"":-1,""dy"":-27,""t"":14012},{""x"":1442,""y"":800,""dx"":-9,""dy"":-21,""t"":14046},{""x"":1453,""y"":807,""dx"":2,""dy"":-14,""t"":14081},{""x"":1455,""y"":812,""dx"":4,""dy"":-9,""t"":14114},{""x"":1454,""y"":808,""dx"":3,""dy"":-13,""t"":14148},{""x"":1442,""y"":760,""dx"":-9,""dy"":-61,""t"":14182},{""x"":1457,""y"":760,""dx"":6,""dy"":-61,""t"":14216},{""x"":1459,""y"":762,""dx"":8,""dy"":-59,""t"":14250},{""x"":1459,""y"":784,""dx"":8,""dy"":-37,""t"":14283},{""x"":1464,""y"":787,""dx"":13,""dy"":-34,""t"":14318},{""x"":1466,""y"":780,""dx"":15,""dy"":-41,""t"":14352},{""x"":1473,""y"":776,""dx"":22,""dy"":-45,""t"":14386},{""x"":1476,""y"":785,""dx"":25,""dy"":-36,""t"":14419},{""x"":1478,""y"":787,""dx"":27,""dy"":-34,""t"":14454},{""x"":1476,""y"":781,""dx"":25,""dy"":-40,""t"":14488},{""x"":1479,""y"":789,""dx"":28,""dy"":-32,""t"":14521},{""x"":1468,""y"":775,""dx"":17,""dy"":-46,""t"":14556},{""x"":1462,""y"":777,""dx"":11,""dy"":-44,""t"":14590},{""x"":1465,""y"":794,""dx"":14,""dy"":-27,""t"":14624},{""x"":1462,""y"":801,""dx"":11,""dy"":-20,""t"":14657},{""x"":1463,""y"":815,""dx"":12,""dy"":-6,""t"":14692},{""x"":1452,""y"":797,""dx"":1,""dy"":-24,""t"":14726},{""x"":1452,""y"":766,""dx"":1,""dy"":-55,""t"":14760},{""x"":1453,""y"":738,""dx"":2,""dy"":-83,""t"":14793},{""x"":1453,""y"":715,""dx"":2,""dy"":-106,""t"":14828},{""x"":1453,""y"":717,""dx"":2,""dy"":-104,""t"":14862},{""x"":1453,""y"":712,""dx"":2,""dy"":-109,""t"":14896},{""x"":1447,""y"":706,""dx"":-4,""dy"":-115,""t"":14930},{""x"":1448,""y"":698,""dx"":-3,""dy"":-123,""t"":14965},{""x"":1447,""y"":676,""dx"":-4,""dy"":-145,""t"":14998},{""x"":1436,""y"":659,""dx"":-15,""dy"":-162,""t"":15033}]]","[100,100,81.35593220338984,100,89.83050847457628]","[{""x"":16.661016949152543,""y"":134.72881355932202,""r"":18.692026145521986},{""x"":-5.915254237288136,""y"":41.13559322033898,""r"":43.22360240255126},{""x"":-113.42372881355932,""y"":98.50847457627118,""r"":113.27922958430649},{""x"":16.55,""y"":-35.95,""r"":75.34342118908468},{""x"":-25.305084745762713,""y"":-22.559322033898304,""r"":47.0117095317107}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","52792","0.0-5.0-0.0","","","","","1503"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
