"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","webgazer_data","webgazer_targets","size","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","90603","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","90608","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","100321","0.0-2.0-0.0","","","","","9711","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","102393","0.0-2.0-1.0","","","","","2071","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","186730","0.0-3.0","","","","","","","","2254","","","","","","","","","","","","","","","","",""
"","html-button-response","5","188065","0.0-4.0-0.0","","","","","1332","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","198283","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","199408","0.0-4.0-2.0","","","","","1124","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","218000","0.0-4.0-3.0","","","","","","","","","","[[{""x"":362,""y"":344,""dx"":-124.5,""dy"":66.5,""t"":991},{""x"":348,""y"":368,""dx"":-138.5,""dy"":90.5,""t"":1024},{""x"":371,""y"":365,""dx"":-115.5,""dy"":87.5,""t"":1058},{""x"":348,""y"":377,""dx"":-138.5,""dy"":99.5,""t"":1092},{""x"":362,""y"":370,""dx"":-124.5,""dy"":92.5,""t"":1126},{""x"":359,""y"":374,""dx"":-127.5,""dy"":96.5,""t"":1160},{""x"":359,""y"":377,""dx"":-127.5,""dy"":99.5,""t"":1194},{""x"":392,""y"":361,""dx"":-94.5,""dy"":83.5,""t"":1227},{""x"":411,""y"":352,""dx"":-75.5,""dy"":74.5,""t"":1263},{""x"":439,""y"":337,""dx"":-47.5,""dy"":59.5,""t"":1295},{""x"":473,""y"":315,""dx"":-13.5,""dy"":37.5,""t"":1330},{""x"":446,""y"":306,""dx"":-40.5,""dy"":28.5,""t"":1364},{""x"":440,""y"":287,""dx"":-46.5,""dy"":9.5,""t"":1398},{""x"":472,""y"":295,""dx"":-14.5,""dy"":17.5,""t"":1433},{""x"":462,""y"":294,""dx"":-24.5,""dy"":16.5,""t"":1466},{""x"":407,""y"":307,""dx"":-79.5,""dy"":29.5,""t"":1500},{""x"":360,""y"":327,""dx"":-126.5,""dy"":49.5,""t"":1536},{""x"":306,""y"":363,""dx"":-180.5,""dy"":85.5,""t"":1568},{""x"":276,""y"":360,""dx"":-210.5,""dy"":82.5,""t"":1602},{""x"":242,""y"":389,""dx"":-244.5,""dy"":111.5,""t"":1636},{""x"":225,""y"":389,""dx"":-261.5,""dy"":111.5,""t"":1670},{""x"":216,""y"":379,""dx"":-270.5,""dy"":101.5,""t"":1705},{""x"":232,""y"":381,""dx"":-254.5,""dy"":103.5,""t"":1735},{""x"":271,""y"":355,""dx"":-215.5,""dy"":77.5,""t"":1772},{""x"":292,""y"":348,""dx"":-194.5,""dy"":70.5,""t"":1805},{""x"":310,""y"":343,""dx"":-176.5,""dy"":65.5,""t"":1840},{""x"":331,""y"":351,""dx"":-155.5,""dy"":73.5,""t"":1874},{""x"":334,""y"":352,""dx"":-152.5,""dy"":74.5,""t"":1908},{""x"":395,""y"":367,""dx"":-91.5,""dy"":89.5,""t"":1943},{""x"":442,""y"":357,""dx"":-44.5,""dy"":79.5,""t"":1976},{""x"":436,""y"":344,""dx"":-50.5,""dy"":66.5,""t"":2011},{""x"":428,""y"":339,""dx"":-58.5,""dy"":61.5,""t"":2044},{""x"":430,""y"":339,""dx"":-56.5,""dy"":61.5,""t"":2077},{""x"":418,""y"":340,""dx"":-68.5,""dy"":62.5,""t"":2112},{""x"":429,""y"":326,""dx"":-57.5,""dy"":48.5,""t"":2143},{""x"":440,""y"":312,""dx"":-46.5,""dy"":34.5,""t"":2180},{""x"":458,""y"":285,""dx"":-28.5,""dy"":7.5,""t"":2213},{""x"":484,""y"":299,""dx"":-2.5,""dy"":21.5,""t"":2249},{""x"":493,""y"":283,""dx"":6.5,""dy"":5.5,""t"":2282},{""x"":503,""y"":268,""dx"":16.5,""dy"":-9.5,""t"":2316},{""x"":510,""y"":253,""dx"":23.5,""dy"":-24.5,""t"":2350},{""x"":511,""y"":241,""dx"":24.5,""dy"":-36.5,""t"":2385},{""x"":508,""y"":242,""dx"":21.5,""dy"":-35.5,""t"":2418},{""x"":515,""y"":231,""dx"":28.5,""dy"":-46.5,""t"":2452},{""x"":528,""y"":211,""dx"":41.5,""dy"":-66.5,""t"":2486},{""x"":522,""y"":207,""dx"":35.5,""dy"":-70.5,""t"":2554},{""x"":524,""y"":212,""dx"":37.5,""dy"":-65.5,""t"":2588},{""x"":522,""y"":237,""dx"":35.5,""dy"":-40.5,""t"":2622},{""x"":539,""y"":252,""dx"":52.5,""dy"":-25.5,""t"":2657},{""x"":554,""y"":266,""dx"":67.5,""dy"":-11.5,""t"":2690},{""x"":559,""y"":282,""dx"":72.5,""dy"":4.5,""t"":2724},{""x"":536,""y"":299,""dx"":49.5,""dy"":21.5,""t"":2758},{""x"":556,""y"":312,""dx"":69.5,""dy"":34.5,""t"":2792},{""x"":515,""y"":314,""dx"":28.5,""dy"":36.5,""t"":2826},{""x"":487,""y"":319,""dx"":0.5,""dy"":41.5,""t"":2860},{""x"":422,""y"":348,""dx"":-64.5,""dy"":70.5,""t"":2895},{""x"":376,""y"":363,""dx"":-110.5,""dy"":85.5,""t"":2927},{""x"":339,""y"":393,""dx"":-147.5,""dy"":115.5,""t"":2962}],[{""x"":1380,""y"":3,""dx"":-57.5,""dy"":-274.5,""t"":4016},{""x"":1380,""y"":3,""dx"":-57.5,""dy"":-274.5,""t"":4050},{""x"":1385,""y"":26,""dx"":-52.5,""dy"":-251.5,""t"":4085},{""x"":1357,""y"":49,""dx"":-80.5,""dy"":-228.5,""t"":4118},{""x"":1347,""y"":41,""dx"":-90.5,""dy"":-236.5,""t"":4152},{""x"":1307,""y"":44,""dx"":-130.5,""dy"":-233.5,""t"":4186},{""x"":1285,""y"":47,""dx"":-152.5,""dy"":-230.5,""t"":4221},{""x"":1288,""y"":70,""dx"":-149.5,""dy"":-207.5,""t"":4256},{""x"":1316,""y"":67,""dx"":-121.5,""dy"":-210.5,""t"":4288},{""x"":1306,""y"":92,""dx"":-131.5,""dy"":-185.5,""t"":4322},{""x"":1300,""y"":74,""dx"":-137.5,""dy"":-203.5,""t"":4356},{""x"":1294,""y"":70,""dx"":-143.5,""dy"":-207.5,""t"":4391},{""x"":1374,""y"":144,""dx"":-63.5,""dy"":-133.5,""t"":4424},{""x"":1408,""y"":120,""dx"":-29.5,""dy"":-157.5,""t"":4458},{""x"":1383,""y"":108,""dx"":-54.5,""dy"":-169.5,""t"":4492},{""x"":1411,""y"":93,""dx"":-26.5,""dy"":-184.5,""t"":4527},{""x"":1428,""y"":80,""dx"":-9.5,""dy"":-197.5,""t"":4560},{""x"":1455,""y"":67,""dx"":17.5,""dy"":-210.5,""t"":4594},{""x"":1445,""y"":80,""dx"":7.5,""dy"":-197.5,""t"":4627},{""x"":1457,""y"":46,""dx"":19.5,""dy"":-231.5,""t"":4662},{""x"":1491,""y"":10,""dx"":53.5,""dy"":-267.5,""t"":4697},{""x"":1445,""y"":-16,""dx"":7.5,""dy"":-293.5,""t"":4730},{""x"":1445,""y"":-22,""dx"":7.5,""dy"":-299.5,""t"":4765},{""x"":1387,""y"":-15,""dx"":-50.5,""dy"":-292.5,""t"":4798},{""x"":1398,""y"":11,""dx"":-39.5,""dy"":-266.5,""t"":4833},{""x"":1407,""y"":11,""dx"":-30.5,""dy"":-266.5,""t"":4866},{""x"":1452,""y"":16,""dx"":14.5,""dy"":-261.5,""t"":4900},{""x"":1465,""y"":25,""dx"":27.5,""dy"":-252.5,""t"":4934},{""x"":1435,""y"":40,""dx"":-2.5,""dy"":-237.5,""t"":4968},{""x"":1432,""y"":52,""dx"":-5.5,""dy"":-225.5,""t"":5001},{""x"":1374,""y"":63,""dx"":-63.5,""dy"":-214.5,""t"":5037},{""x"":1353,""y"":53,""dx"":-84.5,""dy"":-224.5,""t"":5070},{""x"":1359,""y"":58,""dx"":-78.5,""dy"":-219.5,""t"":5104},{""x"":1329,""y"":54,""dx"":-108.5,""dy"":-223.5,""t"":5138},{""x"":1296,""y"":54,""dx"":-141.5,""dy"":-223.5,""t"":5171},{""x"":1282,""y"":63,""dx"":-155.5,""dy"":-214.5,""t"":5205},{""x"":1297,""y"":79,""dx"":-140.5,""dy"":-198.5,""t"":5240},{""x"":1379,""y"":76,""dx"":-58.5,""dy"":-201.5,""t"":5275},{""x"":1450,""y"":74,""dx"":12.5,""dy"":-203.5,""t"":5305},{""x"":1424,""y"":77,""dx"":-13.5,""dy"":-200.5,""t"":5342},{""x"":1458,""y"":69,""dx"":20.5,""dy"":-208.5,""t"":5376},{""x"":1387,""y"":47,""dx"":-50.5,""dy"":-230.5,""t"":5411},{""x"":1391,""y"":61,""dx"":-46.5,""dy"":-216.5,""t"":5444},{""x"":1379,""y"":53,""dx"":-58.5,""dy"":-224.5,""t"":5478},{""x"":1353,""y"":47,""dx"":-84.5,""dy"":-230.5,""t"":5512},{""x"":1339,""y"":45,""dx"":-98.5,""dy"":-232.5,""t"":5546},{""x"":1302,""y"":28,""dx"":-135.5,""dy"":-249.5,""t"":5580},{""x"":1295,""y"":15,""dx"":-142.5,""dy"":-262.5,""t"":5614},{""x"":1279,""y"":29,""dx"":-158.5,""dy"":-248.5,""t"":5648},{""x"":1259,""y"":30,""dx"":-178.5,""dy"":-247.5,""t"":5682},{""x"":1259,""y"":30,""dx"":-178.5,""dy"":-247.5,""t"":5714},{""x"":1263,""y"":33,""dx"":-174.5,""dy"":-244.5,""t"":5749},{""x"":1279,""y"":26,""dx"":-158.5,""dy"":-251.5,""t"":5783},{""x"":1278,""y"":19,""dx"":-159.5,""dy"":-258.5,""t"":5819},{""x"":1292,""y"":10,""dx"":-145.5,""dy"":-267.5,""t"":5852},{""x"":1292,""y"":11,""dx"":-145.5,""dy"":-266.5,""t"":5886},{""x"":1299,""y"":5,""dx"":-138.5,""dy"":-272.5,""t"":5920},{""x"":1291,""y"":4,""dx"":-146.5,""dy"":-273.5,""t"":5954},{""x"":1285,""y"":16,""dx"":-152.5,""dy"":-261.5,""t"":5989}],[{""x"":733,""y"":483,""dx"":-229,""dy"":-61,""t"":7008},{""x"":740,""y"":465,""dx"":-222,""dy"":-79,""t"":7042},{""x"":748,""y"":459,""dx"":-214,""dy"":-85,""t"":7076},{""x"":762,""y"":465,""dx"":-200,""dy"":-79,""t"":7110},{""x"":743,""y"":484,""dx"":-219,""dy"":-60,""t"":7144},{""x"":767,""y"":496,""dx"":-195,""dy"":-48,""t"":7177},{""x"":792,""y"":499,""dx"":-170,""dy"":-45,""t"":7212},{""x"":807,""y"":513,""dx"":-155,""dy"":-31,""t"":7246},{""x"":808,""y"":524,""dx"":-154,""dy"":-20,""t"":7277},{""x"":835,""y"":523,""dx"":-127,""dy"":-21,""t"":7314},{""x"":852,""y"":520,""dx"":-110,""dy"":-24,""t"":7348},{""x"":884,""y"":520,""dx"":-78,""dy"":-24,""t"":7383},{""x"":904,""y"":517,""dx"":-58,""dy"":-27,""t"":7417},{""x"":895,""y"":481,""dx"":-67,""dy"":-63,""t"":7451},{""x"":877,""y"":498,""dx"":-85,""dy"":-46,""t"":7485},{""x"":905,""y"":493,""dx"":-57,""dy"":-51,""t"":7518},{""x"":887,""y"":504,""dx"":-75,""dy"":-40,""t"":7552},{""x"":881,""y"":506,""dx"":-81,""dy"":-38,""t"":7587},{""x"":895,""y"":495,""dx"":-67,""dy"":-49,""t"":7620},{""x"":884,""y"":507,""dx"":-78,""dy"":-37,""t"":7655},{""x"":901,""y"":468,""dx"":-61,""dy"":-76,""t"":7688},{""x"":883,""y"":449,""dx"":-79,""dy"":-95,""t"":7722},{""x"":881,""y"":431,""dx"":-81,""dy"":-113,""t"":7756},{""x"":879,""y"":413,""dx"":-83,""dy"":-131,""t"":7790},{""x"":872,""y"":401,""dx"":-90,""dy"":-143,""t"":7825},{""x"":888,""y"":385,""dx"":-74,""dy"":-159,""t"":7858},{""x"":874,""y"":383,""dx"":-88,""dy"":-161,""t"":7892},{""x"":885,""y"":373,""dx"":-77,""dy"":-171,""t"":7926},{""x"":899,""y"":370,""dx"":-63,""dy"":-174,""t"":7960},{""x"":900,""y"":360,""dx"":-62,""dy"":-184,""t"":7994},{""x"":889,""y"":366,""dx"":-73,""dy"":-178,""t"":8029},{""x"":876,""y"":400,""dx"":-86,""dy"":-144,""t"":8063},{""x"":867,""y"":423,""dx"":-95,""dy"":-121,""t"":8096},{""x"":867,""y"":413,""dx"":-95,""dy"":-131,""t"":8130},{""x"":869,""y"":407,""dx"":-93,""dy"":-137,""t"":8165},{""x"":860,""y"":407,""dx"":-102,""dy"":-137,""t"":8198},{""x"":861,""y"":413,""dx"":-101,""dy"":-131,""t"":8233},{""x"":864,""y"":410,""dx"":-98,""dy"":-134,""t"":8266},{""x"":858,""y"":414,""dx"":-104,""dy"":-130,""t"":8300},{""x"":853,""y"":415,""dx"":-109,""dy"":-129,""t"":8335},{""x"":811,""y"":427,""dx"":-151,""dy"":-117,""t"":8368},{""x"":849,""y"":411,""dx"":-113,""dy"":-133,""t"":8403},{""x"":866,""y"":416,""dx"":-96,""dy"":-128,""t"":8436},{""x"":881,""y"":419,""dx"":-81,""dy"":-125,""t"":8467},{""x"":878,""y"":433,""dx"":-84,""dy"":-111,""t"":8505},{""x"":903,""y"":426,""dx"":-59,""dy"":-118,""t"":8538},{""x"":924,""y"":418,""dx"":-38,""dy"":-126,""t"":8572},{""x"":937,""y"":426,""dx"":-25,""dy"":-118,""t"":8606},{""x"":955,""y"":431,""dx"":-7,""dy"":-113,""t"":8640},{""x"":952,""y"":443,""dx"":-10,""dy"":-101,""t"":8674},{""x"":959,""y"":442,""dx"":-3,""dy"":-102,""t"":8709},{""x"":951,""y"":457,""dx"":-11,""dy"":-87,""t"":8743},{""x"":948,""y"":465,""dx"":-14,""dy"":-79,""t"":8776},{""x"":935,""y"":465,""dx"":-27,""dy"":-79,""t"":8810},{""x"":942,""y"":462,""dx"":-20,""dy"":-82,""t"":8844},{""x"":918,""y"":464,""dx"":-44,""dy"":-80,""t"":8875},{""x"":911,""y"":467,""dx"":-51,""dy"":-77,""t"":8912},{""x"":932,""y"":452,""dx"":-30,""dy"":-92,""t"":8946},{""x"":912,""y"":438,""dx"":-50,""dy"":-106,""t"":8980},{""x"":875,""y"":435,""dx"":-87,""dy"":-109,""t"":9014}],[{""x"":630,""y"":743,""dx"":143.5,""dy"":-67.5,""t"":10035},{""x"":652,""y"":726,""dx"":165.5,""dy"":-84.5,""t"":10070},{""x"":653,""y"":718,""dx"":166.5,""dy"":-92.5,""t"":10102},{""x"":664,""y"":705,""dx"":177.5,""dy"":-105.5,""t"":10137},{""x"":682,""y"":704,""dx"":195.5,""dy"":-106.5,""t"":10170},{""x"":698,""y"":701,""dx"":211.5,""dy"":-109.5,""t"":10204},{""x"":694,""y"":712,""dx"":207.5,""dy"":-98.5,""t"":10238},{""x"":690,""y"":714,""dx"":203.5,""dy"":-96.5,""t"":10273},{""x"":678,""y"":723,""dx"":191.5,""dy"":-87.5,""t"":10306},{""x"":665,""y"":742,""dx"":178.5,""dy"":-68.5,""t"":10340},{""x"":647,""y"":744,""dx"":160.5,""dy"":-66.5,""t"":10374},{""x"":631,""y"":751,""dx"":144.5,""dy"":-59.5,""t"":10408},{""x"":619,""y"":750,""dx"":132.5,""dy"":-60.5,""t"":10442},{""x"":609,""y"":750,""dx"":122.5,""dy"":-60.5,""t"":10473},{""x"":600,""y"":756,""dx"":113.5,""dy"":-54.5,""t"":10510},{""x"":586,""y"":756,""dx"":99.5,""dy"":-54.5,""t"":10544},{""x"":591,""y"":739,""dx"":104.5,""dy"":-71.5,""t"":10578},{""x"":584,""y"":750,""dx"":97.5,""dy"":-60.5,""t"":10612},{""x"":560,""y"":746,""dx"":73.5,""dy"":-64.5,""t"":10647},{""x"":558,""y"":755,""dx"":71.5,""dy"":-55.5,""t"":10680},{""x"":565,""y"":756,""dx"":78.5,""dy"":-54.5,""t"":10714},{""x"":549,""y"":755,""dx"":62.5,""dy"":-55.5,""t"":10748},{""x"":543,""y"":745,""dx"":56.5,""dy"":-65.5,""t"":10782},{""x"":545,""y"":741,""dx"":58.5,""dy"":-69.5,""t"":10816},{""x"":547,""y"":738,""dx"":60.5,""dy"":-72.5,""t"":10847},{""x"":562,""y"":742,""dx"":75.5,""dy"":-68.5,""t"":10884},{""x"":577,""y"":742,""dx"":90.5,""dy"":-68.5,""t"":10917},{""x"":593,""y"":742,""dx"":106.5,""dy"":-68.5,""t"":10952},{""x"":600,""y"":747,""dx"":113.5,""dy"":-63.5,""t"":10985},{""x"":612,""y"":749,""dx"":125.5,""dy"":-61.5,""t"":11021},{""x"":619,""y"":753,""dx"":132.5,""dy"":-57.5,""t"":11054},{""x"":619,""y"":753,""dx"":132.5,""dy"":-57.5,""t"":11088},{""x"":626,""y"":757,""dx"":139.5,""dy"":-53.5,""t"":11122},{""x"":633,""y"":745,""dx"":146.5,""dy"":-65.5,""t"":11156},{""x"":649,""y"":733,""dx"":162.5,""dy"":-77.5,""t"":11190},{""x"":591,""y"":747,""dx"":104.5,""dy"":-63.5,""t"":11224},{""x"":583,""y"":737,""dx"":96.5,""dy"":-73.5,""t"":11258},{""x"":579,""y"":719,""dx"":92.5,""dy"":-91.5,""t"":11293},{""x"":606,""y"":717,""dx"":119.5,""dy"":-93.5,""t"":11327},{""x"":612,""y"":716,""dx"":125.5,""dy"":-94.5,""t"":11360},{""x"":620,""y"":714,""dx"":133.5,""dy"":-96.5,""t"":11394},{""x"":620,""y"":726,""dx"":133.5,""dy"":-84.5,""t"":11427},{""x"":647,""y"":704,""dx"":160.5,""dy"":-106.5,""t"":11462},{""x"":661,""y"":699,""dx"":174.5,""dy"":-111.5,""t"":11496},{""x"":656,""y"":684,""dx"":169.5,""dy"":-126.5,""t"":11530},{""x"":653,""y"":673,""dx"":166.5,""dy"":-137.5,""t"":11564},{""x"":648,""y"":682,""dx"":161.5,""dy"":-128.5,""t"":11598},{""x"":641,""y"":684,""dx"":154.5,""dy"":-126.5,""t"":11632},{""x"":626,""y"":672,""dx"":139.5,""dy"":-138.5,""t"":11665},{""x"":611,""y"":688,""dx"":124.5,""dy"":-122.5,""t"":11700},{""x"":575,""y"":705,""dx"":88.5,""dy"":-105.5,""t"":11734},{""x"":573,""y"":708,""dx"":86.5,""dy"":-102.5,""t"":11768},{""x"":575,""y"":712,""dx"":88.5,""dy"":-98.5,""t"":11802},{""x"":579,""y"":713,""dx"":92.5,""dy"":-97.5,""t"":11835},{""x"":587,""y"":718,""dx"":100.5,""dy"":-92.5,""t"":11870},{""x"":590,""y"":730,""dx"":103.5,""dy"":-80.5,""t"":11904},{""x"":600,""y"":733,""dx"":113.5,""dy"":-77.5,""t"":11937},{""x"":596,""y"":728,""dx"":109.5,""dy"":-82.5,""t"":11972},{""x"":572,""y"":734,""dx"":85.5,""dy"":-76.5,""t"":12007}],[{""x"":1314,""y"":554,""dx"":-123.5,""dy"":-256.5,""t"":13026},{""x"":1304,""y"":552,""dx"":-133.5,""dy"":-258.5,""t"":13061},{""x"":1290,""y"":554,""dx"":-147.5,""dy"":-256.5,""t"":13094},{""x"":1307,""y"":549,""dx"":-130.5,""dy"":-261.5,""t"":13127},{""x"":1282,""y"":550,""dx"":-155.5,""dy"":-260.5,""t"":13162},{""x"":1269,""y"":553,""dx"":-168.5,""dy"":-257.5,""t"":13196},{""x"":1269,""y"":560,""dx"":-168.5,""dy"":-250.5,""t"":13230},{""x"":1275,""y"":562,""dx"":-162.5,""dy"":-248.5,""t"":13264},{""x"":1275,""y"":560,""dx"":-162.5,""dy"":-250.5,""t"":13298},{""x"":1277,""y"":557,""dx"":-160.5,""dy"":-253.5,""t"":13332},{""x"":1271,""y"":561,""dx"":-166.5,""dy"":-249.5,""t"":13366},{""x"":1262,""y"":562,""dx"":-175.5,""dy"":-248.5,""t"":13400},{""x"":1243,""y"":557,""dx"":-194.5,""dy"":-253.5,""t"":13434},{""x"":1235,""y"":548,""dx"":-202.5,""dy"":-262.5,""t"":13468},{""x"":1216,""y"":537,""dx"":-221.5,""dy"":-273.5,""t"":13502},{""x"":1213,""y"":537,""dx"":-224.5,""dy"":-273.5,""t"":13536},{""x"":1200,""y"":549,""dx"":-237.5,""dy"":-261.5,""t"":13570},{""x"":1217,""y"":550,""dx"":-220.5,""dy"":-260.5,""t"":13604},{""x"":1205,""y"":555,""dx"":-232.5,""dy"":-255.5,""t"":13638},{""x"":1221,""y"":570,""dx"":-216.5,""dy"":-240.5,""t"":13673},{""x"":1241,""y"":566,""dx"":-196.5,""dy"":-244.5,""t"":13706},{""x"":1238,""y"":568,""dx"":-199.5,""dy"":-242.5,""t"":13740},{""x"":1245,""y"":578,""dx"":-192.5,""dy"":-232.5,""t"":13775},{""x"":1250,""y"":577,""dx"":-187.5,""dy"":-233.5,""t"":13808},{""x"":1249,""y"":565,""dx"":-188.5,""dy"":-245.5,""t"":13843},{""x"":1253,""y"":570,""dx"":-184.5,""dy"":-240.5,""t"":13876},{""x"":1248,""y"":567,""dx"":-189.5,""dy"":-243.5,""t"":13911},{""x"":1255,""y"":574,""dx"":-182.5,""dy"":-236.5,""t"":13944},{""x"":1262,""y"":570,""dx"":-175.5,""dy"":-240.5,""t"":13978},{""x"":1267,""y"":567,""dx"":-170.5,""dy"":-243.5,""t"":14009},{""x"":1260,""y"":569,""dx"":-177.5,""dy"":-241.5,""t"":14046},{""x"":1254,""y"":573,""dx"":-183.5,""dy"":-237.5,""t"":14080},{""x"":1247,""y"":571,""dx"":-190.5,""dy"":-239.5,""t"":14115},{""x"":1263,""y"":574,""dx"":-174.5,""dy"":-236.5,""t"":14148},{""x"":1264,""y"":570,""dx"":-173.5,""dy"":-240.5,""t"":14182},{""x"":1258,""y"":569,""dx"":-179.5,""dy"":-241.5,""t"":14216},{""x"":1262,""y"":578,""dx"":-175.5,""dy"":-232.5,""t"":14250},{""x"":1289,""y"":643,""dx"":-148.5,""dy"":-167.5,""t"":14285},{""x"":1275,""y"":779,""dx"":-162.5,""dy"":-31.5,""t"":14318},{""x"":1240,""y"":919,""dx"":-197.5,""dy"":108.5,""t"":14352},{""x"":1246,""y"":983,""dx"":-191.5,""dy"":172.5,""t"":14386},{""x"":1237,""y"":1054,""dx"":-200.5,""dy"":243.5,""t"":14418},{""x"":1256,""y"":1068,""dx"":-181.5,""dy"":257.5,""t"":14454},{""x"":1278,""y"":1039,""dx"":-159.5,""dy"":228.5,""t"":14488},{""x"":1300,""y"":977,""dx"":-137.5,""dy"":166.5,""t"":14522},{""x"":1322,""y"":900,""dx"":-115.5,""dy"":89.5,""t"":14555},{""x"":1326,""y"":848,""dx"":-111.5,""dy"":37.5,""t"":14590},{""x"":1326,""y"":812,""dx"":-111.5,""dy"":1.5,""t"":14624},{""x"":1326,""y"":761,""dx"":-111.5,""dy"":-49.5,""t"":14658},{""x"":1319,""y"":740,""dx"":-118.5,""dy"":-70.5,""t"":14692},{""x"":1309,""y"":693,""dx"":-128.5,""dy"":-117.5,""t"":14726},{""x"":1305,""y"":680,""dx"":-132.5,""dy"":-130.5,""t"":14761},{""x"":1295,""y"":630,""dx"":-142.5,""dy"":-180.5,""t"":14794},{""x"":1296,""y"":625,""dx"":-141.5,""dy"":-185.5,""t"":14827},{""x"":1298,""y"":619,""dx"":-139.5,""dy"":-191.5,""t"":14862},{""x"":1297,""y"":608,""dx"":-140.5,""dy"":-202.5,""t"":14896},{""x"":1290,""y"":597,""dx"":-147.5,""dy"":-213.5,""t"":14930},{""x"":1302,""y"":596,""dx"":-135.5,""dy"":-214.5,""t"":14964},{""x"":1304,""y"":597,""dx"":-133.5,""dy"":-213.5,""t"":14999},{""x"":1332,""y"":609,""dx"":-105.5,""dy"":-201.5,""t"":15032}]]","[87.93103448275862,10.16949152542373,90,83.05084745762711,13.333333333333334]","[{""x"":-68.82758620689656,""y"":43.310344827586206,""r"":126.29154617309145},{""x"":-78.41525423728814,""y"":-232.33050847457628,""r"":72.27561637773012},{""x"":-89.26666666666667,""y"":-96.5,""r"":88.86692720360264},{""x"":125.88983050847457,""y"":-82.94067796610169,""r"":38.798135489189654},{""x"":-167.01666666666668,""y"":-167.83333333333334,""r"":122.73849920853817}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.31","validate","","","","","","","","","",""
"","html-button-response","9","218640","0.0-4.0-4.0-0.0-0.0","","","","","639","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","",""
