"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","5690","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","5695","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","17574","0.0-2.0-0.0","","","","","11872","{""name"":""张梦洋"",""age"":""23""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","23798","0.0-2.0-1.0","","","","","6223","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","34821","0.0-3.0","","","","","","","","2227","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","37470","0.0-4.0-0.0","","","","","2647","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","49330","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","50326","0.0-4.0-2.0","","","","","995","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","68269","0.0-4.0-3.0","","","","","","","","","","[[{""x"":428,""y"":378,""dx"":-63,""dy"":97,""t"":990},{""x"":452,""y"":385,""dx"":-39,""dy"":104,""t"":1023},{""x"":450,""y"":403,""dx"":-41,""dy"":122,""t"":1059},{""x"":481,""y"":387,""dx"":-10,""dy"":106,""t"":1091},{""x"":473,""y"":402,""dx"":-18,""dy"":121,""t"":1126},{""x"":496,""y"":381,""dx"":5,""dy"":100,""t"":1160},{""x"":496,""y"":387,""dx"":5,""dy"":106,""t"":1194},{""x"":488,""y"":382,""dx"":-3,""dy"":101,""t"":1236},{""x"":502,""y"":375,""dx"":11,""dy"":94,""t"":1273},{""x"":513,""y"":369,""dx"":22,""dy"":88,""t"":1298},{""x"":506,""y"":361,""dx"":15,""dy"":80,""t"":1330},{""x"":512,""y"":351,""dx"":21,""dy"":70,""t"":1364},{""x"":515,""y"":339,""dx"":24,""dy"":58,""t"":1397},{""x"":524,""y"":335,""dx"":33,""dy"":54,""t"":1432},{""x"":530,""y"":342,""dx"":39,""dy"":61,""t"":1466},{""x"":538,""y"":341,""dx"":47,""dy"":60,""t"":1500},{""x"":529,""y"":336,""dx"":38,""dy"":55,""t"":1534},{""x"":532,""y"":331,""dx"":41,""dy"":50,""t"":1568},{""x"":527,""y"":325,""dx"":36,""dy"":44,""t"":1601},{""x"":518,""y"":316,""dx"":27,""dy"":35,""t"":1636},{""x"":510,""y"":308,""dx"":19,""dy"":27,""t"":1667},{""x"":510,""y"":313,""dx"":19,""dy"":32,""t"":1704},{""x"":509,""y"":329,""dx"":18,""dy"":48,""t"":1738},{""x"":511,""y"":323,""dx"":20,""dy"":42,""t"":1772},{""x"":491,""y"":325,""dx"":0,""dy"":44,""t"":1806},{""x"":475,""y"":312,""dx"":-16,""dy"":31,""t"":1840},{""x"":451,""y"":319,""dx"":-40,""dy"":38,""t"":1874},{""x"":444,""y"":321,""dx"":-47,""dy"":40,""t"":1908},{""x"":439,""y"":321,""dx"":-52,""dy"":40,""t"":1942},{""x"":432,""y"":322,""dx"":-59,""dy"":41,""t"":1976},{""x"":417,""y"":328,""dx"":-74,""dy"":47,""t"":2009},{""x"":407,""y"":340,""dx"":-84,""dy"":59,""t"":2044},{""x"":390,""y"":353,""dx"":-101,""dy"":72,""t"":2078},{""x"":401,""y"":360,""dx"":-90,""dy"":79,""t"":2112},{""x"":405,""y"":361,""dx"":-86,""dy"":80,""t"":2145},{""x"":403,""y"":370,""dx"":-88,""dy"":89,""t"":2180},{""x"":426,""y"":357,""dx"":-65,""dy"":76,""t"":2213},{""x"":422,""y"":348,""dx"":-69,""dy"":67,""t"":2248},{""x"":425,""y"":346,""dx"":-66,""dy"":65,""t"":2283},{""x"":447,""y"":359,""dx"":-44,""dy"":78,""t"":2316},{""x"":452,""y"":359,""dx"":-39,""dy"":78,""t"":2350},{""x"":450,""y"":370,""dx"":-41,""dy"":89,""t"":2384},{""x"":448,""y"":374,""dx"":-43,""dy"":93,""t"":2418},{""x"":446,""y"":366,""dx"":-45,""dy"":85,""t"":2452},{""x"":447,""y"":364,""dx"":-44,""dy"":83,""t"":2486},{""x"":438,""y"":353,""dx"":-53,""dy"":72,""t"":2519},{""x"":423,""y"":352,""dx"":-68,""dy"":71,""t"":2554},{""x"":413,""y"":354,""dx"":-78,""dy"":73,""t"":2588},{""x"":419,""y"":350,""dx"":-72,""dy"":69,""t"":2621},{""x"":434,""y"":347,""dx"":-57,""dy"":66,""t"":2656},{""x"":429,""y"":351,""dx"":-62,""dy"":70,""t"":2690},{""x"":439,""y"":354,""dx"":-52,""dy"":73,""t"":2724},{""x"":451,""y"":348,""dx"":-40,""dy"":67,""t"":2758},{""x"":448,""y"":340,""dx"":-43,""dy"":59,""t"":2792},{""x"":465,""y"":333,""dx"":-26,""dy"":52,""t"":2825},{""x"":457,""y"":335,""dx"":-34,""dy"":54,""t"":2860},{""x"":468,""y"":329,""dx"":-23,""dy"":48,""t"":2894},{""x"":450,""y"":328,""dx"":-41,""dy"":47,""t"":2928},{""x"":447,""y"":328,""dx"":-44,""dy"":47,""t"":2962},{""x"":451,""y"":340,""dx"":-40,""dy"":59,""t"":2996}],[{""x"":1553,""y"":296,""dx"":102,""dy"":15,""t"":4016},{""x"":1550,""y"":289,""dx"":99,""dy"":8,""t"":4050},{""x"":1561,""y"":295,""dx"":110,""dy"":14,""t"":4084},{""x"":1575,""y"":318,""dx"":124,""dy"":37,""t"":4118},{""x"":1580,""y"":318,""dx"":129,""dy"":37,""t"":4152},{""x"":1543,""y"":374,""dx"":92,""dy"":93,""t"":4185},{""x"":1533,""y"":351,""dx"":82,""dy"":70,""t"":4219},{""x"":1495,""y"":378,""dx"":44,""dy"":97,""t"":4253},{""x"":1484,""y"":428,""dx"":33,""dy"":147,""t"":4287},{""x"":1482,""y"":388,""dx"":31,""dy"":107,""t"":4322},{""x"":1473,""y"":396,""dx"":22,""dy"":115,""t"":4356},{""x"":1460,""y"":440,""dx"":9,""dy"":159,""t"":4389},{""x"":1468,""y"":406,""dx"":17,""dy"":125,""t"":4423},{""x"":1478,""y"":385,""dx"":27,""dy"":104,""t"":4458},{""x"":1480,""y"":354,""dx"":29,""dy"":73,""t"":4491},{""x"":1489,""y"":329,""dx"":38,""dy"":48,""t"":4526},{""x"":1517,""y"":335,""dx"":66,""dy"":54,""t"":4560},{""x"":1520,""y"":321,""dx"":69,""dy"":40,""t"":4595},{""x"":1518,""y"":303,""dx"":67,""dy"":22,""t"":4627},{""x"":1521,""y"":326,""dx"":70,""dy"":45,""t"":4662},{""x"":1527,""y"":356,""dx"":76,""dy"":75,""t"":4696},{""x"":1534,""y"":335,""dx"":83,""dy"":54,""t"":4730},{""x"":1525,""y"":350,""dx"":74,""dy"":69,""t"":4763},{""x"":1519,""y"":363,""dx"":68,""dy"":82,""t"":4798},{""x"":1516,""y"":340,""dx"":65,""dy"":59,""t"":4832},{""x"":1522,""y"":317,""dx"":71,""dy"":36,""t"":4863},{""x"":1490,""y"":345,""dx"":39,""dy"":64,""t"":4900},{""x"":1492,""y"":354,""dx"":41,""dy"":73,""t"":4934},{""x"":1496,""y"":335,""dx"":45,""dy"":54,""t"":4968},{""x"":1487,""y"":346,""dx"":36,""dy"":65,""t"":5001},{""x"":1512,""y"":351,""dx"":61,""dy"":70,""t"":5036},{""x"":1547,""y"":349,""dx"":96,""dy"":68,""t"":5069},{""x"":1558,""y"":362,""dx"":107,""dy"":81,""t"":5104},{""x"":1581,""y"":359,""dx"":130,""dy"":78,""t"":5137},{""x"":1576,""y"":327,""dx"":125,""dy"":46,""t"":5172},{""x"":1559,""y"":309,""dx"":108,""dy"":28,""t"":5206},{""x"":1544,""y"":293,""dx"":93,""dy"":12,""t"":5237},{""x"":1556,""y"":304,""dx"":105,""dy"":23,""t"":5274},{""x"":1557,""y"":302,""dx"":106,""dy"":21,""t"":5309},{""x"":1549,""y"":300,""dx"":98,""dy"":19,""t"":5342},{""x"":1535,""y"":294,""dx"":84,""dy"":13,""t"":5376},{""x"":1539,""y"":273,""dx"":88,""dy"":-8,""t"":5410},{""x"":1538,""y"":256,""dx"":87,""dy"":-25,""t"":5443},{""x"":1542,""y"":252,""dx"":91,""dy"":-29,""t"":5478},{""x"":1528,""y"":256,""dx"":77,""dy"":-25,""t"":5512},{""x"":1526,""y"":238,""dx"":75,""dy"":-43,""t"":5546},{""x"":1522,""y"":246,""dx"":71,""dy"":-35,""t"":5579},{""x"":1513,""y"":292,""dx"":62,""dy"":11,""t"":5614},{""x"":1504,""y"":309,""dx"":53,""dy"":28,""t"":5648},{""x"":1531,""y"":326,""dx"":80,""dy"":45,""t"":5682},{""x"":1542,""y"":336,""dx"":91,""dy"":55,""t"":5715},{""x"":1548,""y"":347,""dx"":97,""dy"":66,""t"":5750},{""x"":1545,""y"":353,""dx"":94,""dy"":72,""t"":5784},{""x"":1536,""y"":327,""dx"":85,""dy"":46,""t"":5818},{""x"":1545,""y"":351,""dx"":94,""dy"":70,""t"":5852},{""x"":1548,""y"":374,""dx"":97,""dy"":93,""t"":5885},{""x"":1535,""y"":360,""dx"":84,""dy"":79,""t"":5920},{""x"":1533,""y"":338,""dx"":82,""dy"":57,""t"":5954},{""x"":1543,""y"":361,""dx"":92,""dy"":80,""t"":5988}],[{""x"":835,""y"":682,""dx"":-136,""dy"":131,""t"":7008},{""x"":849,""y"":662,""dx"":-122,""dy"":111,""t"":7042},{""x"":850,""y"":663,""dx"":-121,""dy"":112,""t"":7075},{""x"":871,""y"":653,""dx"":-100,""dy"":102,""t"":7110},{""x"":885,""y"":639,""dx"":-86,""dy"":88,""t"":7144},{""x"":897,""y"":634,""dx"":-74,""dy"":83,""t"":7179},{""x"":908,""y"":626,""dx"":-63,""dy"":75,""t"":7212},{""x"":908,""y"":614,""dx"":-63,""dy"":63,""t"":7246},{""x"":894,""y"":615,""dx"":-77,""dy"":64,""t"":7281},{""x"":895,""y"":610,""dx"":-76,""dy"":59,""t"":7313},{""x"":912,""y"":641,""dx"":-59,""dy"":90,""t"":7348},{""x"":907,""y"":665,""dx"":-64,""dy"":114,""t"":7381},{""x"":906,""y"":671,""dx"":-65,""dy"":120,""t"":7416},{""x"":910,""y"":669,""dx"":-61,""dy"":118,""t"":7451},{""x"":899,""y"":671,""dx"":-72,""dy"":120,""t"":7484},{""x"":895,""y"":667,""dx"":-76,""dy"":116,""t"":7518},{""x"":898,""y"":664,""dx"":-73,""dy"":113,""t"":7552},{""x"":892,""y"":657,""dx"":-79,""dy"":106,""t"":7586},{""x"":885,""y"":656,""dx"":-86,""dy"":105,""t"":7621},{""x"":881,""y"":652,""dx"":-90,""dy"":101,""t"":7655},{""x"":875,""y"":659,""dx"":-96,""dy"":108,""t"":7688},{""x"":870,""y"":658,""dx"":-101,""dy"":107,""t"":7723},{""x"":869,""y"":657,""dx"":-102,""dy"":106,""t"":7756},{""x"":883,""y"":654,""dx"":-88,""dy"":103,""t"":7790},{""x"":881,""y"":647,""dx"":-90,""dy"":96,""t"":7823},{""x"":891,""y"":653,""dx"":-80,""dy"":102,""t"":7858},{""x"":895,""y"":646,""dx"":-76,""dy"":95,""t"":7892},{""x"":889,""y"":634,""dx"":-82,""dy"":83,""t"":7925},{""x"":898,""y"":636,""dx"":-73,""dy"":85,""t"":7960},{""x"":906,""y"":632,""dx"":-65,""dy"":81,""t"":7994},{""x"":912,""y"":630,""dx"":-59,""dy"":79,""t"":8028},{""x"":931,""y"":622,""dx"":-40,""dy"":71,""t"":8063},{""x"":934,""y"":619,""dx"":-37,""dy"":68,""t"":8096},{""x"":934,""y"":626,""dx"":-37,""dy"":75,""t"":8130},{""x"":935,""y"":634,""dx"":-36,""dy"":83,""t"":8164},{""x"":932,""y"":646,""dx"":-39,""dy"":95,""t"":8198},{""x"":936,""y"":655,""dx"":-35,""dy"":104,""t"":8232},{""x"":944,""y"":659,""dx"":-27,""dy"":108,""t"":8266},{""x"":943,""y"":656,""dx"":-28,""dy"":105,""t"":8301},{""x"":913,""y"":661,""dx"":-58,""dy"":110,""t"":8335},{""x"":907,""y"":656,""dx"":-64,""dy"":105,""t"":8367},{""x"":900,""y"":658,""dx"":-71,""dy"":107,""t"":8402},{""x"":893,""y"":660,""dx"":-78,""dy"":109,""t"":8434},{""x"":895,""y"":679,""dx"":-76,""dy"":128,""t"":8470},{""x"":893,""y"":664,""dx"":-78,""dy"":113,""t"":8504},{""x"":884,""y"":682,""dx"":-87,""dy"":131,""t"":8538},{""x"":861,""y"":678,""dx"":-110,""dy"":127,""t"":8573},{""x"":854,""y"":691,""dx"":-117,""dy"":140,""t"":8606},{""x"":846,""y"":687,""dx"":-125,""dy"":136,""t"":8640},{""x"":847,""y"":687,""dx"":-124,""dy"":136,""t"":8674},{""x"":833,""y"":675,""dx"":-138,""dy"":124,""t"":8708},{""x"":837,""y"":678,""dx"":-134,""dy"":127,""t"":8743},{""x"":837,""y"":681,""dx"":-134,""dy"":130,""t"":8775},{""x"":838,""y"":684,""dx"":-133,""dy"":133,""t"":8808},{""x"":834,""y"":678,""dx"":-137,""dy"":127,""t"":8844},{""x"":838,""y"":670,""dx"":-133,""dy"":119,""t"":8879},{""x"":834,""y"":651,""dx"":-137,""dy"":100,""t"":8912},{""x"":841,""y"":636,""dx"":-130,""dy"":85,""t"":8946},{""x"":859,""y"":643,""dx"":-112,""dy"":92,""t"":8980},{""x"":860,""y"":633,""dx"":-111,""dy"":82,""t"":9013}],[{""x"":367,""y"":771,""dx"":-124,""dy"":-50,""t"":10034},{""x"":378,""y"":767,""dx"":-113,""dy"":-54,""t"":10067},{""x"":388,""y"":779,""dx"":-103,""dy"":-42,""t"":10101},{""x"":396,""y"":756,""dx"":-95,""dy"":-65,""t"":10136},{""x"":400,""y"":765,""dx"":-91,""dy"":-56,""t"":10170},{""x"":403,""y"":766,""dx"":-88,""dy"":-55,""t"":10205},{""x"":398,""y"":781,""dx"":-93,""dy"":-40,""t"":10238},{""x"":402,""y"":796,""dx"":-89,""dy"":-25,""t"":10272},{""x"":405,""y"":813,""dx"":-86,""dy"":-8,""t"":10306},{""x"":406,""y"":833,""dx"":-85,""dy"":12,""t"":10340},{""x"":407,""y"":849,""dx"":-84,""dy"":28,""t"":10372},{""x"":396,""y"":867,""dx"":-95,""dy"":46,""t"":10407},{""x"":385,""y"":871,""dx"":-106,""dy"":50,""t"":10441},{""x"":388,""y"":887,""dx"":-103,""dy"":66,""t"":10477},{""x"":377,""y"":891,""dx"":-114,""dy"":70,""t"":10510},{""x"":367,""y"":890,""dx"":-124,""dy"":69,""t"":10544},{""x"":343,""y"":903,""dx"":-148,""dy"":82,""t"":10578},{""x"":325,""y"":891,""dx"":-166,""dy"":70,""t"":10613},{""x"":318,""y"":895,""dx"":-173,""dy"":74,""t"":10645},{""x"":323,""y"":890,""dx"":-168,""dy"":69,""t"":10680},{""x"":321,""y"":897,""dx"":-170,""dy"":76,""t"":10757},{""x"":335,""y"":910,""dx"":-156,""dy"":89,""t"":10781},{""x"":356,""y"":913,""dx"":-135,""dy"":92,""t"":10816},{""x"":361,""y"":900,""dx"":-130,""dy"":79,""t"":10849},{""x"":358,""y"":885,""dx"":-133,""dy"":64,""t"":10884},{""x"":350,""y"":884,""dx"":-141,""dy"":63,""t"":10918},{""x"":371,""y"":878,""dx"":-120,""dy"":57,""t"":10952},{""x"":388,""y"":876,""dx"":-103,""dy"":55,""t"":10985},{""x"":406,""y"":859,""dx"":-85,""dy"":38,""t"":11020},{""x"":417,""y"":843,""dx"":-74,""dy"":22,""t"":11054},{""x"":451,""y"":848,""dx"":-40,""dy"":27,""t"":11088},{""x"":442,""y"":872,""dx"":-49,""dy"":51,""t"":11122},{""x"":444,""y"":858,""dx"":-47,""dy"":37,""t"":11156},{""x"":416,""y"":856,""dx"":-75,""dy"":35,""t"":11190},{""x"":403,""y"":873,""dx"":-88,""dy"":52,""t"":11223},{""x"":381,""y"":875,""dx"":-110,""dy"":54,""t"":11258},{""x"":366,""y"":885,""dx"":-125,""dy"":64,""t"":11291},{""x"":348,""y"":894,""dx"":-143,""dy"":73,""t"":11327},{""x"":344,""y"":868,""dx"":-147,""dy"":47,""t"":11360},{""x"":333,""y"":869,""dx"":-158,""dy"":48,""t"":11394},{""x"":316,""y"":874,""dx"":-175,""dy"":53,""t"":11427},{""x"":311,""y"":873,""dx"":-180,""dy"":52,""t"":11462},{""x"":309,""y"":850,""dx"":-182,""dy"":29,""t"":11496},{""x"":308,""y"":839,""dx"":-183,""dy"":18,""t"":11529},{""x"":312,""y"":853,""dx"":-179,""dy"":32,""t"":11563},{""x"":316,""y"":872,""dx"":-175,""dy"":51,""t"":11596},{""x"":313,""y"":880,""dx"":-178,""dy"":59,""t"":11632},{""x"":309,""y"":872,""dx"":-182,""dy"":51,""t"":11666},{""x"":302,""y"":887,""dx"":-189,""dy"":66,""t"":11700},{""x"":290,""y"":903,""dx"":-201,""dy"":82,""t"":11735},{""x"":287,""y"":916,""dx"":-204,""dy"":95,""t"":11768},{""x"":303,""y"":898,""dx"":-188,""dy"":77,""t"":11801},{""x"":309,""y"":901,""dx"":-182,""dy"":80,""t"":11835},{""x"":315,""y"":891,""dx"":-176,""dy"":70,""t"":11871},{""x"":311,""y"":870,""dx"":-180,""dy"":49,""t"":11905},{""x"":318,""y"":876,""dx"":-173,""dy"":55,""t"":11938},{""x"":315,""y"":893,""dx"":-176,""dy"":72,""t"":11972},{""x"":329,""y"":902,""dx"":-162,""dy"":81,""t"":12004}],[{""x"":1336,""y"":753,""dx"":-115,""dy"":-68,""t"":13025},{""x"":1336,""y"":745,""dx"":-115,""dy"":-76,""t"":13060},{""x"":1341,""y"":731,""dx"":-110,""dy"":-90,""t"":13094},{""x"":1348,""y"":720,""dx"":-103,""dy"":-101,""t"":13129},{""x"":1315,""y"":737,""dx"":-136,""dy"":-84,""t"":13161},{""x"":1314,""y"":722,""dx"":-137,""dy"":-99,""t"":13196},{""x"":1277,""y"":743,""dx"":-174,""dy"":-78,""t"":13230},{""x"":1243,""y"":751,""dx"":-208,""dy"":-70,""t"":13263},{""x"":1232,""y"":763,""dx"":-219,""dy"":-58,""t"":13298},{""x"":1221,""y"":777,""dx"":-230,""dy"":-44,""t"":13332},{""x"":1207,""y"":790,""dx"":-244,""dy"":-31,""t"":13366},{""x"":1194,""y"":786,""dx"":-257,""dy"":-35,""t"":13400},{""x"":1181,""y"":795,""dx"":-270,""dy"":-26,""t"":13434},{""x"":1172,""y"":805,""dx"":-279,""dy"":-16,""t"":13469},{""x"":1167,""y"":803,""dx"":-284,""dy"":-18,""t"":13502},{""x"":1168,""y"":804,""dx"":-283,""dy"":-17,""t"":13536},{""x"":1169,""y"":805,""dx"":-282,""dy"":-16,""t"":13567},{""x"":1167,""y"":809,""dx"":-284,""dy"":-12,""t"":13604},{""x"":1155,""y"":817,""dx"":-296,""dy"":-4,""t"":13638},{""x"":1143,""y"":820,""dx"":-308,""dy"":-1,""t"":13672},{""x"":1128,""y"":803,""dx"":-323,""dy"":-18,""t"":13706},{""x"":1130,""y"":786,""dx"":-321,""dy"":-35,""t"":13740},{""x"":1128,""y"":792,""dx"":-323,""dy"":-29,""t"":13774},{""x"":1148,""y"":789,""dx"":-303,""dy"":-32,""t"":13808},{""x"":1158,""y"":791,""dx"":-293,""dy"":-30,""t"":13842},{""x"":1170,""y"":789,""dx"":-281,""dy"":-32,""t"":13875},{""x"":1166,""y"":791,""dx"":-285,""dy"":-30,""t"":13910},{""x"":1173,""y"":782,""dx"":-278,""dy"":-39,""t"":13945},{""x"":1179,""y"":775,""dx"":-272,""dy"":-46,""t"":13975},{""x"":1185,""y"":766,""dx"":-266,""dy"":-55,""t"":14012},{""x"":1194,""y"":759,""dx"":-257,""dy"":-62,""t"":14046},{""x"":1204,""y"":750,""dx"":-247,""dy"":-71,""t"":14080},{""x"":1185,""y"":767,""dx"":-266,""dy"":-54,""t"":14114},{""x"":1203,""y"":751,""dx"":-248,""dy"":-70,""t"":14148},{""x"":1179,""y"":770,""dx"":-272,""dy"":-51,""t"":14182},{""x"":1174,""y"":785,""dx"":-277,""dy"":-36,""t"":14216},{""x"":1142,""y"":792,""dx"":-309,""dy"":-29,""t"":14250},{""x"":1130,""y"":790,""dx"":-321,""dy"":-31,""t"":14284},{""x"":1137,""y"":787,""dx"":-314,""dy"":-34,""t"":14318},{""x"":1156,""y"":786,""dx"":-295,""dy"":-35,""t"":14352},{""x"":1150,""y"":797,""dx"":-301,""dy"":-24,""t"":14386},{""x"":1145,""y"":801,""dx"":-306,""dy"":-20,""t"":14420},{""x"":1142,""y"":813,""dx"":-309,""dy"":-8,""t"":14453},{""x"":1137,""y"":819,""dx"":-314,""dy"":-2,""t"":14487},{""x"":1132,""y"":829,""dx"":-319,""dy"":8,""t"":14523},{""x"":1123,""y"":835,""dx"":-328,""dy"":14,""t"":14555},{""x"":1116,""y"":847,""dx"":-335,""dy"":26,""t"":14590},{""x"":1122,""y"":832,""dx"":-329,""dy"":11,""t"":14623},{""x"":1106,""y"":829,""dx"":-345,""dy"":8,""t"":14658},{""x"":1099,""y"":817,""dx"":-352,""dy"":-4,""t"":14692},{""x"":1101,""y"":811,""dx"":-350,""dy"":-10,""t"":14726},{""x"":1105,""y"":795,""dx"":-346,""dy"":-26,""t"":14760},{""x"":1107,""y"":776,""dx"":-344,""dy"":-45,""t"":14795},{""x"":1102,""y"":771,""dx"":-349,""dy"":-50,""t"":14828},{""x"":1093,""y"":769,""dx"":-358,""dy"":-52,""t"":14862},{""x"":1094,""y"":766,""dx"":-357,""dy"":-55,""t"":14897},{""x"":1088,""y"":763,""dx"":-363,""dy"":-58,""t"":14929},{""x"":1084,""y"":767,""dx"":-367,""dy"":-54,""t"":14963},{""x"":1092,""y"":767,""dx"":-359,""dy"":-54,""t"":14998},{""x"":1095,""y"":768,""dx"":-356,""dy"":-53,""t"":15032}]]","[100,100,100,93.10344827586206,11.666666666666666]","[{""x"":-27.666666666666668,""y"":67.6,""r"":62.65564876988377},{""x"":75.77966101694915,""y"":51.47457627118644,""r"":40.79987382465803},{""x"":-85.35,""y"":103.43333333333334,""r"":44.72074390869154},{""x"":-133.48275862068965,""y"":42,""r"":74.29242546503693},{""x"":-281.2,""y"":-36.85,""r"":67.68690853270556}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.31","validate","","","","","","","","","","",""
"","html-button-response","9","69134","0.0-4.0-4.0-0.0-0.0","","","","","863","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
