"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer","motion","topo","mchange","tchange"
"true","fullscreen","0","5960","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","14914","0.0-1.0-0.0","8951","{""name"":""张小雨"",""age"":""23""}","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","2","16746","0.0-1.0-1.0","1831","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","3","24656","0.0-2.0","","","","2190","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","4","25410","0.0-3.0-0.0","752","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","5","37523","0.0-3.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","6","38498","0.0-3.0-2.0","974","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","","","","","",""
"","webgazer-validate","7","55722","0.0-3.0-3.0","","","","","","[[{""x"":511,""y"":287,""dx"":20,""dy"":6,""t"":989},{""x"":502,""y"":318,""dx"":11,""dy"":37,""t"":1023},{""x"":519,""y"":307,""dx"":28,""dy"":26,""t"":1057},{""x"":496,""y"":346,""dx"":5,""dy"":65,""t"":1092},{""x"":512,""y"":361,""dx"":21,""dy"":80,""t"":1126},{""x"":525,""y"":393,""dx"":34,""dy"":112,""t"":1160},{""x"":542,""y"":418,""dx"":51,""dy"":137,""t"":1195},{""x"":544,""y"":447,""dx"":53,""dy"":166,""t"":1229},{""x"":558,""y"":466,""dx"":67,""dy"":185,""t"":1261},{""x"":571,""y"":480,""dx"":80,""dy"":199,""t"":1293},{""x"":551,""y"":468,""dx"":60,""dy"":187,""t"":1329},{""x"":527,""y"":456,""dx"":36,""dy"":175,""t"":1363},{""x"":512,""y"":475,""dx"":21,""dy"":194,""t"":1399},{""x"":501,""y"":480,""dx"":10,""dy"":199,""t"":1432},{""x"":487,""y"":507,""dx"":-4,""dy"":226,""t"":1465},{""x"":460,""y"":520,""dx"":-31,""dy"":239,""t"":1500},{""x"":428,""y"":529,""dx"":-63,""dy"":248,""t"":1534},{""x"":405,""y"":522,""dx"":-86,""dy"":241,""t"":1567},{""x"":395,""y"":437,""dx"":-96,""dy"":156,""t"":1603},{""x"":391,""y"":428,""dx"":-100,""dy"":147,""t"":1635},{""x"":418,""y"":431,""dx"":-73,""dy"":150,""t"":1671},{""x"":434,""y"":404,""dx"":-57,""dy"":123,""t"":1704},{""x"":456,""y"":409,""dx"":-35,""dy"":128,""t"":1738},{""x"":475,""y"":374,""dx"":-16,""dy"":93,""t"":1773},{""x"":495,""y"":345,""dx"":4,""dy"":64,""t"":1807},{""x"":473,""y"":381,""dx"":-18,""dy"":100,""t"":1840},{""x"":495,""y"":372,""dx"":4,""dy"":91,""t"":1874},{""x"":517,""y"":378,""dx"":26,""dy"":97,""t"":1908},{""x"":530,""y"":374,""dx"":39,""dy"":93,""t"":1942},{""x"":558,""y"":326,""dx"":67,""dy"":45,""t"":1975},{""x"":616,""y"":340,""dx"":125,""dy"":59,""t"":2009},{""x"":620,""y"":345,""dx"":129,""dy"":64,""t"":2043},{""x"":587,""y"":349,""dx"":96,""dy"":68,""t"":2078},{""x"":581,""y"":344,""dx"":90,""dy"":63,""t"":2111},{""x"":572,""y"":382,""dx"":81,""dy"":101,""t"":2146},{""x"":572,""y"":362,""dx"":81,""dy"":81,""t"":2180},{""x"":553,""y"":358,""dx"":62,""dy"":77,""t"":2214},{""x"":525,""y"":356,""dx"":34,""dy"":75,""t"":2247},{""x"":539,""y"":368,""dx"":48,""dy"":87,""t"":2282},{""x"":539,""y"":382,""dx"":48,""dy"":101,""t"":2315},{""x"":508,""y"":368,""dx"":17,""dy"":87,""t"":2351},{""x"":527,""y"":359,""dx"":36,""dy"":78,""t"":2384},{""x"":537,""y"":361,""dx"":46,""dy"":80,""t"":2418},{""x"":538,""y"":373,""dx"":47,""dy"":92,""t"":2451},{""x"":563,""y"":378,""dx"":72,""dy"":97,""t"":2484},{""x"":565,""y"":397,""dx"":74,""dy"":116,""t"":2520},{""x"":529,""y"":387,""dx"":38,""dy"":106,""t"":2554},{""x"":503,""y"":405,""dx"":12,""dy"":124,""t"":2588},{""x"":495,""y"":422,""dx"":4,""dy"":141,""t"":2622},{""x"":478,""y"":418,""dx"":-13,""dy"":137,""t"":2656},{""x"":458,""y"":425,""dx"":-33,""dy"":144,""t"":2690},{""x"":473,""y"":402,""dx"":-18,""dy"":121,""t"":2724},{""x"":487,""y"":406,""dx"":-4,""dy"":125,""t"":2758},{""x"":482,""y"":429,""dx"":-9,""dy"":148,""t"":2791},{""x"":486,""y"":441,""dx"":-5,""dy"":160,""t"":2825},{""x"":498,""y"":422,""dx"":7,""dy"":141,""t"":2858},{""x"":530,""y"":426,""dx"":39,""dy"":145,""t"":2894},{""x"":548,""y"":429,""dx"":57,""dy"":148,""t"":2928},{""x"":536,""y"":432,""dx"":45,""dy"":151,""t"":2961}],[{""x"":655,""y"":764,""dx"":164,""dy"":-57,""t"":4016},{""x"":661,""y"":809,""dx"":170,""dy"":-12,""t"":4050},{""x"":655,""y"":801,""dx"":164,""dy"":-20,""t"":4084},{""x"":622,""y"":841,""dx"":131,""dy"":20,""t"":4118},{""x"":613,""y"":856,""dx"":122,""dy"":35,""t"":4152},{""x"":608,""y"":879,""dx"":117,""dy"":58,""t"":4186},{""x"":615,""y"":878,""dx"":124,""dy"":57,""t"":4221},{""x"":631,""y"":891,""dx"":140,""dy"":70,""t"":4254},{""x"":640,""y"":859,""dx"":149,""dy"":38,""t"":4288},{""x"":641,""y"":798,""dx"":150,""dy"":-23,""t"":4322},{""x"":638,""y"":841,""dx"":147,""dy"":20,""t"":4355},{""x"":657,""y"":807,""dx"":166,""dy"":-14,""t"":4390},{""x"":645,""y"":779,""dx"":154,""dy"":-42,""t"":4425},{""x"":631,""y"":743,""dx"":140,""dy"":-78,""t"":4455},{""x"":654,""y"":781,""dx"":163,""dy"":-40,""t"":4492},{""x"":655,""y"":741,""dx"":164,""dy"":-80,""t"":4525},{""x"":652,""y"":712,""dx"":161,""dy"":-109,""t"":4560},{""x"":642,""y"":700,""dx"":151,""dy"":-121,""t"":4594},{""x"":613,""y"":709,""dx"":122,""dy"":-112,""t"":4628},{""x"":567,""y"":729,""dx"":76,""dy"":-92,""t"":4661},{""x"":547,""y"":708,""dx"":56,""dy"":-113,""t"":4696},{""x"":556,""y"":739,""dx"":65,""dy"":-82,""t"":4730},{""x"":514,""y"":760,""dx"":23,""dy"":-61,""t"":4764},{""x"":562,""y"":749,""dx"":71,""dy"":-72,""t"":4797},{""x"":605,""y"":737,""dx"":114,""dy"":-84,""t"":4830},{""x"":610,""y"":742,""dx"":119,""dy"":-79,""t"":4867},{""x"":665,""y"":744,""dx"":174,""dy"":-77,""t"":4900},{""x"":637,""y"":781,""dx"":146,""dy"":-40,""t"":4933},{""x"":657,""y"":792,""dx"":166,""dy"":-29,""t"":4967},{""x"":647,""y"":777,""dx"":156,""dy"":-44,""t"":5002},{""x"":676,""y"":777,""dx"":185,""dy"":-44,""t"":5035},{""x"":693,""y"":772,""dx"":202,""dy"":-49,""t"":5070},{""x"":688,""y"":809,""dx"":197,""dy"":-12,""t"":5103},{""x"":711,""y"":795,""dx"":220,""dy"":-26,""t"":5137},{""x"":744,""y"":785,""dx"":253,""dy"":-36,""t"":5172},{""x"":739,""y"":762,""dx"":248,""dy"":-59,""t"":5206},{""x"":718,""y"":783,""dx"":227,""dy"":-38,""t"":5239},{""x"":705,""y"":785,""dx"":214,""dy"":-36,""t"":5274},{""x"":705,""y"":784,""dx"":214,""dy"":-37,""t"":5308},{""x"":715,""y"":781,""dx"":224,""dy"":-40,""t"":5341},{""x"":702,""y"":785,""dx"":211,""dy"":-36,""t"":5376},{""x"":681,""y"":733,""dx"":190,""dy"":-88,""t"":5411},{""x"":662,""y"":738,""dx"":171,""dy"":-83,""t"":5444},{""x"":705,""y"":766,""dx"":214,""dy"":-55,""t"":5478},{""x"":696,""y"":790,""dx"":205,""dy"":-31,""t"":5512},{""x"":694,""y"":812,""dx"":203,""dy"":-9,""t"":5546},{""x"":683,""y"":804,""dx"":192,""dy"":-17,""t"":5580},{""x"":684,""y"":807,""dx"":193,""dy"":-14,""t"":5614},{""x"":673,""y"":761,""dx"":182,""dy"":-60,""t"":5648},{""x"":713,""y"":776,""dx"":222,""dy"":-45,""t"":5681},{""x"":731,""y"":787,""dx"":240,""dy"":-34,""t"":5715},{""x"":736,""y"":806,""dx"":245,""dy"":-15,""t"":5749},{""x"":735,""y"":799,""dx"":244,""dy"":-22,""t"":5784},{""x"":713,""y"":753,""dx"":222,""dy"":-68,""t"":5817},{""x"":718,""y"":761,""dx"":227,""dy"":-60,""t"":5851},{""x"":698,""y"":758,""dx"":207,""dy"":-63,""t"":5886},{""x"":709,""y"":766,""dx"":218,""dy"":-55,""t"":5920},{""x"":689,""y"":786,""dx"":198,""dy"":-35,""t"":5954},{""x"":675,""y"":819,""dx"":184,""dy"":-2,""t"":5987}],[{""x"":1018,""y"":581,""dx"":47,""dy"":30,""t"":7042},{""x"":1027,""y"":581,""dx"":56,""dy"":30,""t"":7077},{""x"":1046,""y"":612,""dx"":75,""dy"":61,""t"":7110},{""x"":1047,""y"":609,""dx"":76,""dy"":58,""t"":7145},{""x"":1019,""y"":620,""dx"":48,""dy"":69,""t"":7179},{""x"":1034,""y"":614,""dx"":63,""dy"":63,""t"":7212},{""x"":1028,""y"":633,""dx"":57,""dy"":82,""t"":7246},{""x"":1028,""y"":659,""dx"":57,""dy"":108,""t"":7280},{""x"":1007,""y"":659,""dx"":36,""dy"":108,""t"":7314},{""x"":978,""y"":636,""dx"":7,""dy"":85,""t"":7348},{""x"":966,""y"":657,""dx"":-5,""dy"":106,""t"":7382},{""x"":950,""y"":624,""dx"":-21,""dy"":73,""t"":7416},{""x"":954,""y"":632,""dx"":-17,""dy"":81,""t"":7450},{""x"":959,""y"":631,""dx"":-12,""dy"":80,""t"":7484},{""x"":972,""y"":637,""dx"":1,""dy"":86,""t"":7518},{""x"":964,""y"":617,""dx"":-7,""dy"":66,""t"":7552},{""x"":989,""y"":625,""dx"":18,""dy"":74,""t"":7586},{""x"":1010,""y"":631,""dx"":39,""dy"":80,""t"":7618},{""x"":1013,""y"":635,""dx"":42,""dy"":84,""t"":7654},{""x"":1024,""y"":611,""dx"":53,""dy"":60,""t"":7688},{""x"":1026,""y"":594,""dx"":55,""dy"":43,""t"":7722},{""x"":998,""y"":607,""dx"":27,""dy"":56,""t"":7756},{""x"":1016,""y"":586,""dx"":45,""dy"":35,""t"":7790},{""x"":1028,""y"":563,""dx"":57,""dy"":12,""t"":7823},{""x"":1046,""y"":562,""dx"":75,""dy"":11,""t"":7859},{""x"":1049,""y"":561,""dx"":78,""dy"":10,""t"":7892},{""x"":1025,""y"":536,""dx"":54,""dy"":-15,""t"":7926},{""x"":1024,""y"":556,""dx"":53,""dy"":5,""t"":7960},{""x"":1014,""y"":582,""dx"":43,""dy"":31,""t"":7994},{""x"":990,""y"":574,""dx"":19,""dy"":23,""t"":8025},{""x"":999,""y"":577,""dx"":28,""dy"":26,""t"":8063},{""x"":1016,""y"":615,""dx"":45,""dy"":64,""t"":8095},{""x"":1025,""y"":626,""dx"":54,""dy"":75,""t"":8130},{""x"":1033,""y"":641,""dx"":62,""dy"":90,""t"":8164},{""x"":1012,""y"":661,""dx"":41,""dy"":110,""t"":8198},{""x"":1021,""y"":651,""dx"":50,""dy"":100,""t"":8231},{""x"":1045,""y"":661,""dx"":74,""dy"":110,""t"":8266},{""x"":1054,""y"":664,""dx"":83,""dy"":113,""t"":8300},{""x"":1034,""y"":659,""dx"":63,""dy"":108,""t"":8334},{""x"":1035,""y"":673,""dx"":64,""dy"":122,""t"":8368},{""x"":1047,""y"":662,""dx"":76,""dy"":111,""t"":8402},{""x"":1049,""y"":698,""dx"":78,""dy"":147,""t"":8436},{""x"":1040,""y"":706,""dx"":69,""dy"":155,""t"":8470},{""x"":1027,""y"":721,""dx"":56,""dy"":170,""t"":8504},{""x"":1053,""y"":737,""dx"":82,""dy"":186,""t"":8538},{""x"":1029,""y"":743,""dx"":58,""dy"":192,""t"":8572},{""x"":1027,""y"":767,""dx"":56,""dy"":216,""t"":8606},{""x"":1021,""y"":770,""dx"":50,""dy"":219,""t"":8640},{""x"":1020,""y"":764,""dx"":49,""dy"":213,""t"":8673},{""x"":1017,""y"":742,""dx"":46,""dy"":191,""t"":8707},{""x"":1028,""y"":734,""dx"":57,""dy"":183,""t"":8742},{""x"":1028,""y"":706,""dx"":57,""dy"":155,""t"":8776},{""x"":1065,""y"":710,""dx"":94,""dy"":159,""t"":8809},{""x"":1162,""y"":671,""dx"":191,""dy"":120,""t"":8844},{""x"":1203,""y"":629,""dx"":232,""dy"":78,""t"":8878},{""x"":1235,""y"":607,""dx"":264,""dy"":56,""t"":8912},{""x"":1260,""y"":568,""dx"":289,""dy"":17,""t"":8946},{""x"":1279,""y"":523,""dx"":308,""dy"":-28,""t"":8979},{""x"":1328,""y"":495,""dx"":357,""dy"":-56,""t"":9013}],[{""x"":1206,""y"":307,""dx"":-245,""dy"":26,""t"":10033},{""x"":1242,""y"":323,""dx"":-209,""dy"":42,""t"":10068},{""x"":1238,""y"":311,""dx"":-213,""dy"":30,""t"":10101},{""x"":1200,""y"":311,""dx"":-251,""dy"":30,""t"":10136},{""x"":1211,""y"":301,""dx"":-240,""dy"":20,""t"":10170},{""x"":1221,""y"":328,""dx"":-230,""dy"":47,""t"":10204},{""x"":1211,""y"":328,""dx"":-240,""dy"":47,""t"":10239},{""x"":1208,""y"":352,""dx"":-243,""dy"":71,""t"":10272},{""x"":1172,""y"":358,""dx"":-279,""dy"":77,""t"":10305},{""x"":1194,""y"":362,""dx"":-257,""dy"":81,""t"":10340},{""x"":1230,""y"":393,""dx"":-221,""dy"":112,""t"":10374},{""x"":1239,""y"":399,""dx"":-212,""dy"":118,""t"":10407},{""x"":1263,""y"":403,""dx"":-188,""dy"":122,""t"":10442},{""x"":1263,""y"":411,""dx"":-188,""dy"":130,""t"":10477},{""x"":1267,""y"":420,""dx"":-184,""dy"":139,""t"":10510},{""x"":1246,""y"":390,""dx"":-205,""dy"":109,""t"":10544},{""x"":1250,""y"":410,""dx"":-201,""dy"":129,""t"":10578},{""x"":1253,""y"":430,""dx"":-198,""dy"":149,""t"":10611},{""x"":1254,""y"":426,""dx"":-197,""dy"":145,""t"":10647},{""x"":1267,""y"":416,""dx"":-184,""dy"":135,""t"":10680},{""x"":1232,""y"":420,""dx"":-219,""dy"":139,""t"":10714},{""x"":1252,""y"":421,""dx"":-199,""dy"":140,""t"":10747},{""x"":1239,""y"":420,""dx"":-212,""dy"":139,""t"":10782},{""x"":1263,""y"":428,""dx"":-188,""dy"":147,""t"":10816},{""x"":1285,""y"":441,""dx"":-166,""dy"":160,""t"":10850},{""x"":1289,""y"":424,""dx"":-162,""dy"":143,""t"":10883},{""x"":1284,""y"":433,""dx"":-167,""dy"":152,""t"":10919},{""x"":1277,""y"":429,""dx"":-174,""dy"":148,""t"":10951},{""x"":1280,""y"":443,""dx"":-171,""dy"":162,""t"":10985},{""x"":1269,""y"":435,""dx"":-182,""dy"":154,""t"":11019},{""x"":1246,""y"":390,""dx"":-205,""dy"":109,""t"":11054},{""x"":1254,""y"":384,""dx"":-197,""dy"":103,""t"":11088},{""x"":1265,""y"":405,""dx"":-186,""dy"":124,""t"":11122},{""x"":1275,""y"":380,""dx"":-176,""dy"":99,""t"":11155},{""x"":1276,""y"":364,""dx"":-175,""dy"":83,""t"":11189},{""x"":1260,""y"":376,""dx"":-191,""dy"":95,""t"":11224},{""x"":1271,""y"":407,""dx"":-180,""dy"":126,""t"":11257},{""x"":1289,""y"":419,""dx"":-162,""dy"":138,""t"":11293},{""x"":1266,""y"":398,""dx"":-185,""dy"":117,""t"":11327},{""x"":1283,""y"":430,""dx"":-168,""dy"":149,""t"":11360},{""x"":1290,""y"":433,""dx"":-161,""dy"":152,""t"":11394},{""x"":1275,""y"":413,""dx"":-176,""dy"":132,""t"":11427},{""x"":1300,""y"":425,""dx"":-151,""dy"":144,""t"":11461},{""x"":1298,""y"":463,""dx"":-153,""dy"":182,""t"":11497},{""x"":1314,""y"":453,""dx"":-137,""dy"":172,""t"":11529},{""x"":1327,""y"":452,""dx"":-124,""dy"":171,""t"":11564},{""x"":1321,""y"":465,""dx"":-130,""dy"":184,""t"":11595},{""x"":1325,""y"":455,""dx"":-126,""dy"":174,""t"":11632},{""x"":1309,""y"":450,""dx"":-142,""dy"":169,""t"":11666},{""x"":1314,""y"":435,""dx"":-137,""dy"":154,""t"":11700},{""x"":1332,""y"":424,""dx"":-119,""dy"":143,""t"":11733},{""x"":1351,""y"":425,""dx"":-100,""dy"":144,""t"":11767},{""x"":1354,""y"":406,""dx"":-97,""dy"":125,""t"":11803},{""x"":1351,""y"":407,""dx"":-100,""dy"":126,""t"":11836},{""x"":1364,""y"":423,""dx"":-87,""dy"":142,""t"":11871},{""x"":1364,""y"":469,""dx"":-87,""dy"":188,""t"":11904},{""x"":1355,""y"":506,""dx"":-96,""dy"":225,""t"":11938},{""x"":1351,""y"":527,""dx"":-100,""dy"":246,""t"":11972},{""x"":1354,""y"":563,""dx"":-97,""dy"":282,""t"":12006}],[{""x"":1312,""y"":755,""dx"":-139,""dy"":-66,""t"":13059},{""x"":1286,""y"":740,""dx"":-165,""dy"":-81,""t"":13093},{""x"":1256,""y"":725,""dx"":-195,""dy"":-96,""t"":13128},{""x"":1244,""y"":738,""dx"":-207,""dy"":-83,""t"":13161},{""x"":1235,""y"":749,""dx"":-216,""dy"":-72,""t"":13194},{""x"":1268,""y"":738,""dx"":-183,""dy"":-83,""t"":13230},{""x"":1255,""y"":752,""dx"":-196,""dy"":-69,""t"":13264},{""x"":1248,""y"":760,""dx"":-203,""dy"":-61,""t"":13299},{""x"":1251,""y"":777,""dx"":-200,""dy"":-44,""t"":13332},{""x"":1253,""y"":791,""dx"":-198,""dy"":-30,""t"":13365},{""x"":1265,""y"":800,""dx"":-186,""dy"":-21,""t"":13400},{""x"":1264,""y"":799,""dx"":-187,""dy"":-22,""t"":13433},{""x"":1262,""y"":776,""dx"":-189,""dy"":-45,""t"":13467},{""x"":1249,""y"":779,""dx"":-202,""dy"":-42,""t"":13503},{""x"":1252,""y"":775,""dx"":-199,""dy"":-46,""t"":13536},{""x"":1264,""y"":763,""dx"":-187,""dy"":-58,""t"":13570},{""x"":1278,""y"":752,""dx"":-173,""dy"":-69,""t"":13604},{""x"":1276,""y"":740,""dx"":-175,""dy"":-81,""t"":13638},{""x"":1272,""y"":732,""dx"":-179,""dy"":-89,""t"":13672},{""x"":1329,""y"":748,""dx"":-122,""dy"":-73,""t"":13707},{""x"":1328,""y"":752,""dx"":-123,""dy"":-69,""t"":13741},{""x"":1290,""y"":750,""dx"":-161,""dy"":-71,""t"":13775},{""x"":1280,""y"":751,""dx"":-171,""dy"":-70,""t"":13808},{""x"":1281,""y"":714,""dx"":-170,""dy"":-107,""t"":13842},{""x"":1277,""y"":727,""dx"":-174,""dy"":-94,""t"":13875},{""x"":1301,""y"":751,""dx"":-150,""dy"":-70,""t"":13910},{""x"":1317,""y"":728,""dx"":-134,""dy"":-93,""t"":13944},{""x"":1306,""y"":748,""dx"":-145,""dy"":-73,""t"":13978},{""x"":1316,""y"":753,""dx"":-135,""dy"":-68,""t"":14012},{""x"":1301,""y"":750,""dx"":-150,""dy"":-71,""t"":14046},{""x"":1310,""y"":793,""dx"":-141,""dy"":-28,""t"":14080},{""x"":1323,""y"":746,""dx"":-128,""dy"":-75,""t"":14113},{""x"":1315,""y"":751,""dx"":-136,""dy"":-70,""t"":14148},{""x"":1320,""y"":720,""dx"":-131,""dy"":-101,""t"":14182},{""x"":1322,""y"":730,""dx"":-129,""dy"":-91,""t"":14215},{""x"":1345,""y"":734,""dx"":-106,""dy"":-87,""t"":14250},{""x"":1374,""y"":727,""dx"":-77,""dy"":-94,""t"":14284},{""x"":1377,""y"":701,""dx"":-74,""dy"":-120,""t"":14317},{""x"":1351,""y"":717,""dx"":-100,""dy"":-104,""t"":14352},{""x"":1338,""y"":710,""dx"":-113,""dy"":-111,""t"":14387},{""x"":1317,""y"":719,""dx"":-134,""dy"":-102,""t"":14420},{""x"":1306,""y"":707,""dx"":-145,""dy"":-114,""t"":14453},{""x"":1290,""y"":743,""dx"":-161,""dy"":-78,""t"":14487},{""x"":1289,""y"":729,""dx"":-162,""dy"":-92,""t"":14522},{""x"":1324,""y"":697,""dx"":-127,""dy"":-124,""t"":14556},{""x"":1342,""y"":719,""dx"":-109,""dy"":-102,""t"":14591},{""x"":1298,""y"":753,""dx"":-153,""dy"":-68,""t"":14624},{""x"":1292,""y"":754,""dx"":-159,""dy"":-67,""t"":14658},{""x"":1290,""y"":745,""dx"":-161,""dy"":-76,""t"":14692},{""x"":1288,""y"":738,""dx"":-163,""dy"":-83,""t"":14723},{""x"":1334,""y"":741,""dx"":-117,""dy"":-80,""t"":14760},{""x"":1334,""y"":755,""dx"":-117,""dy"":-66,""t"":14793},{""x"":1329,""y"":785,""dx"":-122,""dy"":-36,""t"":14827},{""x"":1332,""y"":783,""dx"":-119,""dy"":-38,""t"":14862},{""x"":1319,""y"":797,""dx"":-132,""dy"":-24,""t"":14896},{""x"":1293,""y"":799,""dx"":-158,""dy"":-22,""t"":14931},{""x"":1317,""y"":779,""dx"":-134,""dy"":-42,""t"":14964},{""x"":1286,""y"":785,""dx"":-165,""dy"":-36,""t"":14998},{""x"":1314,""y"":764,""dx"":-137,""dy"":-57,""t"":15032}]]","[91.52542372881356,62.71186440677966,81.35593220338984,10.16949152542373,81.35593220338984]","[{""x"":21.423728813559322,""y"":120.77966101694915,""r"":55.88766845383157},{""x"":171.47457627118644,""y"":-39.86440677966102,""r"":49.44666239209575},{""x"":70.37288135593221,""y"":86.38983050847457,""r"":68.62390371345332},{""x"":-175.76271186440678,""y"":129.5084745762712,""r"":38.02086320028368},{""x"":-152.94915254237287,""y"":-71.27118644067797,""r"":36.54565093312509}]","[[25,25],[25,75],[50,50],[75,25],[75,75]]","29.41","validate","","","","","","","","","","","","","","",""
"","html-button-response","8","56345","0.0-3.0-4.0-0.0-0.0","622","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","","","","","",""
"","webgazer-calibrate","9","66532","0.0-3.0-4.0-0.0-1.0","","","","","","","","","","","","recalibration","","","","","","","","","","","","","",""
