"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1934","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1939","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","5249","0.0-2.0-0.0","","","","","3308","{""name"":""张昊"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","7027","0.0-2.0-1.0","","","","","1777","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","17431","0.0-3.0","","","","","","","","4820","","","","","","","","","","","","","","","","",""
"","html-button-response","5","18159","0.0-4.0-0.0","","","","","726","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","29933","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","30567","0.0-4.0-2.0","","","","","634","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","47691","0.0-4.0-3.0","","","","","","","","","","[[{""x"":507,""y"":388,""dx"":69.16665649414062,""dy"":137,""t"":991},{""x"":474,""y"":443,""dx"":36.166656494140625,""dy"":192,""t"":1021},{""x"":457,""y"":432,""dx"":19.166656494140625,""dy"":181,""t"":1056},{""x"":443,""y"":463,""dx"":5.166656494140625,""dy"":212,""t"":1089},{""x"":439,""y"":480,""dx"":1.166656494140625,""dy"":229,""t"":1125},{""x"":440,""y"":474,""dx"":2.166656494140625,""dy"":223,""t"":1160},{""x"":411,""y"":473,""dx"":-26.833343505859375,""dy"":222,""t"":1192},{""x"":387,""y"":454,""dx"":-50.833343505859375,""dy"":203,""t"":1228},{""x"":381,""y"":449,""dx"":-56.833343505859375,""dy"":198,""t"":1259},{""x"":405,""y"":438,""dx"":-32.833343505859375,""dy"":187,""t"":1296},{""x"":419,""y"":392,""dx"":-18.833343505859375,""dy"":141,""t"":1328},{""x"":451,""y"":396,""dx"":13.166656494140625,""dy"":145,""t"":1362},{""x"":479,""y"":388,""dx"":41.166656494140625,""dy"":137,""t"":1402},{""x"":488,""y"":446,""dx"":50.166656494140625,""dy"":195,""t"":1429},{""x"":465,""y"":469,""dx"":27.166656494140625,""dy"":218,""t"":1464},{""x"":444,""y"":441,""dx"":6.166656494140625,""dy"":190,""t"":1502},{""x"":474,""y"":437,""dx"":36.166656494140625,""dy"":186,""t"":1531},{""x"":510,""y"":417,""dx"":72.16665649414062,""dy"":166,""t"":1567},{""x"":447,""y"":425,""dx"":9.166656494140625,""dy"":174,""t"":1600},{""x"":492,""y"":418,""dx"":54.166656494140625,""dy"":167,""t"":1634},{""x"":523,""y"":425,""dx"":85.16665649414062,""dy"":174,""t"":1667},{""x"":500,""y"":408,""dx"":62.166656494140625,""dy"":157,""t"":1702},{""x"":513,""y"":384,""dx"":75.16665649414062,""dy"":133,""t"":1735},{""x"":501,""y"":370,""dx"":63.166656494140625,""dy"":119,""t"":1773},{""x"":496,""y"":401,""dx"":58.166656494140625,""dy"":150,""t"":1805},{""x"":529,""y"":400,""dx"":91.16665649414062,""dy"":149,""t"":1839},{""x"":538,""y"":440,""dx"":100.16665649414062,""dy"":189,""t"":1872},{""x"":599,""y"":408,""dx"":161.16665649414062,""dy"":157,""t"":1907},{""x"":569,""y"":376,""dx"":131.16665649414062,""dy"":125,""t"":1943},{""x"":520,""y"":381,""dx"":82.16665649414062,""dy"":130,""t"":1973},{""x"":503,""y"":403,""dx"":65.16665649414062,""dy"":152,""t"":2009},{""x"":461,""y"":388,""dx"":23.166656494140625,""dy"":137,""t"":2046},{""x"":528,""y"":343,""dx"":90.16665649414062,""dy"":92,""t"":2076},{""x"":509,""y"":346,""dx"":71.16665649414062,""dy"":95,""t"":2114},{""x"":513,""y"":353,""dx"":75.16665649414062,""dy"":102,""t"":2143},{""x"":462,""y"":379,""dx"":24.166656494140625,""dy"":128,""t"":2179},{""x"":468,""y"":362,""dx"":30.166656494140625,""dy"":111,""t"":2217},{""x"":471,""y"":332,""dx"":33.166656494140625,""dy"":81,""t"":2246},{""x"":418,""y"":361,""dx"":-19.833343505859375,""dy"":110,""t"":2280},{""x"":452,""y"":396,""dx"":14.166656494140625,""dy"":145,""t"":2320},{""x"":443,""y"":390,""dx"":5.166656494140625,""dy"":139,""t"":2373},{""x"":445,""y"":408,""dx"":7.166656494140625,""dy"":157,""t"":2384},{""x"":453,""y"":421,""dx"":15.166656494140625,""dy"":170,""t"":2417},{""x"":478,""y"":456,""dx"":40.166656494140625,""dy"":205,""t"":2453},{""x"":490,""y"":469,""dx"":52.166656494140625,""dy"":218,""t"":2488},{""x"":544,""y"":480,""dx"":106.16665649414062,""dy"":229,""t"":2519},{""x"":572,""y"":479,""dx"":134.16665649414062,""dy"":228,""t"":2551},{""x"":550,""y"":476,""dx"":112.16665649414062,""dy"":225,""t"":2587},{""x"":550,""y"":445,""dx"":112.16665649414062,""dy"":194,""t"":2622},{""x"":547,""y"":432,""dx"":109.16665649414062,""dy"":181,""t"":2655},{""x"":567,""y"":443,""dx"":129.16665649414062,""dy"":192,""t"":2688},{""x"":565,""y"":457,""dx"":127.16665649414062,""dy"":206,""t"":2729},{""x"":597,""y"":453,""dx"":159.16665649414062,""dy"":202,""t"":2756},{""x"":595,""y"":437,""dx"":157.16665649414062,""dy"":186,""t"":2792},{""x"":609,""y"":454,""dx"":171.16665649414062,""dy"":203,""t"":2825},{""x"":600,""y"":440,""dx"":162.16665649414062,""dy"":189,""t"":2858},{""x"":567,""y"":454,""dx"":129.16665649414062,""dy"":203,""t"":2895},{""x"":549,""y"":443,""dx"":111.16665649414062,""dy"":192,""t"":2924},{""x"":533,""y"":451,""dx"":95.16665649414062,""dy"":200,""t"":2960}],[{""x"":1222,""y"":256,""dx"":-69.5,""dy"":5,""t"":3979},{""x"":1263,""y"":285,""dx"":-28.5,""dy"":34,""t"":4015},{""x"":1201,""y"":248,""dx"":-90.5,""dy"":-3,""t"":4048},{""x"":1219,""y"":249,""dx"":-72.5,""dy"":-2,""t"":4082},{""x"":1225,""y"":264,""dx"":-66.5,""dy"":13,""t"":4119},{""x"":1225,""y"":239,""dx"":-66.5,""dy"":-12,""t"":4150},{""x"":1225,""y"":219,""dx"":-66.5,""dy"":-32,""t"":4183},{""x"":1269,""y"":233,""dx"":-22.5,""dy"":-18,""t"":4221},{""x"":1307,""y"":254,""dx"":15.5,""dy"":3,""t"":4252},{""x"":1310,""y"":295,""dx"":18.5,""dy"":44,""t"":4288},{""x"":1319,""y"":318,""dx"":27.5,""dy"":67,""t"":4323},{""x"":1329,""y"":317,""dx"":37.5,""dy"":66,""t"":4355},{""x"":1299,""y"":338,""dx"":7.5,""dy"":87,""t"":4392},{""x"":1325,""y"":326,""dx"":33.5,""dy"":75,""t"":4423},{""x"":1324,""y"":319,""dx"":32.5,""dy"":68,""t"":4456},{""x"":1348,""y"":321,""dx"":56.5,""dy"":70,""t"":4495},{""x"":1349,""y"":346,""dx"":57.5,""dy"":95,""t"":4524},{""x"":1359,""y"":334,""dx"":67.5,""dy"":83,""t"":4560},{""x"":1355,""y"":342,""dx"":63.5,""dy"":91,""t"":4592},{""x"":1281,""y"":285,""dx"":-10.5,""dy"":34,""t"":4628},{""x"":1271,""y"":284,""dx"":-20.5,""dy"":33,""t"":4663},{""x"":1289,""y"":270,""dx"":-2.5,""dy"":19,""t"":4695},{""x"":1340,""y"":287,""dx"":48.5,""dy"":36,""t"":4727},{""x"":1277,""y"":240,""dx"":-14.5,""dy"":-11,""t"":4761},{""x"":1280,""y"":236,""dx"":-11.5,""dy"":-15,""t"":4798},{""x"":1324,""y"":257,""dx"":32.5,""dy"":6,""t"":4832},{""x"":1356,""y"":275,""dx"":64.5,""dy"":24,""t"":4863},{""x"":1345,""y"":283,""dx"":53.5,""dy"":32,""t"":4901},{""x"":1337,""y"":278,""dx"":45.5,""dy"":27,""t"":4935},{""x"":1324,""y"":280,""dx"":32.5,""dy"":29,""t"":4967},{""x"":1328,""y"":280,""dx"":36.5,""dy"":29,""t"":5000},{""x"":1312,""y"":276,""dx"":20.5,""dy"":25,""t"":5034},{""x"":1356,""y"":285,""dx"":64.5,""dy"":34,""t"":5070},{""x"":1267,""y"":255,""dx"":-24.5,""dy"":4,""t"":5105},{""x"":1248,""y"":220,""dx"":-43.5,""dy"":-31,""t"":5136},{""x"":1299,""y"":250,""dx"":7.5,""dy"":-1,""t"":5173},{""x"":1356,""y"":275,""dx"":64.5,""dy"":24,""t"":5204},{""x"":1389,""y"":334,""dx"":97.5,""dy"":83,""t"":5240},{""x"":1327,""y"":311,""dx"":35.5,""dy"":60,""t"":5273},{""x"":1365,""y"":321,""dx"":73.5,""dy"":70,""t"":5307},{""x"":1324,""y"":301,""dx"":32.5,""dy"":50,""t"":5343},{""x"":1277,""y"":271,""dx"":-14.5,""dy"":20,""t"":5373},{""x"":1190,""y"":249,""dx"":-101.5,""dy"":-2,""t"":5409},{""x"":1230,""y"":278,""dx"":-61.5,""dy"":27,""t"":5446},{""x"":1186,""y"":272,""dx"":-105.5,""dy"":21,""t"":5476},{""x"":1249,""y"":283,""dx"":-42.5,""dy"":32,""t"":5513},{""x"":1217,""y"":232,""dx"":-74.5,""dy"":-19,""t"":5544},{""x"":1270,""y"":247,""dx"":-21.5,""dy"":-4,""t"":5579},{""x"":1226,""y"":229,""dx"":-65.5,""dy"":-22,""t"":5616},{""x"":1249,""y"":241,""dx"":-42.5,""dy"":-10,""t"":5651},{""x"":1272,""y"":265,""dx"":-19.5,""dy"":14,""t"":5681},{""x"":1296,""y"":281,""dx"":4.5,""dy"":30,""t"":5718},{""x"":1301,""y"":296,""dx"":9.5,""dy"":45,""t"":5749},{""x"":1311,""y"":298,""dx"":19.5,""dy"":47,""t"":5783},{""x"":1342,""y"":296,""dx"":50.5,""dy"":45,""t"":5815},{""x"":1333,""y"":313,""dx"":41.5,""dy"":62,""t"":5853},{""x"":1324,""y"":326,""dx"":32.5,""dy"":75,""t"":5887},{""x"":1299,""y"":332,""dx"":7.5,""dy"":81,""t"":5918},{""x"":1300,""y"":314,""dx"":8.5,""dy"":63,""t"":5952},{""x"":1328,""y"":306,""dx"":36.5,""dy"":55,""t"":5986}],[{""x"":790,""y"":501,""dx"":-74.66668701171875,""dy"":10,""t"":7007},{""x"":711,""y"":431,""dx"":-153.66668701171875,""dy"":-60,""t"":7040},{""x"":666,""y"":398,""dx"":-198.66668701171875,""dy"":-93,""t"":7076},{""x"":695,""y"":375,""dx"":-169.66668701171875,""dy"":-116,""t"":7111},{""x"":703,""y"":342,""dx"":-161.66668701171875,""dy"":-149,""t"":7142},{""x"":797,""y"":370,""dx"":-67.66668701171875,""dy"":-121,""t"":7177},{""x"":864,""y"":424,""dx"":-0.66668701171875,""dy"":-67,""t"":7209},{""x"":918,""y"":504,""dx"":53.33331298828125,""dy"":13,""t"":7244},{""x"":959,""y"":546,""dx"":94.33331298828125,""dy"":55,""t"":7281},{""x"":1010,""y"":604,""dx"":145.33331298828125,""dy"":113,""t"":7311},{""x"":1009,""y"":636,""dx"":144.33331298828125,""dy"":145,""t"":7348},{""x"":1024,""y"":619,""dx"":159.33331298828125,""dy"":128,""t"":7384},{""x"":989,""y"":643,""dx"":124.33331298828125,""dy"":152,""t"":7415},{""x"":945,""y"":614,""dx"":80.33331298828125,""dy"":123,""t"":7447},{""x"":901,""y"":617,""dx"":36.33331298828125,""dy"":126,""t"":7483},{""x"":869,""y"":589,""dx"":4.33331298828125,""dy"":98,""t"":7518},{""x"":832,""y"":533,""dx"":-32.66668701171875,""dy"":42,""t"":7552},{""x"":787,""y"":486,""dx"":-77.66668701171875,""dy"":-5,""t"":7584},{""x"":777,""y"":484,""dx"":-87.66668701171875,""dy"":-7,""t"":7622},{""x"":770,""y"":463,""dx"":-94.66668701171875,""dy"":-28,""t"":7652},{""x"":747,""y"":452,""dx"":-117.66668701171875,""dy"":-39,""t"":7687},{""x"":719,""y"":457,""dx"":-145.66668701171875,""dy"":-34,""t"":7720},{""x"":720,""y"":479,""dx"":-144.66668701171875,""dy"":-12,""t"":7754},{""x"":700,""y"":491,""dx"":-164.66668701171875,""dy"":0,""t"":7791},{""x"":720,""y"":476,""dx"":-144.66668701171875,""dy"":-15,""t"":7822},{""x"":714,""y"":467,""dx"":-150.66668701171875,""dy"":-24,""t"":7856},{""x"":700,""y"":492,""dx"":-164.66668701171875,""dy"":1,""t"":7894},{""x"":709,""y"":505,""dx"":-155.66668701171875,""dy"":14,""t"":7925},{""x"":742,""y"":516,""dx"":-122.66668701171875,""dy"":25,""t"":7959},{""x"":776,""y"":534,""dx"":-88.66668701171875,""dy"":43,""t"":7991},{""x"":802,""y"":533,""dx"":-62.66668701171875,""dy"":42,""t"":8028},{""x"":799,""y"":533,""dx"":-65.66668701171875,""dy"":42,""t"":8064},{""x"":798,""y"":506,""dx"":-66.66668701171875,""dy"":15,""t"":8093},{""x"":824,""y"":492,""dx"":-40.66668701171875,""dy"":1,""t"":8128},{""x"":825,""y"":477,""dx"":-39.66668701171875,""dy"":-14,""t"":8166},{""x"":823,""y"":461,""dx"":-41.66668701171875,""dy"":-30,""t"":8197},{""x"":847,""y"":488,""dx"":-17.66668701171875,""dy"":-3,""t"":8233},{""x"":828,""y"":515,""dx"":-36.66668701171875,""dy"":24,""t"":8263},{""x"":800,""y"":534,""dx"":-64.66668701171875,""dy"":43,""t"":8300},{""x"":780,""y"":506,""dx"":-84.66668701171875,""dy"":15,""t"":8336},{""x"":760,""y"":508,""dx"":-104.66668701171875,""dy"":17,""t"":8366},{""x"":765,""y"":465,""dx"":-99.66668701171875,""dy"":-26,""t"":8401},{""x"":769,""y"":493,""dx"":-95.66668701171875,""dy"":2,""t"":8434},{""x"":764,""y"":468,""dx"":-100.66668701171875,""dy"":-23,""t"":8469},{""x"":767,""y"":464,""dx"":-97.66668701171875,""dy"":-27,""t"":8503},{""x"":791,""y"":462,""dx"":-73.66668701171875,""dy"":-29,""t"":8536},{""x"":777,""y"":498,""dx"":-87.66668701171875,""dy"":7,""t"":8572},{""x"":813,""y"":499,""dx"":-51.66668701171875,""dy"":8,""t"":8603},{""x"":831,""y"":544,""dx"":-33.66668701171875,""dy"":53,""t"":8640},{""x"":844,""y"":528,""dx"":-20.66668701171875,""dy"":37,""t"":8671},{""x"":821,""y"":501,""dx"":-43.66668701171875,""dy"":10,""t"":8706},{""x"":813,""y"":519,""dx"":-51.66668701171875,""dy"":28,""t"":8743},{""x"":808,""y"":524,""dx"":-56.66668701171875,""dy"":33,""t"":8775},{""x"":801,""y"":505,""dx"":-63.66668701171875,""dy"":14,""t"":8808},{""x"":819,""y"":492,""dx"":-45.66668701171875,""dy"":1,""t"":8845},{""x"":831,""y"":484,""dx"":-33.66668701171875,""dy"":-7,""t"":8876},{""x"":827,""y"":457,""dx"":-37.66668701171875,""dy"":-34,""t"":8912},{""x"":839,""y"":477,""dx"":-25.66668701171875,""dy"":-14,""t"":8943},{""x"":844,""y"":476,""dx"":-20.66668701171875,""dy"":-15,""t"":8980}],[{""x"":588,""y"":668,""dx"":150.16665649414062,""dy"":-63,""t"":10001},{""x"":593,""y"":657,""dx"":155.16665649414062,""dy"":-74,""t"":10031},{""x"":564,""y"":660,""dx"":126.16665649414062,""dy"":-71,""t"":10069},{""x"":590,""y"":645,""dx"":152.16665649414062,""dy"":-86,""t"":10100},{""x"":611,""y"":633,""dx"":173.16665649414062,""dy"":-98,""t"":10135},{""x"":619,""y"":625,""dx"":181.16665649414062,""dy"":-106,""t"":10169},{""x"":515,""y"":626,""dx"":77.16665649414062,""dy"":-105,""t"":10202},{""x"":499,""y"":660,""dx"":61.166656494140625,""dy"":-71,""t"":10240},{""x"":572,""y"":642,""dx"":134.16665649414062,""dy"":-89,""t"":10269},{""x"":618,""y"":671,""dx"":180.16665649414062,""dy"":-60,""t"":10303},{""x"":611,""y"":663,""dx"":173.16665649414062,""dy"":-68,""t"":10343},{""x"":617,""y"":699,""dx"":179.16665649414062,""dy"":-32,""t"":10372},{""x"":614,""y"":685,""dx"":176.16665649414062,""dy"":-46,""t"":10407},{""x"":620,""y"":664,""dx"":182.16665649414062,""dy"":-67,""t"":10440},{""x"":613,""y"":694,""dx"":175.16665649414062,""dy"":-37,""t"":10475},{""x"":636,""y"":670,""dx"":198.16665649414062,""dy"":-61,""t"":10511},{""x"":655,""y"":650,""dx"":217.16665649414062,""dy"":-81,""t"":10541},{""x"":684,""y"":656,""dx"":246.16665649414062,""dy"":-75,""t"":10576},{""x"":689,""y"":655,""dx"":251.16665649414062,""dy"":-76,""t"":10615},{""x"":726,""y"":610,""dx"":288.1666564941406,""dy"":-121,""t"":10645},{""x"":733,""y"":617,""dx"":295.1666564941406,""dy"":-114,""t"":10680},{""x"":713,""y"":644,""dx"":275.1666564941406,""dy"":-87,""t"":10711},{""x"":706,""y"":623,""dx"":268.1666564941406,""dy"":-108,""t"":10748},{""x"":719,""y"":609,""dx"":281.1666564941406,""dy"":-122,""t"":10784},{""x"":724,""y"":621,""dx"":286.1666564941406,""dy"":-110,""t"":10813},{""x"":692,""y"":625,""dx"":254.16665649414062,""dy"":-106,""t"":10847},{""x"":644,""y"":631,""dx"":206.16665649414062,""dy"":-100,""t"":10882},{""x"":603,""y"":645,""dx"":165.16665649414062,""dy"":-86,""t"":10918},{""x"":600,""y"":663,""dx"":162.16665649414062,""dy"":-68,""t"":10951},{""x"":595,""y"":642,""dx"":157.16665649414062,""dy"":-89,""t"":10985},{""x"":563,""y"":663,""dx"":125.16665649414062,""dy"":-68,""t"":11021},{""x"":537,""y"":668,""dx"":99.16665649414062,""dy"":-63,""t"":11051},{""x"":534,""y"":695,""dx"":96.16665649414062,""dy"":-36,""t"":11088},{""x"":566,""y"":684,""dx"":128.16665649414062,""dy"":-47,""t"":11120},{""x"":556,""y"":661,""dx"":118.16665649414062,""dy"":-70,""t"":11154},{""x"":575,""y"":673,""dx"":137.16665649414062,""dy"":-58,""t"":11191},{""x"":553,""y"":659,""dx"":115.16665649414062,""dy"":-72,""t"":11229},{""x"":589,""y"":658,""dx"":151.16665649414062,""dy"":-73,""t"":11257},{""x"":563,""y"":670,""dx"":125.16665649414062,""dy"":-61,""t"":11294},{""x"":604,""y"":693,""dx"":166.16665649414062,""dy"":-38,""t"":11324},{""x"":629,""y"":687,""dx"":191.16665649414062,""dy"":-44,""t"":11360},{""x"":627,""y"":692,""dx"":189.16665649414062,""dy"":-39,""t"":11393},{""x"":614,""y"":680,""dx"":176.16665649414062,""dy"":-51,""t"":11427},{""x"":616,""y"":683,""dx"":178.16665649414062,""dy"":-48,""t"":11463},{""x"":666,""y"":681,""dx"":228.16665649414062,""dy"":-50,""t"":11495},{""x"":687,""y"":685,""dx"":249.16665649414062,""dy"":-46,""t"":11528},{""x"":686,""y"":675,""dx"":248.16665649414062,""dy"":-56,""t"":11566},{""x"":691,""y"":682,""dx"":253.16665649414062,""dy"":-49,""t"":11597},{""x"":681,""y"":689,""dx"":243.16665649414062,""dy"":-42,""t"":11631},{""x"":714,""y"":733,""dx"":276.1666564941406,""dy"":2,""t"":11663},{""x"":740,""y"":745,""dx"":302.1666564941406,""dy"":14,""t"":11700},{""x"":714,""y"":730,""dx"":276.1666564941406,""dy"":-1,""t"":11735},{""x"":675,""y"":719,""dx"":237.16665649414062,""dy"":-12,""t"":11766},{""x"":673,""y"":721,""dx"":235.16665649414062,""dy"":-10,""t"":11800},{""x"":681,""y"":676,""dx"":243.16665649414062,""dy"":-55,""t"":11838},{""x"":696,""y"":662,""dx"":258.1666564941406,""dy"":-69,""t"":11869},{""x"":714,""y"":655,""dx"":276.1666564941406,""dy"":-76,""t"":11903},{""x"":704,""y"":653,""dx"":266.1666564941406,""dy"":-78,""t"":11936},{""x"":696,""y"":655,""dx"":258.1666564941406,""dy"":-76,""t"":11972}],[{""x"":1303,""y"":691,""dx"":11.5,""dy"":-40,""t"":13024},{""x"":1301,""y"":701,""dx"":9.5,""dy"":-30,""t"":13058},{""x"":1291,""y"":689,""dx"":-0.5,""dy"":-42,""t"":13093},{""x"":1338,""y"":682,""dx"":46.5,""dy"":-49,""t"":13128},{""x"":1339,""y"":675,""dx"":47.5,""dy"":-56,""t"":13160},{""x"":1308,""y"":676,""dx"":16.5,""dy"":-55,""t"":13196},{""x"":1280,""y"":652,""dx"":-11.5,""dy"":-79,""t"":13231},{""x"":1274,""y"":654,""dx"":-17.5,""dy"":-77,""t"":13264},{""x"":1288,""y"":667,""dx"":-3.5,""dy"":-64,""t"":13295},{""x"":1261,""y"":729,""dx"":-30.5,""dy"":-2,""t"":13330},{""x"":1288,""y"":710,""dx"":-3.5,""dy"":-21,""t"":13367},{""x"":1301,""y"":698,""dx"":9.5,""dy"":-33,""t"":13399},{""x"":1332,""y"":685,""dx"":40.5,""dy"":-46,""t"":13432},{""x"":1375,""y"":670,""dx"":83.5,""dy"":-61,""t"":13470},{""x"":1362,""y"":677,""dx"":70.5,""dy"":-54,""t"":13499},{""x"":1350,""y"":683,""dx"":58.5,""dy"":-48,""t"":13534},{""x"":1354,""y"":670,""dx"":62.5,""dy"":-61,""t"":13567},{""x"":1369,""y"":695,""dx"":77.5,""dy"":-36,""t"":13603},{""x"":1329,""y"":679,""dx"":37.5,""dy"":-52,""t"":13638},{""x"":1302,""y"":711,""dx"":10.5,""dy"":-20,""t"":13669},{""x"":1282,""y"":724,""dx"":-9.5,""dy"":-7,""t"":13704},{""x"":1295,""y"":703,""dx"":3.5,""dy"":-28,""t"":13741},{""x"":1292,""y"":700,""dx"":0.5,""dy"":-31,""t"":13772},{""x"":1242,""y"":682,""dx"":-49.5,""dy"":-49,""t"":13808},{""x"":1282,""y"":668,""dx"":-9.5,""dy"":-63,""t"":13839},{""x"":1337,""y"":643,""dx"":45.5,""dy"":-88,""t"":13875},{""x"":1381,""y"":635,""dx"":89.5,""dy"":-96,""t"":13912},{""x"":1345,""y"":619,""dx"":53.5,""dy"":-112,""t"":13942},{""x"":1336,""y"":626,""dx"":44.5,""dy"":-105,""t"":13976},{""x"":1325,""y"":644,""dx"":33.5,""dy"":-87,""t"":14015},{""x"":1357,""y"":632,""dx"":65.5,""dy"":-99,""t"":14044},{""x"":1426,""y"":602,""dx"":134.5,""dy"":-129,""t"":14079},{""x"":1461,""y"":608,""dx"":169.5,""dy"":-123,""t"":14112},{""x"":1457,""y"":612,""dx"":165.5,""dy"":-119,""t"":14150},{""x"":1416,""y"":629,""dx"":124.5,""dy"":-102,""t"":14183},{""x"":1431,""y"":622,""dx"":139.5,""dy"":-109,""t"":14215},{""x"":1360,""y"":610,""dx"":68.5,""dy"":-121,""t"":14248},{""x"":1378,""y"":623,""dx"":86.5,""dy"":-108,""t"":14287},{""x"":1368,""y"":633,""dx"":76.5,""dy"":-98,""t"":14318},{""x"":1381,""y"":645,""dx"":89.5,""dy"":-86,""t"":14352},{""x"":1417,""y"":671,""dx"":125.5,""dy"":-60,""t"":14383},{""x"":1395,""y"":652,""dx"":103.5,""dy"":-79,""t"":14421},{""x"":1362,""y"":646,""dx"":70.5,""dy"":-85,""t"":14451},{""x"":1368,""y"":627,""dx"":76.5,""dy"":-104,""t"":14487},{""x"":1321,""y"":600,""dx"":29.5,""dy"":-131,""t"":14520},{""x"":1304,""y"":601,""dx"":12.5,""dy"":-130,""t"":14553},{""x"":1301,""y"":626,""dx"":9.5,""dy"":-105,""t"":14590},{""x"":1267,""y"":646,""dx"":-24.5,""dy"":-85,""t"":14625},{""x"":1273,""y"":598,""dx"":-18.5,""dy"":-133,""t"":14655},{""x"":1290,""y"":599,""dx"":-1.5,""dy"":-132,""t"":14693},{""x"":1277,""y"":616,""dx"":-14.5,""dy"":-115,""t"":14724},{""x"":1345,""y"":634,""dx"":53.5,""dy"":-97,""t"":14760},{""x"":1403,""y"":652,""dx"":111.5,""dy"":-79,""t"":14791},{""x"":1377,""y"":661,""dx"":85.5,""dy"":-70,""t"":14826},{""x"":1358,""y"":687,""dx"":66.5,""dy"":-44,""t"":14863},{""x"":1402,""y"":679,""dx"":110.5,""dy"":-52,""t"":14893},{""x"":1454,""y"":668,""dx"":162.5,""dy"":-63,""t"":14927},{""x"":1405,""y"":696,""dx"":113.5,""dy"":-35,""t"":14966},{""x"":1419,""y"":709,""dx"":127.5,""dy"":-22,""t"":14995}]]","[55.932203389830505,100,91.52542372881356,52.54237288135594,96.61016949152543]","[{""x"":59.454792087360964,""y"":170.47457627118644,""r"":56.752687749490356},{""x"":2.966666666666667,""y"":30.916666666666668,""r"":73.98169743338462},{""x"":-56.649737859176376,""y"":8.271186440677965,""r"":48.80388910805413},{""x"":197.87852090092028,""y"":-65.23728813559322,""r"":54.777240779728864},{""x"":51.46610169491525,""y"":-73,""r"":57.97545766501519}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.42","validate","","","","","","","","","",""
"","html-keyboard-response","9","56511","0.0-5.0-0.0","","","","","8819"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，1000毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的  "" 1 "","" 4 "" ,"" 7 "","" 9 "","" 6 "","" 3 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
