"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","14349","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","14353","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","24878","0.0-2.0-0.0","","","","","10523","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","27229","0.0-2.0-1.0","","","","","2350","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","32902","0.0-3.0","","","","","","","","1520","","","","","","","","","","","","","","","","",""
"","html-button-response","5","33957","0.0-4.0-0.0","","","","","1053","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","46060","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","46677","0.0-4.0-2.0","","","","","616","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","63997","0.0-4.0-3.0","","","","","","","","","","[[{""x"":551,""y"":306,""dx"":60,""dy"":25,""t"":990},{""x"":505,""y"":235,""dx"":14,""dy"":-46,""t"":1025},{""x"":520,""y"":292,""dx"":29,""dy"":11,""t"":1058},{""x"":528,""y"":346,""dx"":37,""dy"":65,""t"":1092},{""x"":534,""y"":412,""dx"":43,""dy"":131,""t"":1125},{""x"":458,""y"":462,""dx"":-33,""dy"":181,""t"":1161},{""x"":377,""y"":477,""dx"":-114,""dy"":196,""t"":1191},{""x"":304,""y"":451,""dx"":-187,""dy"":170,""t"":1228},{""x"":283,""y"":440,""dx"":-208,""dy"":159,""t"":1262},{""x"":286,""y"":473,""dx"":-205,""dy"":192,""t"":1296},{""x"":285,""y"":505,""dx"":-206,""dy"":224,""t"":1331},{""x"":274,""y"":510,""dx"":-217,""dy"":229,""t"":1364},{""x"":265,""y"":500,""dx"":-226,""dy"":219,""t"":1398},{""x"":377,""y"":510,""dx"":-114,""dy"":229,""t"":1433},{""x"":401,""y"":480,""dx"":-90,""dy"":199,""t"":1466},{""x"":379,""y"":414,""dx"":-112,""dy"":133,""t"":1500},{""x"":388,""y"":349,""dx"":-103,""dy"":68,""t"":1533},{""x"":361,""y"":336,""dx"":-130,""dy"":55,""t"":1568},{""x"":330,""y"":319,""dx"":-161,""dy"":38,""t"":1599},{""x"":423,""y"":385,""dx"":-68,""dy"":104,""t"":1637},{""x"":503,""y"":420,""dx"":12,""dy"":139,""t"":1670},{""x"":536,""y"":481,""dx"":45,""dy"":200,""t"":1705},{""x"":559,""y"":478,""dx"":68,""dy"":197,""t"":1737},{""x"":573,""y"":477,""dx"":82,""dy"":196,""t"":1772},{""x"":552,""y"":433,""dx"":61,""dy"":152,""t"":1807},{""x"":586,""y"":461,""dx"":95,""dy"":180,""t"":1840},{""x"":580,""y"":481,""dx"":89,""dy"":200,""t"":1875},{""x"":538,""y"":419,""dx"":47,""dy"":138,""t"":1908},{""x"":517,""y"":402,""dx"":26,""dy"":121,""t"":1943},{""x"":493,""y"":361,""dx"":2,""dy"":80,""t"":1976},{""x"":472,""y"":322,""dx"":-19,""dy"":41,""t"":2010},{""x"":497,""y"":345,""dx"":6,""dy"":64,""t"":2044},{""x"":490,""y"":380,""dx"":-1,""dy"":99,""t"":2078},{""x"":486,""y"":353,""dx"":-5,""dy"":72,""t"":2112},{""x"":489,""y"":335,""dx"":-2,""dy"":54,""t"":2146},{""x"":465,""y"":327,""dx"":-26,""dy"":46,""t"":2180},{""x"":444,""y"":332,""dx"":-47,""dy"":51,""t"":2213},{""x"":415,""y"":338,""dx"":-76,""dy"":57,""t"":2248},{""x"":438,""y"":340,""dx"":-53,""dy"":59,""t"":2282},{""x"":486,""y"":378,""dx"":-5,""dy"":97,""t"":2316},{""x"":558,""y"":394,""dx"":67,""dy"":113,""t"":2351},{""x"":602,""y"":394,""dx"":111,""dy"":113,""t"":2384},{""x"":624,""y"":415,""dx"":133,""dy"":134,""t"":2418},{""x"":626,""y"":423,""dx"":135,""dy"":142,""t"":2451},{""x"":613,""y"":412,""dx"":122,""dy"":131,""t"":2485},{""x"":566,""y"":394,""dx"":75,""dy"":113,""t"":2520},{""x"":600,""y"":411,""dx"":109,""dy"":130,""t"":2554},{""x"":573,""y"":410,""dx"":82,""dy"":129,""t"":2588},{""x"":523,""y"":388,""dx"":32,""dy"":107,""t"":2622},{""x"":500,""y"":373,""dx"":9,""dy"":92,""t"":2657},{""x"":541,""y"":395,""dx"":50,""dy"":114,""t"":2691},{""x"":563,""y"":410,""dx"":72,""dy"":129,""t"":2725},{""x"":559,""y"":404,""dx"":68,""dy"":123,""t"":2758},{""x"":583,""y"":399,""dx"":92,""dy"":118,""t"":2792},{""x"":583,""y"":441,""dx"":92,""dy"":160,""t"":2826},{""x"":566,""y"":432,""dx"":75,""dy"":151,""t"":2861},{""x"":549,""y"":437,""dx"":58,""dy"":156,""t"":2894},{""x"":594,""y"":422,""dx"":103,""dy"":141,""t"":2928},{""x"":613,""y"":440,""dx"":122,""dy"":159,""t"":2963},{""x"":640,""y"":414,""dx"":149,""dy"":133,""t"":2996}],[{""x"":1624,""y"":136,""dx"":173,""dy"":-145,""t"":4016},{""x"":1628,""y"":137,""dx"":177,""dy"":-144,""t"":4050},{""x"":1619,""y"":137,""dx"":168,""dy"":-144,""t"":4085},{""x"":1617,""y"":133,""dx"":166,""dy"":-148,""t"":4118},{""x"":1612,""y"":150,""dx"":161,""dy"":-131,""t"":4151},{""x"":1517,""y"":254,""dx"":66,""dy"":-27,""t"":4186},{""x"":1342,""y"":424,""dx"":-109,""dy"":143,""t"":4219},{""x"":1144,""y"":626,""dx"":-307,""dy"":345,""t"":4254},{""x"":1000,""y"":714,""dx"":-451,""dy"":433,""t"":4288},{""x"":967,""y"":724,""dx"":-484,""dy"":443,""t"":4322},{""x"":967,""y"":683,""dx"":-484,""dy"":402,""t"":4355},{""x"":1057,""y"":595,""dx"":-394,""dy"":314,""t"":4391},{""x"":1158,""y"":531,""dx"":-293,""dy"":250,""t"":4424},{""x"":1256,""y"":428,""dx"":-195,""dy"":147,""t"":4459},{""x"":1335,""y"":388,""dx"":-116,""dy"":107,""t"":4493},{""x"":1365,""y"":342,""dx"":-86,""dy"":61,""t"":4526},{""x"":1405,""y"":304,""dx"":-46,""dy"":23,""t"":4561},{""x"":1431,""y"":265,""dx"":-20,""dy"":-16,""t"":4595},{""x"":1474,""y"":237,""dx"":23,""dy"":-44,""t"":4629},{""x"":1544,""y"":211,""dx"":93,""dy"":-70,""t"":4662},{""x"":1593,""y"":194,""dx"":142,""dy"":-87,""t"":4696},{""x"":1647,""y"":226,""dx"":196,""dy"":-55,""t"":4731},{""x"":1673,""y"":216,""dx"":222,""dy"":-65,""t"":4761},{""x"":1696,""y"":215,""dx"":245,""dy"":-66,""t"":4798},{""x"":1678,""y"":196,""dx"":227,""dy"":-85,""t"":4833},{""x"":1701,""y"":181,""dx"":250,""dy"":-100,""t"":4866},{""x"":1649,""y"":170,""dx"":198,""dy"":-111,""t"":4900},{""x"":1608,""y"":177,""dx"":157,""dy"":-104,""t"":4933},{""x"":1601,""y"":197,""dx"":150,""dy"":-84,""t"":5000},{""x"":1577,""y"":160,""dx"":126,""dy"":-121,""t"":5037},{""x"":1586,""y"":159,""dx"":135,""dy"":-122,""t"":5070},{""x"":1605,""y"":183,""dx"":154,""dy"":-98,""t"":5104},{""x"":1633,""y"":208,""dx"":182,""dy"":-73,""t"":5138},{""x"":1657,""y"":230,""dx"":206,""dy"":-51,""t"":5170},{""x"":1660,""y"":242,""dx"":209,""dy"":-39,""t"":5206},{""x"":1677,""y"":257,""dx"":226,""dy"":-24,""t"":5239},{""x"":1612,""y"":230,""dx"":161,""dy"":-51,""t"":5274},{""x"":1643,""y"":240,""dx"":192,""dy"":-41,""t"":5308},{""x"":1618,""y"":251,""dx"":167,""dy"":-30,""t"":5342},{""x"":1627,""y"":267,""dx"":176,""dy"":-14,""t"":5376},{""x"":1640,""y"":266,""dx"":189,""dy"":-15,""t"":5409},{""x"":1655,""y"":250,""dx"":204,""dy"":-31,""t"":5444},{""x"":1641,""y"":247,""dx"":190,""dy"":-34,""t"":5478},{""x"":1593,""y"":238,""dx"":142,""dy"":-43,""t"":5512},{""x"":1610,""y"":221,""dx"":159,""dy"":-60,""t"":5546},{""x"":1616,""y"":216,""dx"":165,""dy"":-65,""t"":5581},{""x"":1579,""y"":208,""dx"":128,""dy"":-73,""t"":5614},{""x"":1580,""y"":215,""dx"":129,""dy"":-66,""t"":5648},{""x"":1550,""y"":218,""dx"":99,""dy"":-63,""t"":5682},{""x"":1575,""y"":220,""dx"":124,""dy"":-61,""t"":5716},{""x"":1550,""y"":214,""dx"":99,""dy"":-67,""t"":5751},{""x"":1533,""y"":221,""dx"":82,""dy"":-60,""t"":5784},{""x"":1539,""y"":205,""dx"":88,""dy"":-76,""t"":5818},{""x"":1520,""y"":205,""dx"":69,""dy"":-76,""t"":5852},{""x"":1533,""y"":212,""dx"":82,""dy"":-69,""t"":5886},{""x"":1554,""y"":216,""dx"":103,""dy"":-65,""t"":5920},{""x"":1559,""y"":219,""dx"":108,""dy"":-62,""t"":5954},{""x"":1549,""y"":244,""dx"":98,""dy"":-37,""t"":5988}],[{""x"":994,""y"":602,""dx"":23,""dy"":51,""t"":7008},{""x"":998,""y"":569,""dx"":27,""dy"":18,""t"":7042},{""x"":988,""y"":562,""dx"":17,""dy"":11,""t"":7076},{""x"":974,""y"":629,""dx"":3,""dy"":78,""t"":7109},{""x"":940,""y"":777,""dx"":-31,""dy"":226,""t"":7144},{""x"":886,""y"":911,""dx"":-85,""dy"":360,""t"":7178},{""x"":860,""y"":978,""dx"":-111,""dy"":427,""t"":7212},{""x"":814,""y"":964,""dx"":-157,""dy"":413,""t"":7246},{""x"":836,""y"":943,""dx"":-135,""dy"":392,""t"":7280},{""x"":863,""y"":920,""dx"":-108,""dy"":369,""t"":7313},{""x"":893,""y"":878,""dx"":-78,""dy"":327,""t"":7347},{""x"":922,""y"":829,""dx"":-49,""dy"":278,""t"":7383},{""x"":928,""y"":774,""dx"":-43,""dy"":223,""t"":7416},{""x"":940,""y"":734,""dx"":-31,""dy"":183,""t"":7451},{""x"":964,""y"":693,""dx"":-7,""dy"":142,""t"":7485},{""x"":964,""y"":643,""dx"":-7,""dy"":92,""t"":7518},{""x"":977,""y"":604,""dx"":6,""dy"":53,""t"":7552},{""x"":985,""y"":571,""dx"":14,""dy"":20,""t"":7586},{""x"":991,""y"":559,""dx"":20,""dy"":8,""t"":7621},{""x"":991,""y"":548,""dx"":20,""dy"":-3,""t"":7654},{""x"":992,""y"":536,""dx"":21,""dy"":-15,""t"":7688},{""x"":1012,""y"":580,""dx"":41,""dy"":29,""t"":7722},{""x"":1005,""y"":569,""dx"":34,""dy"":18,""t"":7756},{""x"":997,""y"":559,""dx"":26,""dy"":8,""t"":7791},{""x"":1012,""y"":591,""dx"":41,""dy"":40,""t"":7824},{""x"":1005,""y"":563,""dx"":34,""dy"":12,""t"":7858},{""x"":1001,""y"":534,""dx"":30,""dy"":-17,""t"":7893},{""x"":998,""y"":512,""dx"":27,""dy"":-39,""t"":7926},{""x"":999,""y"":518,""dx"":28,""dy"":-33,""t"":7960},{""x"":1003,""y"":522,""dx"":32,""dy"":-29,""t"":7994},{""x"":1009,""y"":529,""dx"":38,""dy"":-22,""t"":8028},{""x"":1011,""y"":522,""dx"":40,""dy"":-29,""t"":8062},{""x"":999,""y"":550,""dx"":28,""dy"":-1,""t"":8096},{""x"":981,""y"":540,""dx"":10,""dy"":-11,""t"":8130},{""x"":994,""y"":555,""dx"":23,""dy"":4,""t"":8165},{""x"":992,""y"":560,""dx"":21,""dy"":9,""t"":8197},{""x"":987,""y"":552,""dx"":16,""dy"":1,""t"":8233},{""x"":971,""y"":548,""dx"":0,""dy"":-3,""t"":8266},{""x"":962,""y"":557,""dx"":-9,""dy"":6,""t"":8301},{""x"":951,""y"":542,""dx"":-20,""dy"":-9,""t"":8333},{""x"":955,""y"":559,""dx"":-16,""dy"":8,""t"":8367},{""x"":958,""y"":579,""dx"":-13,""dy"":28,""t"":8402},{""x"":945,""y"":555,""dx"":-26,""dy"":4,""t"":8436},{""x"":947,""y"":563,""dx"":-24,""dy"":12,""t"":8470},{""x"":919,""y"":550,""dx"":-52,""dy"":-1,""t"":8504},{""x"":909,""y"":563,""dx"":-62,""dy"":12,""t"":8539},{""x"":926,""y"":568,""dx"":-45,""dy"":17,""t"":8572},{""x"":948,""y"":584,""dx"":-23,""dy"":33,""t"":8606},{""x"":989,""y"":617,""dx"":18,""dy"":66,""t"":8639},{""x"":1003,""y"":619,""dx"":32,""dy"":68,""t"":8673},{""x"":1017,""y"":622,""dx"":46,""dy"":71,""t"":8708},{""x"":1029,""y"":623,""dx"":58,""dy"":72,""t"":8739},{""x"":1022,""y"":607,""dx"":51,""dy"":56,""t"":8777},{""x"":996,""y"":609,""dx"":25,""dy"":58,""t"":8811},{""x"":1003,""y"":620,""dx"":32,""dy"":69,""t"":8844},{""x"":1020,""y"":611,""dx"":49,""dy"":60,""t"":8878},{""x"":1030,""y"":610,""dx"":59,""dy"":59,""t"":8912},{""x"":1020,""y"":624,""dx"":49,""dy"":73,""t"":8946},{""x"":1019,""y"":617,""dx"":48,""dy"":66,""t"":8980},{""x"":1004,""y"":627,""dx"":33,""dy"":76,""t"":9015}],[{""x"":656,""y"":744,""dx"":165,""dy"":-77,""t"":10035},{""x"":653,""y"":718,""dx"":162,""dy"":-103,""t"":10068},{""x"":648,""y"":729,""dx"":157,""dy"":-92,""t"":10101},{""x"":679,""y"":715,""dx"":188,""dy"":-106,""t"":10137},{""x"":684,""y"":738,""dx"":193,""dy"":-83,""t"":10170},{""x"":678,""y"":724,""dx"":187,""dy"":-97,""t"":10204},{""x"":662,""y"":710,""dx"":171,""dy"":-111,""t"":10238},{""x"":669,""y"":720,""dx"":178,""dy"":-101,""t"":10272},{""x"":673,""y"":713,""dx"":182,""dy"":-108,""t"":10304},{""x"":664,""y"":711,""dx"":173,""dy"":-110,""t"":10340},{""x"":660,""y"":711,""dx"":169,""dy"":-110,""t"":10374},{""x"":640,""y"":687,""dx"":149,""dy"":-134,""t"":10408},{""x"":638,""y"":688,""dx"":147,""dy"":-133,""t"":10442},{""x"":636,""y"":691,""dx"":145,""dy"":-130,""t"":10476},{""x"":640,""y"":705,""dx"":149,""dy"":-116,""t"":10510},{""x"":652,""y"":724,""dx"":161,""dy"":-97,""t"":10545},{""x"":631,""y"":696,""dx"":140,""dy"":-125,""t"":10578},{""x"":623,""y"":702,""dx"":132,""dy"":-119,""t"":10612},{""x"":616,""y"":697,""dx"":125,""dy"":-124,""t"":10646},{""x"":624,""y"":706,""dx"":133,""dy"":-115,""t"":10680},{""x"":630,""y"":698,""dx"":139,""dy"":-123,""t"":10715},{""x"":653,""y"":729,""dx"":162,""dy"":-92,""t"":10748},{""x"":659,""y"":733,""dx"":168,""dy"":-88,""t"":10782},{""x"":664,""y"":732,""dx"":173,""dy"":-89,""t"":10816},{""x"":664,""y"":695,""dx"":173,""dy"":-126,""t"":10851},{""x"":649,""y"":671,""dx"":158,""dy"":-150,""t"":10885},{""x"":632,""y"":642,""dx"":141,""dy"":-179,""t"":10918},{""x"":631,""y"":671,""dx"":140,""dy"":-150,""t"":10951},{""x"":628,""y"":698,""dx"":137,""dy"":-123,""t"":10986},{""x"":625,""y"":699,""dx"":134,""dy"":-122,""t"":11020},{""x"":621,""y"":718,""dx"":130,""dy"":-103,""t"":11054},{""x"":632,""y"":729,""dx"":141,""dy"":-92,""t"":11089},{""x"":658,""y"":743,""dx"":167,""dy"":-78,""t"":11122},{""x"":645,""y"":712,""dx"":154,""dy"":-109,""t"":11156},{""x"":642,""y"":700,""dx"":151,""dy"":-121,""t"":11191},{""x"":638,""y"":679,""dx"":147,""dy"":-142,""t"":11225},{""x"":640,""y"":696,""dx"":149,""dy"":-125,""t"":11258},{""x"":621,""y"":675,""dx"":130,""dy"":-146,""t"":11292},{""x"":625,""y"":697,""dx"":134,""dy"":-124,""t"":11326},{""x"":616,""y"":718,""dx"":125,""dy"":-103,""t"":11360},{""x"":629,""y"":719,""dx"":138,""dy"":-102,""t"":11395},{""x"":643,""y"":698,""dx"":152,""dy"":-123,""t"":11428},{""x"":645,""y"":671,""dx"":154,""dy"":-150,""t"":11462},{""x"":653,""y"":668,""dx"":162,""dy"":-153,""t"":11497},{""x"":656,""y"":693,""dx"":165,""dy"":-128,""t"":11530},{""x"":675,""y"":713,""dx"":184,""dy"":-108,""t"":11565},{""x"":650,""y"":690,""dx"":159,""dy"":-131,""t"":11598},{""x"":670,""y"":716,""dx"":179,""dy"":-105,""t"":11632},{""x"":669,""y"":720,""dx"":178,""dy"":-101,""t"":11666},{""x"":653,""y"":729,""dx"":162,""dy"":-92,""t"":11700},{""x"":616,""y"":707,""dx"":125,""dy"":-114,""t"":11734},{""x"":610,""y"":719,""dx"":119,""dy"":-102,""t"":11768},{""x"":633,""y"":730,""dx"":142,""dy"":-91,""t"":11802},{""x"":628,""y"":747,""dx"":137,""dy"":-74,""t"":11836},{""x"":640,""y"":750,""dx"":149,""dy"":-71,""t"":11870},{""x"":669,""y"":770,""dx"":178,""dy"":-51,""t"":11902},{""x"":686,""y"":774,""dx"":195,""dy"":-47,""t"":11938},{""x"":709,""y"":785,""dx"":218,""dy"":-36,""t"":11972},{""x"":702,""y"":783,""dx"":211,""dy"":-38,""t"":12005}],[{""x"":1399,""y"":765,""dx"":-52,""dy"":-56,""t"":13026},{""x"":1486,""y"":755,""dx"":35,""dy"":-66,""t"":13061},{""x"":1543,""y"":745,""dx"":92,""dy"":-76,""t"":13094},{""x"":1574,""y"":755,""dx"":123,""dy"":-66,""t"":13127},{""x"":1606,""y"":749,""dx"":155,""dy"":-72,""t"":13161},{""x"":1622,""y"":751,""dx"":171,""dy"":-70,""t"":13196},{""x"":1630,""y"":749,""dx"":179,""dy"":-72,""t"":13230},{""x"":1635,""y"":753,""dx"":184,""dy"":-68,""t"":13264},{""x"":1624,""y"":751,""dx"":173,""dy"":-70,""t"":13299},{""x"":1642,""y"":765,""dx"":191,""dy"":-56,""t"":13333},{""x"":1647,""y"":779,""dx"":196,""dy"":-42,""t"":13366},{""x"":1636,""y"":770,""dx"":185,""dy"":-51,""t"":13399},{""x"":1624,""y"":763,""dx"":173,""dy"":-58,""t"":13432},{""x"":1606,""y"":747,""dx"":155,""dy"":-74,""t"":13468},{""x"":1584,""y"":745,""dx"":133,""dy"":-76,""t"":13501},{""x"":1565,""y"":753,""dx"":114,""dy"":-68,""t"":13536},{""x"":1537,""y"":756,""dx"":86,""dy"":-65,""t"":13570},{""x"":1536,""y"":765,""dx"":85,""dy"":-56,""t"":13604},{""x"":1529,""y"":763,""dx"":78,""dy"":-58,""t"":13638},{""x"":1493,""y"":746,""dx"":42,""dy"":-75,""t"":13673},{""x"":1466,""y"":727,""dx"":15,""dy"":-94,""t"":13706},{""x"":1470,""y"":727,""dx"":19,""dy"":-94,""t"":13740},{""x"":1464,""y"":728,""dx"":13,""dy"":-93,""t"":13774},{""x"":1461,""y"":731,""dx"":10,""dy"":-90,""t"":13808},{""x"":1456,""y"":723,""dx"":5,""dy"":-98,""t"":13839},{""x"":1444,""y"":727,""dx"":-7,""dy"":-94,""t"":13876},{""x"":1454,""y"":733,""dx"":3,""dy"":-88,""t"":13910},{""x"":1455,""y"":729,""dx"":4,""dy"":-92,""t"":13944},{""x"":1450,""y"":731,""dx"":-1,""dy"":-90,""t"":13978},{""x"":1422,""y"":712,""dx"":-29,""dy"":-109,""t"":14013},{""x"":1399,""y"":688,""dx"":-52,""dy"":-133,""t"":14046},{""x"":1400,""y"":692,""dx"":-51,""dy"":-129,""t"":14119},{""x"":1406,""y"":711,""dx"":-45,""dy"":-110,""t"":14148},{""x"":1415,""y"":725,""dx"":-36,""dy"":-96,""t"":14182},{""x"":1430,""y"":746,""dx"":-21,""dy"":-75,""t"":14215},{""x"":1459,""y"":766,""dx"":8,""dy"":-55,""t"":14250},{""x"":1497,""y"":805,""dx"":46,""dy"":-16,""t"":14285},{""x"":1510,""y"":819,""dx"":59,""dy"":-2,""t"":14318},{""x"":1519,""y"":836,""dx"":68,""dy"":15,""t"":14352},{""x"":1526,""y"":850,""dx"":75,""dy"":29,""t"":14386},{""x"":1511,""y"":849,""dx"":60,""dy"":28,""t"":14420},{""x"":1466,""y"":838,""dx"":15,""dy"":17,""t"":14454},{""x"":1468,""y"":835,""dx"":17,""dy"":14,""t"":14488},{""x"":1463,""y"":838,""dx"":12,""dy"":17,""t"":14523},{""x"":1475,""y"":839,""dx"":24,""dy"":18,""t"":14556},{""x"":1484,""y"":839,""dx"":33,""dy"":18,""t"":14590},{""x"":1480,""y"":841,""dx"":29,""dy"":20,""t"":14623},{""x"":1479,""y"":843,""dx"":28,""dy"":22,""t"":14658},{""x"":1479,""y"":809,""dx"":28,""dy"":-12,""t"":14692},{""x"":1487,""y"":775,""dx"":36,""dy"":-46,""t"":14727},{""x"":1472,""y"":788,""dx"":21,""dy"":-33,""t"":14760},{""x"":1465,""y"":736,""dx"":14,""dy"":-85,""t"":14794},{""x"":1449,""y"":737,""dx"":-2,""dy"":-84,""t"":14829},{""x"":1470,""y"":753,""dx"":19,""dy"":-68,""t"":14863},{""x"":1474,""y"":725,""dx"":23,""dy"":-96,""t"":14897},{""x"":1486,""y"":741,""dx"":35,""dy"":-80,""t"":14930},{""x"":1499,""y"":768,""dx"":48,""dy"":-53,""t"":14965},{""x"":1475,""y"":715,""dx"":24,""dy"":-106,""t"":14998}]]","[75,62.06896551724138,85,59.32203389830508,98.27586206896551]","[{""x"":1.0666666666666667,""y"":123.55,""r"":140.0858927014363},{""x"":69.32758620689656,""y"":-11.120689655172415,""r"":186.7628505039813},{""x"":-0.2,""y"":74.9,""r"":105.68133593155812},{""x"":157.05084745762713,""y"":-108.35593220338983,""r"":25.0804222110016},{""x"":52.5,""y"":-57.206896551724135,""r"":105.48012596053502}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.21","validate","","","","","","","","","",""
"","html-keyboard-response","9","66221","0.0-5.0-0.0","","","","","2223"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
