"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","1859","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1864","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","6926","0.0-2.0-0.0","","","","","5061","{""name"":""何靓雯"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","8526","0.0-2.0-1.0","","","","","1599","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","9206","0.0-3.0","","","","","678"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","17912","0.0-4.0","","","","","","","","","1467","","","","","","","","","","","","","","","",""
"","html-button-response","6","18974","0.0-5.0-0.0","","","","","1060","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","29859","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","30870","0.0-5.0-2.0","","","","","1011","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","48018","0.0-5.0-3.0","","","","","","","","","","[[{""x"":495,""y"":208,""dx"":4,""dy"":-73,""t"":991},{""x"":493,""y"":205,""dx"":2,""dy"":-76,""t"":1024},{""x"":485,""y"":216,""dx"":-6,""dy"":-65,""t"":1059},{""x"":496,""y"":215,""dx"":5,""dy"":-66,""t"":1092},{""x"":500,""y"":216,""dx"":9,""dy"":-65,""t"":1126},{""x"":509,""y"":226,""dx"":18,""dy"":-55,""t"":1160},{""x"":509,""y"":223,""dx"":18,""dy"":-58,""t"":1195},{""x"":509,""y"":240,""dx"":18,""dy"":-41,""t"":1228},{""x"":502,""y"":269,""dx"":11,""dy"":-12,""t"":1263},{""x"":507,""y"":264,""dx"":16,""dy"":-17,""t"":1295},{""x"":526,""y"":278,""dx"":35,""dy"":-3,""t"":1330},{""x"":534,""y"":272,""dx"":43,""dy"":-9,""t"":1363},{""x"":542,""y"":269,""dx"":51,""dy"":-12,""t"":1398},{""x"":539,""y"":257,""dx"":48,""dy"":-24,""t"":1432},{""x"":537,""y"":249,""dx"":46,""dy"":-32,""t"":1464},{""x"":539,""y"":250,""dx"":48,""dy"":-31,""t"":1500},{""x"":530,""y"":258,""dx"":39,""dy"":-23,""t"":1533},{""x"":538,""y"":262,""dx"":47,""dy"":-19,""t"":1568},{""x"":549,""y"":268,""dx"":58,""dy"":-13,""t"":1601},{""x"":528,""y"":266,""dx"":37,""dy"":-15,""t"":1636},{""x"":544,""y"":266,""dx"":53,""dy"":-15,""t"":1669},{""x"":531,""y"":265,""dx"":40,""dy"":-16,""t"":1703},{""x"":531,""y"":265,""dx"":40,""dy"":-16,""t"":1740},{""x"":526,""y"":261,""dx"":35,""dy"":-20,""t"":1772},{""x"":542,""y"":270,""dx"":51,""dy"":-11,""t"":1806},{""x"":534,""y"":269,""dx"":43,""dy"":-12,""t"":1841},{""x"":537,""y"":278,""dx"":46,""dy"":-3,""t"":1874},{""x"":535,""y"":274,""dx"":44,""dy"":-7,""t"":1908},{""x"":556,""y"":278,""dx"":65,""dy"":-3,""t"":1943},{""x"":585,""y"":277,""dx"":94,""dy"":-4,""t"":1976},{""x"":569,""y"":279,""dx"":78,""dy"":-2,""t"":2010},{""x"":566,""y"":273,""dx"":75,""dy"":-8,""t"":2044},{""x"":562,""y"":274,""dx"":71,""dy"":-7,""t"":2078},{""x"":559,""y"":267,""dx"":68,""dy"":-14,""t"":2112},{""x"":575,""y"":277,""dx"":84,""dy"":-4,""t"":2146},{""x"":559,""y"":283,""dx"":68,""dy"":2,""t"":2179},{""x"":543,""y"":271,""dx"":52,""dy"":-10,""t"":2215},{""x"":527,""y"":268,""dx"":36,""dy"":-13,""t"":2247},{""x"":528,""y"":273,""dx"":37,""dy"":-8,""t"":2283},{""x"":527,""y"":263,""dx"":36,""dy"":-18,""t"":2316},{""x"":526,""y"":252,""dx"":35,""dy"":-29,""t"":2350},{""x"":524,""y"":257,""dx"":33,""dy"":-24,""t"":2384},{""x"":523,""y"":263,""dx"":32,""dy"":-18,""t"":2419},{""x"":519,""y"":264,""dx"":28,""dy"":-17,""t"":2452},{""x"":527,""y"":273,""dx"":36,""dy"":-8,""t"":2486},{""x"":537,""y"":278,""dx"":46,""dy"":-3,""t"":2520},{""x"":534,""y"":275,""dx"":43,""dy"":-6,""t"":2554},{""x"":541,""y"":287,""dx"":50,""dy"":6,""t"":2588},{""x"":549,""y"":300,""dx"":58,""dy"":19,""t"":2622},{""x"":540,""y"":302,""dx"":49,""dy"":21,""t"":2656},{""x"":536,""y"":295,""dx"":45,""dy"":14,""t"":2690},{""x"":522,""y"":297,""dx"":31,""dy"":16,""t"":2724},{""x"":517,""y"":297,""dx"":26,""dy"":16,""t"":2761},{""x"":516,""y"":304,""dx"":25,""dy"":23,""t"":2792},{""x"":514,""y"":325,""dx"":23,""dy"":44,""t"":2826},{""x"":519,""y"":332,""dx"":28,""dy"":51,""t"":2860},{""x"":525,""y"":334,""dx"":34,""dy"":53,""t"":2894},{""x"":521,""y"":336,""dx"":30,""dy"":55,""t"":2928},{""x"":513,""y"":327,""dx"":22,""dy"":46,""t"":2961}],[{""x"":1463,""y"":295,""dx"":12,""dy"":14,""t"":4018},{""x"":1468,""y"":310,""dx"":17,""dy"":29,""t"":4050},{""x"":1469,""y"":306,""dx"":18,""dy"":25,""t"":4084},{""x"":1459,""y"":309,""dx"":8,""dy"":28,""t"":4119},{""x"":1462,""y"":327,""dx"":11,""dy"":46,""t"":4152},{""x"":1461,""y"":329,""dx"":10,""dy"":48,""t"":4186},{""x"":1466,""y"":338,""dx"":15,""dy"":57,""t"":4220},{""x"":1457,""y"":339,""dx"":6,""dy"":58,""t"":4254},{""x"":1452,""y"":337,""dx"":1,""dy"":56,""t"":4288},{""x"":1465,""y"":366,""dx"":14,""dy"":85,""t"":4321},{""x"":1498,""y"":366,""dx"":47,""dy"":85,""t"":4357},{""x"":1501,""y"":374,""dx"":50,""dy"":93,""t"":4390},{""x"":1498,""y"":386,""dx"":47,""dy"":105,""t"":4424},{""x"":1488,""y"":390,""dx"":37,""dy"":109,""t"":4459},{""x"":1467,""y"":394,""dx"":16,""dy"":113,""t"":4492},{""x"":1462,""y"":393,""dx"":11,""dy"":112,""t"":4525},{""x"":1455,""y"":387,""dx"":4,""dy"":106,""t"":4561},{""x"":1449,""y"":368,""dx"":-2,""dy"":87,""t"":4594},{""x"":1440,""y"":358,""dx"":-11,""dy"":77,""t"":4628},{""x"":1434,""y"":347,""dx"":-17,""dy"":66,""t"":4662},{""x"":1422,""y"":342,""dx"":-29,""dy"":61,""t"":4696},{""x"":1410,""y"":333,""dx"":-41,""dy"":52,""t"":4730},{""x"":1407,""y"":332,""dx"":-44,""dy"":51,""t"":4764},{""x"":1412,""y"":340,""dx"":-39,""dy"":59,""t"":4797},{""x"":1414,""y"":326,""dx"":-37,""dy"":45,""t"":4833},{""x"":1422,""y"":319,""dx"":-29,""dy"":38,""t"":4866},{""x"":1410,""y"":330,""dx"":-41,""dy"":49,""t"":4899},{""x"":1434,""y"":328,""dx"":-17,""dy"":47,""t"":4933},{""x"":1461,""y"":334,""dx"":10,""dy"":53,""t"":4967},{""x"":1470,""y"":364,""dx"":19,""dy"":83,""t"":5002},{""x"":1478,""y"":389,""dx"":27,""dy"":108,""t"":5034},{""x"":1476,""y"":398,""dx"":25,""dy"":117,""t"":5070},{""x"":1502,""y"":403,""dx"":51,""dy"":122,""t"":5103},{""x"":1491,""y"":400,""dx"":40,""dy"":119,""t"":5139},{""x"":1459,""y"":392,""dx"":8,""dy"":111,""t"":5172},{""x"":1447,""y"":384,""dx"":-4,""dy"":103,""t"":5206},{""x"":1436,""y"":390,""dx"":-15,""dy"":109,""t"":5239},{""x"":1431,""y"":380,""dx"":-20,""dy"":99,""t"":5274},{""x"":1426,""y"":363,""dx"":-25,""dy"":82,""t"":5308},{""x"":1417,""y"":351,""dx"":-34,""dy"":70,""t"":5342},{""x"":1423,""y"":353,""dx"":-28,""dy"":72,""t"":5376},{""x"":1411,""y"":363,""dx"":-40,""dy"":82,""t"":5409},{""x"":1424,""y"":368,""dx"":-27,""dy"":87,""t"":5445},{""x"":1424,""y"":357,""dx"":-27,""dy"":76,""t"":5478},{""x"":1436,""y"":364,""dx"":-15,""dy"":83,""t"":5513},{""x"":1433,""y"":378,""dx"":-18,""dy"":97,""t"":5546},{""x"":1441,""y"":379,""dx"":-10,""dy"":98,""t"":5580},{""x"":1444,""y"":375,""dx"":-7,""dy"":94,""t"":5615},{""x"":1440,""y"":373,""dx"":-11,""dy"":92,""t"":5649},{""x"":1433,""y"":362,""dx"":-18,""dy"":81,""t"":5685},{""x"":1421,""y"":352,""dx"":-30,""dy"":71,""t"":5716},{""x"":1416,""y"":336,""dx"":-35,""dy"":55,""t"":5751},{""x"":1412,""y"":338,""dx"":-39,""dy"":57,""t"":5784},{""x"":1421,""y"":347,""dx"":-30,""dy"":66,""t"":5818},{""x"":1420,""y"":345,""dx"":-31,""dy"":64,""t"":5852},{""x"":1434,""y"":359,""dx"":-17,""dy"":78,""t"":5886},{""x"":1437,""y"":358,""dx"":-14,""dy"":77,""t"":5919},{""x"":1435,""y"":365,""dx"":-16,""dy"":84,""t"":5953},{""x"":1424,""y"":367,""dx"":-27,""dy"":86,""t"":5988}],[{""x"":1039,""y"":581,""dx"":68,""dy"":30,""t"":7008},{""x"":1020,""y"":569,""dx"":49,""dy"":18,""t"":7041},{""x"":1035,""y"":574,""dx"":64,""dy"":23,""t"":7075},{""x"":1035,""y"":588,""dx"":64,""dy"":37,""t"":7110},{""x"":1044,""y"":586,""dx"":73,""dy"":35,""t"":7144},{""x"":1045,""y"":581,""dx"":74,""dy"":30,""t"":7177},{""x"":1054,""y"":588,""dx"":83,""dy"":37,""t"":7212},{""x"":1062,""y"":588,""dx"":91,""dy"":37,""t"":7246},{""x"":1063,""y"":600,""dx"":92,""dy"":49,""t"":7280},{""x"":1066,""y"":612,""dx"":95,""dy"":61,""t"":7314},{""x"":1060,""y"":616,""dx"":89,""dy"":65,""t"":7348},{""x"":1044,""y"":619,""dx"":73,""dy"":68,""t"":7382},{""x"":1057,""y"":627,""dx"":86,""dy"":76,""t"":7417},{""x"":1080,""y"":639,""dx"":109,""dy"":88,""t"":7450},{""x"":1084,""y"":627,""dx"":113,""dy"":76,""t"":7484},{""x"":1082,""y"":620,""dx"":111,""dy"":69,""t"":7518},{""x"":1069,""y"":629,""dx"":98,""dy"":78,""t"":7552},{""x"":1099,""y"":637,""dx"":128,""dy"":86,""t"":7586},{""x"":1102,""y"":649,""dx"":131,""dy"":98,""t"":7620},{""x"":1102,""y"":645,""dx"":131,""dy"":94,""t"":7654},{""x"":1095,""y"":636,""dx"":124,""dy"":85,""t"":7688},{""x"":1075,""y"":614,""dx"":104,""dy"":63,""t"":7723},{""x"":1078,""y"":605,""dx"":107,""dy"":54,""t"":7755},{""x"":1065,""y"":597,""dx"":94,""dy"":46,""t"":7789},{""x"":1061,""y"":599,""dx"":90,""dy"":48,""t"":7824},{""x"":1069,""y"":607,""dx"":98,""dy"":56,""t"":7858},{""x"":1072,""y"":610,""dx"":101,""dy"":59,""t"":7891},{""x"":1063,""y"":620,""dx"":92,""dy"":69,""t"":7925},{""x"":1066,""y"":636,""dx"":95,""dy"":85,""t"":7960},{""x"":1084,""y"":653,""dx"":113,""dy"":102,""t"":7994},{""x"":1063,""y"":652,""dx"":92,""dy"":101,""t"":8028},{""x"":1057,""y"":647,""dx"":86,""dy"":96,""t"":8062},{""x"":1028,""y"":648,""dx"":57,""dy"":97,""t"":8095},{""x"":1041,""y"":631,""dx"":70,""dy"":80,""t"":8130},{""x"":1060,""y"":634,""dx"":89,""dy"":83,""t"":8163},{""x"":1077,""y"":636,""dx"":106,""dy"":85,""t"":8195},{""x"":1059,""y"":634,""dx"":88,""dy"":83,""t"":8231},{""x"":1060,""y"":639,""dx"":89,""dy"":88,""t"":8267},{""x"":1042,""y"":640,""dx"":71,""dy"":89,""t"":8300},{""x"":1032,""y"":631,""dx"":61,""dy"":80,""t"":8335},{""x"":1052,""y"":631,""dx"":81,""dy"":80,""t"":8369},{""x"":1065,""y"":626,""dx"":94,""dy"":75,""t"":8402},{""x"":1074,""y"":625,""dx"":103,""dy"":74,""t"":8436},{""x"":1060,""y"":612,""dx"":89,""dy"":61,""t"":8469},{""x"":1045,""y"":584,""dx"":74,""dy"":33,""t"":8505},{""x"":1032,""y"":581,""dx"":61,""dy"":30,""t"":8538},{""x"":1039,""y"":587,""dx"":68,""dy"":36,""t"":8572},{""x"":1045,""y"":592,""dx"":74,""dy"":41,""t"":8603},{""x"":1038,""y"":579,""dx"":67,""dy"":28,""t"":8639},{""x"":1032,""y"":566,""dx"":61,""dy"":15,""t"":8674},{""x"":1023,""y"":559,""dx"":52,""dy"":8,""t"":8708},{""x"":1026,""y"":552,""dx"":55,""dy"":1,""t"":8741},{""x"":1026,""y"":553,""dx"":55,""dy"":2,""t"":8776},{""x"":1028,""y"":562,""dx"":57,""dy"":11,""t"":8810},{""x"":1030,""y"":566,""dx"":59,""dy"":15,""t"":8844},{""x"":1033,""y"":583,""dx"":62,""dy"":32,""t"":8879},{""x"":1036,""y"":599,""dx"":65,""dy"":48,""t"":8912},{""x"":1032,""y"":609,""dx"":61,""dy"":58,""t"":8945},{""x"":1026,""y"":607,""dx"":55,""dy"":56,""t"":8980}],[{""x"":471,""y"":749,""dx"":-20,""dy"":-72,""t"":10033},{""x"":454,""y"":741,""dx"":-37,""dy"":-80,""t"":10069},{""x"":441,""y"":726,""dx"":-50,""dy"":-95,""t"":10104},{""x"":459,""y"":702,""dx"":-32,""dy"":-119,""t"":10136},{""x"":455,""y"":702,""dx"":-36,""dy"":-119,""t"":10170},{""x"":456,""y"":709,""dx"":-35,""dy"":-112,""t"":10202},{""x"":457,""y"":713,""dx"":-34,""dy"":-108,""t"":10238},{""x"":467,""y"":712,""dx"":-24,""dy"":-109,""t"":10273},{""x"":515,""y"":702,""dx"":24,""dy"":-119,""t"":10305},{""x"":521,""y"":713,""dx"":30,""dy"":-108,""t"":10340},{""x"":536,""y"":719,""dx"":45,""dy"":-102,""t"":10374},{""x"":571,""y"":709,""dx"":80,""dy"":-112,""t"":10408},{""x"":585,""y"":734,""dx"":94,""dy"":-87,""t"":10442},{""x"":593,""y"":721,""dx"":102,""dy"":-100,""t"":10476},{""x"":615,""y"":711,""dx"":124,""dy"":-110,""t"":10511},{""x"":594,""y"":739,""dx"":103,""dy"":-82,""t"":10544},{""x"":583,""y"":735,""dx"":92,""dy"":-86,""t"":10577},{""x"":591,""y"":727,""dx"":100,""dy"":-94,""t"":10612},{""x"":613,""y"":724,""dx"":122,""dy"":-97,""t"":10646},{""x"":611,""y"":718,""dx"":120,""dy"":-103,""t"":10680},{""x"":624,""y"":707,""dx"":133,""dy"":-114,""t"":10713},{""x"":601,""y"":731,""dx"":110,""dy"":-90,""t"":10748},{""x"":587,""y"":759,""dx"":96,""dy"":-62,""t"":10782},{""x"":587,""y"":744,""dx"":96,""dy"":-77,""t"":10817},{""x"":605,""y"":722,""dx"":114,""dy"":-99,""t"":10850},{""x"":616,""y"":717,""dx"":125,""dy"":-104,""t"":10885},{""x"":623,""y"":718,""dx"":132,""dy"":-103,""t"":10918},{""x"":628,""y"":711,""dx"":137,""dy"":-110,""t"":10954},{""x"":628,""y"":704,""dx"":137,""dy"":-117,""t"":10987},{""x"":622,""y"":690,""dx"":131,""dy"":-131,""t"":11019},{""x"":629,""y"":695,""dx"":138,""dy"":-126,""t"":11054},{""x"":636,""y"":698,""dx"":145,""dy"":-123,""t"":11090},{""x"":616,""y"":704,""dx"":125,""dy"":-117,""t"":11123},{""x"":605,""y"":701,""dx"":114,""dy"":-120,""t"":11156},{""x"":611,""y"":696,""dx"":120,""dy"":-125,""t"":11190},{""x"":588,""y"":696,""dx"":97,""dy"":-125,""t"":11225},{""x"":599,""y"":690,""dx"":108,""dy"":-131,""t"":11258},{""x"":603,""y"":689,""dx"":112,""dy"":-132,""t"":11292},{""x"":613,""y"":688,""dx"":122,""dy"":-133,""t"":11326},{""x"":608,""y"":697,""dx"":117,""dy"":-124,""t"":11360},{""x"":607,""y"":703,""dx"":116,""dy"":-118,""t"":11395},{""x"":615,""y"":701,""dx"":124,""dy"":-120,""t"":11429},{""x"":605,""y"":703,""dx"":114,""dy"":-118,""t"":11462},{""x"":613,""y"":699,""dx"":122,""dy"":-122,""t"":11495},{""x"":598,""y"":694,""dx"":107,""dy"":-127,""t"":11530},{""x"":600,""y"":687,""dx"":109,""dy"":-134,""t"":11564},{""x"":618,""y"":698,""dx"":127,""dy"":-123,""t"":11598},{""x"":628,""y"":706,""dx"":137,""dy"":-115,""t"":11632},{""x"":632,""y"":701,""dx"":141,""dy"":-120,""t"":11665},{""x"":630,""y"":706,""dx"":139,""dy"":-115,""t"":11699},{""x"":634,""y"":715,""dx"":143,""dy"":-106,""t"":11734},{""x"":636,""y"":723,""dx"":145,""dy"":-98,""t"":11767},{""x"":641,""y"":713,""dx"":150,""dy"":-108,""t"":11802},{""x"":647,""y"":715,""dx"":156,""dy"":-106,""t"":11837},{""x"":645,""y"":705,""dx"":154,""dy"":-116,""t"":11871},{""x"":647,""y"":715,""dx"":156,""dy"":-106,""t"":11904},{""x"":652,""y"":719,""dx"":161,""dy"":-102,""t"":11938},{""x"":643,""y"":713,""dx"":152,""dy"":-108,""t"":11972},{""x"":652,""y"":713,""dx"":161,""dy"":-108,""t"":12006}],[{""x"":1316,""y"":731,""dx"":-135,""dy"":-90,""t"":13026},{""x"":1339,""y"":737,""dx"":-112,""dy"":-84,""t"":13061},{""x"":1323,""y"":736,""dx"":-128,""dy"":-85,""t"":13094},{""x"":1320,""y"":734,""dx"":-131,""dy"":-87,""t"":13128},{""x"":1330,""y"":740,""dx"":-121,""dy"":-81,""t"":13162},{""x"":1330,""y"":771,""dx"":-121,""dy"":-50,""t"":13196},{""x"":1336,""y"":763,""dx"":-115,""dy"":-58,""t"":13230},{""x"":1335,""y"":753,""dx"":-116,""dy"":-68,""t"":13264},{""x"":1338,""y"":771,""dx"":-113,""dy"":-50,""t"":13297},{""x"":1353,""y"":779,""dx"":-98,""dy"":-42,""t"":13331},{""x"":1353,""y"":779,""dx"":-98,""dy"":-42,""t"":13364},{""x"":1332,""y"":769,""dx"":-119,""dy"":-52,""t"":13400},{""x"":1325,""y"":759,""dx"":-126,""dy"":-62,""t"":13434},{""x"":1312,""y"":755,""dx"":-139,""dy"":-66,""t"":13467},{""x"":1297,""y"":743,""dx"":-154,""dy"":-78,""t"":13501},{""x"":1288,""y"":746,""dx"":-163,""dy"":-75,""t"":13535},{""x"":1290,""y"":745,""dx"":-161,""dy"":-76,""t"":13570},{""x"":1288,""y"":745,""dx"":-163,""dy"":-76,""t"":13605},{""x"":1293,""y"":748,""dx"":-158,""dy"":-73,""t"":13638},{""x"":1289,""y"":747,""dx"":-162,""dy"":-74,""t"":13673},{""x"":1290,""y"":758,""dx"":-161,""dy"":-63,""t"":13706},{""x"":1285,""y"":755,""dx"":-166,""dy"":-66,""t"":13741},{""x"":1281,""y"":751,""dx"":-170,""dy"":-70,""t"":13771},{""x"":1280,""y"":711,""dx"":-171,""dy"":-110,""t"":13808},{""x"":1288,""y"":736,""dx"":-163,""dy"":-85,""t"":13841},{""x"":1270,""y"":692,""dx"":-181,""dy"":-129,""t"":13877},{""x"":1278,""y"":713,""dx"":-173,""dy"":-108,""t"":13910},{""x"":1274,""y"":738,""dx"":-177,""dy"":-83,""t"":13945},{""x"":1268,""y"":746,""dx"":-183,""dy"":-75,""t"":13978},{""x"":1267,""y"":749,""dx"":-184,""dy"":-72,""t"":14012},{""x"":1284,""y"":774,""dx"":-167,""dy"":-47,""t"":14046},{""x"":1278,""y"":770,""dx"":-173,""dy"":-51,""t"":14080},{""x"":1280,""y"":759,""dx"":-171,""dy"":-62,""t"":14114},{""x"":1267,""y"":753,""dx"":-184,""dy"":-68,""t"":14148},{""x"":1259,""y"":754,""dx"":-192,""dy"":-67,""t"":14182},{""x"":1261,""y"":745,""dx"":-190,""dy"":-76,""t"":14217},{""x"":1273,""y"":753,""dx"":-178,""dy"":-68,""t"":14250},{""x"":1275,""y"":745,""dx"":-176,""dy"":-76,""t"":14284},{""x"":1276,""y"":737,""dx"":-175,""dy"":-84,""t"":14317},{""x"":1268,""y"":740,""dx"":-183,""dy"":-81,""t"":14352},{""x"":1274,""y"":735,""dx"":-177,""dy"":-86,""t"":14386},{""x"":1285,""y"":735,""dx"":-166,""dy"":-86,""t"":14420},{""x"":1299,""y"":754,""dx"":-152,""dy"":-67,""t"":14455},{""x"":1312,""y"":758,""dx"":-139,""dy"":-63,""t"":14487},{""x"":1310,""y"":751,""dx"":-141,""dy"":-70,""t"":14521},{""x"":1300,""y"":751,""dx"":-151,""dy"":-70,""t"":14556},{""x"":1300,""y"":747,""dx"":-151,""dy"":-74,""t"":14590},{""x"":1295,""y"":731,""dx"":-156,""dy"":-90,""t"":14624},{""x"":1291,""y"":731,""dx"":-160,""dy"":-90,""t"":14658},{""x"":1303,""y"":747,""dx"":-148,""dy"":-74,""t"":14692},{""x"":1283,""y"":733,""dx"":-168,""dy"":-88,""t"":14726},{""x"":1289,""y"":732,""dx"":-162,""dy"":-89,""t"":14760},{""x"":1294,""y"":718,""dx"":-157,""dy"":-103,""t"":14794},{""x"":1291,""y"":716,""dx"":-160,""dy"":-105,""t"":14829},{""x"":1279,""y"":722,""dx"":-172,""dy"":-99,""t"":14862},{""x"":1265,""y"":711,""dx"":-186,""dy"":-110,""t"":14896},{""x"":1284,""y"":725,""dx"":-167,""dy"":-96,""t"":14930},{""x"":1293,""y"":745,""dx"":-158,""dy"":-76,""t"":14965},{""x"":1292,""y"":737,""dx"":-159,""dy"":-84,""t"":14998}]]","[100,100,100,100,88.13559322033898]","[{""x"":39.610169491525426,""y"":-10.830508474576272,""r"":22.112831238265702},{""x"":-5.779661016949152,""y"":75.88135593220339,""r"":28.82668693970161},{""x"":83.76271186440678,""y"":57.76271186440678,""r"":28.81667480664289},{""x"":98.15254237288136,""y"":-109.27118644067797,""r"":35.16684490756396},{""x"":-155.61016949152543,""y"":-76.77966101694915,""r"":23.292477329464912}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.42","validate","","","","","","","","","",""
