"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","2626","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2632","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","7714","0.0-2.0-0.0","","","","","5079","{""name"":""张筱雨"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","9282","0.0-2.0-1.0","","","","","1567","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","9930","0.0-3.0","","","","","645"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","18116","0.0-4.0","","","","","","","","","2158","","","","","","","","","","","","","","","",""
"","html-button-response","6","19402","0.0-5.0-0.0","","","","","1283","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","32075","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","33233","0.0-5.0-2.0","","","","","1158","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","50681","0.0-5.0-3.0","","","","","","","","","","[[{""x"":389,""y"":368,""dx"":-102,""dy"":87,""t"":990},{""x"":392,""y"":374,""dx"":-99,""dy"":93,""t"":1022},{""x"":379,""y"":367,""dx"":-112,""dy"":86,""t"":1059},{""x"":344,""y"":326,""dx"":-147,""dy"":45,""t"":1092},{""x"":334,""y"":312,""dx"":-157,""dy"":31,""t"":1126},{""x"":335,""y"":284,""dx"":-156,""dy"":3,""t"":1160},{""x"":362,""y"":288,""dx"":-129,""dy"":7,""t"":1194},{""x"":364,""y"":296,""dx"":-127,""dy"":15,""t"":1228},{""x"":352,""y"":293,""dx"":-139,""dy"":12,""t"":1262},{""x"":378,""y"":337,""dx"":-113,""dy"":56,""t"":1296},{""x"":405,""y"":325,""dx"":-86,""dy"":44,""t"":1330},{""x"":415,""y"":338,""dx"":-76,""dy"":57,""t"":1364},{""x"":411,""y"":340,""dx"":-80,""dy"":59,""t"":1398},{""x"":402,""y"":328,""dx"":-89,""dy"":47,""t"":1432},{""x"":416,""y"":359,""dx"":-75,""dy"":78,""t"":1466},{""x"":423,""y"":381,""dx"":-68,""dy"":100,""t"":1499},{""x"":418,""y"":390,""dx"":-73,""dy"":109,""t"":1534},{""x"":426,""y"":397,""dx"":-65,""dy"":116,""t"":1568},{""x"":427,""y"":386,""dx"":-64,""dy"":105,""t"":1601},{""x"":432,""y"":395,""dx"":-59,""dy"":114,""t"":1635},{""x"":427,""y"":387,""dx"":-64,""dy"":106,""t"":1670},{""x"":395,""y"":381,""dx"":-96,""dy"":100,""t"":1704},{""x"":397,""y"":367,""dx"":-94,""dy"":86,""t"":1738},{""x"":413,""y"":378,""dx"":-78,""dy"":97,""t"":1772},{""x"":419,""y"":386,""dx"":-72,""dy"":105,""t"":1806},{""x"":407,""y"":372,""dx"":-84,""dy"":91,""t"":1840},{""x"":409,""y"":386,""dx"":-82,""dy"":105,""t"":1874},{""x"":403,""y"":376,""dx"":-88,""dy"":95,""t"":1909},{""x"":410,""y"":391,""dx"":-81,""dy"":110,""t"":1942},{""x"":401,""y"":384,""dx"":-90,""dy"":103,""t"":1976},{""x"":425,""y"":403,""dx"":-66,""dy"":122,""t"":2009},{""x"":438,""y"":412,""dx"":-53,""dy"":131,""t"":2045},{""x"":428,""y"":397,""dx"":-63,""dy"":116,""t"":2078},{""x"":439,""y"":425,""dx"":-52,""dy"":144,""t"":2112},{""x"":410,""y"":397,""dx"":-81,""dy"":116,""t"":2146},{""x"":407,""y"":386,""dx"":-84,""dy"":105,""t"":2180},{""x"":425,""y"":375,""dx"":-66,""dy"":94,""t"":2214},{""x"":424,""y"":383,""dx"":-67,""dy"":102,""t"":2248},{""x"":421,""y"":370,""dx"":-70,""dy"":89,""t"":2282},{""x"":418,""y"":363,""dx"":-73,""dy"":82,""t"":2316},{""x"":406,""y"":367,""dx"":-85,""dy"":86,""t"":2350},{""x"":400,""y"":374,""dx"":-91,""dy"":93,""t"":2384},{""x"":391,""y"":351,""dx"":-100,""dy"":70,""t"":2418},{""x"":398,""y"":377,""dx"":-93,""dy"":96,""t"":2452},{""x"":387,""y"":390,""dx"":-104,""dy"":109,""t"":2487},{""x"":367,""y"":374,""dx"":-124,""dy"":93,""t"":2520},{""x"":361,""y"":374,""dx"":-130,""dy"":93,""t"":2554},{""x"":348,""y"":351,""dx"":-143,""dy"":70,""t"":2589},{""x"":338,""y"":331,""dx"":-153,""dy"":50,""t"":2620},{""x"":353,""y"":351,""dx"":-138,""dy"":70,""t"":2655},{""x"":345,""y"":344,""dx"":-146,""dy"":63,""t"":2690},{""x"":318,""y"":319,""dx"":-173,""dy"":38,""t"":2723},{""x"":328,""y"":315,""dx"":-163,""dy"":34,""t"":2758},{""x"":442,""y"":322,""dx"":-49,""dy"":41,""t"":2792},{""x"":708,""y"":307,""dx"":217,""dy"":26,""t"":2826},{""x"":959,""y"":286,""dx"":468,""dy"":5,""t"":2860},{""x"":1179,""y"":262,""dx"":688,""dy"":-19,""t"":2894},{""x"":1383,""y"":249,""dx"":892,""dy"":-32,""t"":2927},{""x"":1504,""y"":238,""dx"":1013,""dy"":-43,""t"":2962},{""x"":1612,""y"":205,""dx"":1121,""dy"":-76,""t"":2996}],[{""x"":1423,""y"":171,""dx"":-28,""dy"":-110,""t"":4016},{""x"":1427,""y"":167,""dx"":-24,""dy"":-114,""t"":4050},{""x"":1415,""y"":164,""dx"":-36,""dy"":-117,""t"":4084},{""x"":1447,""y"":203,""dx"":-4,""dy"":-78,""t"":4118},{""x"":1435,""y"":221,""dx"":-16,""dy"":-60,""t"":4152},{""x"":1412,""y"":218,""dx"":-39,""dy"":-63,""t"":4185},{""x"":1404,""y"":209,""dx"":-47,""dy"":-72,""t"":4219},{""x"":1406,""y"":204,""dx"":-45,""dy"":-77,""t"":4254},{""x"":1422,""y"":222,""dx"":-29,""dy"":-59,""t"":4288},{""x"":1404,""y"":211,""dx"":-47,""dy"":-70,""t"":4322},{""x"":1392,""y"":213,""dx"":-59,""dy"":-68,""t"":4355},{""x"":1432,""y"":234,""dx"":-19,""dy"":-47,""t"":4390},{""x"":1457,""y"":244,""dx"":6,""dy"":-37,""t"":4423},{""x"":1480,""y"":245,""dx"":29,""dy"":-36,""t"":4458},{""x"":1477,""y"":235,""dx"":26,""dy"":-46,""t"":4493},{""x"":1470,""y"":225,""dx"":19,""dy"":-56,""t"":4525},{""x"":1454,""y"":226,""dx"":3,""dy"":-55,""t"":4560},{""x"":1441,""y"":226,""dx"":-10,""dy"":-55,""t"":4593},{""x"":1419,""y"":215,""dx"":-32,""dy"":-66,""t"":4628},{""x"":1424,""y"":210,""dx"":-27,""dy"":-71,""t"":4663},{""x"":1470,""y"":239,""dx"":19,""dy"":-42,""t"":4696},{""x"":1513,""y"":275,""dx"":62,""dy"":-6,""t"":4730},{""x"":1574,""y"":319,""dx"":123,""dy"":38,""t"":4763},{""x"":1587,""y"":339,""dx"":136,""dy"":58,""t"":4798},{""x"":1602,""y"":366,""dx"":151,""dy"":85,""t"":4832},{""x"":1586,""y"":383,""dx"":135,""dy"":102,""t"":4865},{""x"":1609,""y"":386,""dx"":158,""dy"":105,""t"":4900},{""x"":1629,""y"":419,""dx"":178,""dy"":138,""t"":4934},{""x"":1597,""y"":415,""dx"":146,""dy"":134,""t"":4968},{""x"":1576,""y"":407,""dx"":125,""dy"":126,""t"":5001},{""x"":1553,""y"":405,""dx"":102,""dy"":124,""t"":5035},{""x"":1570,""y"":419,""dx"":119,""dy"":138,""t"":5070},{""x"":1573,""y"":414,""dx"":122,""dy"":133,""t"":5103},{""x"":1558,""y"":392,""dx"":107,""dy"":111,""t"":5137},{""x"":1520,""y"":351,""dx"":69,""dy"":70,""t"":5172},{""x"":1504,""y"":314,""dx"":53,""dy"":33,""t"":5205},{""x"":1497,""y"":301,""dx"":46,""dy"":20,""t"":5241},{""x"":1461,""y"":282,""dx"":10,""dy"":1,""t"":5274},{""x"":1433,""y"":257,""dx"":-18,""dy"":-24,""t"":5308},{""x"":1421,""y"":243,""dx"":-30,""dy"":-38,""t"":5342},{""x"":1405,""y"":244,""dx"":-46,""dy"":-37,""t"":5375},{""x"":1384,""y"":239,""dx"":-67,""dy"":-42,""t"":5410},{""x"":1388,""y"":260,""dx"":-63,""dy"":-21,""t"":5444},{""x"":1372,""y"":261,""dx"":-79,""dy"":-20,""t"":5479},{""x"":1367,""y"":235,""dx"":-84,""dy"":-46,""t"":5512},{""x"":1366,""y"":231,""dx"":-85,""dy"":-50,""t"":5546},{""x"":1384,""y"":220,""dx"":-67,""dy"":-61,""t"":5580},{""x"":1386,""y"":225,""dx"":-65,""dy"":-56,""t"":5615},{""x"":1392,""y"":225,""dx"":-59,""dy"":-56,""t"":5647},{""x"":1410,""y"":254,""dx"":-41,""dy"":-27,""t"":5683},{""x"":1420,""y"":255,""dx"":-31,""dy"":-26,""t"":5715},{""x"":1468,""y"":282,""dx"":17,""dy"":1,""t"":5750},{""x"":1461,""y"":272,""dx"":10,""dy"":-9,""t"":5783},{""x"":1447,""y"":267,""dx"":-4,""dy"":-14,""t"":5818},{""x"":1471,""y"":256,""dx"":20,""dy"":-25,""t"":5852},{""x"":1492,""y"":240,""dx"":41,""dy"":-41,""t"":5887},{""x"":1493,""y"":251,""dx"":42,""dy"":-30,""t"":5920},{""x"":1492,""y"":248,""dx"":41,""dy"":-33,""t"":5954},{""x"":1524,""y"":247,""dx"":73,""dy"":-34,""t"":5988}],[{""x"":1025,""y"":573,""dx"":54,""dy"":22,""t"":7008},{""x"":1043,""y"":595,""dx"":72,""dy"":44,""t"":7042},{""x"":1067,""y"":575,""dx"":96,""dy"":24,""t"":7076},{""x"":1054,""y"":604,""dx"":83,""dy"":53,""t"":7110},{""x"":1037,""y"":598,""dx"":66,""dy"":47,""t"":7144},{""x"":1044,""y"":600,""dx"":73,""dy"":49,""t"":7178},{""x"":1066,""y"":589,""dx"":95,""dy"":38,""t"":7212},{""x"":1047,""y"":588,""dx"":76,""dy"":37,""t"":7247},{""x"":1060,""y"":602,""dx"":89,""dy"":51,""t"":7280},{""x"":1045,""y"":594,""dx"":74,""dy"":43,""t"":7314},{""x"":1042,""y"":594,""dx"":71,""dy"":43,""t"":7347},{""x"":1031,""y"":583,""dx"":60,""dy"":32,""t"":7382},{""x"":1016,""y"":589,""dx"":45,""dy"":38,""t"":7416},{""x"":987,""y"":594,""dx"":16,""dy"":43,""t"":7450},{""x"":993,""y"":592,""dx"":22,""dy"":41,""t"":7484},{""x"":993,""y"":579,""dx"":22,""dy"":28,""t"":7518},{""x"":998,""y"":576,""dx"":27,""dy"":25,""t"":7552},{""x"":1013,""y"":571,""dx"":42,""dy"":20,""t"":7585},{""x"":1013,""y"":548,""dx"":42,""dy"":-3,""t"":7620},{""x"":1014,""y"":551,""dx"":43,""dy"":0,""t"":7655},{""x"":1015,""y"":566,""dx"":44,""dy"":15,""t"":7688},{""x"":1012,""y"":569,""dx"":41,""dy"":18,""t"":7722},{""x"":1011,""y"":572,""dx"":40,""dy"":21,""t"":7754},{""x"":1026,""y"":565,""dx"":55,""dy"":14,""t"":7790},{""x"":1028,""y"":580,""dx"":57,""dy"":29,""t"":7824},{""x"":1030,""y"":569,""dx"":59,""dy"":18,""t"":7857},{""x"":1035,""y"":569,""dx"":64,""dy"":18,""t"":7892},{""x"":1038,""y"":579,""dx"":67,""dy"":28,""t"":7926},{""x"":1041,""y"":593,""dx"":70,""dy"":42,""t"":7960},{""x"":1041,""y"":600,""dx"":70,""dy"":49,""t"":7994},{""x"":1043,""y"":597,""dx"":72,""dy"":46,""t"":8028},{""x"":1046,""y"":609,""dx"":75,""dy"":58,""t"":8062},{""x"":1053,""y"":620,""dx"":82,""dy"":69,""t"":8096},{""x"":1037,""y"":610,""dx"":66,""dy"":59,""t"":8130},{""x"":1038,""y"":610,""dx"":67,""dy"":59,""t"":8161},{""x"":1043,""y"":607,""dx"":72,""dy"":56,""t"":8199},{""x"":1039,""y"":593,""dx"":68,""dy"":42,""t"":8232},{""x"":1023,""y"":617,""dx"":52,""dy"":66,""t"":8265},{""x"":1027,""y"":601,""dx"":56,""dy"":50,""t"":8300},{""x"":1032,""y"":586,""dx"":61,""dy"":35,""t"":8334},{""x"":1034,""y"":574,""dx"":63,""dy"":23,""t"":8367},{""x"":1038,""y"":572,""dx"":67,""dy"":21,""t"":8402},{""x"":1031,""y"":552,""dx"":60,""dy"":1,""t"":8436},{""x"":1006,""y"":580,""dx"":35,""dy"":29,""t"":8470},{""x"":1013,""y"":569,""dx"":42,""dy"":18,""t"":8503},{""x"":1005,""y"":589,""dx"":34,""dy"":38,""t"":8538},{""x"":1020,""y"":589,""dx"":49,""dy"":38,""t"":8572},{""x"":1038,""y"":578,""dx"":67,""dy"":27,""t"":8606},{""x"":1042,""y"":566,""dx"":71,""dy"":15,""t"":8641},{""x"":1035,""y"":582,""dx"":64,""dy"":31,""t"":8674},{""x"":1030,""y"":601,""dx"":59,""dy"":50,""t"":8708},{""x"":1040,""y"":625,""dx"":69,""dy"":74,""t"":8742},{""x"":1043,""y"":645,""dx"":72,""dy"":94,""t"":8776},{""x"":1029,""y"":649,""dx"":58,""dy"":98,""t"":8810},{""x"":1036,""y"":649,""dx"":65,""dy"":98,""t"":8844},{""x"":1060,""y"":665,""dx"":89,""dy"":114,""t"":8878},{""x"":1059,""y"":666,""dx"":88,""dy"":115,""t"":8912},{""x"":1051,""y"":649,""dx"":80,""dy"":98,""t"":8945},{""x"":1063,""y"":679,""dx"":92,""dy"":128,""t"":8980},{""x"":1050,""y"":655,""dx"":79,""dy"":104,""t"":9014}],[{""x"":418,""y"":769,""dx"":-73,""dy"":-52,""t"":10034},{""x"":431,""y"":774,""dx"":-60,""dy"":-47,""t"":10069},{""x"":425,""y"":779,""dx"":-66,""dy"":-42,""t"":10101},{""x"":443,""y"":789,""dx"":-48,""dy"":-32,""t"":10135},{""x"":487,""y"":798,""dx"":-4,""dy"":-23,""t"":10170},{""x"":494,""y"":823,""dx"":3,""dy"":2,""t"":10206},{""x"":472,""y"":790,""dx"":-19,""dy"":-31,""t"":10238},{""x"":459,""y"":762,""dx"":-32,""dy"":-59,""t"":10272},{""x"":477,""y"":769,""dx"":-14,""dy"":-52,""t"":10306},{""x"":458,""y"":770,""dx"":-33,""dy"":-51,""t"":10339},{""x"":494,""y"":781,""dx"":3,""dy"":-40,""t"":10374},{""x"":474,""y"":755,""dx"":-17,""dy"":-66,""t"":10408},{""x"":494,""y"":775,""dx"":3,""dy"":-46,""t"":10442},{""x"":548,""y"":820,""dx"":57,""dy"":-1,""t"":10475},{""x"":580,""y"":834,""dx"":89,""dy"":13,""t"":10510},{""x"":534,""y"":814,""dx"":43,""dy"":-7,""t"":10544},{""x"":556,""y"":831,""dx"":65,""dy"":10,""t"":10578},{""x"":510,""y"":828,""dx"":19,""dy"":7,""t"":10612},{""x"":534,""y"":839,""dx"":43,""dy"":18,""t"":10646},{""x"":572,""y"":869,""dx"":81,""dy"":48,""t"":10680},{""x"":576,""y"":875,""dx"":85,""dy"":54,""t"":10714},{""x"":550,""y"":865,""dx"":59,""dy"":44,""t"":10748},{""x"":523,""y"":843,""dx"":32,""dy"":22,""t"":10783},{""x"":518,""y"":861,""dx"":27,""dy"":40,""t"":10815},{""x"":516,""y"":847,""dx"":25,""dy"":26,""t"":10850},{""x"":574,""y"":879,""dx"":83,""dy"":58,""t"":10883},{""x"":617,""y"":877,""dx"":126,""dy"":56,""t"":10919},{""x"":614,""y"":849,""dx"":123,""dy"":28,""t"":10952},{""x"":592,""y"":838,""dx"":101,""dy"":17,""t"":10985},{""x"":621,""y"":834,""dx"":130,""dy"":13,""t"":11020},{""x"":589,""y"":809,""dx"":98,""dy"":-12,""t"":11053},{""x"":588,""y"":812,""dx"":97,""dy"":-9,""t"":11088},{""x"":603,""y"":828,""dx"":112,""dy"":7,""t"":11122},{""x"":592,""y"":804,""dx"":101,""dy"":-17,""t"":11156},{""x"":577,""y"":801,""dx"":86,""dy"":-20,""t"":11189},{""x"":564,""y"":802,""dx"":73,""dy"":-19,""t"":11224},{""x"":545,""y"":823,""dx"":54,""dy"":2,""t"":11259},{""x"":518,""y"":811,""dx"":27,""dy"":-10,""t"":11292},{""x"":474,""y"":775,""dx"":-17,""dy"":-46,""t"":11323},{""x"":497,""y"":810,""dx"":6,""dy"":-11,""t"":11360},{""x"":536,""y"":853,""dx"":45,""dy"":32,""t"":11393},{""x"":539,""y"":853,""dx"":48,""dy"":32,""t"":11428},{""x"":526,""y"":844,""dx"":35,""dy"":23,""t"":11462},{""x"":528,""y"":860,""dx"":37,""dy"":39,""t"":11496},{""x"":494,""y"":855,""dx"":3,""dy"":34,""t"":11530},{""x"":526,""y"":846,""dx"":35,""dy"":25,""t"":11564},{""x"":567,""y"":860,""dx"":76,""dy"":39,""t"":11598},{""x"":579,""y"":886,""dx"":88,""dy"":65,""t"":11633},{""x"":598,""y"":888,""dx"":107,""dy"":67,""t"":11666},{""x"":619,""y"":914,""dx"":128,""dy"":93,""t"":11701},{""x"":617,""y"":909,""dx"":126,""dy"":88,""t"":11734},{""x"":612,""y"":904,""dx"":121,""dy"":83,""t"":11768},{""x"":609,""y"":861,""dx"":118,""dy"":40,""t"":11802},{""x"":601,""y"":852,""dx"":110,""dy"":31,""t"":11836},{""x"":549,""y"":765,""dx"":58,""dy"":-56,""t"":11870},{""x"":524,""y"":751,""dx"":33,""dy"":-70,""t"":11903},{""x"":493,""y"":716,""dx"":2,""dy"":-105,""t"":11938},{""x"":557,""y"":739,""dx"":66,""dy"":-82,""t"":11972},{""x"":736,""y"":736,""dx"":245,""dy"":-85,""t"":12006}],[{""x"":1287,""y"":749,""dx"":-164,""dy"":-72,""t"":13026},{""x"":1268,""y"":738,""dx"":-183,""dy"":-83,""t"":13060},{""x"":1272,""y"":724,""dx"":-179,""dy"":-97,""t"":13094},{""x"":1294,""y"":708,""dx"":-157,""dy"":-113,""t"":13128},{""x"":1301,""y"":756,""dx"":-150,""dy"":-65,""t"":13161},{""x"":1339,""y"":832,""dx"":-112,""dy"":11,""t"":13195},{""x"":1347,""y"":888,""dx"":-104,""dy"":67,""t"":13229},{""x"":1339,""y"":920,""dx"":-112,""dy"":99,""t"":13265},{""x"":1331,""y"":945,""dx"":-120,""dy"":124,""t"":13295},{""x"":1350,""y"":944,""dx"":-101,""dy"":123,""t"":13332},{""x"":1355,""y"":916,""dx"":-96,""dy"":95,""t"":13366},{""x"":1377,""y"":920,""dx"":-74,""dy"":99,""t"":13401},{""x"":1408,""y"":913,""dx"":-43,""dy"":92,""t"":13434},{""x"":1447,""y"":891,""dx"":-4,""dy"":70,""t"":13468},{""x"":1430,""y"":887,""dx"":-21,""dy"":66,""t"":13501},{""x"":1446,""y"":868,""dx"":-5,""dy"":47,""t"":13536},{""x"":1420,""y"":872,""dx"":-31,""dy"":51,""t"":13569},{""x"":1415,""y"":867,""dx"":-36,""dy"":46,""t"":13604},{""x"":1384,""y"":838,""dx"":-67,""dy"":17,""t"":13638},{""x"":1378,""y"":833,""dx"":-73,""dy"":12,""t"":13671},{""x"":1384,""y"":855,""dx"":-67,""dy"":34,""t"":13707},{""x"":1380,""y"":852,""dx"":-71,""dy"":31,""t"":13740},{""x"":1358,""y"":883,""dx"":-93,""dy"":62,""t"":13773},{""x"":1346,""y"":870,""dx"":-105,""dy"":49,""t"":13808},{""x"":1354,""y"":893,""dx"":-97,""dy"":72,""t"":13842},{""x"":1357,""y"":902,""dx"":-94,""dy"":81,""t"":13877},{""x"":1364,""y"":891,""dx"":-87,""dy"":70,""t"":13910},{""x"":1408,""y"":887,""dx"":-43,""dy"":66,""t"":13944},{""x"":1407,""y"":874,""dx"":-44,""dy"":53,""t"":13978},{""x"":1401,""y"":872,""dx"":-50,""dy"":51,""t"":14012},{""x"":1411,""y"":884,""dx"":-40,""dy"":63,""t"":14046},{""x"":1421,""y"":899,""dx"":-30,""dy"":78,""t"":14080},{""x"":1421,""y"":908,""dx"":-30,""dy"":87,""t"":14113},{""x"":1429,""y"":911,""dx"":-22,""dy"":90,""t"":14148},{""x"":1398,""y"":901,""dx"":-53,""dy"":80,""t"":14182},{""x"":1393,""y"":919,""dx"":-58,""dy"":98,""t"":14216},{""x"":1397,""y"":920,""dx"":-54,""dy"":99,""t"":14251},{""x"":1395,""y"":918,""dx"":-56,""dy"":97,""t"":14284},{""x"":1392,""y"":936,""dx"":-59,""dy"":115,""t"":14318},{""x"":1351,""y"":921,""dx"":-100,""dy"":100,""t"":14352},{""x"":1331,""y"":903,""dx"":-120,""dy"":82,""t"":14385},{""x"":1349,""y"":892,""dx"":-102,""dy"":71,""t"":14420},{""x"":1346,""y"":885,""dx"":-105,""dy"":64,""t"":14454},{""x"":1344,""y"":880,""dx"":-107,""dy"":59,""t"":14486},{""x"":1365,""y"":887,""dx"":-86,""dy"":66,""t"":14521},{""x"":1370,""y"":873,""dx"":-81,""dy"":52,""t"":14556},{""x"":1354,""y"":889,""dx"":-97,""dy"":68,""t"":14591},{""x"":1351,""y"":862,""dx"":-100,""dy"":41,""t"":14623},{""x"":1345,""y"":858,""dx"":-106,""dy"":37,""t"":14658},{""x"":1323,""y"":855,""dx"":-128,""dy"":34,""t"":14692},{""x"":1331,""y"":858,""dx"":-120,""dy"":37,""t"":14726},{""x"":1308,""y"":854,""dx"":-143,""dy"":33,""t"":14759},{""x"":1307,""y"":833,""dx"":-144,""dy"":12,""t"":14793},{""x"":1299,""y"":847,""dx"":-152,""dy"":26,""t"":14828},{""x"":1311,""y"":849,""dx"":-140,""dy"":28,""t"":14862},{""x"":1323,""y"":851,""dx"":-128,""dy"":30,""t"":14894},{""x"":1337,""y"":859,""dx"":-114,""dy"":38,""t"":14930},{""x"":1354,""y"":878,""dx"":-97,""dy"":57,""t"":14963},{""x"":1352,""y"":876,""dx"":-99,""dy"":55,""t"":14998},{""x"":1383,""y"":874,""dx"":-68,""dy"":53,""t"":15033}]]","[90,98.30508474576271,100,98.30508474576271,96.66666666666667]","[{""x"":-13.55,""y"":70.5,""r"":123.40440746475053},{""x"":16.728813559322035,""y"":-11.491525423728813,""r"":73.84759767047714},{""x"":61.81666666666667,""y"":44.68333333333333,""r"":40.18830059938818},{""x"":49.983050847457626,""y"":1.1016949152542372,""r"":59.11904495665663},{""x"":-88.7,""y"":50.13333333333333,""r"":68.81744915634394}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
