"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","2731","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2738","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","6458","0.0-2.0-0.0","","","","","3718","{""name"":""何靓雯"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","8290","0.0-2.0-1.0","","","","","1831","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","19481","0.0-3.0","","","","","","","","18","","","","","","","","","","","","","","","","",""
"","html-button-response","5","20810","0.0-4.0-0.0","","","","","1326","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","31580","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","33025","0.0-4.0-2.0","","","","","1445","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","50057","0.0-4.0-3.0","","","","","","","","","","[[{""x"":455,""y"":351,""dx"":-36,""dy"":70,""t"":990},{""x"":480,""y"":360,""dx"":-11,""dy"":79,""t"":1024},{""x"":507,""y"":372,""dx"":16,""dy"":91,""t"":1058},{""x"":523,""y"":386,""dx"":32,""dy"":105,""t"":1092},{""x"":530,""y"":394,""dx"":39,""dy"":113,""t"":1126},{""x"":556,""y"":404,""dx"":65,""dy"":123,""t"":1159},{""x"":587,""y"":418,""dx"":96,""dy"":137,""t"":1194},{""x"":583,""y"":431,""dx"":92,""dy"":150,""t"":1228},{""x"":604,""y"":448,""dx"":113,""dy"":167,""t"":1262},{""x"":606,""y"":464,""dx"":115,""dy"":183,""t"":1297},{""x"":604,""y"":476,""dx"":113,""dy"":195,""t"":1330},{""x"":580,""y"":488,""dx"":89,""dy"":207,""t"":1364},{""x"":564,""y"":480,""dx"":73,""dy"":199,""t"":1397},{""x"":558,""y"":472,""dx"":67,""dy"":191,""t"":1432},{""x"":569,""y"":489,""dx"":78,""dy"":208,""t"":1466},{""x"":548,""y"":487,""dx"":57,""dy"":206,""t"":1500},{""x"":516,""y"":479,""dx"":25,""dy"":198,""t"":1533},{""x"":516,""y"":467,""dx"":25,""dy"":186,""t"":1568},{""x"":521,""y"":470,""dx"":30,""dy"":189,""t"":1602},{""x"":536,""y"":473,""dx"":45,""dy"":192,""t"":1636},{""x"":534,""y"":470,""dx"":43,""dy"":189,""t"":1670},{""x"":530,""y"":473,""dx"":39,""dy"":192,""t"":1704},{""x"":518,""y"":479,""dx"":27,""dy"":198,""t"":1738},{""x"":522,""y"":463,""dx"":31,""dy"":182,""t"":1772},{""x"":513,""y"":467,""dx"":22,""dy"":186,""t"":1806},{""x"":537,""y"":468,""dx"":46,""dy"":187,""t"":1840},{""x"":522,""y"":434,""dx"":31,""dy"":153,""t"":1875},{""x"":518,""y"":427,""dx"":27,""dy"":146,""t"":1908},{""x"":537,""y"":431,""dx"":46,""dy"":150,""t"":1942},{""x"":554,""y"":435,""dx"":63,""dy"":154,""t"":1973},{""x"":564,""y"":442,""dx"":73,""dy"":161,""t"":2011},{""x"":552,""y"":429,""dx"":61,""dy"":148,""t"":2045},{""x"":555,""y"":431,""dx"":64,""dy"":150,""t"":2078},{""x"":547,""y"":426,""dx"":56,""dy"":145,""t"":2112},{""x"":532,""y"":408,""dx"":41,""dy"":127,""t"":2146},{""x"":545,""y"":407,""dx"":54,""dy"":126,""t"":2179},{""x"":526,""y"":393,""dx"":35,""dy"":112,""t"":2214},{""x"":517,""y"":377,""dx"":26,""dy"":96,""t"":2247},{""x"":526,""y"":368,""dx"":35,""dy"":87,""t"":2282},{""x"":536,""y"":358,""dx"":45,""dy"":77,""t"":2316},{""x"":533,""y"":352,""dx"":42,""dy"":71,""t"":2350},{""x"":531,""y"":348,""dx"":40,""dy"":67,""t"":2382},{""x"":524,""y"":349,""dx"":33,""dy"":68,""t"":2418},{""x"":529,""y"":358,""dx"":38,""dy"":77,""t"":2452},{""x"":538,""y"":358,""dx"":47,""dy"":77,""t"":2487},{""x"":549,""y"":357,""dx"":58,""dy"":76,""t"":2520},{""x"":562,""y"":375,""dx"":71,""dy"":94,""t"":2555},{""x"":519,""y"":396,""dx"":28,""dy"":115,""t"":2588},{""x"":538,""y"":412,""dx"":47,""dy"":131,""t"":2622},{""x"":555,""y"":415,""dx"":64,""dy"":134,""t"":2656},{""x"":573,""y"":419,""dx"":82,""dy"":138,""t"":2690},{""x"":569,""y"":426,""dx"":78,""dy"":145,""t"":2724},{""x"":577,""y"":448,""dx"":86,""dy"":167,""t"":2758},{""x"":588,""y"":466,""dx"":97,""dy"":185,""t"":2792},{""x"":585,""y"":465,""dx"":94,""dy"":184,""t"":2825},{""x"":564,""y"":491,""dx"":73,""dy"":210,""t"":2859},{""x"":557,""y"":487,""dx"":66,""dy"":206,""t"":2894},{""x"":575,""y"":490,""dx"":84,""dy"":209,""t"":2928},{""x"":554,""y"":482,""dx"":63,""dy"":201,""t"":2962}],[{""x"":1469,""y"":308,""dx"":18,""dy"":27,""t"":4016},{""x"":1484,""y"":297,""dx"":33,""dy"":16,""t"":4051},{""x"":1467,""y"":320,""dx"":16,""dy"":39,""t"":4084},{""x"":1459,""y"":338,""dx"":8,""dy"":57,""t"":4119},{""x"":1456,""y"":339,""dx"":5,""dy"":58,""t"":4152},{""x"":1464,""y"":367,""dx"":13,""dy"":86,""t"":4187},{""x"":1480,""y"":399,""dx"":29,""dy"":118,""t"":4220},{""x"":1497,""y"":420,""dx"":46,""dy"":139,""t"":4254},{""x"":1484,""y"":427,""dx"":33,""dy"":146,""t"":4288},{""x"":1489,""y"":431,""dx"":38,""dy"":150,""t"":4322},{""x"":1509,""y"":434,""dx"":58,""dy"":153,""t"":4357},{""x"":1528,""y"":448,""dx"":77,""dy"":167,""t"":4391},{""x"":1532,""y"":474,""dx"":81,""dy"":193,""t"":4423},{""x"":1545,""y"":475,""dx"":94,""dy"":194,""t"":4458},{""x"":1537,""y"":459,""dx"":86,""dy"":178,""t"":4492},{""x"":1524,""y"":451,""dx"":73,""dy"":170,""t"":4526},{""x"":1498,""y"":456,""dx"":47,""dy"":175,""t"":4559},{""x"":1485,""y"":468,""dx"":34,""dy"":187,""t"":4594},{""x"":1486,""y"":472,""dx"":35,""dy"":191,""t"":4628},{""x"":1485,""y"":492,""dx"":34,""dy"":211,""t"":4662},{""x"":1499,""y"":482,""dx"":48,""dy"":201,""t"":4696},{""x"":1478,""y"":490,""dx"":27,""dy"":209,""t"":4731},{""x"":1452,""y"":487,""dx"":1,""dy"":206,""t"":4763},{""x"":1482,""y"":477,""dx"":31,""dy"":196,""t"":4799},{""x"":1477,""y"":465,""dx"":26,""dy"":184,""t"":4832},{""x"":1485,""y"":466,""dx"":34,""dy"":185,""t"":4867},{""x"":1496,""y"":455,""dx"":45,""dy"":174,""t"":4900},{""x"":1517,""y"":454,""dx"":66,""dy"":173,""t"":4934},{""x"":1523,""y"":457,""dx"":72,""dy"":176,""t"":4969},{""x"":1532,""y"":448,""dx"":81,""dy"":167,""t"":5002},{""x"":1537,""y"":446,""dx"":86,""dy"":165,""t"":5036},{""x"":1539,""y"":446,""dx"":88,""dy"":165,""t"":5070},{""x"":1542,""y"":451,""dx"":91,""dy"":170,""t"":5104},{""x"":1549,""y"":436,""dx"":98,""dy"":155,""t"":5138},{""x"":1550,""y"":430,""dx"":99,""dy"":149,""t"":5172},{""x"":1552,""y"":432,""dx"":101,""dy"":151,""t"":5206},{""x"":1554,""y"":428,""dx"":103,""dy"":147,""t"":5239},{""x"":1560,""y"":438,""dx"":109,""dy"":157,""t"":5274},{""x"":1531,""y"":434,""dx"":80,""dy"":153,""t"":5308},{""x"":1535,""y"":438,""dx"":84,""dy"":157,""t"":5342},{""x"":1536,""y"":453,""dx"":85,""dy"":172,""t"":5376},{""x"":1542,""y"":460,""dx"":91,""dy"":179,""t"":5409},{""x"":1537,""y"":472,""dx"":86,""dy"":191,""t"":5443},{""x"":1548,""y"":460,""dx"":97,""dy"":179,""t"":5478},{""x"":1556,""y"":442,""dx"":105,""dy"":161,""t"":5512},{""x"":1562,""y"":425,""dx"":111,""dy"":144,""t"":5543},{""x"":1554,""y"":425,""dx"":103,""dy"":144,""t"":5579},{""x"":1545,""y"":420,""dx"":94,""dy"":139,""t"":5614},{""x"":1553,""y"":436,""dx"":102,""dy"":155,""t"":5648},{""x"":1529,""y"":425,""dx"":78,""dy"":144,""t"":5682},{""x"":1537,""y"":427,""dx"":86,""dy"":146,""t"":5715},{""x"":1541,""y"":450,""dx"":90,""dy"":169,""t"":5750},{""x"":1518,""y"":459,""dx"":67,""dy"":178,""t"":5784},{""x"":1542,""y"":466,""dx"":91,""dy"":185,""t"":5818},{""x"":1547,""y"":477,""dx"":96,""dy"":196,""t"":5852},{""x"":1570,""y"":497,""dx"":119,""dy"":216,""t"":5886},{""x"":1542,""y"":486,""dx"":91,""dy"":205,""t"":5920},{""x"":1515,""y"":488,""dx"":64,""dy"":207,""t"":5952},{""x"":1526,""y"":501,""dx"":75,""dy"":220,""t"":5988}],[{""x"":1145,""y"":606,""dx"":174,""dy"":55,""t"":7025},{""x"":1160,""y"":599,""dx"":189,""dy"":48,""t"":7043},{""x"":1162,""y"":599,""dx"":191,""dy"":48,""t"":7075},{""x"":1143,""y"":595,""dx"":172,""dy"":44,""t"":7107},{""x"":1174,""y"":589,""dx"":203,""dy"":38,""t"":7144},{""x"":1167,""y"":588,""dx"":196,""dy"":37,""t"":7178},{""x"":1150,""y"":578,""dx"":179,""dy"":27,""t"":7213},{""x"":1127,""y"":578,""dx"":156,""dy"":27,""t"":7247},{""x"":1127,""y"":572,""dx"":156,""dy"":21,""t"":7281},{""x"":1132,""y"":567,""dx"":161,""dy"":16,""t"":7314},{""x"":1122,""y"":573,""dx"":151,""dy"":22,""t"":7347},{""x"":1118,""y"":593,""dx"":147,""dy"":42,""t"":7382},{""x"":1115,""y"":595,""dx"":144,""dy"":44,""t"":7416},{""x"":1097,""y"":598,""dx"":126,""dy"":47,""t"":7449},{""x"":1091,""y"":595,""dx"":120,""dy"":44,""t"":7484},{""x"":1086,""y"":593,""dx"":115,""dy"":42,""t"":7515},{""x"":1088,""y"":601,""dx"":117,""dy"":50,""t"":7552},{""x"":1071,""y"":587,""dx"":100,""dy"":36,""t"":7586},{""x"":1064,""y"":567,""dx"":93,""dy"":16,""t"":7620},{""x"":1090,""y"":581,""dx"":119,""dy"":30,""t"":7655},{""x"":1092,""y"":579,""dx"":121,""dy"":28,""t"":7689},{""x"":1095,""y"":566,""dx"":124,""dy"":15,""t"":7722},{""x"":1111,""y"":582,""dx"":140,""dy"":31,""t"":7756},{""x"":1141,""y"":595,""dx"":170,""dy"":44,""t"":7789},{""x"":1150,""y"":608,""dx"":179,""dy"":57,""t"":7824},{""x"":1155,""y"":606,""dx"":184,""dy"":55,""t"":7858},{""x"":1147,""y"":609,""dx"":176,""dy"":58,""t"":7892},{""x"":1129,""y"":601,""dx"":158,""dy"":50,""t"":7926},{""x"":1120,""y"":594,""dx"":149,""dy"":43,""t"":7959},{""x"":1111,""y"":584,""dx"":140,""dy"":33,""t"":7994},{""x"":1111,""y"":583,""dx"":140,""dy"":32,""t"":8028},{""x"":1106,""y"":597,""dx"":135,""dy"":46,""t"":8062},{""x"":1103,""y"":608,""dx"":132,""dy"":57,""t"":8096},{""x"":1086,""y"":591,""dx"":115,""dy"":40,""t"":8130},{""x"":1085,""y"":604,""dx"":114,""dy"":53,""t"":8164},{""x"":1085,""y"":619,""dx"":114,""dy"":68,""t"":8197},{""x"":1100,""y"":626,""dx"":129,""dy"":75,""t"":8232},{""x"":1085,""y"":625,""dx"":114,""dy"":74,""t"":8266},{""x"":1093,""y"":629,""dx"":122,""dy"":78,""t"":8301},{""x"":1089,""y"":635,""dx"":118,""dy"":84,""t"":8334},{""x"":1091,""y"":624,""dx"":120,""dy"":73,""t"":8368},{""x"":1071,""y"":605,""dx"":100,""dy"":54,""t"":8402},{""x"":1063,""y"":602,""dx"":92,""dy"":51,""t"":8436},{""x"":1062,""y"":591,""dx"":91,""dy"":40,""t"":8470},{""x"":1067,""y"":588,""dx"":96,""dy"":37,""t"":8504},{""x"":1087,""y"":596,""dx"":116,""dy"":45,""t"":8538},{""x"":1090,""y"":608,""dx"":119,""dy"":57,""t"":8572},{""x"":1087,""y"":621,""dx"":116,""dy"":70,""t"":8606},{""x"":1096,""y"":634,""dx"":125,""dy"":83,""t"":8640},{""x"":1074,""y"":614,""dx"":103,""dy"":63,""t"":8674},{""x"":1076,""y"":631,""dx"":105,""dy"":80,""t"":8708},{""x"":1089,""y"":630,""dx"":118,""dy"":79,""t"":8742},{""x"":1094,""y"":624,""dx"":123,""dy"":73,""t"":8776},{""x"":1095,""y"":608,""dx"":124,""dy"":57,""t"":8809},{""x"":1095,""y"":615,""dx"":124,""dy"":64,""t"":8843},{""x"":1091,""y"":604,""dx"":120,""dy"":53,""t"":8878},{""x"":1092,""y"":603,""dx"":121,""dy"":52,""t"":8911},{""x"":1084,""y"":621,""dx"":113,""dy"":70,""t"":8946},{""x"":1072,""y"":606,""dx"":101,""dy"":55,""t"":8979},{""x"":1076,""y"":600,""dx"":105,""dy"":49,""t"":9014}],[{""x"":645,""y"":804,""dx"":154,""dy"":-17,""t"":10034},{""x"":649,""y"":808,""dx"":158,""dy"":-13,""t"":10068},{""x"":640,""y"":809,""dx"":149,""dy"":-12,""t"":10102},{""x"":633,""y"":807,""dx"":142,""dy"":-14,""t"":10137},{""x"":634,""y"":809,""dx"":143,""dy"":-12,""t"":10170},{""x"":635,""y"":819,""dx"":144,""dy"":-2,""t"":10203},{""x"":633,""y"":824,""dx"":142,""dy"":3,""t"":10237},{""x"":626,""y"":830,""dx"":135,""dy"":9,""t"":10272},{""x"":640,""y"":842,""dx"":149,""dy"":21,""t"":10306},{""x"":644,""y"":838,""dx"":153,""dy"":17,""t"":10341},{""x"":638,""y"":837,""dx"":147,""dy"":16,""t"":10374},{""x"":648,""y"":838,""dx"":157,""dy"":17,""t"":10408},{""x"":652,""y"":846,""dx"":161,""dy"":25,""t"":10443},{""x"":649,""y"":851,""dx"":158,""dy"":30,""t"":10476},{""x"":646,""y"":851,""dx"":155,""dy"":30,""t"":10509},{""x"":643,""y"":852,""dx"":152,""dy"":31,""t"":10545},{""x"":647,""y"":864,""dx"":156,""dy"":43,""t"":10578},{""x"":644,""y"":865,""dx"":153,""dy"":44,""t"":10611},{""x"":630,""y"":850,""dx"":139,""dy"":29,""t"":10646},{""x"":658,""y"":856,""dx"":167,""dy"":35,""t"":10680},{""x"":682,""y"":861,""dx"":191,""dy"":40,""t"":10712},{""x"":675,""y"":844,""dx"":184,""dy"":23,""t"":10749},{""x"":675,""y"":846,""dx"":184,""dy"":25,""t"":10782},{""x"":685,""y"":850,""dx"":194,""dy"":29,""t"":10816},{""x"":665,""y"":845,""dx"":174,""dy"":24,""t"":10850},{""x"":653,""y"":838,""dx"":162,""dy"":17,""t"":10883},{""x"":671,""y"":843,""dx"":180,""dy"":22,""t"":10918},{""x"":670,""y"":829,""dx"":179,""dy"":8,""t"":10952},{""x"":670,""y"":830,""dx"":179,""dy"":9,""t"":10986},{""x"":673,""y"":833,""dx"":182,""dy"":12,""t"":11020},{""x"":676,""y"":829,""dx"":185,""dy"":8,""t"":11054},{""x"":666,""y"":815,""dx"":175,""dy"":-6,""t"":11087},{""x"":657,""y"":804,""dx"":166,""dy"":-17,""t"":11120},{""x"":660,""y"":798,""dx"":169,""dy"":-23,""t"":11155},{""x"":671,""y"":809,""dx"":180,""dy"":-12,""t"":11191},{""x"":675,""y"":800,""dx"":184,""dy"":-21,""t"":11224},{""x"":674,""y"":805,""dx"":183,""dy"":-16,""t"":11259},{""x"":673,""y"":812,""dx"":182,""dy"":-9,""t"":11292},{""x"":656,""y"":808,""dx"":165,""dy"":-13,""t"":11326},{""x"":670,""y"":812,""dx"":179,""dy"":-9,""t"":11359},{""x"":659,""y"":812,""dx"":168,""dy"":-9,""t"":11394},{""x"":666,""y"":821,""dx"":175,""dy"":0,""t"":11428},{""x"":672,""y"":819,""dx"":181,""dy"":-2,""t"":11462},{""x"":684,""y"":819,""dx"":193,""dy"":-2,""t"":11496},{""x"":670,""y"":819,""dx"":179,""dy"":-2,""t"":11530},{""x"":671,""y"":824,""dx"":180,""dy"":3,""t"":11564},{""x"":667,""y"":814,""dx"":176,""dy"":-7,""t"":11598},{""x"":659,""y"":816,""dx"":168,""dy"":-5,""t"":11632},{""x"":662,""y"":809,""dx"":171,""dy"":-12,""t"":11665},{""x"":659,""y"":809,""dx"":168,""dy"":-12,""t"":11699},{""x"":655,""y"":802,""dx"":164,""dy"":-19,""t"":11734},{""x"":660,""y"":808,""dx"":169,""dy"":-13,""t"":11767},{""x"":660,""y"":799,""dx"":169,""dy"":-22,""t"":11802},{""x"":665,""y"":807,""dx"":174,""dy"":-14,""t"":11836},{""x"":655,""y"":806,""dx"":164,""dy"":-15,""t"":11870},{""x"":667,""y"":807,""dx"":176,""dy"":-14,""t"":11904},{""x"":667,""y"":814,""dx"":176,""dy"":-7,""t"":11938},{""x"":664,""y"":811,""dx"":173,""dy"":-10,""t"":11972},{""x"":660,""y"":815,""dx"":169,""dy"":-6,""t"":12006}],[{""x"":1582,""y"":741,""dx"":131,""dy"":-80,""t"":13026},{""x"":1559,""y"":728,""dx"":108,""dy"":-93,""t"":13059},{""x"":1544,""y"":716,""dx"":93,""dy"":-105,""t"":13095},{""x"":1541,""y"":724,""dx"":90,""dy"":-97,""t"":13128},{""x"":1524,""y"":731,""dx"":73,""dy"":-90,""t"":13161},{""x"":1522,""y"":736,""dx"":71,""dy"":-85,""t"":13196},{""x"":1516,""y"":747,""dx"":65,""dy"":-74,""t"":13230},{""x"":1507,""y"":760,""dx"":56,""dy"":-61,""t"":13263},{""x"":1495,""y"":760,""dx"":44,""dy"":-61,""t"":13297},{""x"":1484,""y"":785,""dx"":33,""dy"":-36,""t"":13332},{""x"":1467,""y"":786,""dx"":16,""dy"":-35,""t"":13366},{""x"":1477,""y"":797,""dx"":26,""dy"":-24,""t"":13400},{""x"":1466,""y"":810,""dx"":15,""dy"":-11,""t"":13434},{""x"":1466,""y"":819,""dx"":15,""dy"":-2,""t"":13468},{""x"":1460,""y"":817,""dx"":9,""dy"":-4,""t"":13502},{""x"":1479,""y"":814,""dx"":28,""dy"":-7,""t"":13536},{""x"":1489,""y"":811,""dx"":38,""dy"":-10,""t"":13570},{""x"":1490,""y"":806,""dx"":39,""dy"":-15,""t"":13604},{""x"":1494,""y"":795,""dx"":43,""dy"":-26,""t"":13639},{""x"":1484,""y"":787,""dx"":33,""dy"":-34,""t"":13672},{""x"":1506,""y"":782,""dx"":55,""dy"":-39,""t"":13706},{""x"":1493,""y"":780,""dx"":42,""dy"":-41,""t"":13740},{""x"":1493,""y"":789,""dx"":42,""dy"":-32,""t"":13774},{""x"":1501,""y"":797,""dx"":50,""dy"":-24,""t"":13808},{""x"":1510,""y"":777,""dx"":59,""dy"":-44,""t"":13842},{""x"":1503,""y"":782,""dx"":52,""dy"":-39,""t"":13876},{""x"":1517,""y"":787,""dx"":66,""dy"":-34,""t"":13909},{""x"":1509,""y"":781,""dx"":58,""dy"":-40,""t"":13944},{""x"":1497,""y"":788,""dx"":46,""dy"":-33,""t"":13978},{""x"":1494,""y"":767,""dx"":43,""dy"":-54,""t"":14011},{""x"":1486,""y"":791,""dx"":35,""dy"":-30,""t"":14046},{""x"":1487,""y"":802,""dx"":36,""dy"":-19,""t"":14080},{""x"":1481,""y"":808,""dx"":30,""dy"":-13,""t"":14114},{""x"":1466,""y"":807,""dx"":15,""dy"":-14,""t"":14148},{""x"":1460,""y"":813,""dx"":9,""dy"":-8,""t"":14183},{""x"":1466,""y"":814,""dx"":15,""dy"":-7,""t"":14215},{""x"":1465,""y"":821,""dx"":14,""dy"":0,""t"":14249},{""x"":1465,""y"":826,""dx"":14,""dy"":5,""t"":14282},{""x"":1464,""y"":812,""dx"":13,""dy"":-9,""t"":14318},{""x"":1478,""y"":814,""dx"":27,""dy"":-7,""t"":14351},{""x"":1482,""y"":822,""dx"":31,""dy"":1,""t"":14386},{""x"":1489,""y"":828,""dx"":38,""dy"":7,""t"":14420},{""x"":1499,""y"":828,""dx"":48,""dy"":7,""t"":14455},{""x"":1505,""y"":821,""dx"":54,""dy"":0,""t"":14488},{""x"":1504,""y"":822,""dx"":53,""dy"":1,""t"":14522},{""x"":1501,""y"":827,""dx"":50,""dy"":6,""t"":14556},{""x"":1502,""y"":815,""dx"":51,""dy"":-6,""t"":14589},{""x"":1507,""y"":818,""dx"":56,""dy"":-3,""t"":14623},{""x"":1492,""y"":812,""dx"":41,""dy"":-9,""t"":14658},{""x"":1480,""y"":807,""dx"":29,""dy"":-14,""t"":14689},{""x"":1477,""y"":812,""dx"":26,""dy"":-9,""t"":14726},{""x"":1468,""y"":808,""dx"":17,""dy"":-13,""t"":14759},{""x"":1466,""y"":812,""dx"":15,""dy"":-9,""t"":14795},{""x"":1466,""y"":822,""dx"":15,""dy"":1,""t"":14828},{""x"":1464,""y"":824,""dx"":13,""dy"":3,""t"":14861},{""x"":1462,""y"":826,""dx"":11,""dy"":5,""t"":14897},{""x"":1465,""y"":820,""dx"":14,""dy"":-1,""t"":14929},{""x"":1471,""y"":813,""dx"":20,""dy"":-8,""t"":14964},{""x"":1471,""y"":820,""dx"":20,""dy"":-1,""t"":14998},{""x"":1472,""y"":814,""dx"":21,""dy"":-7,""t"":15032}]]","[76.27118644067797,74.57627118644068,98.33333333333333,100,100]","[{""x"":53.88135593220339,""y"":147.6271186440678,""r"":48.02718755079324},{""x"":67.10169491525424,""y"":159.74576271186442,""r"":36.04174221433111},{""x"":133.58333333333334,""y"":49.333333333333336,""r"":44.62744602447802},{""x"":167.52542372881356,""y"":3.440677966101695,""r"":20.49751773425999},{""x"":39.5,""y"":-24.683333333333334,""r"":41.478903556856466}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.46","validate","","","","","","","","","",""
"","html-keyboard-response","9","51625","0.0-5.0-0.0","","","","","1567"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
