"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","webgazer_data","webgazer_targets","size","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","31520","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","31525","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","42845","0.0-2.0-0.0","","","","","11318","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","44717","0.0-2.0-1.0","","","","","1870","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","79438","0.0-3.0","","","","","","","","2211","","","","","","","","","","","","","","","","",""
"","html-button-response","5","80813","0.0-4.0-0.0","","","","","1373","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","91984","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","93709","0.0-4.0-2.0","","","","","1724","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","111773","0.0-4.0-3.0","","","","","","","","","","[[{""x"":644,""y"":632,""dx"":157.5,""dy"":354.5,""t"":990},{""x"":698,""y"":694,""dx"":211.5,""dy"":416.5,""t"":1024},{""x"":740,""y"":698,""dx"":253.5,""dy"":420.5,""t"":1058},{""x"":747,""y"":671,""dx"":260.5,""dy"":393.5,""t"":1092},{""x"":736,""y"":658,""dx"":249.5,""dy"":380.5,""t"":1126},{""x"":732,""y"":619,""dx"":245.5,""dy"":341.5,""t"":1160},{""x"":694,""y"":603,""dx"":207.5,""dy"":325.5,""t"":1193},{""x"":670,""y"":563,""dx"":183.5,""dy"":285.5,""t"":1228},{""x"":650,""y"":512,""dx"":163.5,""dy"":234.5,""t"":1262},{""x"":603,""y"":453,""dx"":116.5,""dy"":175.5,""t"":1295},{""x"":615,""y"":405,""dx"":128.5,""dy"":127.5,""t"":1330},{""x"":603,""y"":357,""dx"":116.5,""dy"":79.5,""t"":1364},{""x"":581,""y"":316,""dx"":94.5,""dy"":38.5,""t"":1398},{""x"":541,""y"":285,""dx"":54.5,""dy"":7.5,""t"":1432},{""x"":527,""y"":266,""dx"":40.5,""dy"":-11.5,""t"":1466},{""x"":510,""y"":237,""dx"":23.5,""dy"":-40.5,""t"":1500},{""x"":499,""y"":222,""dx"":12.5,""dy"":-55.5,""t"":1534},{""x"":485,""y"":244,""dx"":-1.5,""dy"":-33.5,""t"":1568},{""x"":494,""y"":233,""dx"":7.5,""dy"":-44.5,""t"":1603},{""x"":487,""y"":228,""dx"":0.5,""dy"":-49.5,""t"":1636},{""x"":469,""y"":211,""dx"":-17.5,""dy"":-66.5,""t"":1670},{""x"":451,""y"":202,""dx"":-35.5,""dy"":-75.5,""t"":1703},{""x"":484,""y"":247,""dx"":-2.5,""dy"":-30.5,""t"":1737},{""x"":461,""y"":228,""dx"":-25.5,""dy"":-49.5,""t"":1773},{""x"":456,""y"":254,""dx"":-30.5,""dy"":-23.5,""t"":1806},{""x"":433,""y"":231,""dx"":-53.5,""dy"":-46.5,""t"":1840},{""x"":411,""y"":219,""dx"":-75.5,""dy"":-58.5,""t"":1873},{""x"":408,""y"":220,""dx"":-78.5,""dy"":-57.5,""t"":1908},{""x"":391,""y"":206,""dx"":-95.5,""dy"":-71.5,""t"":1942},{""x"":374,""y"":193,""dx"":-112.5,""dy"":-84.5,""t"":1976},{""x"":365,""y"":200,""dx"":-121.5,""dy"":-77.5,""t"":2009},{""x"":363,""y"":192,""dx"":-123.5,""dy"":-85.5,""t"":2043},{""x"":348,""y"":215,""dx"":-138.5,""dy"":-62.5,""t"":2077},{""x"":336,""y"":216,""dx"":-150.5,""dy"":-61.5,""t"":2112},{""x"":350,""y"":216,""dx"":-136.5,""dy"":-61.5,""t"":2146},{""x"":369,""y"":209,""dx"":-117.5,""dy"":-68.5,""t"":2180},{""x"":342,""y"":218,""dx"":-144.5,""dy"":-59.5,""t"":2214},{""x"":320,""y"":225,""dx"":-166.5,""dy"":-52.5,""t"":2246},{""x"":316,""y"":244,""dx"":-170.5,""dy"":-33.5,""t"":2282},{""x"":315,""y"":265,""dx"":-171.5,""dy"":-12.5,""t"":2316},{""x"":343,""y"":269,""dx"":-143.5,""dy"":-8.5,""t"":2350},{""x"":341,""y"":284,""dx"":-145.5,""dy"":6.5,""t"":2383},{""x"":380,""y"":287,""dx"":-106.5,""dy"":9.5,""t"":2418},{""x"":374,""y"":310,""dx"":-112.5,""dy"":32.5,""t"":2452},{""x"":397,""y"":308,""dx"":-89.5,""dy"":30.5,""t"":2486},{""x"":384,""y"":291,""dx"":-102.5,""dy"":13.5,""t"":2520},{""x"":367,""y"":306,""dx"":-119.5,""dy"":28.5,""t"":2554},{""x"":354,""y"":300,""dx"":-132.5,""dy"":22.5,""t"":2588},{""x"":347,""y"":315,""dx"":-139.5,""dy"":37.5,""t"":2621},{""x"":359,""y"":300,""dx"":-127.5,""dy"":22.5,""t"":2657},{""x"":391,""y"":301,""dx"":-95.5,""dy"":23.5,""t"":2691},{""x"":399,""y"":286,""dx"":-87.5,""dy"":8.5,""t"":2724},{""x"":423,""y"":308,""dx"":-63.5,""dy"":30.5,""t"":2758},{""x"":410,""y"":303,""dx"":-76.5,""dy"":25.5,""t"":2792},{""x"":418,""y"":306,""dx"":-68.5,""dy"":28.5,""t"":2827},{""x"":443,""y"":299,""dx"":-43.5,""dy"":21.5,""t"":2860},{""x"":453,""y"":312,""dx"":-33.5,""dy"":34.5,""t"":2893},{""x"":440,""y"":304,""dx"":-46.5,""dy"":26.5,""t"":2928},{""x"":444,""y"":316,""dx"":-42.5,""dy"":38.5,""t"":2963}],[{""x"":1617,""y"":180,""dx"":179.5,""dy"":-97.5,""t"":4016},{""x"":1614,""y"":161,""dx"":176.5,""dy"":-116.5,""t"":4050},{""x"":1611,""y"":176,""dx"":173.5,""dy"":-101.5,""t"":4083},{""x"":1576,""y"":194,""dx"":138.5,""dy"":-83.5,""t"":4118},{""x"":1547,""y"":201,""dx"":109.5,""dy"":-76.5,""t"":4152},{""x"":1518,""y"":220,""dx"":80.5,""dy"":-57.5,""t"":4186},{""x"":1494,""y"":236,""dx"":56.5,""dy"":-41.5,""t"":4218},{""x"":1483,""y"":250,""dx"":45.5,""dy"":-27.5,""t"":4254},{""x"":1467,""y"":265,""dx"":29.5,""dy"":-12.5,""t"":4288},{""x"":1456,""y"":281,""dx"":18.5,""dy"":3.5,""t"":4322},{""x"":1452,""y"":291,""dx"":14.5,""dy"":13.5,""t"":4355},{""x"":1440,""y"":312,""dx"":2.5,""dy"":34.5,""t"":4390},{""x"":1418,""y"":320,""dx"":-19.5,""dy"":42.5,""t"":4424},{""x"":1387,""y"":324,""dx"":-50.5,""dy"":46.5,""t"":4458},{""x"":1427,""y"":329,""dx"":-10.5,""dy"":51.5,""t"":4493},{""x"":1472,""y"":318,""dx"":34.5,""dy"":40.5,""t"":4525},{""x"":1444,""y"":281,""dx"":6.5,""dy"":3.5,""t"":4560},{""x"":1440,""y"":268,""dx"":2.5,""dy"":-9.5,""t"":4594},{""x"":1440,""y"":262,""dx"":2.5,""dy"":-15.5,""t"":4628},{""x"":1471,""y"":255,""dx"":33.5,""dy"":-22.5,""t"":4661},{""x"":1501,""y"":259,""dx"":63.5,""dy"":-18.5,""t"":4696},{""x"":1534,""y"":263,""dx"":96.5,""dy"":-14.5,""t"":4730},{""x"":1523,""y"":260,""dx"":85.5,""dy"":-17.5,""t"":4764},{""x"":1523,""y"":256,""dx"":85.5,""dy"":-21.5,""t"":4798},{""x"":1504,""y"":256,""dx"":66.5,""dy"":-21.5,""t"":4832},{""x"":1513,""y"":245,""dx"":75.5,""dy"":-32.5,""t"":4866},{""x"":1475,""y"":248,""dx"":37.5,""dy"":-29.5,""t"":4900},{""x"":1477,""y"":250,""dx"":39.5,""dy"":-27.5,""t"":4935},{""x"":1478,""y"":247,""dx"":40.5,""dy"":-30.5,""t"":4968},{""x"":1468,""y"":233,""dx"":30.5,""dy"":-44.5,""t"":5002},{""x"":1470,""y"":245,""dx"":32.5,""dy"":-32.5,""t"":5036},{""x"":1464,""y"":250,""dx"":26.5,""dy"":-27.5,""t"":5070},{""x"":1464,""y"":256,""dx"":26.5,""dy"":-21.5,""t"":5104},{""x"":1449,""y"":273,""dx"":11.5,""dy"":-4.5,""t"":5138},{""x"":1438,""y"":264,""dx"":0.5,""dy"":-13.5,""t"":5172},{""x"":1435,""y"":258,""dx"":-2.5,""dy"":-19.5,""t"":5205},{""x"":1430,""y"":268,""dx"":-7.5,""dy"":-9.5,""t"":5239},{""x"":1424,""y"":267,""dx"":-13.5,""dy"":-10.5,""t"":5274},{""x"":1421,""y"":267,""dx"":-16.5,""dy"":-10.5,""t"":5308},{""x"":1426,""y"":266,""dx"":-11.5,""dy"":-11.5,""t"":5342},{""x"":1420,""y"":249,""dx"":-17.5,""dy"":-28.5,""t"":5375},{""x"":1433,""y"":256,""dx"":-4.5,""dy"":-21.5,""t"":5410},{""x"":1430,""y"":263,""dx"":-7.5,""dy"":-14.5,""t"":5443},{""x"":1443,""y"":273,""dx"":5.5,""dy"":-4.5,""t"":5478},{""x"":1444,""y"":281,""dx"":6.5,""dy"":3.5,""t"":5512},{""x"":1448,""y"":291,""dx"":10.5,""dy"":13.5,""t"":5546},{""x"":1454,""y"":298,""dx"":16.5,""dy"":20.5,""t"":5581},{""x"":1450,""y"":291,""dx"":12.5,""dy"":13.5,""t"":5614},{""x"":1433,""y"":285,""dx"":-4.5,""dy"":7.5,""t"":5648},{""x"":1446,""y"":274,""dx"":8.5,""dy"":-3.5,""t"":5682},{""x"":1454,""y"":281,""dx"":16.5,""dy"":3.5,""t"":5730},{""x"":1490,""y"":282,""dx"":52.5,""dy"":4.5,""t"":5769},{""x"":1516,""y"":276,""dx"":78.5,""dy"":-1.5,""t"":5793},{""x"":1537,""y"":271,""dx"":99.5,""dy"":-6.5,""t"":5816},{""x"":1553,""y"":268,""dx"":115.5,""dy"":-9.5,""t"":5852},{""x"":1585,""y"":236,""dx"":147.5,""dy"":-41.5,""t"":5886},{""x"":1597,""y"":231,""dx"":159.5,""dy"":-46.5,""t"":5919},{""x"":1608,""y"":235,""dx"":170.5,""dy"":-42.5,""t"":5953},{""x"":1616,""y"":242,""dx"":178.5,""dy"":-35.5,""t"":5988}],[{""x"":919,""y"":446,""dx"":-43,""dy"":-98,""t"":7008},{""x"":933,""y"":457,""dx"":-29,""dy"":-87,""t"":7042},{""x"":947,""y"":461,""dx"":-15,""dy"":-83,""t"":7076},{""x"":943,""y"":453,""dx"":-19,""dy"":-91,""t"":7110},{""x"":963,""y"":456,""dx"":1,""dy"":-88,""t"":7143},{""x"":956,""y"":458,""dx"":-6,""dy"":-86,""t"":7178},{""x"":953,""y"":457,""dx"":-9,""dy"":-87,""t"":7214},{""x"":940,""y"":456,""dx"":-22,""dy"":-88,""t"":7246},{""x"":933,""y"":464,""dx"":-29,""dy"":-80,""t"":7280},{""x"":946,""y"":465,""dx"":-16,""dy"":-79,""t"":7315},{""x"":943,""y"":455,""dx"":-19,""dy"":-89,""t"":7349},{""x"":940,""y"":446,""dx"":-22,""dy"":-98,""t"":7379},{""x"":941,""y"":427,""dx"":-21,""dy"":-117,""t"":7416},{""x"":952,""y"":424,""dx"":-10,""dy"":-120,""t"":7449},{""x"":946,""y"":425,""dx"":-16,""dy"":-119,""t"":7484},{""x"":928,""y"":432,""dx"":-34,""dy"":-112,""t"":7518},{""x"":947,""y"":439,""dx"":-15,""dy"":-105,""t"":7553},{""x"":945,""y"":456,""dx"":-17,""dy"":-88,""t"":7586},{""x"":954,""y"":447,""dx"":-8,""dy"":-97,""t"":7620},{""x"":968,""y"":465,""dx"":6,""dy"":-79,""t"":7654},{""x"":977,""y"":487,""dx"":15,""dy"":-57,""t"":7688},{""x"":974,""y"":469,""dx"":12,""dy"":-75,""t"":7722},{""x"":990,""y"":496,""dx"":28,""dy"":-48,""t"":7756},{""x"":1002,""y"":511,""dx"":40,""dy"":-33,""t"":7787},{""x"":1009,""y"":515,""dx"":47,""dy"":-29,""t"":7824},{""x"":1001,""y"":529,""dx"":39,""dy"":-15,""t"":7858},{""x"":1003,""y"":523,""dx"":41,""dy"":-21,""t"":7892},{""x"":995,""y"":526,""dx"":33,""dy"":-18,""t"":7925},{""x"":1001,""y"":532,""dx"":39,""dy"":-12,""t"":7960},{""x"":1000,""y"":531,""dx"":38,""dy"":-13,""t"":7993},{""x"":1004,""y"":521,""dx"":42,""dy"":-23,""t"":8028},{""x"":1008,""y"":498,""dx"":46,""dy"":-46,""t"":8062},{""x"":1009,""y"":502,""dx"":47,""dy"":-42,""t"":8097},{""x"":989,""y"":497,""dx"":27,""dy"":-47,""t"":8130},{""x"":991,""y"":491,""dx"":29,""dy"":-53,""t"":8164},{""x"":988,""y"":495,""dx"":26,""dy"":-49,""t"":8198},{""x"":995,""y"":496,""dx"":33,""dy"":-48,""t"":8232},{""x"":1012,""y"":502,""dx"":50,""dy"":-42,""t"":8266},{""x"":1005,""y"":522,""dx"":43,""dy"":-22,""t"":8301},{""x"":1004,""y"":530,""dx"":42,""dy"":-14,""t"":8334},{""x"":991,""y"":519,""dx"":29,""dy"":-25,""t"":8368},{""x"":993,""y"":512,""dx"":31,""dy"":-32,""t"":8402},{""x"":976,""y"":497,""dx"":14,""dy"":-47,""t"":8437},{""x"":970,""y"":491,""dx"":8,""dy"":-53,""t"":8469},{""x"":987,""y"":503,""dx"":25,""dy"":-41,""t"":8504},{""x"":995,""y"":508,""dx"":33,""dy"":-36,""t"":8538},{""x"":989,""y"":512,""dx"":27,""dy"":-32,""t"":8572},{""x"":972,""y"":508,""dx"":10,""dy"":-36,""t"":8606},{""x"":969,""y"":494,""dx"":7,""dy"":-50,""t"":8640},{""x"":968,""y"":500,""dx"":6,""dy"":-44,""t"":8674},{""x"":962,""y"":491,""dx"":0,""dy"":-53,""t"":8708},{""x"":963,""y"":486,""dx"":1,""dy"":-58,""t"":8742},{""x"":973,""y"":499,""dx"":11,""dy"":-45,""t"":8776},{""x"":977,""y"":516,""dx"":15,""dy"":-28,""t"":8810},{""x"":981,""y"":526,""dx"":19,""dy"":-18,""t"":8843},{""x"":973,""y"":508,""dx"":11,""dy"":-36,""t"":8878},{""x"":972,""y"":516,""dx"":10,""dy"":-28,""t"":8911},{""x"":971,""y"":522,""dx"":9,""dy"":-22,""t"":8944},{""x"":936,""y"":515,""dx"":-26,""dy"":-29,""t"":8980},{""x"":951,""y"":529,""dx"":-11,""dy"":-15,""t"":9015}],[{""x"":841,""y"":1073,""dx"":354.5,""dy"":262.5,""t"":10035},{""x"":873,""y"":1070,""dx"":386.5,""dy"":259.5,""t"":10068},{""x"":824,""y"":1039,""dx"":337.5,""dy"":228.5,""t"":10102},{""x"":798,""y"":985,""dx"":311.5,""dy"":174.5,""t"":10136},{""x"":827,""y"":942,""dx"":340.5,""dy"":131.5,""t"":10170},{""x"":838,""y"":884,""dx"":351.5,""dy"":73.5,""t"":10204},{""x"":857,""y"":853,""dx"":370.5,""dy"":42.5,""t"":10238},{""x"":794,""y"":843,""dx"":307.5,""dy"":32.5,""t"":10272},{""x"":743,""y"":831,""dx"":256.5,""dy"":20.5,""t"":10306},{""x"":693,""y"":821,""dx"":206.5,""dy"":10.5,""t"":10340},{""x"":649,""y"":812,""dx"":162.5,""dy"":1.5,""t"":10374},{""x"":619,""y"":786,""dx"":132.5,""dy"":-24.5,""t"":10408},{""x"":578,""y"":764,""dx"":91.5,""dy"":-46.5,""t"":10444},{""x"":563,""y"":741,""dx"":76.5,""dy"":-69.5,""t"":10476},{""x"":561,""y"":733,""dx"":74.5,""dy"":-77.5,""t"":10510},{""x"":568,""y"":732,""dx"":81.5,""dy"":-78.5,""t"":10543},{""x"":556,""y"":728,""dx"":69.5,""dy"":-82.5,""t"":10578},{""x"":554,""y"":729,""dx"":67.5,""dy"":-81.5,""t"":10613},{""x"":553,""y"":731,""dx"":66.5,""dy"":-79.5,""t"":10646},{""x"":554,""y"":725,""dx"":67.5,""dy"":-85.5,""t"":10680},{""x"":545,""y"":732,""dx"":58.5,""dy"":-78.5,""t"":10714},{""x"":535,""y"":732,""dx"":48.5,""dy"":-78.5,""t"":10748},{""x"":543,""y"":750,""dx"":56.5,""dy"":-60.5,""t"":10781},{""x"":542,""y"":755,""dx"":55.5,""dy"":-55.5,""t"":10817},{""x"":557,""y"":763,""dx"":70.5,""dy"":-47.5,""t"":10850},{""x"":564,""y"":767,""dx"":77.5,""dy"":-43.5,""t"":10884},{""x"":574,""y"":767,""dx"":87.5,""dy"":-43.5,""t"":10918},{""x"":582,""y"":768,""dx"":95.5,""dy"":-42.5,""t"":10950},{""x"":591,""y"":768,""dx"":104.5,""dy"":-42.5,""t"":10986},{""x"":593,""y"":765,""dx"":106.5,""dy"":-45.5,""t"":11020},{""x"":592,""y"":771,""dx"":105.5,""dy"":-39.5,""t"":11053},{""x"":587,""y"":760,""dx"":100.5,""dy"":-50.5,""t"":11087},{""x"":607,""y"":746,""dx"":120.5,""dy"":-64.5,""t"":11122},{""x"":619,""y"":746,""dx"":132.5,""dy"":-64.5,""t"":11156},{""x"":620,""y"":732,""dx"":133.5,""dy"":-78.5,""t"":11190},{""x"":638,""y"":716,""dx"":151.5,""dy"":-94.5,""t"":11224},{""x"":642,""y"":710,""dx"":155.5,""dy"":-100.5,""t"":11258},{""x"":633,""y"":715,""dx"":146.5,""dy"":-95.5,""t"":11292},{""x"":637,""y"":721,""dx"":150.5,""dy"":-89.5,""t"":11326},{""x"":628,""y"":719,""dx"":141.5,""dy"":-91.5,""t"":11359},{""x"":586,""y"":725,""dx"":99.5,""dy"":-85.5,""t"":11394},{""x"":583,""y"":734,""dx"":96.5,""dy"":-76.5,""t"":11428},{""x"":581,""y"":739,""dx"":94.5,""dy"":-71.5,""t"":11462},{""x"":573,""y"":744,""dx"":86.5,""dy"":-66.5,""t"":11496},{""x"":559,""y"":748,""dx"":72.5,""dy"":-62.5,""t"":11530},{""x"":559,""y"":749,""dx"":72.5,""dy"":-61.5,""t"":11564},{""x"":560,""y"":752,""dx"":73.5,""dy"":-58.5,""t"":11598},{""x"":563,""y"":756,""dx"":76.5,""dy"":-54.5,""t"":11631},{""x"":551,""y"":755,""dx"":64.5,""dy"":-55.5,""t"":11666},{""x"":562,""y"":758,""dx"":75.5,""dy"":-52.5,""t"":11700},{""x"":561,""y"":765,""dx"":74.5,""dy"":-45.5,""t"":11734},{""x"":572,""y"":770,""dx"":85.5,""dy"":-40.5,""t"":11767},{""x"":578,""y"":772,""dx"":91.5,""dy"":-38.5,""t"":11803},{""x"":598,""y"":773,""dx"":111.5,""dy"":-37.5,""t"":11837},{""x"":603,""y"":770,""dx"":116.5,""dy"":-40.5,""t"":11870},{""x"":603,""y"":762,""dx"":116.5,""dy"":-48.5,""t"":11904},{""x"":602,""y"":760,""dx"":115.5,""dy"":-50.5,""t"":11938},{""x"":606,""y"":761,""dx"":119.5,""dy"":-49.5,""t"":11973},{""x"":606,""y"":757,""dx"":119.5,""dy"":-53.5,""t"":12005}],[{""x"":1323,""y"":765,""dx"":-114.5,""dy"":-45.5,""t"":13027},{""x"":1322,""y"":758,""dx"":-115.5,""dy"":-52.5,""t"":13060},{""x"":1333,""y"":767,""dx"":-104.5,""dy"":-43.5,""t"":13093},{""x"":1314,""y"":776,""dx"":-123.5,""dy"":-34.5,""t"":13128},{""x"":1308,""y"":759,""dx"":-129.5,""dy"":-51.5,""t"":13162},{""x"":1262,""y"":727,""dx"":-175.5,""dy"":-83.5,""t"":13195},{""x"":1241,""y"":694,""dx"":-196.5,""dy"":-116.5,""t"":13230},{""x"":1247,""y"":701,""dx"":-190.5,""dy"":-109.5,""t"":13264},{""x"":1247,""y"":709,""dx"":-190.5,""dy"":-101.5,""t"":13298},{""x"":1225,""y"":678,""dx"":-212.5,""dy"":-132.5,""t"":13333},{""x"":1228,""y"":693,""dx"":-209.5,""dy"":-117.5,""t"":13366},{""x"":1244,""y"":707,""dx"":-193.5,""dy"":-103.5,""t"":13399},{""x"":1259,""y"":723,""dx"":-178.5,""dy"":-87.5,""t"":13434},{""x"":1265,""y"":737,""dx"":-172.5,""dy"":-73.5,""t"":13468},{""x"":1271,""y"":738,""dx"":-166.5,""dy"":-72.5,""t"":13502},{""x"":1228,""y"":710,""dx"":-209.5,""dy"":-100.5,""t"":13536},{""x"":1222,""y"":685,""dx"":-215.5,""dy"":-125.5,""t"":13570},{""x"":1214,""y"":679,""dx"":-223.5,""dy"":-131.5,""t"":13604},{""x"":1181,""y"":677,""dx"":-256.5,""dy"":-133.5,""t"":13638},{""x"":1173,""y"":694,""dx"":-264.5,""dy"":-116.5,""t"":13672},{""x"":1183,""y"":720,""dx"":-254.5,""dy"":-90.5,""t"":13707},{""x"":1177,""y"":715,""dx"":-260.5,""dy"":-95.5,""t"":13740},{""x"":1173,""y"":693,""dx"":-264.5,""dy"":-117.5,""t"":13774},{""x"":1192,""y"":707,""dx"":-245.5,""dy"":-103.5,""t"":13808},{""x"":1210,""y"":716,""dx"":-227.5,""dy"":-94.5,""t"":13842},{""x"":1207,""y"":696,""dx"":-230.5,""dy"":-114.5,""t"":13876},{""x"":1225,""y"":706,""dx"":-212.5,""dy"":-104.5,""t"":13910},{""x"":1257,""y"":723,""dx"":-180.5,""dy"":-87.5,""t"":13944},{""x"":1254,""y"":744,""dx"":-183.5,""dy"":-66.5,""t"":13977},{""x"":1264,""y"":749,""dx"":-173.5,""dy"":-61.5,""t"":14012},{""x"":1257,""y"":719,""dx"":-180.5,""dy"":-91.5,""t"":14046},{""x"":1270,""y"":722,""dx"":-167.5,""dy"":-88.5,""t"":14079},{""x"":1265,""y"":691,""dx"":-172.5,""dy"":-119.5,""t"":14112},{""x"":1279,""y"":711,""dx"":-158.5,""dy"":-99.5,""t"":14147},{""x"":1274,""y"":723,""dx"":-163.5,""dy"":-87.5,""t"":14181},{""x"":1269,""y"":730,""dx"":-168.5,""dy"":-80.5,""t"":14216},{""x"":1263,""y"":740,""dx"":-174.5,""dy"":-70.5,""t"":14249},{""x"":1267,""y"":746,""dx"":-170.5,""dy"":-64.5,""t"":14285},{""x"":1257,""y"":753,""dx"":-180.5,""dy"":-57.5,""t"":14319},{""x"":1264,""y"":751,""dx"":-173.5,""dy"":-59.5,""t"":14351},{""x"":1268,""y"":762,""dx"":-169.5,""dy"":-48.5,""t"":14386},{""x"":1255,""y"":757,""dx"":-182.5,""dy"":-53.5,""t"":14420},{""x"":1252,""y"":741,""dx"":-185.5,""dy"":-69.5,""t"":14455},{""x"":1254,""y"":743,""dx"":-183.5,""dy"":-67.5,""t"":14487},{""x"":1256,""y"":744,""dx"":-181.5,""dy"":-66.5,""t"":14520},{""x"":1204,""y"":687,""dx"":-233.5,""dy"":-123.5,""t"":14555},{""x"":1169,""y"":642,""dx"":-268.5,""dy"":-168.5,""t"":14590},{""x"":1179,""y"":658,""dx"":-258.5,""dy"":-152.5,""t"":14625},{""x"":1190,""y"":674,""dx"":-247.5,""dy"":-136.5,""t"":14658},{""x"":1196,""y"":677,""dx"":-241.5,""dy"":-133.5,""t"":14692},{""x"":1215,""y"":692,""dx"":-222.5,""dy"":-118.5,""t"":14726},{""x"":1209,""y"":703,""dx"":-228.5,""dy"":-107.5,""t"":14760},{""x"":1231,""y"":719,""dx"":-206.5,""dy"":-91.5,""t"":14793},{""x"":1243,""y"":729,""dx"":-194.5,""dy"":-81.5,""t"":14828},{""x"":1241,""y"":702,""dx"":-196.5,""dy"":-108.5,""t"":14862},{""x"":1241,""y"":719,""dx"":-196.5,""dy"":-91.5,""t"":14895},{""x"":1228,""y"":692,""dx"":-209.5,""dy"":-118.5,""t"":14930},{""x"":1215,""y"":668,""dx"":-222.5,""dy"":-142.5,""t"":14964},{""x"":1213,""y"":684,""dx"":-224.5,""dy"":-126.5,""t"":14998},{""x"":1214,""y"":697,""dx"":-223.5,""dy"":-113.5,""t"":15032}]]","[83.05084745762711,94.91525423728814,100,83.05084745762711,40]","[{""x"":-20.652542372881356,""y"":44.73728813559322,""r"":116.90244338656943},{""x"":46.36440677966102,""y"":-17.533898305084747,""r"":46.04146114955498},{""x"":10.05,""y"":-55.43333333333333,""r"":55.79112687775627},{""x"":135.16101694915255,""y"":-29.56779661016949,""r"":66.33339661052428},{""x"":-197.71666666666667,""y"":-95.13333333333334,""r"":52.66118437587149}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-button-response","9","112301","0.0-4.0-4.0-0.0-0.0","","","","","527","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","",""
