success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,stimulus,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,phase,ans,ISI,webgazer_data,webgazer_targets,size,target,response_answer,correct,webgazer_targets_data
TRUE,fullscreen,0,1849,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,preload,1,1853,0.0-1.0,FALSE,[],[],[],,,,,,,,,,,,,,,,,,,,,
,survey-text,2,5867,0.0-2.0-0.0,,,,,4012,"{""name"":""罗晨曦"",""age"":""23""}",,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,7666,0.0-2.0-1.0,,,,,1798,{"sex":"女"},[0],,,,,,,,,,,,,,,,,,
,html-keyboard-response,4,9914,0.0-3.0,,,,,2245, ,,<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按"space"键继续。</p>,,,,,,,,,,,,,,,,,
,webgazer-init-camera,5,25946,0.0-4.0,,,,,,,,,1463,,,,,,,,,,,,,,,,
,html-button-response,6,26938,0.0-5.0-0.0,,,,,990,0,,"
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ",,,,,,,,,,,,,,,,,
,webgazer-calibrate,7,41236,0.0-5.0-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,html-button-response,8,42802,0.0-5.0-2.0,,,,,1566,0,,"
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ",,,,,,,,,,,,,,,,,
,webgazer-validate,9,62504,0.0-5.0-3.0,,,,,,,,,,"[[{""x"":576,""y"":324,""dx"":85,""dy"":43,""t"":991},{""x"":556,""y"":324,""dx"":65,""dy"":43,""t"":1024},{""x"":550,""y"":347,""dx"":59,""dy"":66,""t"":1058},{""x"":550,""y"":337,""dx"":59,""dy"":56,""t"":1093},{""x"":536,""y"":332,""dx"":45,""dy"":51,""t"":1126},{""x"":510,""y"":345,""dx"":19,""dy"":64,""t"":1160},{""x"":511,""y"":334,""dx"":20,""dy"":53,""t"":1194},{""x"":533,""y"":323,""dx"":42,""dy"":42,""t"":1228},{""x"":532,""y"":338,""dx"":41,""dy"":57,""t"":1263},{""x"":518,""y"":329,""dx"":27,""dy"":48,""t"":1296},{""x"":535,""y"":311,""dx"":44,""dy"":30,""t"":1330},{""x"":532,""y"":304,""dx"":41,""dy"":23,""t"":1364},{""x"":566,""y"":311,""dx"":75,""dy"":30,""t"":1398},{""x"":565,""y"":303,""dx"":74,""dy"":22,""t"":1432},{""x"":587,""y"":310,""dx"":96,""dy"":29,""t"":1466},{""x"":614,""y"":317,""dx"":123,""dy"":36,""t"":1500},{""x"":636,""y"":323,""dx"":145,""dy"":42,""t"":1531},{""x"":645,""y"":333,""dx"":154,""dy"":52,""t"":1568},{""x"":629,""y"":343,""dx"":138,""dy"":62,""t"":1601},{""x"":640,""y"":349,""dx"":149,""dy"":68,""t"":1636},{""x"":652,""y"":356,""dx"":161,""dy"":75,""t"":1671},{""x"":641,""y"":356,""dx"":150,""dy"":75,""t"":1704},{""x"":645,""y"":359,""dx"":154,""dy"":78,""t"":1738},{""x"":656,""y"":358,""dx"":165,""dy"":77,""t"":1773},{""x"":666,""y"":374,""dx"":175,""dy"":93,""t"":1807},{""x"":647,""y"":361,""dx"":156,""dy"":80,""t"":1840},{""x"":654,""y"":368,""dx"":163,""dy"":87,""t"":1874},{""x"":645,""y"":365,""dx"":154,""dy"":84,""t"":1909},{""x"":637,""y"":363,""dx"":146,""dy"":82,""t"":1940},{""x"":625,""y"":355,""dx"":134,""dy"":74,""t"":1977},{""x"":615,""y"":348,""dx"":124,""dy"":67,""t"":2009},{""x"":623,""y"":337,""dx"":132,""dy"":56,""t"":2045},{""x"":628,""y"":327,""dx"":137,""dy"":46,""t"":2078},{""x"":634,""y"":321,""dx"":143,""dy"":40,""t"":2112},{""x"":639,""y"":320,""dx"":148,""dy"":39,""t"":2146},{""x"":641,""y"":322,""dx"":150,""dy"":41,""t"":2189},{""x"":637,""y"":324,""dx"":146,""dy"":43,""t"":2228},{""x"":644,""y"":331,""dx"":153,""dy"":50,""t"":2255},{""x"":656,""y"":334,""dx"":165,""dy"":53,""t"":2283},{""x"":645,""y"":326,""dx"":154,""dy"":45,""t"":2315},{""x"":641,""y"":329,""dx"":150,""dy"":48,""t"":2350},{""x"":623,""y"":325,""dx"":132,""dy"":44,""t"":2384},{""x"":616,""y"":328,""dx"":125,""dy"":47,""t"":2419},{""x"":609,""y"":330,""dx"":118,""dy"":49,""t"":2452},{""x"":612,""y"":328,""dx"":121,""dy"":47,""t"":2486},{""x"":614,""y"":329,""dx"":123,""dy"":48,""t"":2520},{""x"":621,""y"":324,""dx"":130,""dy"":43,""t"":2554},{""x"":639,""y"":333,""dx"":148,""dy"":52,""t"":2589},{""x"":650,""y"":350,""dx"":159,""dy"":69,""t"":2623},{""x"":667,""y"":356,""dx"":176,""dy"":75,""t"":2656},{""x"":652,""y"":360,""dx"":161,""dy"":79,""t"":2690},{""x"":655,""y"":359,""dx"":164,""dy"":78,""t"":2724},{""x"":635,""y"":351,""dx"":144,""dy"":70,""t"":2757},{""x"":621,""y"":342,""dx"":130,""dy"":61,""t"":2792},{""x"":604,""y"":337,""dx"":113,""dy"":56,""t"":2827},{""x"":581,""y"":330,""dx"":90,""dy"":49,""t"":2860},{""x"":581,""y"":343,""dx"":90,""dy"":62,""t"":2894},{""x"":593,""y"":330,""dx"":102,""dy"":49,""t"":2927},{""x"":604,""y"":341,""dx"":113,""dy"":60,""t"":2962}],[{""x"":1504,""y"":415,""dx"":53,""dy"":134,""t"":4016},{""x"":1488,""y"":409,""dx"":37,""dy"":128,""t"":4049},{""x"":1466,""y"":418,""dx"":15,""dy"":137,""t"":4084},{""x"":1451,""y"":405,""dx"":0,""dy"":124,""t"":4118},{""x"":1437,""y"":428,""dx"":-14,""dy"":147,""t"":4152},{""x"":1437,""y"":419,""dx"":-14,""dy"":138,""t"":4186},{""x"":1409,""y"":433,""dx"":-42,""dy"":152,""t"":4220},{""x"":1422,""y"":430,""dx"":-29,""dy"":149,""t"":4254},{""x"":1427,""y"":435,""dx"":-24,""dy"":154,""t"":4288},{""x"":1434,""y"":438,""dx"":-17,""dy"":157,""t"":4322},{""x"":1444,""y"":417,""dx"":-7,""dy"":136,""t"":4357},{""x"":1380,""y"":499,""dx"":-71,""dy"":218,""t"":4390},{""x"":1271,""y"":558,""dx"":-180,""dy"":277,""t"":4424},{""x"":1170,""y"":593,""dx"":-281,""dy"":312,""t"":4458},{""x"":1153,""y"":623,""dx"":-298,""dy"":342,""t"":4492},{""x"":1141,""y"":682,""dx"":-310,""dy"":401,""t"":4525},{""x"":1213,""y"":702,""dx"":-238,""dy"":421,""t"":4560},{""x"":1254,""y"":649,""dx"":-197,""dy"":368,""t"":4595},{""x"":1294,""y"":596,""dx"":-157,""dy"":315,""t"":4628},{""x"":1338,""y"":534,""dx"":-113,""dy"":253,""t"":4662},{""x"":1363,""y"":464,""dx"":-88,""dy"":183,""t"":4696},{""x"":1385,""y"":465,""dx"":-66,""dy"":184,""t"":4731},{""x"":1426,""y"":455,""dx"":-25,""dy"":174,""t"":4764},{""x"":1444,""y"":471,""dx"":-7,""dy"":190,""t"":4799},{""x"":1459,""y"":421,""dx"":8,""dy"":140,""t"":4832},{""x"":1456,""y"":399,""dx"":5,""dy"":118,""t"":4866},{""x"":1461,""y"":424,""dx"":10,""dy"":143,""t"":4899},{""x"":1426,""y"":422,""dx"":-25,""dy"":141,""t"":4934},{""x"":1433,""y"":451,""dx"":-18,""dy"":170,""t"":4968},{""x"":1437,""y"":424,""dx"":-14,""dy"":143,""t"":5002},{""x"":1444,""y"":410,""dx"":-7,""dy"":129,""t"":5036},{""x"":1448,""y"":392,""dx"":-3,""dy"":111,""t"":5071},{""x"":1453,""y"":379,""dx"":2,""dy"":98,""t"":5102},{""x"":1462,""y"":390,""dx"":11,""dy"":109,""t"":5139},{""x"":1476,""y"":383,""dx"":25,""dy"":102,""t"":5172},{""x"":1491,""y"":356,""dx"":40,""dy"":75,""t"":5206},{""x"":1491,""y"":364,""dx"":40,""dy"":83,""t"":5240},{""x"":1507,""y"":350,""dx"":56,""dy"":69,""t"":5274},{""x"":1531,""y"":331,""dx"":80,""dy"":50,""t"":5309},{""x"":1525,""y"":330,""dx"":74,""dy"":49,""t"":5342},{""x"":1532,""y"":331,""dx"":81,""dy"":50,""t"":5376},{""x"":1518,""y"":308,""dx"":67,""dy"":27,""t"":5410},{""x"":1539,""y"":296,""dx"":88,""dy"":15,""t"":5444},{""x"":1556,""y"":282,""dx"":105,""dy"":1,""t"":5478},{""x"":1571,""y"":271,""dx"":120,""dy"":-10,""t"":5510},{""x"":1577,""y"":274,""dx"":126,""dy"":-7,""t"":5545},{""x"":1562,""y"":299,""dx"":111,""dy"":18,""t"":5581},{""x"":1549,""y"":290,""dx"":98,""dy"":9,""t"":5615},{""x"":1520,""y"":313,""dx"":69,""dy"":32,""t"":5648},{""x"":1508,""y"":340,""dx"":57,""dy"":59,""t"":5682},{""x"":1480,""y"":349,""dx"":29,""dy"":68,""t"":5716},{""x"":1479,""y"":400,""dx"":28,""dy"":119,""t"":5750},{""x"":1465,""y"":436,""dx"":14,""dy"":155,""t"":5783},{""x"":1454,""y"":450,""dx"":3,""dy"":169,""t"":5818},{""x"":1445,""y"":433,""dx"":-6,""dy"":152,""t"":5852},{""x"":1440,""y"":449,""dx"":-11,""dy"":168,""t"":5886},{""x"":1454,""y"":454,""dx"":3,""dy"":173,""t"":5920},{""x"":1441,""y"":455,""dx"":-10,""dy"":174,""t"":5954},{""x"":1442,""y"":462,""dx"":-9,""dy"":181,""t"":5988}],[{""x"":903,""y"":518,""dx"":-68,""dy"":-33,""t"":7008},{""x"":900,""y"":517,""dx"":-71,""dy"":-34,""t"":7042},{""x"":916,""y"":501,""dx"":-55,""dy"":-50,""t"":7077},{""x"":929,""y"":487,""dx"":-42,""dy"":-64,""t"":7108},{""x"":930,""y"":482,""dx"":-41,""dy"":-69,""t"":7144},{""x"":937,""y"":478,""dx"":-34,""dy"":-73,""t"":7178},{""x"":926,""y"":520,""dx"":-45,""dy"":-31,""t"":7212},{""x"":937,""y"":516,""dx"":-34,""dy"":-35,""t"":7247},{""x"":960,""y"":523,""dx"":-11,""dy"":-28,""t"":7280},{""x"":965,""y"":529,""dx"":-6,""dy"":-22,""t"":7314},{""x"":955,""y"":532,""dx"":-16,""dy"":-19,""t"":7349},{""x"":949,""y"":527,""dx"":-22,""dy"":-24,""t"":7381},{""x"":950,""y"":510,""dx"":-21,""dy"":-41,""t"":7416},{""x"":944,""y"":523,""dx"":-27,""dy"":-28,""t"":7450},{""x"":947,""y"":551,""dx"":-24,""dy"":0,""t"":7484},{""x"":951,""y"":580,""dx"":-20,""dy"":29,""t"":7518},{""x"":952,""y"":589,""dx"":-19,""dy"":38,""t"":7553},{""x"":962,""y"":603,""dx"":-9,""dy"":52,""t"":7586},{""x"":960,""y"":623,""dx"":-11,""dy"":72,""t"":7620},{""x"":961,""y"":630,""dx"":-10,""dy"":79,""t"":7654},{""x"":984,""y"":649,""dx"":13,""dy"":98,""t"":7688},{""x"":1024,""y"":659,""dx"":53,""dy"":108,""t"":7722},{""x"":1047,""y"":639,""dx"":76,""dy"":88,""t"":7756},{""x"":1051,""y"":623,""dx"":80,""dy"":72,""t"":7790},{""x"":1057,""y"":628,""dx"":86,""dy"":77,""t"":7824},{""x"":1066,""y"":641,""dx"":95,""dy"":90,""t"":7857},{""x"":1085,""y"":625,""dx"":114,""dy"":74,""t"":7893},{""x"":1112,""y"":618,""dx"":141,""dy"":67,""t"":7927},{""x"":1101,""y"":601,""dx"":130,""dy"":50,""t"":7960},{""x"":1085,""y"":567,""dx"":114,""dy"":16,""t"":7994},{""x"":1070,""y"":554,""dx"":99,""dy"":3,""t"":8028},{""x"":1076,""y"":557,""dx"":105,""dy"":6,""t"":8062},{""x"":1053,""y"":564,""dx"":82,""dy"":13,""t"":8096},{""x"":1027,""y"":536,""dx"":56,""dy"":-15,""t"":8130},{""x"":1010,""y"":518,""dx"":39,""dy"":-33,""t"":8164},{""x"":979,""y"":522,""dx"":8,""dy"":-29,""t"":8198},{""x"":979,""y"":522,""dx"":8,""dy"":-29,""t"":8232},{""x"":974,""y"":518,""dx"":3,""dy"":-33,""t"":8266},{""x"":964,""y"":508,""dx"":-7,""dy"":-43,""t"":8299},{""x"":967,""y"":513,""dx"":-4,""dy"":-38,""t"":8334},{""x"":963,""y"":506,""dx"":-8,""dy"":-45,""t"":8367},{""x"":975,""y"":516,""dx"":4,""dy"":-35,""t"":8402},{""x"":979,""y"":514,""dx"":8,""dy"":-37,""t"":8436},{""x"":986,""y"":515,""dx"":15,""dy"":-36,""t"":8470},{""x"":1004,""y"":529,""dx"":33,""dy"":-22,""t"":8505},{""x"":1012,""y"":526,""dx"":41,""dy"":-25,""t"":8538},{""x"":1026,""y"":541,""dx"":55,""dy"":-10,""t"":8573},{""x"":1025,""y"":550,""dx"":54,""dy"":-1,""t"":8606},{""x"":1012,""y"":519,""dx"":41,""dy"":-32,""t"":8640},{""x"":1005,""y"":526,""dx"":34,""dy"":-25,""t"":8672},{""x"":1001,""y"":532,""dx"":30,""dy"":-19,""t"":8708},{""x"":1003,""y"":544,""dx"":32,""dy"":-7,""t"":8743},{""x"":1000,""y"":547,""dx"":29,""dy"":-4,""t"":8776},{""x"":992,""y"":540,""dx"":21,""dy"":-11,""t"":8809},{""x"":979,""y"":543,""dx"":8,""dy"":-8,""t"":8844},{""x"":967,""y"":578,""dx"":-4,""dy"":27,""t"":8879},{""x"":954,""y"":569,""dx"":-17,""dy"":18,""t"":8912},{""x"":949,""y"":581,""dx"":-22,""dy"":30,""t"":8946},{""x"":952,""y"":594,""dx"":-19,""dy"":43,""t"":8981}],[{""x"":686,""y"":691,""dx"":195,""dy"":-130,""t"":10035},{""x"":685,""y"":678,""dx"":194,""dy"":-143,""t"":10068},{""x"":688,""y"":681,""dx"":197,""dy"":-140,""t"":10102},{""x"":683,""y"":694,""dx"":192,""dy"":-127,""t"":10136},{""x"":668,""y"":680,""dx"":177,""dy"":-141,""t"":10170},{""x"":667,""y"":675,""dx"":176,""dy"":-146,""t"":10204},{""x"":671,""y"":656,""dx"":180,""dy"":-165,""t"":10238},{""x"":644,""y"":643,""dx"":153,""dy"":-178,""t"":10270},{""x"":683,""y"":639,""dx"":192,""dy"":-182,""t"":10306},{""x"":699,""y"":642,""dx"":208,""dy"":-179,""t"":10340},{""x"":659,""y"":634,""dx"":168,""dy"":-187,""t"":10375},{""x"":639,""y"":649,""dx"":148,""dy"":-172,""t"":10409},{""x"":642,""y"":647,""dx"":151,""dy"":-174,""t"":10442},{""x"":627,""y"":659,""dx"":136,""dy"":-162,""t"":10475},{""x"":644,""y"":664,""dx"":153,""dy"":-157,""t"":10510},{""x"":649,""y"":667,""dx"":158,""dy"":-154,""t"":10544},{""x"":669,""y"":679,""dx"":178,""dy"":-142,""t"":10579},{""x"":662,""y"":674,""dx"":171,""dy"":-147,""t"":10612},{""x"":687,""y"":677,""dx"":196,""dy"":-144,""t"":10647},{""x"":657,""y"":673,""dx"":166,""dy"":-148,""t"":10677},{""x"":652,""y"":669,""dx"":161,""dy"":-152,""t"":10714},{""x"":678,""y"":665,""dx"":187,""dy"":-156,""t"":10749},{""x"":657,""y"":649,""dx"":166,""dy"":-172,""t"":10782},{""x"":646,""y"":644,""dx"":155,""dy"":-177,""t"":10816},{""x"":660,""y"":635,""dx"":169,""dy"":-186,""t"":10850},{""x"":655,""y"":628,""dx"":164,""dy"":-193,""t"":10884},{""x"":667,""y"":641,""dx"":176,""dy"":-180,""t"":10918},{""x"":638,""y"":637,""dx"":147,""dy"":-184,""t"":10952},{""x"":636,""y"":634,""dx"":145,""dy"":-187,""t"":10986},{""x"":646,""y"":644,""dx"":155,""dy"":-177,""t"":11019},{""x"":661,""y"":655,""dx"":170,""dy"":-166,""t"":11054},{""x"":656,""y"":655,""dx"":165,""dy"":-166,""t"":11088},{""x"":663,""y"":654,""dx"":172,""dy"":-167,""t"":11122},{""x"":657,""y"":662,""dx"":166,""dy"":-159,""t"":11156},{""x"":630,""y"":655,""dx"":139,""dy"":-166,""t"":11190},{""x"":619,""y"":645,""dx"":128,""dy"":-176,""t"":11225},{""x"":617,""y"":650,""dx"":126,""dy"":-171,""t"":11258},{""x"":651,""y"":638,""dx"":160,""dy"":-183,""t"":11292},{""x"":682,""y"":639,""dx"":191,""dy"":-182,""t"":11326},{""x"":721,""y"":658,""dx"":230,""dy"":-163,""t"":11360},{""x"":734,""y"":667,""dx"":243,""dy"":-154,""t"":11394},{""x"":744,""y"":657,""dx"":253,""dy"":-164,""t"":11428},{""x"":761,""y"":660,""dx"":270,""dy"":-161,""t"":11462},{""x"":745,""y"":644,""dx"":254,""dy"":-177,""t"":11496},{""x"":761,""y"":662,""dx"":270,""dy"":-159,""t"":11531},{""x"":782,""y"":651,""dx"":291,""dy"":-170,""t"":11564},{""x"":792,""y"":676,""dx"":301,""dy"":-145,""t"":11598},{""x"":751,""y"":659,""dx"":260,""dy"":-162,""t"":11632},{""x"":742,""y"":677,""dx"":251,""dy"":-144,""t"":11666},{""x"":730,""y"":682,""dx"":239,""dy"":-139,""t"":11700},{""x"":717,""y"":699,""dx"":226,""dy"":-122,""t"":11734},{""x"":706,""y"":708,""dx"":215,""dy"":-113,""t"":11769},{""x"":688,""y"":695,""dx"":197,""dy"":-126,""t"":11801},{""x"":688,""y"":702,""dx"":197,""dy"":-119,""t"":11836},{""x"":689,""y"":701,""dx"":198,""dy"":-120,""t"":11915},{""x"":690,""y"":700,""dx"":199,""dy"":-121,""t"":11937},{""x"":684,""y"":700,""dx"":193,""dy"":-121,""t"":11972},{""x"":675,""y"":712,""dx"":184,""dy"":-109,""t"":12007}],[{""x"":1318,""y"":833,""dx"":-133,""dy"":12,""t"":13027},{""x"":1294,""y"":813,""dx"":-157,""dy"":-8,""t"":13060},{""x"":1279,""y"":789,""dx"":-172,""dy"":-32,""t"":13095},{""x"":1265,""y"":753,""dx"":-186,""dy"":-68,""t"":13128},{""x"":1242,""y"":731,""dx"":-209,""dy"":-90,""t"":13162},{""x"":1218,""y"":702,""dx"":-233,""dy"":-119,""t"":13196},{""x"":1207,""y"":705,""dx"":-244,""dy"":-116,""t"":13230},{""x"":1190,""y"":713,""dx"":-261,""dy"":-108,""t"":13265},{""x"":1214,""y"":746,""dx"":-237,""dy"":-75,""t"":13298},{""x"":1224,""y"":756,""dx"":-227,""dy"":-65,""t"":13332},{""x"":1223,""y"":760,""dx"":-228,""dy"":-61,""t"":13366},{""x"":1237,""y"":772,""dx"":-214,""dy"":-49,""t"":13399},{""x"":1259,""y"":798,""dx"":-192,""dy"":-23,""t"":13433},{""x"":1274,""y"":818,""dx"":-177,""dy"":-3,""t"":13468},{""x"":1284,""y"":831,""dx"":-167,""dy"":10,""t"":13503},{""x"":1278,""y"":815,""dx"":-173,""dy"":-6,""t"":13536},{""x"":1302,""y"":839,""dx"":-149,""dy"":18,""t"":13570},{""x"":1297,""y"":833,""dx"":-154,""dy"":12,""t"":13605},{""x"":1310,""y"":836,""dx"":-141,""dy"":15,""t"":13639},{""x"":1325,""y"":840,""dx"":-126,""dy"":19,""t"":13673},{""x"":1337,""y"":843,""dx"":-114,""dy"":22,""t"":13705},{""x"":1284,""y"":810,""dx"":-167,""dy"":-11,""t"":13741},{""x"":1294,""y"":838,""dx"":-157,""dy"":17,""t"":13775},{""x"":1299,""y"":860,""dx"":-152,""dy"":39,""t"":13808},{""x"":1302,""y"":879,""dx"":-149,""dy"":58,""t"":13839},{""x"":1302,""y"":888,""dx"":-149,""dy"":67,""t"":13877},{""x"":1285,""y"":869,""dx"":-166,""dy"":48,""t"":13911},{""x"":1267,""y"":858,""dx"":-184,""dy"":37,""t"":13944},{""x"":1300,""y"":881,""dx"":-151,""dy"":60,""t"":13978},{""x"":1279,""y"":839,""dx"":-172,""dy"":18,""t"":14012},{""x"":1315,""y"":854,""dx"":-136,""dy"":33,""t"":14047},{""x"":1302,""y"":843,""dx"":-149,""dy"":22,""t"":14081},{""x"":1292,""y"":830,""dx"":-159,""dy"":9,""t"":14114},{""x"":1271,""y"":812,""dx"":-180,""dy"":-9,""t"":14148},{""x"":1268,""y"":805,""dx"":-183,""dy"":-16,""t"":14182},{""x"":1229,""y"":786,""dx"":-222,""dy"":-35,""t"":14216},{""x"":1197,""y"":771,""dx"":-254,""dy"":-50,""t"":14247},{""x"":1180,""y"":759,""dx"":-271,""dy"":-62,""t"":14283},{""x"":1162,""y"":756,""dx"":-289,""dy"":-65,""t"":14318},{""x"":1154,""y"":755,""dx"":-297,""dy"":-66,""t"":14352},{""x"":1154,""y"":752,""dx"":-297,""dy"":-69,""t"":14387},{""x"":1161,""y"":739,""dx"":-290,""dy"":-82,""t"":14419},{""x"":1176,""y"":739,""dx"":-275,""dy"":-82,""t"":14454},{""x"":1176,""y"":731,""dx"":-275,""dy"":-90,""t"":14488},{""x"":1170,""y"":743,""dx"":-281,""dy"":-78,""t"":14523},{""x"":1170,""y"":743,""dx"":-281,""dy"":-78,""t"":14556},{""x"":1171,""y"":740,""dx"":-280,""dy"":-81,""t"":14590},{""x"":1182,""y"":758,""dx"":-269,""dy"":-63,""t"":14624},{""x"":1182,""y"":769,""dx"":-269,""dy"":-52,""t"":14658},{""x"":1190,""y"":773,""dx"":-261,""dy"":-48,""t"":14692},{""x"":1203,""y"":778,""dx"":-248,""dy"":-43,""t"":14726},{""x"":1222,""y"":794,""dx"":-229,""dy"":-27,""t"":14760},{""x"":1235,""y"":802,""dx"":-216,""dy"":-19,""t"":14794},{""x"":1278,""y"":824,""dx"":-173,""dy"":3,""t"":14828},{""x"":1286,""y"":833,""dx"":-165,""dy"":12,""t"":14861},{""x"":1277,""y"":847,""dx"":-174,""dy"":26,""t"":14896},{""x"":1273,""y"":837,""dx"":-178,""dy"":16,""t"":14930},{""x"":1244,""y"":810,""dx"":-207,""dy"":-11,""t"":14964},{""x"":1165,""y"":797,""dx"":-286,""dy"":-24,""t"":14998}]]","[100,83.05084745762711,100,0,52.54237288135594]","[{""x"":118.64406779661017,""y"":55.728813559322035,""r"":35.55201812177308},{""x"":-14,""y"":143.67796610169492,""r"":53.35539917464675},{""x"":17.627118644067796,""y"":1.0508474576271187,""r"":50.46753545046682},{""x"":189.68965517241378,""y"":-157.01724137931035,""r"":56.1704357570808},{""x"":-205.67796610169492,""y"":-23.915254237288135,""r"":64.65757815677668}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]",29.31,validate,,,,,,,,,,
