success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,load_time,stimulus,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,phase,ans,ISI,webgazer_data,webgazer_targets,size,target,response_answer,correct,webgazer_targets_data
TRUE,fullscreen,0,43990,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,preload,1,44004,0.0-1.0,FALSE,[],[],[],,,,,,,,,,,,,,,,,,,,,
,survey-text,2,56788,0.0-2.0-0.0,,,,,12781,"{""name"":""罗晨曦"",""age"":""23""}",,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,62316,0.0-2.0-1.0,,,,,5527,{"sex":"女"},[0],,,,,,,,,,,,,,,,,,
,webgazer-init-camera,4,112254,0.0-3.0,,,,,,,,2025,,,,,,,,,,,,,,,,,
,html-button-response,129,347283,0.0-5.0-6.0-0.0,,,,,18943,0,,,"
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ",,,,,,,,,,,,,,,,
,webgazer-calibrate,130,361694,0.0-5.0-6.0-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,html-button-response,131,364323,0.0-5.0-6.0-2.0,,,,,2628,0,,,"
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ",,,,,,,,,,,,,,,,
,webgazer-validate,132,382044,0.0-5.0-6.0-3.0,,,,,,,,,,"[[{""x"":209,""y"":-85,""dx"":-282,""dy"":-366,""t"":990},{""x"":259,""y"":-31,""dx"":-232,""dy"":-312,""t"":1024},{""x"":242,""y"":-41,""dx"":-249,""dy"":-322,""t"":1059},{""x"":250,""y"":22,""dx"":-241,""dy"":-259,""t"":1092},{""x"":251,""y"":52,""dx"":-240,""dy"":-229,""t"":1126},{""x"":293,""y"":22,""dx"":-198,""dy"":-259,""t"":1160},{""x"":330,""y"":108,""dx"":-161,""dy"":-173,""t"":1195},{""x"":374,""y"":169,""dx"":-117,""dy"":-112,""t"":1226},{""x"":350,""y"":203,""dx"":-141,""dy"":-78,""t"":1262},{""x"":396,""y"":211,""dx"":-95,""dy"":-70,""t"":1296},{""x"":403,""y"":222,""dx"":-88,""dy"":-59,""t"":1331},{""x"":396,""y"":232,""dx"":-95,""dy"":-49,""t"":1365},{""x"":412,""y"":230,""dx"":-79,""dy"":-51,""t"":1398},{""x"":433,""y"":153,""dx"":-58,""dy"":-128,""t"":1432},{""x"":462,""y"":183,""dx"":-29,""dy"":-98,""t"":1466},{""x"":400,""y"":156,""dx"":-91,""dy"":-125,""t"":1500},{""x"":347,""y"":130,""dx"":-144,""dy"":-151,""t"":1534},{""x"":352,""y"":95,""dx"":-139,""dy"":-186,""t"":1568},{""x"":329,""y"":58,""dx"":-162,""dy"":-223,""t"":1602},{""x"":309,""y"":55,""dx"":-182,""dy"":-226,""t"":1636},{""x"":278,""y"":29,""dx"":-213,""dy"":-252,""t"":1672},{""x"":256,""y"":-15,""dx"":-235,""dy"":-296,""t"":1703},{""x"":239,""y"":-2,""dx"":-252,""dy"":-283,""t"":1738},{""x"":310,""y"":-17,""dx"":-181,""dy"":-298,""t"":1773},{""x"":351,""y"":-58,""dx"":-140,""dy"":-339,""t"":1806},{""x"":328,""y"":-7,""dx"":-163,""dy"":-288,""t"":1840},{""x"":330,""y"":11,""dx"":-161,""dy"":-270,""t"":1875},{""x"":276,""y"":-38,""dx"":-215,""dy"":-319,""t"":1908},{""x"":348,""y"":-38,""dx"":-143,""dy"":-319,""t"":1942},{""x"":314,""y"":-51,""dx"":-177,""dy"":-332,""t"":1977},{""x"":254,""y"":-61,""dx"":-237,""dy"":-342,""t"":2010},{""x"":235,""y"":-10,""dx"":-256,""dy"":-291,""t"":2045},{""x"":263,""y"":38,""dx"":-228,""dy"":-243,""t"":2078},{""x"":305,""y"":6,""dx"":-186,""dy"":-275,""t"":2112},{""x"":260,""y"":-4,""dx"":-231,""dy"":-285,""t"":2146},{""x"":287,""y"":-31,""dx"":-204,""dy"":-312,""t"":2180},{""x"":265,""y"":4,""dx"":-226,""dy"":-277,""t"":2214},{""x"":267,""y"":-43,""dx"":-224,""dy"":-324,""t"":2248},{""x"":241,""y"":-73,""dx"":-250,""dy"":-354,""t"":2282},{""x"":305,""y"":-74,""dx"":-186,""dy"":-355,""t"":2316},{""x"":313,""y"":-60,""dx"":-178,""dy"":-341,""t"":2350},{""x"":314,""y"":-33,""dx"":-177,""dy"":-314,""t"":2383},{""x"":347,""y"":-60,""dx"":-144,""dy"":-341,""t"":2418},{""x"":296,""y"":-21,""dx"":-195,""dy"":-302,""t"":2452},{""x"":337,""y"":36,""dx"":-154,""dy"":-245,""t"":2486},{""x"":351,""y"":2,""dx"":-140,""dy"":-279,""t"":2520},{""x"":365,""y"":35,""dx"":-126,""dy"":-246,""t"":2554},{""x"":381,""y"":21,""dx"":-110,""dy"":-260,""t"":2587},{""x"":387,""y"":56,""dx"":-104,""dy"":-225,""t"":2622},{""x"":460,""y"":66,""dx"":-31,""dy"":-215,""t"":2656},{""x"":420,""y"":160,""dx"":-71,""dy"":-121,""t"":2691},{""x"":397,""y"":147,""dx"":-94,""dy"":-134,""t"":2724},{""x"":455,""y"":143,""dx"":-36,""dy"":-138,""t"":2758},{""x"":503,""y"":138,""dx"":12,""dy"":-143,""t"":2789},{""x"":484,""y"":125,""dx"":-7,""dy"":-156,""t"":2826},{""x"":434,""y"":69,""dx"":-57,""dy"":-212,""t"":2860},{""x"":421,""y"":49,""dx"":-70,""dy"":-232,""t"":2894},{""x"":390,""y"":31,""dx"":-101,""dy"":-250,""t"":2928},{""x"":410,""y"":51,""dx"":-81,""dy"":-230,""t"":2963}],[{""x"":1513,""y"":142,""dx"":62,""dy"":-139,""t"":4016},{""x"":1475,""y"":141,""dx"":24,""dy"":-140,""t"":4050},{""x"":1438,""y"":107,""dx"":-13,""dy"":-174,""t"":4083},{""x"":1432,""y"":105,""dx"":-19,""dy"":-176,""t"":4118},{""x"":1464,""y"":158,""dx"":13,""dy"":-123,""t"":4152},{""x"":1430,""y"":155,""dx"":-21,""dy"":-126,""t"":4186},{""x"":1415,""y"":187,""dx"":-36,""dy"":-94,""t"":4221},{""x"":1423,""y"":166,""dx"":-28,""dy"":-115,""t"":4254},{""x"":1466,""y"":194,""dx"":15,""dy"":-87,""t"":4288},{""x"":1423,""y"":151,""dx"":-28,""dy"":-130,""t"":4323},{""x"":1367,""y"":181,""dx"":-84,""dy"":-100,""t"":4356},{""x"":1372,""y"":206,""dx"":-79,""dy"":-75,""t"":4387},{""x"":1359,""y"":192,""dx"":-92,""dy"":-89,""t"":4424},{""x"":1412,""y"":156,""dx"":-39,""dy"":-125,""t"":4458},{""x"":1443,""y"":146,""dx"":-8,""dy"":-135,""t"":4492},{""x"":1463,""y"":151,""dx"":12,""dy"":-130,""t"":4526},{""x"":1476,""y"":161,""dx"":25,""dy"":-120,""t"":4561},{""x"":1472,""y"":181,""dx"":21,""dy"":-100,""t"":4594},{""x"":1512,""y"":158,""dx"":61,""dy"":-123,""t"":4628},{""x"":1504,""y"":124,""dx"":53,""dy"":-157,""t"":4663},{""x"":1531,""y"":134,""dx"":80,""dy"":-147,""t"":4697},{""x"":1486,""y"":95,""dx"":35,""dy"":-186,""t"":4731},{""x"":1417,""y"":85,""dx"":-34,""dy"":-196,""t"":4770},{""x"":1375,""y"":100,""dx"":-76,""dy"":-181,""t"":4801},{""x"":1306,""y"":122,""dx"":-145,""dy"":-159,""t"":4832},{""x"":1336,""y"":130,""dx"":-115,""dy"":-151,""t"":4866},{""x"":1351,""y"":104,""dx"":-100,""dy"":-177,""t"":4900},{""x"":1321,""y"":68,""dx"":-130,""dy"":-213,""t"":4933},{""x"":1272,""y"":97,""dx"":-179,""dy"":-184,""t"":4968},{""x"":1265,""y"":83,""dx"":-186,""dy"":-198,""t"":5002},{""x"":1262,""y"":126,""dx"":-189,""dy"":-155,""t"":5037},{""x"":1276,""y"":89,""dx"":-175,""dy"":-192,""t"":5070},{""x"":1253,""y"":84,""dx"":-198,""dy"":-197,""t"":5103},{""x"":1266,""y"":76,""dx"":-185,""dy"":-205,""t"":5138},{""x"":1309,""y"":72,""dx"":-142,""dy"":-209,""t"":5172},{""x"":1375,""y"":71,""dx"":-76,""dy"":-210,""t"":5206},{""x"":1332,""y"":40,""dx"":-119,""dy"":-241,""t"":5240},{""x"":1348,""y"":76,""dx"":-103,""dy"":-205,""t"":5275},{""x"":1342,""y"":63,""dx"":-109,""dy"":-218,""t"":5308},{""x"":1348,""y"":49,""dx"":-103,""dy"":-232,""t"":5342},{""x"":1331,""y"":63,""dx"":-120,""dy"":-218,""t"":5376},{""x"":1358,""y"":89,""dx"":-93,""dy"":-192,""t"":5411},{""x"":1335,""y"":100,""dx"":-116,""dy"":-181,""t"":5445},{""x"":1354,""y"":94,""dx"":-97,""dy"":-187,""t"":5477},{""x"":1354,""y"":125,""dx"":-97,""dy"":-156,""t"":5512},{""x"":1359,""y"":126,""dx"":-92,""dy"":-155,""t"":5547},{""x"":1343,""y"":85,""dx"":-108,""dy"":-196,""t"":5580},{""x"":1323,""y"":128,""dx"":-128,""dy"":-153,""t"":5614},{""x"":1300,""y"":151,""dx"":-151,""dy"":-130,""t"":5648},{""x"":1316,""y"":151,""dx"":-135,""dy"":-130,""t"":5682},{""x"":1351,""y"":175,""dx"":-100,""dy"":-106,""t"":5716},{""x"":1377,""y"":166,""dx"":-74,""dy"":-115,""t"":5750},{""x"":1367,""y"":144,""dx"":-84,""dy"":-137,""t"":5784},{""x"":1361,""y"":154,""dx"":-90,""dy"":-127,""t"":5818},{""x"":1359,""y"":172,""dx"":-92,""dy"":-109,""t"":5852},{""x"":1346,""y"":204,""dx"":-105,""dy"":-77,""t"":5886},{""x"":1360,""y"":192,""dx"":-91,""dy"":-89,""t"":5920},{""x"":1371,""y"":181,""dx"":-80,""dy"":-100,""t"":5951},{""x"":1386,""y"":169,""dx"":-65,""dy"":-112,""t"":5987}],[{""x"":906,""y"":547,""dx"":-65,""dy"":-4,""t"":7009},{""x"":955,""y"":553,""dx"":-16,""dy"":2,""t"":7042},{""x"":1017,""y"":504,""dx"":46,""dy"":-47,""t"":7076},{""x"":1038,""y"":505,""dx"":67,""dy"":-46,""t"":7110},{""x"":1043,""y"":540,""dx"":72,""dy"":-11,""t"":7145},{""x"":1021,""y"":583,""dx"":50,""dy"":32,""t"":7178},{""x"":967,""y"":554,""dx"":-4,""dy"":3,""t"":7212},{""x"":989,""y"":519,""dx"":18,""dy"":-32,""t"":7246},{""x"":997,""y"":514,""dx"":26,""dy"":-37,""t"":7279},{""x"":992,""y"":537,""dx"":21,""dy"":-14,""t"":7314},{""x"":969,""y"":593,""dx"":-2,""dy"":42,""t"":7348},{""x"":974,""y"":614,""dx"":3,""dy"":63,""t"":7382},{""x"":950,""y"":625,""dx"":-21,""dy"":74,""t"":7416},{""x"":966,""y"":630,""dx"":-5,""dy"":79,""t"":7450},{""x"":958,""y"":592,""dx"":-13,""dy"":41,""t"":7484},{""x"":939,""y"":572,""dx"":-32,""dy"":21,""t"":7518},{""x"":932,""y"":557,""dx"":-39,""dy"":6,""t"":7552},{""x"":917,""y"":571,""dx"":-54,""dy"":20,""t"":7586},{""x"":911,""y"":572,""dx"":-60,""dy"":21,""t"":7620},{""x"":918,""y"":522,""dx"":-53,""dy"":-29,""t"":7654},{""x"":934,""y"":537,""dx"":-37,""dy"":-14,""t"":7688},{""x"":942,""y"":500,""dx"":-29,""dy"":-51,""t"":7722},{""x"":903,""y"":485,""dx"":-68,""dy"":-66,""t"":7756},{""x"":897,""y"":511,""dx"":-74,""dy"":-40,""t"":7790},{""x"":866,""y"":448,""dx"":-105,""dy"":-103,""t"":7823},{""x"":857,""y"":492,""dx"":-114,""dy"":-59,""t"":7859},{""x"":923,""y"":434,""dx"":-48,""dy"":-117,""t"":7898},{""x"":921,""y"":486,""dx"":-50,""dy"":-65,""t"":7925},{""x"":938,""y"":489,""dx"":-33,""dy"":-62,""t"":7960},{""x"":932,""y"":515,""dx"":-39,""dy"":-36,""t"":7994},{""x"":984,""y"":491,""dx"":13,""dy"":-60,""t"":8028},{""x"":1021,""y"":452,""dx"":50,""dy"":-99,""t"":8061},{""x"":1039,""y"":463,""dx"":68,""dy"":-88,""t"":8096},{""x"":1018,""y"":509,""dx"":47,""dy"":-42,""t"":8131},{""x"":1026,""y"":511,""dx"":55,""dy"":-40,""t"":8164},{""x"":1034,""y"":520,""dx"":63,""dy"":-31,""t"":8198},{""x"":1036,""y"":577,""dx"":65,""dy"":26,""t"":8232},{""x"":1025,""y"":613,""dx"":54,""dy"":62,""t"":8266},{""x"":1008,""y"":603,""dx"":37,""dy"":52,""t"":8300},{""x"":978,""y"":637,""dx"":7,""dy"":86,""t"":8333},{""x"":966,""y"":643,""dx"":-5,""dy"":92,""t"":8365},{""x"":948,""y"":684,""dx"":-23,""dy"":133,""t"":8403},{""x"":900,""y"":625,""dx"":-71,""dy"":74,""t"":8437},{""x"":889,""y"":620,""dx"":-82,""dy"":69,""t"":8470},{""x"":906,""y"":574,""dx"":-65,""dy"":23,""t"":8505},{""x"":895,""y"":511,""dx"":-76,""dy"":-40,""t"":8537},{""x"":854,""y"":521,""dx"":-117,""dy"":-30,""t"":8572},{""x"":844,""y"":557,""dx"":-127,""dy"":6,""t"":8606},{""x"":818,""y"":573,""dx"":-153,""dy"":22,""t"":8640},{""x"":825,""y"":570,""dx"":-146,""dy"":19,""t"":8674},{""x"":836,""y"":569,""dx"":-135,""dy"":18,""t"":8708},{""x"":915,""y"":493,""dx"":-56,""dy"":-58,""t"":8742},{""x"":927,""y"":479,""dx"":-44,""dy"":-72,""t"":8775},{""x"":863,""y"":466,""dx"":-108,""dy"":-85,""t"":8810},{""x"":876,""y"":520,""dx"":-95,""dy"":-31,""t"":8844},{""x"":899,""y"":565,""dx"":-72,""dy"":14,""t"":8878},{""x"":934,""y"":583,""dx"":-37,""dy"":32,""t"":8911},{""x"":932,""y"":583,""dx"":-39,""dy"":32,""t"":8946},{""x"":931,""y"":585,""dx"":-40,""dy"":34,""t"":8980},{""x"":934,""y"":566,""dx"":-37,""dy"":15,""t"":9015}],[{""x"":311,""y"":550,""dx"":-180,""dy"":-271,""t"":10035},{""x"":327,""y"":582,""dx"":-164,""dy"":-239,""t"":10068},{""x"":342,""y"":577,""dx"":-149,""dy"":-244,""t"":10101},{""x"":338,""y"":537,""dx"":-153,""dy"":-284,""t"":10135},{""x"":373,""y"":568,""dx"":-118,""dy"":-253,""t"":10171},{""x"":404,""y"":544,""dx"":-87,""dy"":-277,""t"":10204},{""x"":392,""y"":559,""dx"":-99,""dy"":-262,""t"":10238},{""x"":381,""y"":588,""dx"":-110,""dy"":-233,""t"":10272},{""x"":440,""y"":614,""dx"":-51,""dy"":-207,""t"":10305},{""x"":442,""y"":616,""dx"":-49,""dy"":-205,""t"":10341},{""x"":460,""y"":636,""dx"":-31,""dy"":-185,""t"":10374},{""x"":462,""y"":658,""dx"":-29,""dy"":-163,""t"":10408},{""x"":452,""y"":684,""dx"":-39,""dy"":-137,""t"":10442},{""x"":457,""y"":650,""dx"":-34,""dy"":-171,""t"":10476},{""x"":488,""y"":657,""dx"":-3,""dy"":-164,""t"":10509},{""x"":508,""y"":643,""dx"":17,""dy"":-178,""t"":10545},{""x"":522,""y"":669,""dx"":31,""dy"":-152,""t"":10578},{""x"":543,""y"":659,""dx"":52,""dy"":-162,""t"":10612},{""x"":549,""y"":680,""dx"":58,""dy"":-141,""t"":10646},{""x"":532,""y"":680,""dx"":41,""dy"":-141,""t"":10681},{""x"":541,""y"":664,""dx"":50,""dy"":-157,""t"":10714},{""x"":571,""y"":691,""dx"":80,""dy"":-130,""t"":10748},{""x"":575,""y"":692,""dx"":84,""dy"":-129,""t"":10782},{""x"":537,""y"":714,""dx"":46,""dy"":-107,""t"":10817},{""x"":522,""y"":736,""dx"":31,""dy"":-85,""t"":10851},{""x"":528,""y"":721,""dx"":37,""dy"":-100,""t"":10883},{""x"":474,""y"":660,""dx"":-17,""dy"":-161,""t"":10918},{""x"":550,""y"":641,""dx"":59,""dy"":-180,""t"":10953},{""x"":558,""y"":654,""dx"":67,""dy"":-167,""t"":10986},{""x"":524,""y"":625,""dx"":33,""dy"":-196,""t"":11020},{""x"":519,""y"":618,""dx"":28,""dy"":-203,""t"":11059},{""x"":514,""y"":613,""dx"":23,""dy"":-208,""t"":11086},{""x"":496,""y"":616,""dx"":5,""dy"":-205,""t"":11122},{""x"":472,""y"":629,""dx"":-19,""dy"":-192,""t"":11156},{""x"":467,""y"":665,""dx"":-24,""dy"":-156,""t"":11190},{""x"":433,""y"":678,""dx"":-58,""dy"":-143,""t"":11224},{""x"":399,""y"":687,""dx"":-92,""dy"":-134,""t"":11258},{""x"":444,""y"":698,""dx"":-47,""dy"":-123,""t"":11292},{""x"":443,""y"":697,""dx"":-48,""dy"":-124,""t"":11326},{""x"":442,""y"":728,""dx"":-49,""dy"":-93,""t"":11359},{""x"":445,""y"":741,""dx"":-46,""dy"":-80,""t"":11395},{""x"":490,""y"":763,""dx"":-1,""dy"":-58,""t"":11428},{""x"":469,""y"":747,""dx"":-22,""dy"":-74,""t"":11462},{""x"":450,""y"":733,""dx"":-41,""dy"":-88,""t"":11495},{""x"":444,""y"":719,""dx"":-47,""dy"":-102,""t"":11530},{""x"":437,""y"":691,""dx"":-54,""dy"":-130,""t"":11564},{""x"":480,""y"":685,""dx"":-11,""dy"":-136,""t"":11598},{""x"":452,""y"":697,""dx"":-39,""dy"":-124,""t"":11631},{""x"":451,""y"":640,""dx"":-40,""dy"":-181,""t"":11666},{""x"":437,""y"":665,""dx"":-54,""dy"":-156,""t"":11700},{""x"":428,""y"":657,""dx"":-63,""dy"":-164,""t"":11733},{""x"":470,""y"":646,""dx"":-21,""dy"":-175,""t"":11768},{""x"":462,""y"":653,""dx"":-29,""dy"":-168,""t"":11802},{""x"":450,""y"":671,""dx"":-41,""dy"":-150,""t"":11836},{""x"":463,""y"":665,""dx"":-28,""dy"":-156,""t"":11870},{""x"":483,""y"":704,""dx"":-8,""dy"":-117,""t"":11904},{""x"":560,""y"":696,""dx"":69,""dy"":-125,""t"":11938},{""x"":547,""y"":721,""dx"":56,""dy"":-100,""t"":11972},{""x"":522,""y"":717,""dx"":31,""dy"":-104,""t"":12005},{""x"":499,""y"":717,""dx"":8,""dy"":-104,""t"":12041}],[{""x"":1296,""y"":690,""dx"":-155,""dy"":-131,""t"":13060},{""x"":1245,""y"":682,""dx"":-206,""dy"":-139,""t"":13092},{""x"":1250,""y"":682,""dx"":-201,""dy"":-139,""t"":13128},{""x"":1255,""y"":647,""dx"":-196,""dy"":-174,""t"":13163},{""x"":1290,""y"":677,""dx"":-161,""dy"":-144,""t"":13196},{""x"":1296,""y"":661,""dx"":-155,""dy"":-160,""t"":13231},{""x"":1227,""y"":681,""dx"":-224,""dy"":-140,""t"":13263},{""x"":1280,""y"":665,""dx"":-171,""dy"":-156,""t"":13298},{""x"":1235,""y"":696,""dx"":-216,""dy"":-125,""t"":13332},{""x"":1248,""y"":746,""dx"":-203,""dy"":-75,""t"":13366},{""x"":1225,""y"":781,""dx"":-226,""dy"":-40,""t"":13400},{""x"":1266,""y"":776,""dx"":-185,""dy"":-45,""t"":13433},{""x"":1251,""y"":785,""dx"":-200,""dy"":-36,""t"":13468},{""x"":1255,""y"":775,""dx"":-196,""dy"":-46,""t"":13500},{""x"":1256,""y"":752,""dx"":-195,""dy"":-69,""t"":13535},{""x"":1257,""y"":731,""dx"":-194,""dy"":-90,""t"":13570},{""x"":1263,""y"":710,""dx"":-188,""dy"":-111,""t"":13604},{""x"":1277,""y"":704,""dx"":-174,""dy"":-117,""t"":13639},{""x"":1178,""y"":725,""dx"":-273,""dy"":-96,""t"":13672},{""x"":1158,""y"":719,""dx"":-293,""dy"":-102,""t"":13707},{""x"":1256,""y"":722,""dx"":-195,""dy"":-99,""t"":13741},{""x"":1286,""y"":752,""dx"":-165,""dy"":-69,""t"":13774},{""x"":1337,""y"":723,""dx"":-114,""dy"":-98,""t"":13808},{""x"":1296,""y"":741,""dx"":-155,""dy"":-80,""t"":13842},{""x"":1323,""y"":737,""dx"":-128,""dy"":-84,""t"":13876},{""x"":1347,""y"":755,""dx"":-104,""dy"":-66,""t"":13910},{""x"":1360,""y"":753,""dx"":-91,""dy"":-68,""t"":13945},{""x"":1331,""y"":757,""dx"":-120,""dy"":-64,""t"":13977},{""x"":1305,""y"":733,""dx"":-146,""dy"":-88,""t"":14012},{""x"":1313,""y"":706,""dx"":-138,""dy"":-115,""t"":14047},{""x"":1348,""y"":730,""dx"":-103,""dy"":-91,""t"":14081},{""x"":1312,""y"":749,""dx"":-139,""dy"":-72,""t"":14114},{""x"":1315,""y"":762,""dx"":-136,""dy"":-59,""t"":14148},{""x"":1278,""y"":725,""dx"":-173,""dy"":-96,""t"":14186},{""x"":1349,""y"":728,""dx"":-102,""dy"":-93,""t"":14216},{""x"":1279,""y"":704,""dx"":-172,""dy"":-117,""t"":14250},{""x"":1317,""y"":711,""dx"":-134,""dy"":-110,""t"":14286},{""x"":1276,""y"":741,""dx"":-175,""dy"":-80,""t"":14318},{""x"":1268,""y"":779,""dx"":-183,""dy"":-42,""t"":14352},{""x"":1285,""y"":762,""dx"":-166,""dy"":-59,""t"":14386},{""x"":1288,""y"":747,""dx"":-163,""dy"":-74,""t"":14420},{""x"":1324,""y"":770,""dx"":-127,""dy"":-51,""t"":14453},{""x"":1345,""y"":776,""dx"":-106,""dy"":-45,""t"":14488},{""x"":1383,""y"":723,""dx"":-68,""dy"":-98,""t"":14523},{""x"":1356,""y"":710,""dx"":-95,""dy"":-111,""t"":14556},{""x"":1375,""y"":654,""dx"":-76,""dy"":-167,""t"":14590},{""x"":1439,""y"":666,""dx"":-12,""dy"":-155,""t"":14624},{""x"":1455,""y"":654,""dx"":4,""dy"":-167,""t"":14656},{""x"":1402,""y"":683,""dx"":-49,""dy"":-138,""t"":14693},{""x"":1390,""y"":651,""dx"":-61,""dy"":-170,""t"":14725},{""x"":1410,""y"":698,""dx"":-41,""dy"":-123,""t"":14760},{""x"":1365,""y"":645,""dx"":-86,""dy"":-176,""t"":14794},{""x"":1339,""y"":657,""dx"":-112,""dy"":-164,""t"":14828},{""x"":1358,""y"":702,""dx"":-93,""dy"":-119,""t"":14862},{""x"":1339,""y"":689,""dx"":-112,""dy"":-132,""t"":14896},{""x"":1299,""y"":781,""dx"":-152,""dy"":-40,""t"":14930},{""x"":1319,""y"":792,""dx"":-132,""dy"":-29,""t"":14964},{""x"":1222,""y"":739,""dx"":-229,""dy"":-82,""t"":14998},{""x"":1268,""y"":703,""dx"":-183,""dy"":-118,""t"":15032}]]","[23.728813559322035,66.10169491525424,100,78.33333333333333,61.016949152542374]","[{""x"":-152.45762711864407,""y"":-235.83050847457628,""r"":99.25169604045091},{""x"":-73.35593220338983,""y"":-152.27118644067798,""r"":65.96093008452526},{""x"":-28.783333333333335,""y"":-4.933333333333334,""r"":107.4499588585858},{""x"":-21.483333333333334,""y"":-159.23333333333332,""r"":97.95352943100937},{""x"":-148.20338983050848,""y"":-100.7457627118644,""r"":58.1431976051425}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]",29.41,validate,,,,,,,,,,
,html-button-response,133,383732,0.0-5.0-6.0-4.0-0.0-0.0,,,,,1687,0,,,"
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ",,,,,,,recalibration,,,,,,,,,
