success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,load_time,stimulus,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,phase,ans,ISI,webgazer_data,webgazer_targets,size,target,response_answer,correct,webgazer_targets_data
TRUE,fullscreen,0,43990,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,preload,1,44004,0.0-1.0,FALSE,[],[],[],,,,,,,,,,,,,,,,,,,,,
,survey-text,2,56788,0.0-2.0-0.0,,,,,12781,"{""name"":""罗晨曦"",""age"":""23""}",,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,62316,0.0-2.0-1.0,,,,,5527,{"sex":"女"},[0],,,,,,,,,,,,,,,,,,
,webgazer-init-camera,4,112254,0.0-3.0,,,,,,,,2025,,,,,,,,,,,,,,,,,
,html-button-response,5,119268,0.0-4.0-0.0,,,,,7012,0,,,"
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ",,,,,,,,,,,,,,,,
,webgazer-calibrate,6,132378,0.0-4.0-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,html-button-response,7,136852,0.0-4.0-2.0,,,,,4473,0,,,"
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ",,,,,,,,,,,,,,,,
,webgazer-validate,8,163472,0.0-4.0-3.0,,,,,,,,,,"[[{""x"":452,""y"":389,""dx"":-39,""dy"":108,""t"":1024},{""x"":459,""y"":528,""dx"":-32,""dy"":247,""t"":1058},{""x"":504,""y"":657,""dx"":13,""dy"":376,""t"":1092},{""x"":537,""y"":767,""dx"":46,""dy"":486,""t"":1126},{""x"":527,""y"":800,""dx"":36,""dy"":519,""t"":1161},{""x"":533,""y"":800,""dx"":42,""dy"":519,""t"":1194},{""x"":552,""y"":770,""dx"":61,""dy"":489,""t"":1228},{""x"":521,""y"":735,""dx"":30,""dy"":454,""t"":1262},{""x"":513,""y"":689,""dx"":22,""dy"":408,""t"":1296},{""x"":512,""y"":637,""dx"":21,""dy"":356,""t"":1330},{""x"":512,""y"":591,""dx"":21,""dy"":310,""t"":1365},{""x"":538,""y"":553,""dx"":47,""dy"":272,""t"":1398},{""x"":554,""y"":514,""dx"":63,""dy"":233,""t"":1431},{""x"":522,""y"":507,""dx"":31,""dy"":226,""t"":1466},{""x"":556,""y"":491,""dx"":65,""dy"":210,""t"":1500},{""x"":571,""y"":475,""dx"":80,""dy"":194,""t"":1533},{""x"":536,""y"":454,""dx"":45,""dy"":173,""t"":1568},{""x"":495,""y"":481,""dx"":4,""dy"":200,""t"":1602},{""x"":492,""y"":452,""dx"":1,""dy"":171,""t"":1636},{""x"":487,""y"":459,""dx"":-4,""dy"":178,""t"":1667},{""x"":495,""y"":447,""dx"":4,""dy"":166,""t"":1704},{""x"":500,""y"":444,""dx"":9,""dy"":163,""t"":1737},{""x"":472,""y"":467,""dx"":-19,""dy"":186,""t"":1772},{""x"":479,""y"":483,""dx"":-12,""dy"":202,""t"":1806},{""x"":511,""y"":461,""dx"":20,""dy"":180,""t"":1840},{""x"":524,""y"":453,""dx"":33,""dy"":172,""t"":1874},{""x"":551,""y"":470,""dx"":60,""dy"":189,""t"":1909},{""x"":547,""y"":484,""dx"":56,""dy"":203,""t"":1941},{""x"":567,""y"":490,""dx"":76,""dy"":209,""t"":1976},{""x"":550,""y"":519,""dx"":59,""dy"":238,""t"":2010},{""x"":575,""y"":496,""dx"":84,""dy"":215,""t"":2044},{""x"":578,""y"":469,""dx"":87,""dy"":188,""t"":2075},{""x"":560,""y"":502,""dx"":69,""dy"":221,""t"":2112},{""x"":564,""y"":477,""dx"":73,""dy"":196,""t"":2145},{""x"":562,""y"":496,""dx"":71,""dy"":215,""t"":2179},{""x"":550,""y"":512,""dx"":59,""dy"":231,""t"":2214},{""x"":571,""y"":499,""dx"":80,""dy"":218,""t"":2248},{""x"":554,""y"":505,""dx"":63,""dy"":224,""t"":2282},{""x"":569,""y"":484,""dx"":78,""dy"":203,""t"":2316},{""x"":536,""y"":506,""dx"":45,""dy"":225,""t"":2350},{""x"":513,""y"":509,""dx"":22,""dy"":228,""t"":2384},{""x"":471,""y"":507,""dx"":-20,""dy"":226,""t"":2418},{""x"":444,""y"":501,""dx"":-47,""dy"":220,""t"":2453},{""x"":452,""y"":502,""dx"":-39,""dy"":221,""t"":2485},{""x"":437,""y"":495,""dx"":-54,""dy"":214,""t"":2520},{""x"":416,""y"":481,""dx"":-75,""dy"":200,""t"":2555},{""x"":400,""y"":482,""dx"":-91,""dy"":201,""t"":2588},{""x"":410,""y"":475,""dx"":-81,""dy"":194,""t"":2621},{""x"":416,""y"":485,""dx"":-75,""dy"":204,""t"":2655},{""x"":431,""y"":499,""dx"":-60,""dy"":218,""t"":2690},{""x"":435,""y"":515,""dx"":-56,""dy"":234,""t"":2724},{""x"":449,""y"":497,""dx"":-42,""dy"":216,""t"":2758},{""x"":448,""y"":492,""dx"":-43,""dy"":211,""t"":2792},{""x"":480,""y"":478,""dx"":-11,""dy"":197,""t"":2826},{""x"":482,""y"":489,""dx"":-9,""dy"":208,""t"":2860},{""x"":485,""y"":492,""dx"":-6,""dy"":211,""t"":2894},{""x"":495,""y"":483,""dx"":4,""dy"":202,""t"":2927},{""x"":485,""y"":482,""dx"":-6,""dy"":201,""t"":2962},{""x"":504,""y"":450,""dx"":13,""dy"":169,""t"":2996}],[{""x"":1437,""y"":416,""dx"":-14,""dy"":135,""t"":4013},{""x"":1431,""y"":419,""dx"":-20,""dy"":138,""t"":4050},{""x"":1407,""y"":434,""dx"":-44,""dy"":153,""t"":4084},{""x"":1409,""y"":433,""dx"":-42,""dy"":152,""t"":4118},{""x"":1393,""y"":460,""dx"":-58,""dy"":179,""t"":4151},{""x"":1385,""y"":464,""dx"":-66,""dy"":183,""t"":4186},{""x"":1352,""y"":472,""dx"":-99,""dy"":191,""t"":4220},{""x"":1335,""y"":454,""dx"":-116,""dy"":173,""t"":4254},{""x"":1338,""y"":456,""dx"":-113,""dy"":175,""t"":4288},{""x"":1320,""y"":467,""dx"":-131,""dy"":186,""t"":4322},{""x"":1327,""y"":466,""dx"":-124,""dy"":185,""t"":4356},{""x"":1313,""y"":456,""dx"":-138,""dy"":175,""t"":4390},{""x"":1302,""y"":434,""dx"":-149,""dy"":153,""t"":4423},{""x"":1332,""y"":427,""dx"":-119,""dy"":146,""t"":4458},{""x"":1347,""y"":419,""dx"":-104,""dy"":138,""t"":4492},{""x"":1339,""y"":412,""dx"":-112,""dy"":131,""t"":4526},{""x"":1326,""y"":416,""dx"":-125,""dy"":135,""t"":4560},{""x"":1332,""y"":441,""dx"":-119,""dy"":160,""t"":4594},{""x"":1345,""y"":435,""dx"":-106,""dy"":154,""t"":4628},{""x"":1328,""y"":445,""dx"":-123,""dy"":164,""t"":4662},{""x"":1343,""y"":418,""dx"":-108,""dy"":137,""t"":4696},{""x"":1331,""y"":436,""dx"":-120,""dy"":155,""t"":4730},{""x"":1325,""y"":450,""dx"":-126,""dy"":169,""t"":4764},{""x"":1315,""y"":459,""dx"":-136,""dy"":178,""t"":4798},{""x"":1329,""y"":428,""dx"":-122,""dy"":147,""t"":4832},{""x"":1309,""y"":432,""dx"":-142,""dy"":151,""t"":4867},{""x"":1327,""y"":457,""dx"":-124,""dy"":176,""t"":4900},{""x"":1357,""y"":462,""dx"":-94,""dy"":181,""t"":4934},{""x"":1366,""y"":466,""dx"":-85,""dy"":185,""t"":4969},{""x"":1379,""y"":461,""dx"":-72,""dy"":180,""t"":5002},{""x"":1345,""y"":462,""dx"":-106,""dy"":181,""t"":5036},{""x"":1346,""y"":451,""dx"":-105,""dy"":170,""t"":5069},{""x"":1324,""y"":477,""dx"":-127,""dy"":196,""t"":5104},{""x"":1361,""y"":431,""dx"":-90,""dy"":150,""t"":5137},{""x"":1323,""y"":452,""dx"":-128,""dy"":171,""t"":5172},{""x"":1372,""y"":442,""dx"":-79,""dy"":161,""t"":5205},{""x"":1398,""y"":399,""dx"":-53,""dy"":118,""t"":5240},{""x"":1391,""y"":424,""dx"":-60,""dy"":143,""t"":5274},{""x"":1411,""y"":402,""dx"":-40,""dy"":121,""t"":5308},{""x"":1361,""y"":428,""dx"":-90,""dy"":147,""t"":5342},{""x"":1380,""y"":404,""dx"":-71,""dy"":123,""t"":5377},{""x"":1366,""y"":438,""dx"":-85,""dy"":157,""t"":5409},{""x"":1356,""y"":448,""dx"":-95,""dy"":167,""t"":5444},{""x"":1340,""y"":448,""dx"":-111,""dy"":167,""t"":5478},{""x"":1322,""y"":455,""dx"":-129,""dy"":174,""t"":5512},{""x"":1314,""y"":469,""dx"":-137,""dy"":188,""t"":5546},{""x"":1323,""y"":472,""dx"":-128,""dy"":191,""t"":5580},{""x"":1330,""y"":474,""dx"":-121,""dy"":193,""t"":5612},{""x"":1351,""y"":485,""dx"":-100,""dy"":204,""t"":5648},{""x"":1364,""y"":489,""dx"":-87,""dy"":208,""t"":5681},{""x"":1369,""y"":486,""dx"":-82,""dy"":205,""t"":5716},{""x"":1354,""y"":494,""dx"":-97,""dy"":213,""t"":5750},{""x"":1334,""y"":483,""dx"":-117,""dy"":202,""t"":5785},{""x"":1337,""y"":473,""dx"":-114,""dy"":192,""t"":5818},{""x"":1307,""y"":480,""dx"":-144,""dy"":199,""t"":5852},{""x"":1307,""y"":498,""dx"":-144,""dy"":217,""t"":5886},{""x"":1294,""y"":501,""dx"":-157,""dy"":220,""t"":5920},{""x"":1305,""y"":501,""dx"":-146,""dy"":220,""t"":5955},{""x"":1285,""y"":483,""dx"":-166,""dy"":202,""t"":5988}],[{""x"":1099,""y"":508,""dx"":128,""dy"":-43,""t"":7042},{""x"":1125,""y"":509,""dx"":154,""dy"":-42,""t"":7077},{""x"":1105,""y"":505,""dx"":134,""dy"":-46,""t"":7110},{""x"":1136,""y"":501,""dx"":165,""dy"":-50,""t"":7143},{""x"":1145,""y"":500,""dx"":174,""dy"":-51,""t"":7179},{""x"":1152,""y"":499,""dx"":181,""dy"":-52,""t"":7209},{""x"":1133,""y"":489,""dx"":162,""dy"":-62,""t"":7246},{""x"":1141,""y"":493,""dx"":170,""dy"":-58,""t"":7280},{""x"":1156,""y"":482,""dx"":185,""dy"":-69,""t"":7314},{""x"":1162,""y"":484,""dx"":191,""dy"":-67,""t"":7348},{""x"":1161,""y"":495,""dx"":190,""dy"":-56,""t"":7382},{""x"":1127,""y"":476,""dx"":156,""dy"":-75,""t"":7415},{""x"":1114,""y"":467,""dx"":143,""dy"":-84,""t"":7449},{""x"":1097,""y"":505,""dx"":126,""dy"":-46,""t"":7484},{""x"":1055,""y"":521,""dx"":84,""dy"":-30,""t"":7518},{""x"":1057,""y"":513,""dx"":86,""dy"":-38,""t"":7552},{""x"":1056,""y"":502,""dx"":85,""dy"":-49,""t"":7586},{""x"":1086,""y"":502,""dx"":115,""dy"":-49,""t"":7620},{""x"":1127,""y"":501,""dx"":156,""dy"":-50,""t"":7654},{""x"":1158,""y"":515,""dx"":187,""dy"":-36,""t"":7688},{""x"":1138,""y"":508,""dx"":167,""dy"":-43,""t"":7722},{""x"":1137,""y"":486,""dx"":166,""dy"":-65,""t"":7756},{""x"":1146,""y"":484,""dx"":175,""dy"":-67,""t"":7790},{""x"":1175,""y"":464,""dx"":204,""dy"":-87,""t"":7823},{""x"":1140,""y"":490,""dx"":169,""dy"":-61,""t"":7858},{""x"":1187,""y"":511,""dx"":216,""dy"":-40,""t"":7893},{""x"":1220,""y"":514,""dx"":249,""dy"":-37,""t"":7926},{""x"":1192,""y"":518,""dx"":221,""dy"":-33,""t"":7960},{""x"":1224,""y"":506,""dx"":253,""dy"":-45,""t"":7995},{""x"":1233,""y"":521,""dx"":262,""dy"":-30,""t"":8028},{""x"":1172,""y"":555,""dx"":201,""dy"":4,""t"":8063},{""x"":1158,""y"":549,""dx"":187,""dy"":-2,""t"":8096},{""x"":1167,""y"":532,""dx"":196,""dy"":-19,""t"":8130},{""x"":1141,""y"":527,""dx"":170,""dy"":-24,""t"":8164},{""x"":1186,""y"":525,""dx"":215,""dy"":-26,""t"":8198},{""x"":1155,""y"":523,""dx"":184,""dy"":-28,""t"":8232},{""x"":1162,""y"":535,""dx"":191,""dy"":-16,""t"":8266},{""x"":1169,""y"":538,""dx"":198,""dy"":-13,""t"":8300},{""x"":1165,""y"":541,""dx"":194,""dy"":-10,""t"":8334},{""x"":1136,""y"":537,""dx"":165,""dy"":-14,""t"":8368},{""x"":1183,""y"":544,""dx"":212,""dy"":-7,""t"":8402},{""x"":1147,""y"":548,""dx"":176,""dy"":-3,""t"":8435},{""x"":1117,""y"":549,""dx"":146,""dy"":-2,""t"":8470},{""x"":1105,""y"":548,""dx"":134,""dy"":-3,""t"":8505},{""x"":1082,""y"":559,""dx"":111,""dy"":8,""t"":8538},{""x"":1121,""y"":561,""dx"":150,""dy"":10,""t"":8571},{""x"":1088,""y"":549,""dx"":117,""dy"":-2,""t"":8606},{""x"":1098,""y"":558,""dx"":127,""dy"":7,""t"":8641},{""x"":1074,""y"":561,""dx"":103,""dy"":10,""t"":8674},{""x"":1047,""y"":572,""dx"":76,""dy"":21,""t"":8708},{""x"":1067,""y"":547,""dx"":96,""dy"":-4,""t"":8742},{""x"":1085,""y"":525,""dx"":114,""dy"":-26,""t"":8774},{""x"":1074,""y"":518,""dx"":103,""dy"":-33,""t"":8810},{""x"":1068,""y"":534,""dx"":97,""dy"":-17,""t"":8843},{""x"":1034,""y"":544,""dx"":63,""dy"":-7,""t"":8878},{""x"":1018,""y"":543,""dx"":47,""dy"":-8,""t"":8913},{""x"":984,""y"":561,""dx"":13,""dy"":10,""t"":8946},{""x"":985,""y"":560,""dx"":14,""dy"":9,""t"":8980},{""x"":1052,""y"":543,""dx"":81,""dy"":-8,""t"":9014}],[{""x"":361,""y"":663,""dx"":-130,""dy"":-158,""t"":10034},{""x"":372,""y"":691,""dx"":-119,""dy"":-130,""t"":10068},{""x"":399,""y"":706,""dx"":-92,""dy"":-115,""t"":10102},{""x"":446,""y"":730,""dx"":-45,""dy"":-91,""t"":10136},{""x"":470,""y"":731,""dx"":-21,""dy"":-90,""t"":10170},{""x"":496,""y"":682,""dx"":5,""dy"":-139,""t"":10204},{""x"":499,""y"":655,""dx"":8,""dy"":-166,""t"":10238},{""x"":516,""y"":627,""dx"":25,""dy"":-194,""t"":10271},{""x"":483,""y"":628,""dx"":-8,""dy"":-193,""t"":10307},{""x"":480,""y"":651,""dx"":-11,""dy"":-170,""t"":10340},{""x"":429,""y"":646,""dx"":-62,""dy"":-175,""t"":10372},{""x"":437,""y"":657,""dx"":-54,""dy"":-164,""t"":10408},{""x"":482,""y"":657,""dx"":-9,""dy"":-164,""t"":10441},{""x"":522,""y"":626,""dx"":31,""dy"":-195,""t"":10476},{""x"":470,""y"":634,""dx"":-21,""dy"":-187,""t"":10510},{""x"":485,""y"":647,""dx"":-6,""dy"":-174,""t"":10544},{""x"":452,""y"":648,""dx"":-39,""dy"":-173,""t"":10578},{""x"":487,""y"":669,""dx"":-4,""dy"":-152,""t"":10613},{""x"":479,""y"":672,""dx"":-12,""dy"":-149,""t"":10645},{""x"":498,""y"":681,""dx"":7,""dy"":-140,""t"":10680},{""x"":499,""y"":679,""dx"":8,""dy"":-142,""t"":10714},{""x"":529,""y"":677,""dx"":38,""dy"":-144,""t"":10747},{""x"":554,""y"":675,""dx"":63,""dy"":-146,""t"":10780},{""x"":546,""y"":692,""dx"":55,""dy"":-129,""t"":10816},{""x"":548,""y"":704,""dx"":57,""dy"":-117,""t"":10850},{""x"":577,""y"":721,""dx"":86,""dy"":-100,""t"":10883},{""x"":588,""y"":728,""dx"":97,""dy"":-93,""t"":10917},{""x"":562,""y"":722,""dx"":71,""dy"":-99,""t"":10952},{""x"":534,""y"":713,""dx"":43,""dy"":-108,""t"":10985},{""x"":560,""y"":704,""dx"":69,""dy"":-117,""t"":11020},{""x"":568,""y"":704,""dx"":77,""dy"":-117,""t"":11054},{""x"":564,""y"":715,""dx"":73,""dy"":-106,""t"":11088},{""x"":571,""y"":692,""dx"":80,""dy"":-129,""t"":11123},{""x"":542,""y"":686,""dx"":51,""dy"":-135,""t"":11155},{""x"":543,""y"":704,""dx"":52,""dy"":-117,""t"":11190},{""x"":536,""y"":707,""dx"":45,""dy"":-114,""t"":11224},{""x"":533,""y"":694,""dx"":42,""dy"":-127,""t"":11258},{""x"":505,""y"":698,""dx"":14,""dy"":-123,""t"":11292},{""x"":552,""y"":688,""dx"":61,""dy"":-133,""t"":11326},{""x"":566,""y"":663,""dx"":75,""dy"":-158,""t"":11360},{""x"":558,""y"":672,""dx"":67,""dy"":-149,""t"":11394},{""x"":533,""y"":665,""dx"":42,""dy"":-156,""t"":11428},{""x"":542,""y"":681,""dx"":51,""dy"":-140,""t"":11461},{""x"":539,""y"":693,""dx"":48,""dy"":-128,""t"":11496},{""x"":510,""y"":682,""dx"":19,""dy"":-139,""t"":11530},{""x"":484,""y"":684,""dx"":-7,""dy"":-137,""t"":11564},{""x"":475,""y"":700,""dx"":-16,""dy"":-121,""t"":11598},{""x"":453,""y"":704,""dx"":-38,""dy"":-117,""t"":11631},{""x"":465,""y"":706,""dx"":-26,""dy"":-115,""t"":11666},{""x"":462,""y"":700,""dx"":-29,""dy"":-121,""t"":11700},{""x"":474,""y"":705,""dx"":-17,""dy"":-116,""t"":11734},{""x"":478,""y"":708,""dx"":-13,""dy"":-113,""t"":11769},{""x"":480,""y"":699,""dx"":-11,""dy"":-122,""t"":11802},{""x"":483,""y"":684,""dx"":-8,""dy"":-137,""t"":11837},{""x"":496,""y"":682,""dx"":5,""dy"":-139,""t"":11870},{""x"":539,""y"":686,""dx"":48,""dy"":-135,""t"":11904},{""x"":547,""y"":670,""dx"":56,""dy"":-151,""t"":11937},{""x"":555,""y"":674,""dx"":64,""dy"":-147,""t"":11972},{""x"":534,""y"":672,""dx"":43,""dy"":-149,""t"":12006}],[{""x"":1311,""y"":710,""dx"":-140,""dy"":-111,""t"":13059},{""x"":1307,""y"":713,""dx"":-144,""dy"":-108,""t"":13094},{""x"":1305,""y"":716,""dx"":-146,""dy"":-105,""t"":13128},{""x"":1319,""y"":714,""dx"":-132,""dy"":-107,""t"":13162},{""x"":1315,""y"":722,""dx"":-136,""dy"":-99,""t"":13196},{""x"":1334,""y"":719,""dx"":-117,""dy"":-102,""t"":13230},{""x"":1323,""y"":730,""dx"":-128,""dy"":-91,""t"":13263},{""x"":1331,""y"":732,""dx"":-120,""dy"":-89,""t"":13298},{""x"":1333,""y"":715,""dx"":-118,""dy"":-106,""t"":13332},{""x"":1362,""y"":716,""dx"":-89,""dy"":-105,""t"":13366},{""x"":1352,""y"":715,""dx"":-99,""dy"":-106,""t"":13400},{""x"":1355,""y"":711,""dx"":-96,""dy"":-110,""t"":13434},{""x"":1363,""y"":704,""dx"":-88,""dy"":-117,""t"":13469},{""x"":1360,""y"":684,""dx"":-91,""dy"":-137,""t"":13502},{""x"":1372,""y"":687,""dx"":-79,""dy"":-134,""t"":13536},{""x"":1362,""y"":684,""dx"":-89,""dy"":-137,""t"":13570},{""x"":1367,""y"":687,""dx"":-84,""dy"":-134,""t"":13604},{""x"":1319,""y"":711,""dx"":-132,""dy"":-110,""t"":13638},{""x"":1292,""y"":720,""dx"":-159,""dy"":-101,""t"":13671},{""x"":1317,""y"":732,""dx"":-134,""dy"":-89,""t"":13706},{""x"":1327,""y"":723,""dx"":-124,""dy"":-98,""t"":13740},{""x"":1295,""y"":723,""dx"":-156,""dy"":-98,""t"":13774},{""x"":1308,""y"":702,""dx"":-143,""dy"":-119,""t"":13808},{""x"":1303,""y"":699,""dx"":-148,""dy"":-122,""t"":13841},{""x"":1310,""y"":687,""dx"":-141,""dy"":-134,""t"":13875},{""x"":1324,""y"":683,""dx"":-127,""dy"":-138,""t"":13910},{""x"":1336,""y"":680,""dx"":-115,""dy"":-141,""t"":13942},{""x"":1319,""y"":692,""dx"":-132,""dy"":-129,""t"":13979},{""x"":1324,""y"":686,""dx"":-127,""dy"":-135,""t"":14012},{""x"":1335,""y"":685,""dx"":-116,""dy"":-136,""t"":14046},{""x"":1334,""y"":700,""dx"":-117,""dy"":-121,""t"":14080},{""x"":1311,""y"":708,""dx"":-140,""dy"":-113,""t"":14114},{""x"":1331,""y"":705,""dx"":-120,""dy"":-116,""t"":14148},{""x"":1339,""y"":702,""dx"":-112,""dy"":-119,""t"":14181},{""x"":1348,""y"":717,""dx"":-103,""dy"":-104,""t"":14215},{""x"":1352,""y"":716,""dx"":-99,""dy"":-105,""t"":14250},{""x"":1339,""y"":728,""dx"":-112,""dy"":-93,""t"":14284},{""x"":1341,""y"":727,""dx"":-110,""dy"":-94,""t"":14318},{""x"":1342,""y"":725,""dx"":-109,""dy"":-96,""t"":14349},{""x"":1367,""y"":732,""dx"":-84,""dy"":-89,""t"":14386},{""x"":1399,""y"":721,""dx"":-52,""dy"":-100,""t"":14420},{""x"":1394,""y"":724,""dx"":-57,""dy"":-97,""t"":14454},{""x"":1396,""y"":729,""dx"":-55,""dy"":-92,""t"":14488},{""x"":1394,""y"":723,""dx"":-57,""dy"":-98,""t"":14521},{""x"":1419,""y"":714,""dx"":-32,""dy"":-107,""t"":14556},{""x"":1412,""y"":727,""dx"":-39,""dy"":-94,""t"":14590},{""x"":1412,""y"":732,""dx"":-39,""dy"":-89,""t"":14624},{""x"":1403,""y"":712,""dx"":-48,""dy"":-109,""t"":14658},{""x"":1353,""y"":720,""dx"":-98,""dy"":-101,""t"":14691},{""x"":1339,""y"":706,""dx"":-112,""dy"":-115,""t"":14725},{""x"":1331,""y"":701,""dx"":-120,""dy"":-120,""t"":14760},{""x"":1350,""y"":702,""dx"":-101,""dy"":-119,""t"":14794},{""x"":1351,""y"":712,""dx"":-100,""dy"":-109,""t"":14827},{""x"":1350,""y"":714,""dx"":-101,""dy"":-107,""t"":14862},{""x"":1343,""y"":721,""dx"":-108,""dy"":-100,""t"":14897},{""x"":1345,""y"":709,""dx"":-106,""dy"":-112,""t"":14930},{""x"":1340,""y"":683,""dx"":-111,""dy"":-138,""t"":14964},{""x"":1321,""y"":684,""dx"":-130,""dy"":-137,""t"":14998},{""x"":1339,""y"":685,""dx"":-112,""dy"":-136,""t"":15033}]]","[20.33898305084746,44.06779661016949,83.05084745762711,98.30508474576271,100]","[{""x"":14.779661016949152,""y"":239.79661016949152,""r"":68.53000148206101},{""x"":-104.40677966101696,""y"":170.59322033898306,""r"":32.5957586467644},{""x"":151.4406779661017,""y"":-29.728813559322035,""r"":45.832746159392926},{""x"":14.88135593220339,""y"":-137.3728813559322,""r"":42.342036230850574},{""x"":-107.35593220338983,""y"":-111.49152542372882,""r"":29.087456908130722}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]",29.4,validate,,,,,,,,,,
,html-button-response,9,164357,0.0-4.0-4.0-0.0-0.0,,,,,883,0,,,"
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ",,,,,,,recalibration,,,,,,,,,
