success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,stimulus,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,phase,ans,ISI,webgazer_data,webgazer_targets,size,target,response_answer,correct,webgazer_targets_data
TRUE,fullscreen,0,6670,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,preload,1,6678,0.0-1.0,FALSE,[],[],[],,,,,,,,,,,,,,,,,,,,,
,survey-text,2,10333,0.0-2.0-0.0,,,,,3653,"{""name"":""罗晨曦"",""age"":""23""}",,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,12070,0.0-2.0-1.0,,,,,1735,{"sex":"女"},[0],,,,,,,,,,,,,,,,,,
,html-keyboard-response,4,12837,0.0-3.0,,,,,766, ,,<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按"space"键继续。</p>,,,,,,,,,,,,,,,,,
,webgazer-init-camera,5,21607,0.0-4.0,,,,,,,,,2175,,,,,,,,,,,,,,,,
,html-button-response,6,22462,0.0-5.0-0.0,,,,,853,0,,"
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ",,,,,,,,,,,,,,,,,
,webgazer-calibrate,7,33129,0.0-5.0-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,html-button-response,8,34317,0.0-5.0-2.0,,,,,1188,0,,"
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ",,,,,,,,,,,,,,,,,
,webgazer-validate,9,53205,0.0-5.0-3.0,,,,,,,,,,"[[{""x"":682,""y"":419,""dx"":191,""dy"":138,""t"":990},{""x"":696,""y"":415,""dx"":205,""dy"":134,""t"":1024},{""x"":709,""y"":411,""dx"":218,""dy"":130,""t"":1058},{""x"":714,""y"":407,""dx"":223,""dy"":126,""t"":1092},{""x"":699,""y"":401,""dx"":208,""dy"":120,""t"":1126},{""x"":689,""y"":385,""dx"":198,""dy"":104,""t"":1160},{""x"":669,""y"":378,""dx"":178,""dy"":97,""t"":1193},{""x"":638,""y"":358,""dx"":147,""dy"":77,""t"":1227},{""x"":620,""y"":351,""dx"":129,""dy"":70,""t"":1262},{""x"":605,""y"":347,""dx"":114,""dy"":66,""t"":1294},{""x"":593,""y"":355,""dx"":102,""dy"":74,""t"":1330},{""x"":593,""y"":369,""dx"":102,""dy"":88,""t"":1364},{""x"":586,""y"":364,""dx"":95,""dy"":83,""t"":1399},{""x"":605,""y"":369,""dx"":114,""dy"":88,""t"":1432},{""x"":574,""y"":373,""dx"":83,""dy"":92,""t"":1465},{""x"":549,""y"":370,""dx"":58,""dy"":89,""t"":1500},{""x"":566,""y"":365,""dx"":75,""dy"":84,""t"":1534},{""x"":593,""y"":363,""dx"":102,""dy"":82,""t"":1568},{""x"":568,""y"":353,""dx"":77,""dy"":72,""t"":1602},{""x"":554,""y"":347,""dx"":63,""dy"":66,""t"":1637},{""x"":540,""y"":344,""dx"":49,""dy"":63,""t"":1670},{""x"":578,""y"":349,""dx"":87,""dy"":68,""t"":1704},{""x"":605,""y"":344,""dx"":114,""dy"":63,""t"":1738},{""x"":624,""y"":354,""dx"":133,""dy"":73,""t"":1772},{""x"":622,""y"":366,""dx"":131,""dy"":85,""t"":1806},{""x"":625,""y"":377,""dx"":134,""dy"":96,""t"":1840},{""x"":604,""y"":367,""dx"":113,""dy"":86,""t"":1875},{""x"":576,""y"":363,""dx"":85,""dy"":82,""t"":1909},{""x"":558,""y"":346,""dx"":67,""dy"":65,""t"":1942},{""x"":531,""y"":331,""dx"":40,""dy"":50,""t"":1976},{""x"":519,""y"":326,""dx"":28,""dy"":45,""t"":2010},{""x"":514,""y"":303,""dx"":23,""dy"":22,""t"":2044},{""x"":502,""y"":304,""dx"":11,""dy"":23,""t"":2079},{""x"":505,""y"":294,""dx"":14,""dy"":13,""t"":2112},{""x"":483,""y"":275,""dx"":-8,""dy"":-6,""t"":2146},{""x"":485,""y"":279,""dx"":-6,""dy"":-2,""t"":2180},{""x"":484,""y"":260,""dx"":-7,""dy"":-21,""t"":2213},{""x"":493,""y"":252,""dx"":2,""dy"":-29,""t"":2248},{""x"":501,""y"":291,""dx"":10,""dy"":10,""t"":2281},{""x"":496,""y"":273,""dx"":5,""dy"":-8,""t"":2316},{""x"":507,""y"":317,""dx"":16,""dy"":36,""t"":2350},{""x"":493,""y"":307,""dx"":2,""dy"":26,""t"":2385},{""x"":501,""y"":293,""dx"":10,""dy"":12,""t"":2418},{""x"":525,""y"":282,""dx"":34,""dy"":1,""t"":2451},{""x"":533,""y"":316,""dx"":42,""dy"":35,""t"":2486},{""x"":529,""y"":304,""dx"":38,""dy"":23,""t"":2521},{""x"":512,""y"":301,""dx"":21,""dy"":20,""t"":2554},{""x"":499,""y"":294,""dx"":8,""dy"":13,""t"":2589},{""x"":504,""y"":284,""dx"":13,""dy"":3,""t"":2622},{""x"":500,""y"":306,""dx"":9,""dy"":25,""t"":2657},{""x"":536,""y"":323,""dx"":45,""dy"":42,""t"":2690},{""x"":543,""y"":335,""dx"":52,""dy"":54,""t"":2724},{""x"":553,""y"":333,""dx"":62,""dy"":52,""t"":2759},{""x"":546,""y"":314,""dx"":55,""dy"":33,""t"":2793},{""x"":546,""y"":322,""dx"":55,""dy"":41,""t"":2826},{""x"":546,""y"":328,""dx"":55,""dy"":47,""t"":2858},{""x"":546,""y"":319,""dx"":55,""dy"":38,""t"":2895},{""x"":567,""y"":370,""dx"":76,""dy"":89,""t"":2927},{""x"":564,""y"":354,""dx"":73,""dy"":73,""t"":2962},{""x"":568,""y"":341,""dx"":77,""dy"":60,""t"":2995}],[{""x"":1505,""y"":282,""dx"":54,""dy"":1,""t"":4017},{""x"":1490,""y"":266,""dx"":39,""dy"":-15,""t"":4050},{""x"":1476,""y"":276,""dx"":25,""dy"":-5,""t"":4084},{""x"":1466,""y"":298,""dx"":15,""dy"":17,""t"":4119},{""x"":1438,""y"":267,""dx"":-13,""dy"":-14,""t"":4152},{""x"":1411,""y"":264,""dx"":-40,""dy"":-17,""t"":4186},{""x"":1384,""y"":250,""dx"":-67,""dy"":-31,""t"":4220},{""x"":1379,""y"":249,""dx"":-72,""dy"":-32,""t"":4255},{""x"":1371,""y"":256,""dx"":-80,""dy"":-25,""t"":4287},{""x"":1363,""y"":251,""dx"":-88,""dy"":-30,""t"":4322},{""x"":1352,""y"":245,""dx"":-99,""dy"":-36,""t"":4356},{""x"":1350,""y"":245,""dx"":-101,""dy"":-36,""t"":4390},{""x"":1349,""y"":245,""dx"":-102,""dy"":-36,""t"":4422},{""x"":1360,""y"":253,""dx"":-91,""dy"":-28,""t"":4458},{""x"":1365,""y"":254,""dx"":-86,""dy"":-27,""t"":4492},{""x"":1426,""y"":257,""dx"":-25,""dy"":-24,""t"":4526},{""x"":1444,""y"":260,""dx"":-7,""dy"":-21,""t"":4560},{""x"":1469,""y"":263,""dx"":18,""dy"":-18,""t"":4594},{""x"":1496,""y"":260,""dx"":45,""dy"":-21,""t"":4628},{""x"":1518,""y"":256,""dx"":67,""dy"":-25,""t"":4662},{""x"":1511,""y"":296,""dx"":60,""dy"":15,""t"":4696},{""x"":1493,""y"":308,""dx"":42,""dy"":27,""t"":4730},{""x"":1453,""y"":452,""dx"":2,""dy"":171,""t"":4765},{""x"":1396,""y"":614,""dx"":-55,""dy"":333,""t"":4798},{""x"":1347,""y"":749,""dx"":-104,""dy"":468,""t"":4830},{""x"":1323,""y"":820,""dx"":-128,""dy"":539,""t"":4865},{""x"":1291,""y"":833,""dx"":-160,""dy"":552,""t"":4899},{""x"":1246,""y"":797,""dx"":-205,""dy"":516,""t"":4934},{""x"":1267,""y"":775,""dx"":-184,""dy"":494,""t"":4969},{""x"":1234,""y"":682,""dx"":-217,""dy"":401,""t"":5002},{""x"":1227,""y"":616,""dx"":-224,""dy"":335,""t"":5036},{""x"":1269,""y"":534,""dx"":-182,""dy"":253,""t"":5070},{""x"":1316,""y"":484,""dx"":-135,""dy"":203,""t"":5104},{""x"":1360,""y"":452,""dx"":-91,""dy"":171,""t"":5139},{""x"":1380,""y"":393,""dx"":-71,""dy"":112,""t"":5172},{""x"":1382,""y"":364,""dx"":-69,""dy"":83,""t"":5206},{""x"":1451,""y"":384,""dx"":0,""dy"":103,""t"":5240},{""x"":1499,""y"":390,""dx"":48,""dy"":109,""t"":5274},{""x"":1513,""y"":359,""dx"":62,""dy"":78,""t"":5308},{""x"":1531,""y"":370,""dx"":80,""dy"":89,""t"":5343},{""x"":1534,""y"":353,""dx"":83,""dy"":72,""t"":5376},{""x"":1514,""y"":315,""dx"":63,""dy"":34,""t"":5410},{""x"":1496,""y"":312,""dx"":45,""dy"":31,""t"":5445},{""x"":1483,""y"":293,""dx"":32,""dy"":12,""t"":5478},{""x"":1438,""y"":264,""dx"":-13,""dy"":-17,""t"":5512},{""x"":1425,""y"":234,""dx"":-26,""dy"":-47,""t"":5546},{""x"":1425,""y"":206,""dx"":-26,""dy"":-75,""t"":5580},{""x"":1432,""y"":202,""dx"":-19,""dy"":-79,""t"":5614},{""x"":1443,""y"":223,""dx"":-8,""dy"":-58,""t"":5649},{""x"":1453,""y"":215,""dx"":2,""dy"":-66,""t"":5682},{""x"":1450,""y"":222,""dx"":-1,""dy"":-59,""t"":5716},{""x"":1455,""y"":226,""dx"":4,""dy"":-55,""t"":5750},{""x"":1475,""y"":222,""dx"":24,""dy"":-59,""t"":5784},{""x"":1463,""y"":257,""dx"":12,""dy"":-24,""t"":5817},{""x"":1463,""y"":287,""dx"":12,""dy"":6,""t"":5852},{""x"":1462,""y"":320,""dx"":11,""dy"":39,""t"":5886},{""x"":1483,""y"":312,""dx"":32,""dy"":31,""t"":5920},{""x"":1460,""y"":286,""dx"":9,""dy"":5,""t"":5954},{""x"":1450,""y"":283,""dx"":-1,""dy"":2,""t"":5987}],[{""x"":898,""y"":444,""dx"":-73,""dy"":-107,""t"":7042},{""x"":883,""y"":436,""dx"":-88,""dy"":-115,""t"":7075},{""x"":868,""y"":431,""dx"":-103,""dy"":-120,""t"":7110},{""x"":893,""y"":513,""dx"":-78,""dy"":-38,""t"":7144},{""x"":932,""y"":629,""dx"":-39,""dy"":78,""t"":7178},{""x"":959,""y"":780,""dx"":-12,""dy"":229,""t"":7211},{""x"":969,""y"":868,""dx"":-2,""dy"":317,""t"":7246},{""x"":987,""y"":920,""dx"":16,""dy"":369,""t"":7280},{""x"":997,""y"":938,""dx"":26,""dy"":387,""t"":7314},{""x"":955,""y"":927,""dx"":-16,""dy"":376,""t"":7348},{""x"":951,""y"":893,""dx"":-20,""dy"":342,""t"":7417},{""x"":967,""y"":858,""dx"":-4,""dy"":307,""t"":7450},{""x"":939,""y"":804,""dx"":-32,""dy"":253,""t"":7484},{""x"":908,""y"":765,""dx"":-63,""dy"":214,""t"":7518},{""x"":903,""y"":722,""dx"":-68,""dy"":171,""t"":7553},{""x"":904,""y"":682,""dx"":-67,""dy"":131,""t"":7586},{""x"":900,""y"":639,""dx"":-71,""dy"":88,""t"":7620},{""x"":886,""y"":593,""dx"":-85,""dy"":42,""t"":7654},{""x"":886,""y"":560,""dx"":-85,""dy"":9,""t"":7688},{""x"":862,""y"":512,""dx"":-109,""dy"":-39,""t"":7723},{""x"":904,""y"":510,""dx"":-67,""dy"":-41,""t"":7757},{""x"":887,""y"":476,""dx"":-84,""dy"":-75,""t"":7790},{""x"":889,""y"":445,""dx"":-82,""dy"":-106,""t"":7825},{""x"":883,""y"":432,""dx"":-88,""dy"":-119,""t"":7858},{""x"":870,""y"":408,""dx"":-101,""dy"":-143,""t"":7892},{""x"":865,""y"":388,""dx"":-106,""dy"":-163,""t"":7926},{""x"":881,""y"":409,""dx"":-90,""dy"":-142,""t"":7960},{""x"":894,""y"":429,""dx"":-77,""dy"":-122,""t"":7991},{""x"":885,""y"":433,""dx"":-86,""dy"":-118,""t"":8028},{""x"":905,""y"":420,""dx"":-66,""dy"":-131,""t"":8063},{""x"":924,""y"":424,""dx"":-47,""dy"":-127,""t"":8096},{""x"":918,""y"":418,""dx"":-53,""dy"":-133,""t"":8130},{""x"":914,""y"":411,""dx"":-57,""dy"":-140,""t"":8163},{""x"":916,""y"":419,""dx"":-55,""dy"":-132,""t"":8198},{""x"":920,""y"":453,""dx"":-51,""dy"":-98,""t"":8232},{""x"":917,""y"":474,""dx"":-54,""dy"":-77,""t"":8266},{""x"":908,""y"":469,""dx"":-63,""dy"":-82,""t"":8299},{""x"":915,""y"":463,""dx"":-56,""dy"":-88,""t"":8334},{""x"":909,""y"":455,""dx"":-62,""dy"":-96,""t"":8368},{""x"":904,""y"":448,""dx"":-67,""dy"":-103,""t"":8399},{""x"":907,""y"":481,""dx"":-64,""dy"":-70,""t"":8436},{""x"":926,""y"":505,""dx"":-45,""dy"":-46,""t"":8470},{""x"":945,""y"":552,""dx"":-26,""dy"":1,""t"":8504},{""x"":936,""y"":549,""dx"":-35,""dy"":-2,""t"":8538},{""x"":932,""y"":572,""dx"":-39,""dy"":21,""t"":8572},{""x"":932,""y"":604,""dx"":-39,""dy"":53,""t"":8606},{""x"":911,""y"":558,""dx"":-60,""dy"":7,""t"":8640},{""x"":898,""y"":524,""dx"":-73,""dy"":-27,""t"":8673},{""x"":923,""y"":529,""dx"":-48,""dy"":-22,""t"":8709},{""x"":915,""y"":516,""dx"":-56,""dy"":-35,""t"":8742},{""x"":907,""y"":492,""dx"":-64,""dy"":-59,""t"":8775},{""x"":941,""y"":507,""dx"":-30,""dy"":-44,""t"":8810},{""x"":919,""y"":481,""dx"":-52,""dy"":-70,""t"":8844},{""x"":890,""y"":469,""dx"":-81,""dy"":-82,""t"":8877},{""x"":874,""y"":474,""dx"":-97,""dy"":-77,""t"":8912},{""x"":895,""y"":479,""dx"":-76,""dy"":-72,""t"":8946},{""x"":892,""y"":520,""dx"":-79,""dy"":-31,""t"":8981}],[{""x"":509,""y"":727,""dx"":18,""dy"":-94,""t"":10034},{""x"":500,""y"":721,""dx"":9,""dy"":-100,""t"":10067},{""x"":474,""y"":712,""dx"":-17,""dy"":-109,""t"":10103},{""x"":514,""y"":729,""dx"":23,""dy"":-92,""t"":10137},{""x"":536,""y"":742,""dx"":45,""dy"":-79,""t"":10170},{""x"":500,""y"":734,""dx"":9,""dy"":-87,""t"":10204},{""x"":523,""y"":750,""dx"":32,""dy"":-71,""t"":10238},{""x"":483,""y"":734,""dx"":-8,""dy"":-87,""t"":10271},{""x"":444,""y"":721,""dx"":-47,""dy"":-100,""t"":10307},{""x"":416,""y"":708,""dx"":-75,""dy"":-113,""t"":10340},{""x"":436,""y"":692,""dx"":-55,""dy"":-129,""t"":10374},{""x"":423,""y"":684,""dx"":-68,""dy"":-137,""t"":10408},{""x"":418,""y"":685,""dx"":-73,""dy"":-136,""t"":10442},{""x"":454,""y"":673,""dx"":-37,""dy"":-148,""t"":10476},{""x"":453,""y"":682,""dx"":-38,""dy"":-139,""t"":10510},{""x"":448,""y"":676,""dx"":-43,""dy"":-145,""t"":10545},{""x"":478,""y"":685,""dx"":-13,""dy"":-136,""t"":10578},{""x"":484,""y"":697,""dx"":-7,""dy"":-124,""t"":10612},{""x"":468,""y"":702,""dx"":-23,""dy"":-119,""t"":10646},{""x"":515,""y"":724,""dx"":24,""dy"":-97,""t"":10680},{""x"":531,""y"":747,""dx"":40,""dy"":-74,""t"":10714},{""x"":550,""y"":762,""dx"":59,""dy"":-59,""t"":10748},{""x"":595,""y"":756,""dx"":104,""dy"":-65,""t"":10782},{""x"":580,""y"":716,""dx"":89,""dy"":-105,""t"":10815},{""x"":582,""y"":712,""dx"":91,""dy"":-109,""t"":10850},{""x"":597,""y"":729,""dx"":106,""dy"":-92,""t"":10884},{""x"":545,""y"":717,""dx"":54,""dy"":-104,""t"":10918},{""x"":545,""y"":699,""dx"":54,""dy"":-122,""t"":10953},{""x"":535,""y"":684,""dx"":44,""dy"":-137,""t"":10986},{""x"":530,""y"":699,""dx"":39,""dy"":-122,""t"":11019},{""x"":542,""y"":704,""dx"":51,""dy"":-117,""t"":11054},{""x"":546,""y"":726,""dx"":55,""dy"":-95,""t"":11088},{""x"":563,""y"":719,""dx"":72,""dy"":-102,""t"":11122},{""x"":572,""y"":705,""dx"":81,""dy"":-116,""t"":11156},{""x"":593,""y"":718,""dx"":102,""dy"":-103,""t"":11190},{""x"":614,""y"":699,""dx"":123,""dy"":-122,""t"":11224},{""x"":640,""y"":722,""dx"":149,""dy"":-99,""t"":11259},{""x"":642,""y"":741,""dx"":151,""dy"":-80,""t"":11292},{""x"":643,""y"":732,""dx"":152,""dy"":-89,""t"":11326},{""x"":625,""y"":757,""dx"":134,""dy"":-64,""t"":11359},{""x"":590,""y"":767,""dx"":99,""dy"":-54,""t"":11393},{""x"":563,""y"":746,""dx"":72,""dy"":-75,""t"":11428},{""x"":535,""y"":748,""dx"":44,""dy"":-73,""t"":11462},{""x"":526,""y"":766,""dx"":35,""dy"":-55,""t"":11496},{""x"":524,""y"":780,""dx"":33,""dy"":-41,""t"":11530},{""x"":524,""y"":791,""dx"":33,""dy"":-30,""t"":11562},{""x"":523,""y"":778,""dx"":32,""dy"":-43,""t"":11598},{""x"":512,""y"":787,""dx"":21,""dy"":-34,""t"":11632},{""x"":517,""y"":758,""dx"":26,""dy"":-63,""t"":11666},{""x"":514,""y"":770,""dx"":23,""dy"":-51,""t"":11699},{""x"":518,""y"":753,""dx"":27,""dy"":-68,""t"":11735},{""x"":498,""y"":740,""dx"":7,""dy"":-81,""t"":11769},{""x"":497,""y"":743,""dx"":6,""dy"":-78,""t"":11802},{""x"":478,""y"":748,""dx"":-13,""dy"":-73,""t"":11836},{""x"":477,""y"":729,""dx"":-14,""dy"":-92,""t"":11870},{""x"":511,""y"":737,""dx"":20,""dy"":-84,""t"":11904},{""x"":485,""y"":732,""dx"":-6,""dy"":-89,""t"":11938},{""x"":511,""y"":738,""dx"":20,""dy"":-83,""t"":11969},{""x"":542,""y"":741,""dx"":51,""dy"":-80,""t"":12006}],[{""x"":1319,""y"":747,""dx"":-132,""dy"":-74,""t"":13026},{""x"":1301,""y"":742,""dx"":-150,""dy"":-79,""t"":13059},{""x"":1324,""y"":731,""dx"":-127,""dy"":-90,""t"":13095},{""x"":1301,""y"":735,""dx"":-150,""dy"":-86,""t"":13127},{""x"":1281,""y"":738,""dx"":-170,""dy"":-83,""t"":13159},{""x"":1271,""y"":739,""dx"":-180,""dy"":-82,""t"":13196},{""x"":1247,""y"":738,""dx"":-204,""dy"":-83,""t"":13230},{""x"":1260,""y"":739,""dx"":-191,""dy"":-82,""t"":13264},{""x"":1250,""y"":747,""dx"":-201,""dy"":-74,""t"":13298},{""x"":1219,""y"":746,""dx"":-232,""dy"":-75,""t"":13332},{""x"":1228,""y"":745,""dx"":-223,""dy"":-76,""t"":13367},{""x"":1226,""y"":742,""dx"":-225,""dy"":-79,""t"":13401},{""x"":1235,""y"":745,""dx"":-216,""dy"":-76,""t"":13434},{""x"":1252,""y"":747,""dx"":-199,""dy"":-74,""t"":13468},{""x"":1268,""y"":749,""dx"":-183,""dy"":-72,""t"":13502},{""x"":1286,""y"":748,""dx"":-165,""dy"":-73,""t"":13536},{""x"":1301,""y"":748,""dx"":-150,""dy"":-73,""t"":13568},{""x"":1261,""y"":753,""dx"":-190,""dy"":-68,""t"":13603},{""x"":1286,""y"":747,""dx"":-165,""dy"":-74,""t"":13638},{""x"":1308,""y"":749,""dx"":-143,""dy"":-72,""t"":13672},{""x"":1316,""y"":749,""dx"":-135,""dy"":-72,""t"":13706},{""x"":1335,""y"":753,""dx"":-116,""dy"":-68,""t"":13740},{""x"":1345,""y"":744,""dx"":-106,""dy"":-77,""t"":13774},{""x"":1350,""y"":760,""dx"":-101,""dy"":-61,""t"":13808},{""x"":1273,""y"":862,""dx"":-178,""dy"":41,""t"":13842},{""x"":1176,""y"":948,""dx"":-275,""dy"":127,""t"":13877},{""x"":1115,""y"":1015,""dx"":-336,""dy"":194,""t"":13910},{""x"":1132,""y"":1027,""dx"":-319,""dy"":206,""t"":13944},{""x"":1127,""y"":1014,""dx"":-324,""dy"":193,""t"":13978},{""x"":1102,""y"":991,""dx"":-349,""dy"":170,""t"":14012},{""x"":1150,""y"":964,""dx"":-301,""dy"":143,""t"":14046},{""x"":1145,""y"":922,""dx"":-306,""dy"":101,""t"":14080},{""x"":1191,""y"":903,""dx"":-260,""dy"":82,""t"":14114},{""x"":1226,""y"":884,""dx"":-225,""dy"":63,""t"":14149},{""x"":1252,""y"":868,""dx"":-199,""dy"":47,""t"":14181},{""x"":1266,""y"":851,""dx"":-185,""dy"":30,""t"":14215},{""x"":1263,""y"":820,""dx"":-188,""dy"":-1,""t"":14250},{""x"":1255,""y"":798,""dx"":-196,""dy"":-23,""t"":14285},{""x"":1249,""y"":782,""dx"":-202,""dy"":-39,""t"":14318},{""x"":1229,""y"":772,""dx"":-222,""dy"":-49,""t"":14352},{""x"":1281,""y"":778,""dx"":-170,""dy"":-43,""t"":14386},{""x"":1307,""y"":768,""dx"":-144,""dy"":-53,""t"":14420},{""x"":1297,""y"":755,""dx"":-154,""dy"":-66,""t"":14454},{""x"":1301,""y"":750,""dx"":-150,""dy"":-71,""t"":14488},{""x"":1333,""y"":753,""dx"":-118,""dy"":-68,""t"":14522},{""x"":1305,""y"":750,""dx"":-146,""dy"":-71,""t"":14556},{""x"":1310,""y"":753,""dx"":-141,""dy"":-68,""t"":14590},{""x"":1285,""y"":756,""dx"":-166,""dy"":-65,""t"":14624},{""x"":1260,""y"":757,""dx"":-191,""dy"":-64,""t"":14658},{""x"":1239,""y"":762,""dx"":-212,""dy"":-59,""t"":14692},{""x"":1222,""y"":766,""dx"":-229,""dy"":-55,""t"":14724},{""x"":1209,""y"":765,""dx"":-242,""dy"":-56,""t"":14760},{""x"":1197,""y"":769,""dx"":-254,""dy"":-52,""t"":14795},{""x"":1175,""y"":772,""dx"":-276,""dy"":-49,""t"":14828},{""x"":1165,""y"":776,""dx"":-286,""dy"":-45,""t"":14862},{""x"":1175,""y"":771,""dx"":-276,""dy"":-50,""t"":14896},{""x"":1189,""y"":769,""dx"":-262,""dy"":-52,""t"":14931},{""x"":1201,""y"":761,""dx"":-250,""dy"":-60,""t"":14964},{""x"":1210,""y"":760,""dx"":-241,""dy"":-61,""t"":14998},{""x"":1219,""y"":763,""dx"":-232,""dy"":-58,""t"":15033}]]","[88.33333333333333,83.05084745762711,84.21052631578947,100,45]","[{""x"":75.08333333333333,""y"":56.35,""r"":74.95481780192137},{""x"":-32.271186440677965,""y"":73.2542372881356,""r"":113.36996228355997},{""x"":-58.75438596491228,""y"":1.8070175438596492,""r"":97.86085372246467},{""x"":32.57627118644068,""y"":-92.62711864406779,""r"":46.58049286371497},{""x"":-204.31666666666666,""y"":-28.4,""r"":95.05778423809656}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]",29.31,validate,,,,,,,,,,
