"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","webgazer_data","webgazer_targets","size","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","84097","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","84102","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","93185","0.0-2.0-0.0","","","","","9081","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","96369","0.0-2.0-1.0","","","","","3182","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","131652","0.0-3.0","","","","","","","","1448","","","","","","","","","","","","","","","","",""
"","html-button-response","5","132896","0.0-4.0-0.0","","","","","1243","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","142708","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","144720","0.0-4.0-2.0","","","","","2012","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","163141","0.0-4.0-3.0","","","","","","","","","","[[{""x"":371,""y"":468,""dx"":-120,""dy"":187,""t"":989},{""x"":368,""y"":483,""dx"":-123,""dy"":202,""t"":1024},{""x"":357,""y"":466,""dx"":-134,""dy"":185,""t"":1057},{""x"":364,""y"":443,""dx"":-127,""dy"":162,""t"":1093},{""x"":398,""y"":438,""dx"":-93,""dy"":157,""t"":1127},{""x"":407,""y"":460,""dx"":-84,""dy"":179,""t"":1160},{""x"":402,""y"":474,""dx"":-89,""dy"":193,""t"":1194},{""x"":409,""y"":481,""dx"":-82,""dy"":200,""t"":1229},{""x"":415,""y"":509,""dx"":-76,""dy"":228,""t"":1262},{""x"":433,""y"":521,""dx"":-58,""dy"":240,""t"":1295},{""x"":439,""y"":511,""dx"":-52,""dy"":230,""t"":1329},{""x"":505,""y"":571,""dx"":14,""dy"":290,""t"":1365},{""x"":602,""y"":621,""dx"":111,""dy"":340,""t"":1398},{""x"":604,""y"":605,""dx"":113,""dy"":324,""t"":1433},{""x"":603,""y"":589,""dx"":112,""dy"":308,""t"":1465},{""x"":586,""y"":575,""dx"":95,""dy"":294,""t"":1500},{""x"":572,""y"":576,""dx"":81,""dy"":295,""t"":1533},{""x"":511,""y"":519,""dx"":20,""dy"":238,""t"":1567},{""x"":481,""y"":501,""dx"":-10,""dy"":220,""t"":1601},{""x"":451,""y"":475,""dx"":-40,""dy"":194,""t"":1636},{""x"":441,""y"":452,""dx"":-50,""dy"":171,""t"":1670},{""x"":419,""y"":423,""dx"":-72,""dy"":142,""t"":1704},{""x"":396,""y"":430,""dx"":-95,""dy"":149,""t"":1737},{""x"":378,""y"":434,""dx"":-113,""dy"":153,""t"":1771},{""x"":351,""y"":397,""dx"":-140,""dy"":116,""t"":1806},{""x"":378,""y"":421,""dx"":-113,""dy"":140,""t"":1839},{""x"":403,""y"":443,""dx"":-88,""dy"":162,""t"":1872},{""x"":438,""y"":449,""dx"":-53,""dy"":168,""t"":1908},{""x"":462,""y"":470,""dx"":-29,""dy"":189,""t"":1942},{""x"":481,""y"":462,""dx"":-10,""dy"":181,""t"":1977},{""x"":499,""y"":439,""dx"":8,""dy"":158,""t"":2010},{""x"":484,""y"":418,""dx"":-7,""dy"":137,""t"":2044},{""x"":442,""y"":418,""dx"":-49,""dy"":137,""t"":2079},{""x"":428,""y"":415,""dx"":-63,""dy"":134,""t"":2113},{""x"":403,""y"":393,""dx"":-88,""dy"":112,""t"":2145},{""x"":424,""y"":374,""dx"":-67,""dy"":93,""t"":2180},{""x"":458,""y"":353,""dx"":-33,""dy"":72,""t"":2214},{""x"":424,""y"":352,""dx"":-67,""dy"":71,""t"":2248},{""x"":407,""y"":352,""dx"":-84,""dy"":71,""t"":2282},{""x"":440,""y"":372,""dx"":-51,""dy"":91,""t"":2316},{""x"":456,""y"":370,""dx"":-35,""dy"":89,""t"":2350},{""x"":475,""y"":406,""dx"":-16,""dy"":125,""t"":2384},{""x"":467,""y"":410,""dx"":-24,""dy"":129,""t"":2418},{""x"":445,""y"":401,""dx"":-46,""dy"":120,""t"":2452},{""x"":467,""y"":434,""dx"":-24,""dy"":153,""t"":2486},{""x"":497,""y"":468,""dx"":6,""dy"":187,""t"":2520},{""x"":460,""y"":474,""dx"":-31,""dy"":193,""t"":2554},{""x"":451,""y"":473,""dx"":-40,""dy"":192,""t"":2588},{""x"":423,""y"":469,""dx"":-68,""dy"":188,""t"":2621},{""x"":428,""y"":467,""dx"":-63,""dy"":186,""t"":2655},{""x"":420,""y"":477,""dx"":-71,""dy"":196,""t"":2690},{""x"":469,""y"":491,""dx"":-22,""dy"":210,""t"":2724},{""x"":464,""y"":467,""dx"":-27,""dy"":186,""t"":2758},{""x"":496,""y"":460,""dx"":5,""dy"":179,""t"":2793},{""x"":513,""y"":456,""dx"":22,""dy"":175,""t"":2826},{""x"":508,""y"":469,""dx"":17,""dy"":188,""t"":2860},{""x"":489,""y"":460,""dx"":-2,""dy"":179,""t"":2894},{""x"":465,""y"":446,""dx"":-26,""dy"":165,""t"":2927},{""x"":439,""y"":421,""dx"":-52,""dy"":140,""t"":2962},{""x"":466,""y"":425,""dx"":-25,""dy"":144,""t"":2997}],[{""x"":1434,""y"":334,""dx"":-17,""dy"":53,""t"":4016},{""x"":1436,""y"":331,""dx"":-15,""dy"":50,""t"":4050},{""x"":1430,""y"":323,""dx"":-21,""dy"":42,""t"":4083},{""x"":1419,""y"":328,""dx"":-32,""dy"":47,""t"":4119},{""x"":1420,""y"":349,""dx"":-31,""dy"":68,""t"":4152},{""x"":1429,""y"":377,""dx"":-22,""dy"":96,""t"":4185},{""x"":1427,""y"":360,""dx"":-24,""dy"":79,""t"":4220},{""x"":1412,""y"":360,""dx"":-39,""dy"":79,""t"":4254},{""x"":1411,""y"":341,""dx"":-40,""dy"":60,""t"":4288},{""x"":1406,""y"":348,""dx"":-45,""dy"":67,""t"":4321},{""x"":1394,""y"":353,""dx"":-57,""dy"":72,""t"":4356},{""x"":1391,""y"":367,""dx"":-60,""dy"":86,""t"":4390},{""x"":1402,""y"":397,""dx"":-49,""dy"":116,""t"":4425},{""x"":1383,""y"":494,""dx"":-68,""dy"":213,""t"":4458},{""x"":1388,""y"":591,""dx"":-63,""dy"":310,""t"":4492},{""x"":1372,""y"":665,""dx"":-79,""dy"":384,""t"":4525},{""x"":1377,""y"":665,""dx"":-74,""dy"":384,""t"":4560},{""x"":1354,""y"":634,""dx"":-97,""dy"":353,""t"":4594},{""x"":1366,""y"":599,""dx"":-85,""dy"":318,""t"":4628},{""x"":1380,""y"":550,""dx"":-71,""dy"":269,""t"":4663},{""x"":1368,""y"":496,""dx"":-83,""dy"":215,""t"":4696},{""x"":1355,""y"":432,""dx"":-96,""dy"":151,""t"":4730},{""x"":1349,""y"":443,""dx"":-102,""dy"":162,""t"":4764},{""x"":1387,""y"":417,""dx"":-64,""dy"":136,""t"":4798},{""x"":1389,""y"":404,""dx"":-62,""dy"":123,""t"":4832},{""x"":1382,""y"":395,""dx"":-69,""dy"":114,""t"":4866},{""x"":1384,""y"":381,""dx"":-67,""dy"":100,""t"":4900},{""x"":1400,""y"":394,""dx"":-51,""dy"":113,""t"":4934},{""x"":1412,""y"":403,""dx"":-39,""dy"":122,""t"":4967},{""x"":1402,""y"":396,""dx"":-49,""dy"":115,""t"":5002},{""x"":1402,""y"":395,""dx"":-49,""dy"":114,""t"":5037},{""x"":1401,""y"":396,""dx"":-50,""dy"":115,""t"":5068},{""x"":1425,""y"":388,""dx"":-26,""dy"":107,""t"":5104},{""x"":1409,""y"":383,""dx"":-42,""dy"":102,""t"":5138},{""x"":1391,""y"":381,""dx"":-60,""dy"":100,""t"":5171},{""x"":1385,""y"":380,""dx"":-66,""dy"":99,""t"":5206},{""x"":1377,""y"":359,""dx"":-74,""dy"":78,""t"":5240},{""x"":1379,""y"":343,""dx"":-72,""dy"":62,""t"":5274},{""x"":1366,""y"":330,""dx"":-85,""dy"":49,""t"":5307},{""x"":1377,""y"":343,""dx"":-74,""dy"":62,""t"":5342},{""x"":1400,""y"":340,""dx"":-51,""dy"":59,""t"":5376},{""x"":1359,""y"":332,""dx"":-92,""dy"":51,""t"":5410},{""x"":1370,""y"":348,""dx"":-81,""dy"":67,""t"":5444},{""x"":1380,""y"":363,""dx"":-71,""dy"":82,""t"":5477},{""x"":1351,""y"":370,""dx"":-100,""dy"":89,""t"":5512},{""x"":1334,""y"":368,""dx"":-117,""dy"":87,""t"":5546},{""x"":1334,""y"":378,""dx"":-117,""dy"":97,""t"":5580},{""x"":1355,""y"":378,""dx"":-96,""dy"":97,""t"":5614},{""x"":1350,""y"":376,""dx"":-101,""dy"":95,""t"":5648},{""x"":1308,""y"":347,""dx"":-143,""dy"":66,""t"":5682},{""x"":1305,""y"":352,""dx"":-146,""dy"":71,""t"":5716},{""x"":1307,""y"":333,""dx"":-144,""dy"":52,""t"":5750},{""x"":1321,""y"":333,""dx"":-130,""dy"":52,""t"":5784},{""x"":1326,""y"":354,""dx"":-125,""dy"":73,""t"":5818},{""x"":1317,""y"":348,""dx"":-134,""dy"":67,""t"":5852},{""x"":1309,""y"":356,""dx"":-142,""dy"":75,""t"":5886},{""x"":1298,""y"":356,""dx"":-153,""dy"":75,""t"":5920},{""x"":1315,""y"":369,""dx"":-136,""dy"":88,""t"":5954},{""x"":1312,""y"":370,""dx"":-139,""dy"":89,""t"":5988}],[{""x"":1007,""y"":579,""dx"":36,""dy"":28,""t"":7040},{""x"":1004,""y"":571,""dx"":33,""dy"":20,""t"":7075},{""x"":1010,""y"":587,""dx"":39,""dy"":36,""t"":7110},{""x"":1014,""y"":592,""dx"":43,""dy"":41,""t"":7143},{""x"":1031,""y"":620,""dx"":60,""dy"":69,""t"":7178},{""x"":1058,""y"":675,""dx"":87,""dy"":124,""t"":7213},{""x"":1082,""y"":691,""dx"":111,""dy"":140,""t"":7246},{""x"":1078,""y"":741,""dx"":107,""dy"":190,""t"":7279},{""x"":1090,""y"":758,""dx"":119,""dy"":207,""t"":7314},{""x"":1086,""y"":729,""dx"":115,""dy"":178,""t"":7348},{""x"":1068,""y"":704,""dx"":97,""dy"":153,""t"":7382},{""x"":1045,""y"":687,""dx"":74,""dy"":136,""t"":7416},{""x"":1036,""y"":643,""dx"":65,""dy"":92,""t"":7450},{""x"":1013,""y"":636,""dx"":42,""dy"":85,""t"":7485},{""x"":1026,""y"":650,""dx"":55,""dy"":99,""t"":7518},{""x"":1017,""y"":627,""dx"":46,""dy"":76,""t"":7551},{""x"":1003,""y"":620,""dx"":32,""dy"":69,""t"":7586},{""x"":1003,""y"":652,""dx"":32,""dy"":101,""t"":7620},{""x"":1022,""y"":631,""dx"":51,""dy"":80,""t"":7653},{""x"":1001,""y"":648,""dx"":30,""dy"":97,""t"":7688},{""x"":986,""y"":655,""dx"":15,""dy"":104,""t"":7721},{""x"":980,""y"":660,""dx"":9,""dy"":109,""t"":7757},{""x"":990,""y"":671,""dx"":19,""dy"":120,""t"":7789},{""x"":994,""y"":648,""dx"":23,""dy"":97,""t"":7824},{""x"":1012,""y"":629,""dx"":41,""dy"":78,""t"":7858},{""x"":989,""y"":615,""dx"":18,""dy"":64,""t"":7893},{""x"":988,""y"":596,""dx"":17,""dy"":45,""t"":7926},{""x"":972,""y"":584,""dx"":1,""dy"":33,""t"":7960},{""x"":977,""y"":564,""dx"":6,""dy"":13,""t"":7995},{""x"":952,""y"":563,""dx"":-19,""dy"":12,""t"":8028},{""x"":952,""y"":529,""dx"":-19,""dy"":-22,""t"":8062},{""x"":956,""y"":545,""dx"":-15,""dy"":-6,""t"":8096},{""x"":968,""y"":553,""dx"":-3,""dy"":2,""t"":8130},{""x"":1001,""y"":558,""dx"":30,""dy"":7,""t"":8165},{""x"":1026,""y"":536,""dx"":55,""dy"":-15,""t"":8198},{""x"":1010,""y"":538,""dx"":39,""dy"":-13,""t"":8232},{""x"":1010,""y"":563,""dx"":39,""dy"":12,""t"":8266},{""x"":1024,""y"":570,""dx"":53,""dy"":19,""t"":8300},{""x"":1002,""y"":587,""dx"":31,""dy"":36,""t"":8334},{""x"":1011,""y"":621,""dx"":40,""dy"":70,""t"":8368},{""x"":1016,""y"":608,""dx"":45,""dy"":57,""t"":8402},{""x"":1014,""y"":620,""dx"":43,""dy"":69,""t"":8436},{""x"":1003,""y"":600,""dx"":32,""dy"":49,""t"":8470},{""x"":992,""y"":620,""dx"":21,""dy"":69,""t"":8505},{""x"":982,""y"":634,""dx"":11,""dy"":83,""t"":8538},{""x"":978,""y"":632,""dx"":7,""dy"":81,""t"":8571},{""x"":986,""y"":656,""dx"":15,""dy"":105,""t"":8606},{""x"":989,""y"":667,""dx"":18,""dy"":116,""t"":8638},{""x"":981,""y"":695,""dx"":10,""dy"":144,""t"":8674},{""x"":982,""y"":672,""dx"":11,""dy"":121,""t"":8708},{""x"":980,""y"":657,""dx"":9,""dy"":106,""t"":8742},{""x"":1018,""y"":636,""dx"":47,""dy"":85,""t"":8776},{""x"":997,""y"":608,""dx"":26,""dy"":57,""t"":8810},{""x"":984,""y"":568,""dx"":13,""dy"":17,""t"":8844},{""x"":985,""y"":597,""dx"":14,""dy"":46,""t"":8878},{""x"":980,""y"":587,""dx"":9,""dy"":36,""t"":8912},{""x"":970,""y"":620,""dx"":-1,""dy"":69,""t"":8946},{""x"":980,""y"":615,""dx"":9,""dy"":64,""t"":8980},{""x"":986,""y"":600,""dx"":15,""dy"":49,""t"":9014}],[{""x"":693,""y"":699,""dx"":202,""dy"":-122,""t"":10035},{""x"":673,""y"":704,""dx"":182,""dy"":-117,""t"":10068},{""x"":710,""y"":699,""dx"":219,""dy"":-122,""t"":10103},{""x"":736,""y"":706,""dx"":245,""dy"":-115,""t"":10135},{""x"":750,""y"":707,""dx"":259,""dy"":-114,""t"":10170},{""x"":761,""y"":709,""dx"":270,""dy"":-112,""t"":10202},{""x"":740,""y"":715,""dx"":249,""dy"":-106,""t"":10238},{""x"":718,""y"":706,""dx"":227,""dy"":-115,""t"":10271},{""x"":723,""y"":695,""dx"":232,""dy"":-126,""t"":10306},{""x"":725,""y"":698,""dx"":234,""dy"":-123,""t"":10340},{""x"":728,""y"":710,""dx"":237,""dy"":-111,""t"":10373},{""x"":725,""y"":717,""dx"":234,""dy"":-104,""t"":10407},{""x"":728,""y"":723,""dx"":237,""dy"":-98,""t"":10441},{""x"":737,""y"":726,""dx"":246,""dy"":-95,""t"":10475},{""x"":771,""y"":789,""dx"":280,""dy"":-32,""t"":10509},{""x"":852,""y"":877,""dx"":361,""dy"":56,""t"":10544},{""x"":918,""y"":934,""dx"":427,""dy"":113,""t"":10578},{""x"":957,""y"":975,""dx"":466,""dy"":154,""t"":10610},{""x"":975,""y"":962,""dx"":484,""dy"":141,""t"":10646},{""x"":968,""y"":919,""dx"":477,""dy"":98,""t"":10680},{""x"":925,""y"":891,""dx"":434,""dy"":70,""t"":10713},{""x"":864,""y"":852,""dx"":373,""dy"":31,""t"":10747},{""x"":822,""y"":820,""dx"":331,""dy"":-1,""t"":10782},{""x"":758,""y"":783,""dx"":267,""dy"":-38,""t"":10816},{""x"":722,""y"":796,""dx"":231,""dy"":-25,""t"":10850},{""x"":674,""y"":750,""dx"":183,""dy"":-71,""t"":10884},{""x"":630,""y"":702,""dx"":139,""dy"":-119,""t"":10917},{""x"":583,""y"":669,""dx"":92,""dy"":-152,""t"":10953},{""x"":571,""y"":635,""dx"":80,""dy"":-186,""t"":10987},{""x"":558,""y"":600,""dx"":67,""dy"":-221,""t"":11020},{""x"":542,""y"":588,""dx"":51,""dy"":-233,""t"":11054},{""x"":558,""y"":628,""dx"":67,""dy"":-193,""t"":11088},{""x"":562,""y"":608,""dx"":71,""dy"":-213,""t"":11121},{""x"":581,""y"":644,""dx"":90,""dy"":-177,""t"":11156},{""x"":606,""y"":679,""dx"":115,""dy"":-142,""t"":11189},{""x"":629,""y"":680,""dx"":138,""dy"":-141,""t"":11225},{""x"":635,""y"":676,""dx"":144,""dy"":-145,""t"":11258},{""x"":664,""y"":680,""dx"":173,""dy"":-141,""t"":11292},{""x"":683,""y"":690,""dx"":192,""dy"":-131,""t"":11326},{""x"":671,""y"":715,""dx"":180,""dy"":-106,""t"":11360},{""x"":618,""y"":694,""dx"":127,""dy"":-127,""t"":11394},{""x"":671,""y"":695,""dx"":180,""dy"":-126,""t"":11428},{""x"":647,""y"":686,""dx"":156,""dy"":-135,""t"":11462},{""x"":657,""y"":677,""dx"":166,""dy"":-144,""t"":11496},{""x"":668,""y"":678,""dx"":177,""dy"":-143,""t"":11531},{""x"":706,""y"":681,""dx"":215,""dy"":-140,""t"":11563},{""x"":720,""y"":697,""dx"":229,""dy"":-124,""t"":11598},{""x"":719,""y"":718,""dx"":228,""dy"":-103,""t"":11631},{""x"":733,""y"":730,""dx"":242,""dy"":-91,""t"":11666},{""x"":717,""y"":754,""dx"":226,""dy"":-67,""t"":11700},{""x"":724,""y"":742,""dx"":233,""dy"":-79,""t"":11733},{""x"":730,""y"":734,""dx"":239,""dy"":-87,""t"":11769},{""x"":716,""y"":740,""dx"":225,""dy"":-81,""t"":11802},{""x"":694,""y"":750,""dx"":203,""dy"":-71,""t"":11836},{""x"":695,""y"":734,""dx"":204,""dy"":-87,""t"":11870},{""x"":704,""y"":729,""dx"":213,""dy"":-92,""t"":11904},{""x"":707,""y"":711,""dx"":216,""dy"":-110,""t"":11938},{""x"":706,""y"":752,""dx"":215,""dy"":-69,""t"":11971},{""x"":714,""y"":764,""dx"":223,""dy"":-57,""t"":12006}],[{""x"":1196,""y"":616,""dx"":-255,""dy"":-205,""t"":13060},{""x"":1186,""y"":627,""dx"":-265,""dy"":-194,""t"":13094},{""x"":1184,""y"":658,""dx"":-267,""dy"":-163,""t"":13128},{""x"":1183,""y"":688,""dx"":-268,""dy"":-133,""t"":13162},{""x"":1181,""y"":699,""dx"":-270,""dy"":-122,""t"":13197},{""x"":1161,""y"":664,""dx"":-290,""dy"":-157,""t"":13230},{""x"":1159,""y"":659,""dx"":-292,""dy"":-162,""t"":13264},{""x"":1158,""y"":666,""dx"":-293,""dy"":-155,""t"":13298},{""x"":1170,""y"":669,""dx"":-281,""dy"":-152,""t"":13331},{""x"":1180,""y"":651,""dx"":-271,""dy"":-170,""t"":13366},{""x"":1194,""y"":662,""dx"":-257,""dy"":-159,""t"":13400},{""x"":1194,""y"":673,""dx"":-257,""dy"":-148,""t"":13434},{""x"":1205,""y"":659,""dx"":-246,""dy"":-162,""t"":13468},{""x"":1200,""y"":625,""dx"":-251,""dy"":-196,""t"":13502},{""x"":1213,""y"":615,""dx"":-238,""dy"":-206,""t"":13536},{""x"":1230,""y"":613,""dx"":-221,""dy"":-208,""t"":13570},{""x"":1225,""y"":601,""dx"":-226,""dy"":-220,""t"":13604},{""x"":1203,""y"":589,""dx"":-248,""dy"":-232,""t"":13637},{""x"":1179,""y"":569,""dx"":-272,""dy"":-252,""t"":13671},{""x"":1185,""y"":602,""dx"":-266,""dy"":-219,""t"":13706},{""x"":1172,""y"":615,""dx"":-279,""dy"":-206,""t"":13740},{""x"":1161,""y"":626,""dx"":-290,""dy"":-195,""t"":13772},{""x"":1150,""y"":623,""dx"":-301,""dy"":-198,""t"":13807},{""x"":1179,""y"":700,""dx"":-272,""dy"":-121,""t"":13843},{""x"":1210,""y"":813,""dx"":-241,""dy"":-8,""t"":13876},{""x"":1207,""y"":876,""dx"":-244,""dy"":55,""t"":13910},{""x"":1228,""y"":894,""dx"":-223,""dy"":73,""t"":13943},{""x"":1225,""y"":880,""dx"":-226,""dy"":59,""t"":13978},{""x"":1222,""y"":875,""dx"":-229,""dy"":54,""t"":14012},{""x"":1226,""y"":863,""dx"":-225,""dy"":42,""t"":14046},{""x"":1226,""y"":855,""dx"":-225,""dy"":34,""t"":14080},{""x"":1216,""y"":850,""dx"":-235,""dy"":29,""t"":14115},{""x"":1207,""y"":845,""dx"":-244,""dy"":24,""t"":14146},{""x"":1199,""y"":823,""dx"":-252,""dy"":2,""t"":14182},{""x"":1201,""y"":807,""dx"":-250,""dy"":-14,""t"":14215},{""x"":1173,""y"":807,""dx"":-278,""dy"":-14,""t"":14250},{""x"":1155,""y"":782,""dx"":-296,""dy"":-39,""t"":14284},{""x"":1156,""y"":787,""dx"":-295,""dy"":-34,""t"":14318},{""x"":1142,""y"":775,""dx"":-309,""dy"":-46,""t"":14352},{""x"":1138,""y"":772,""dx"":-313,""dy"":-49,""t"":14387},{""x"":1115,""y"":762,""dx"":-336,""dy"":-59,""t"":14421},{""x"":1117,""y"":757,""dx"":-334,""dy"":-64,""t"":14453},{""x"":1118,""y"":756,""dx"":-333,""dy"":-65,""t"":14488},{""x"":1119,""y"":751,""dx"":-332,""dy"":-70,""t"":14522},{""x"":1117,""y"":726,""dx"":-334,""dy"":-95,""t"":14557},{""x"":1119,""y"":703,""dx"":-332,""dy"":-118,""t"":14590},{""x"":1122,""y"":677,""dx"":-329,""dy"":-144,""t"":14624},{""x"":1121,""y"":689,""dx"":-330,""dy"":-132,""t"":14657},{""x"":1102,""y"":685,""dx"":-349,""dy"":-136,""t"":14692},{""x"":1112,""y"":666,""dx"":-339,""dy"":-155,""t"":14725},{""x"":1117,""y"":650,""dx"":-334,""dy"":-171,""t"":14760},{""x"":1105,""y"":638,""dx"":-346,""dy"":-183,""t"":14794},{""x"":1097,""y"":638,""dx"":-354,""dy"":-183,""t"":14828},{""x"":1104,""y"":618,""dx"":-347,""dy"":-203,""t"":14862},{""x"":1100,""y"":608,""dx"":-351,""dy"":-213,""t"":14896},{""x"":1118,""y"":597,""dx"":-333,""dy"":-224,""t"":14930},{""x"":1140,""y"":591,""dx"":-311,""dy"":-230,""t"":14964},{""x"":1142,""y"":609,""dx"":-309,""dy"":-212,""t"":14998},{""x"":1141,""y"":642,""dx"":-310,""dy"":-179,""t"":15032}]]","[68.33333333333333,86.4406779661017,94.91525423728814,11.864406779661017,0]","[{""x"":-38.8,""y"":177.28333333333333,""r"":79.77486731021811},{""x"":-76.05084745762711,""y"":115.54237288135593,""r"":57.47519855312925},{""x"":34.03389830508475,""y"":71.33898305084746,""r"":37.80253050843472},{""x"":222.08474576271186,""y"":-90.11864406779661,""r"":50.758025872392935},{""x"":-284.8135593220339,""y"":-118.69491525423729,""r"":80.94008480570008}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.40","validate","","","","","","","","","",""
"","html-button-response","9","163895","0.0-4.0-4.0-0.0-0.0","","","","","754","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","",""
