"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","2114","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2121","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","16500","0.0-2.0-0.0","","","","","14377","{""name"":""陈舒雨"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","20812","0.0-2.0-1.0","","","","","4310","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","25127","0.0-3.0","","","","","","","","1467","","","","","","","","","","","","","","","","",""
"","html-button-response","5","26852","0.0-4.0-0.0","","","","","1723","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","38531","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","39579","0.0-4.0-2.0","","","","","1048","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","57659","0.0-4.0-3.0","","","","","","","","","","[[{""x"":253,""y"":211,""dx"":-238,""dy"":-70,""t"":989},{""x"":268,""y"":187,""dx"":-223,""dy"":-94,""t"":1025},{""x"":245,""y"":167,""dx"":-246,""dy"":-114,""t"":1058},{""x"":274,""y"":164,""dx"":-217,""dy"":-117,""t"":1091},{""x"":259,""y"":188,""dx"":-232,""dy"":-93,""t"":1125},{""x"":281,""y"":212,""dx"":-210,""dy"":-69,""t"":1160},{""x"":276,""y"":227,""dx"":-215,""dy"":-54,""t"":1194},{""x"":267,""y"":228,""dx"":-224,""dy"":-53,""t"":1228},{""x"":288,""y"":243,""dx"":-203,""dy"":-38,""t"":1262},{""x"":286,""y"":254,""dx"":-205,""dy"":-27,""t"":1296},{""x"":294,""y"":240,""dx"":-197,""dy"":-41,""t"":1330},{""x"":304,""y"":245,""dx"":-187,""dy"":-36,""t"":1363},{""x"":314,""y"":258,""dx"":-177,""dy"":-23,""t"":1397},{""x"":317,""y"":259,""dx"":-174,""dy"":-22,""t"":1432},{""x"":319,""y"":258,""dx"":-172,""dy"":-23,""t"":1464},{""x"":297,""y"":246,""dx"":-194,""dy"":-35,""t"":1529},{""x"":278,""y"":235,""dx"":-213,""dy"":-46,""t"":1536},{""x"":270,""y"":238,""dx"":-221,""dy"":-43,""t"":1568},{""x"":292,""y"":248,""dx"":-199,""dy"":-33,""t"":1601},{""x"":277,""y"":255,""dx"":-214,""dy"":-26,""t"":1635},{""x"":276,""y"":232,""dx"":-215,""dy"":-49,""t"":1670},{""x"":289,""y"":235,""dx"":-202,""dy"":-46,""t"":1704},{""x"":283,""y"":218,""dx"":-208,""dy"":-63,""t"":1738},{""x"":331,""y"":230,""dx"":-160,""dy"":-51,""t"":1772},{""x"":361,""y"":241,""dx"":-130,""dy"":-40,""t"":1807},{""x"":375,""y"":234,""dx"":-116,""dy"":-47,""t"":1839},{""x"":387,""y"":228,""dx"":-104,""dy"":-53,""t"":1871},{""x"":374,""y"":218,""dx"":-117,""dy"":-63,""t"":1908},{""x"":388,""y"":246,""dx"":-103,""dy"":-35,""t"":1942},{""x"":354,""y"":242,""dx"":-137,""dy"":-39,""t"":1976},{""x"":364,""y"":271,""dx"":-127,""dy"":-10,""t"":2009},{""x"":424,""y"":272,""dx"":-67,""dy"":-9,""t"":2043},{""x"":392,""y"":286,""dx"":-99,""dy"":5,""t"":2078},{""x"":391,""y"":296,""dx"":-100,""dy"":15,""t"":2111},{""x"":359,""y"":279,""dx"":-132,""dy"":-2,""t"":2146},{""x"":337,""y"":277,""dx"":-154,""dy"":-4,""t"":2179},{""x"":332,""y"":272,""dx"":-159,""dy"":-9,""t"":2215},{""x"":401,""y"":276,""dx"":-90,""dy"":-5,""t"":2248},{""x"":413,""y"":228,""dx"":-78,""dy"":-53,""t"":2282},{""x"":399,""y"":231,""dx"":-92,""dy"":-50,""t"":2316},{""x"":404,""y"":238,""dx"":-87,""dy"":-43,""t"":2350},{""x"":386,""y"":225,""dx"":-105,""dy"":-56,""t"":2384},{""x"":393,""y"":239,""dx"":-98,""dy"":-42,""t"":2418},{""x"":358,""y"":233,""dx"":-133,""dy"":-48,""t"":2452},{""x"":338,""y"":256,""dx"":-153,""dy"":-25,""t"":2486},{""x"":306,""y"":251,""dx"":-185,""dy"":-30,""t"":2520},{""x"":312,""y"":255,""dx"":-179,""dy"":-26,""t"":2554},{""x"":290,""y"":250,""dx"":-201,""dy"":-31,""t"":2588},{""x"":283,""y"":244,""dx"":-208,""dy"":-37,""t"":2622},{""x"":294,""y"":250,""dx"":-197,""dy"":-31,""t"":2656},{""x"":284,""y"":240,""dx"":-207,""dy"":-41,""t"":2690},{""x"":313,""y"":253,""dx"":-178,""dy"":-28,""t"":2724},{""x"":303,""y"":253,""dx"":-188,""dy"":-28,""t"":2758},{""x"":297,""y"":252,""dx"":-194,""dy"":-29,""t"":2791},{""x"":313,""y"":238,""dx"":-178,""dy"":-43,""t"":2826},{""x"":326,""y"":254,""dx"":-165,""dy"":-27,""t"":2860},{""x"":313,""y"":233,""dx"":-178,""dy"":-48,""t"":2894},{""x"":338,""y"":236,""dx"":-153,""dy"":-45,""t"":2927},{""x"":341,""y"":228,""dx"":-150,""dy"":-53,""t"":2962},{""x"":347,""y"":217,""dx"":-144,""dy"":-64,""t"":2996}],[{""x"":1733,""y"":372,""dx"":282,""dy"":91,""t"":4016},{""x"":1734,""y"":329,""dx"":283,""dy"":48,""t"":4050},{""x"":1712,""y"":296,""dx"":261,""dy"":15,""t"":4084},{""x"":1699,""y"":274,""dx"":248,""dy"":-7,""t"":4118},{""x"":1662,""y"":261,""dx"":211,""dy"":-20,""t"":4152},{""x"":1648,""y"":273,""dx"":197,""dy"":-8,""t"":4186},{""x"":1598,""y"":268,""dx"":147,""dy"":-13,""t"":4220},{""x"":1565,""y"":289,""dx"":114,""dy"":8,""t"":4254},{""x"":1584,""y"":282,""dx"":133,""dy"":1,""t"":4287},{""x"":1545,""y"":281,""dx"":94,""dy"":0,""t"":4322},{""x"":1501,""y"":282,""dx"":50,""dy"":1,""t"":4356},{""x"":1514,""y"":303,""dx"":63,""dy"":22,""t"":4390},{""x"":1497,""y"":340,""dx"":46,""dy"":59,""t"":4424},{""x"":1515,""y"":328,""dx"":64,""dy"":47,""t"":4458},{""x"":1522,""y"":326,""dx"":71,""dy"":45,""t"":4491},{""x"":1511,""y"":319,""dx"":60,""dy"":38,""t"":4526},{""x"":1534,""y"":367,""dx"":83,""dy"":86,""t"":4560},{""x"":1499,""y"":413,""dx"":48,""dy"":132,""t"":4594},{""x"":1511,""y"":429,""dx"":60,""dy"":148,""t"":4628},{""x"":1494,""y"":429,""dx"":43,""dy"":148,""t"":4662},{""x"":1547,""y"":432,""dx"":96,""dy"":151,""t"":4696},{""x"":1513,""y"":458,""dx"":62,""dy"":177,""t"":4730},{""x"":1495,""y"":440,""dx"":44,""dy"":159,""t"":4764},{""x"":1497,""y"":408,""dx"":46,""dy"":127,""t"":4799},{""x"":1493,""y"":381,""dx"":42,""dy"":100,""t"":4832},{""x"":1534,""y"":394,""dx"":83,""dy"":113,""t"":4865},{""x"":1560,""y"":388,""dx"":109,""dy"":107,""t"":4899},{""x"":1564,""y"":358,""dx"":113,""dy"":77,""t"":4934},{""x"":1533,""y"":342,""dx"":82,""dy"":61,""t"":4967},{""x"":1533,""y"":351,""dx"":82,""dy"":70,""t"":5002},{""x"":1533,""y"":360,""dx"":82,""dy"":79,""t"":5034},{""x"":1524,""y"":360,""dx"":73,""dy"":79,""t"":5070},{""x"":1526,""y"":364,""dx"":75,""dy"":83,""t"":5104},{""x"":1510,""y"":372,""dx"":59,""dy"":91,""t"":5139},{""x"":1537,""y"":330,""dx"":86,""dy"":49,""t"":5172},{""x"":1502,""y"":338,""dx"":51,""dy"":57,""t"":5207},{""x"":1459,""y"":373,""dx"":8,""dy"":92,""t"":5239},{""x"":1470,""y"":358,""dx"":19,""dy"":77,""t"":5274},{""x"":1461,""y"":359,""dx"":10,""dy"":78,""t"":5308},{""x"":1427,""y"":395,""dx"":-24,""dy"":114,""t"":5342},{""x"":1406,""y"":383,""dx"":-45,""dy"":102,""t"":5375},{""x"":1396,""y"":382,""dx"":-55,""dy"":101,""t"":5410},{""x"":1373,""y"":414,""dx"":-78,""dy"":133,""t"":5442},{""x"":1420,""y"":385,""dx"":-31,""dy"":104,""t"":5478},{""x"":1466,""y"":392,""dx"":15,""dy"":111,""t"":5511},{""x"":1491,""y"":359,""dx"":40,""dy"":78,""t"":5546},{""x"":1497,""y"":346,""dx"":46,""dy"":65,""t"":5580},{""x"":1495,""y"":321,""dx"":44,""dy"":40,""t"":5614},{""x"":1524,""y"":340,""dx"":73,""dy"":59,""t"":5648},{""x"":1513,""y"":338,""dx"":62,""dy"":57,""t"":5681},{""x"":1506,""y"":339,""dx"":55,""dy"":58,""t"":5716},{""x"":1490,""y"":347,""dx"":39,""dy"":66,""t"":5750},{""x"":1484,""y"":345,""dx"":33,""dy"":64,""t"":5785},{""x"":1536,""y"":317,""dx"":85,""dy"":36,""t"":5818},{""x"":1588,""y"":325,""dx"":137,""dy"":44,""t"":5851},{""x"":1595,""y"":318,""dx"":144,""dy"":37,""t"":5886},{""x"":1539,""y"":350,""dx"":88,""dy"":69,""t"":5920},{""x"":1526,""y"":367,""dx"":75,""dy"":86,""t"":5954},{""x"":1522,""y"":362,""dx"":71,""dy"":81,""t"":5988}],[{""x"":959,""y"":807,""dx"":-12,""dy"":256,""t"":7040},{""x"":986,""y"":788,""dx"":15,""dy"":237,""t"":7075},{""x"":950,""y"":759,""dx"":-21,""dy"":208,""t"":7110},{""x"":918,""y"":737,""dx"":-53,""dy"":186,""t"":7144},{""x"":921,""y"":719,""dx"":-50,""dy"":168,""t"":7178},{""x"":931,""y"":719,""dx"":-40,""dy"":168,""t"":7211},{""x"":941,""y"":715,""dx"":-30,""dy"":164,""t"":7247},{""x"":961,""y"":712,""dx"":-10,""dy"":161,""t"":7280},{""x"":970,""y"":698,""dx"":-1,""dy"":147,""t"":7314},{""x"":962,""y"":686,""dx"":-9,""dy"":135,""t"":7347},{""x"":986,""y"":690,""dx"":15,""dy"":139,""t"":7382},{""x"":1012,""y"":689,""dx"":41,""dy"":138,""t"":7416},{""x"":1003,""y"":695,""dx"":32,""dy"":144,""t"":7450},{""x"":1004,""y"":691,""dx"":33,""dy"":140,""t"":7483},{""x"":992,""y"":659,""dx"":21,""dy"":108,""t"":7518},{""x"":980,""y"":629,""dx"":9,""dy"":78,""t"":7552},{""x"":954,""y"":653,""dx"":-17,""dy"":102,""t"":7586},{""x"":936,""y"":628,""dx"":-35,""dy"":77,""t"":7620},{""x"":923,""y"":652,""dx"":-48,""dy"":101,""t"":7654},{""x"":923,""y"":658,""dx"":-48,""dy"":107,""t"":7688},{""x"":903,""y"":627,""dx"":-68,""dy"":76,""t"":7722},{""x"":898,""y"":643,""dx"":-73,""dy"":92,""t"":7756},{""x"":891,""y"":659,""dx"":-80,""dy"":108,""t"":7789},{""x"":868,""y"":682,""dx"":-103,""dy"":131,""t"":7825},{""x"":841,""y"":688,""dx"":-130,""dy"":137,""t"":7858},{""x"":870,""y"":686,""dx"":-101,""dy"":135,""t"":7892},{""x"":890,""y"":691,""dx"":-81,""dy"":140,""t"":7926},{""x"":869,""y"":671,""dx"":-102,""dy"":120,""t"":7960},{""x"":880,""y"":684,""dx"":-91,""dy"":133,""t"":7993},{""x"":905,""y"":691,""dx"":-66,""dy"":140,""t"":8027},{""x"":901,""y"":702,""dx"":-70,""dy"":151,""t"":8062},{""x"":935,""y"":682,""dx"":-36,""dy"":131,""t"":8096},{""x"":936,""y"":679,""dx"":-35,""dy"":128,""t"":8130},{""x"":964,""y"":658,""dx"":-7,""dy"":107,""t"":8164},{""x"":982,""y"":629,""dx"":11,""dy"":78,""t"":8198},{""x"":981,""y"":624,""dx"":10,""dy"":73,""t"":8232},{""x"":993,""y"":584,""dx"":22,""dy"":33,""t"":8266},{""x"":1043,""y"":573,""dx"":72,""dy"":22,""t"":8299},{""x"":1047,""y"":547,""dx"":76,""dy"":-4,""t"":8334},{""x"":1039,""y"":569,""dx"":68,""dy"":18,""t"":8367},{""x"":1035,""y"":594,""dx"":64,""dy"":43,""t"":8402},{""x"":1039,""y"":617,""dx"":68,""dy"":66,""t"":8435},{""x"":1039,""y"":630,""dx"":68,""dy"":79,""t"":8470},{""x"":1034,""y"":633,""dx"":63,""dy"":82,""t"":8503},{""x"":1045,""y"":658,""dx"":74,""dy"":107,""t"":8539},{""x"":1051,""y"":680,""dx"":80,""dy"":129,""t"":8571},{""x"":1076,""y"":714,""dx"":105,""dy"":163,""t"":8604},{""x"":1071,""y"":700,""dx"":100,""dy"":149,""t"":8639},{""x"":1058,""y"":677,""dx"":87,""dy"":126,""t"":8674},{""x"":1044,""y"":626,""dx"":73,""dy"":75,""t"":8708},{""x"":1028,""y"":587,""dx"":57,""dy"":36,""t"":8743},{""x"":1013,""y"":603,""dx"":42,""dy"":52,""t"":8775},{""x"":1007,""y"":574,""dx"":36,""dy"":23,""t"":8810},{""x"":1005,""y"":564,""dx"":34,""dy"":13,""t"":8844},{""x"":1001,""y"":575,""dx"":30,""dy"":24,""t"":8877},{""x"":1011,""y"":578,""dx"":40,""dy"":27,""t"":8912},{""x"":1009,""y"":576,""dx"":38,""dy"":25,""t"":8946},{""x"":1030,""y"":582,""dx"":59,""dy"":31,""t"":8980},{""x"":1049,""y"":587,""dx"":78,""dy"":36,""t"":9012}],[{""x"":374,""y"":693,""dx"":-117,""dy"":-128,""t"":10034},{""x"":387,""y"":684,""dx"":-104,""dy"":-137,""t"":10068},{""x"":426,""y"":697,""dx"":-65,""dy"":-124,""t"":10102},{""x"":429,""y"":705,""dx"":-62,""dy"":-116,""t"":10135},{""x"":432,""y"":713,""dx"":-59,""dy"":-108,""t"":10168},{""x"":448,""y"":703,""dx"":-43,""dy"":-118,""t"":10204},{""x"":447,""y"":703,""dx"":-44,""dy"":-118,""t"":10238},{""x"":431,""y"":678,""dx"":-60,""dy"":-143,""t"":10271},{""x"":422,""y"":686,""dx"":-69,""dy"":-135,""t"":10306},{""x"":427,""y"":707,""dx"":-64,""dy"":-114,""t"":10339},{""x"":442,""y"":678,""dx"":-49,""dy"":-143,""t"":10375},{""x"":521,""y"":675,""dx"":30,""dy"":-146,""t"":10407},{""x"":531,""y"":649,""dx"":40,""dy"":-172,""t"":10442},{""x"":529,""y"":652,""dx"":38,""dy"":-169,""t"":10475},{""x"":559,""y"":647,""dx"":68,""dy"":-174,""t"":10510},{""x"":589,""y"":663,""dx"":98,""dy"":-158,""t"":10544},{""x"":631,""y"":669,""dx"":140,""dy"":-152,""t"":10575},{""x"":650,""y"":672,""dx"":159,""dy"":-149,""t"":10611},{""x"":667,""y"":672,""dx"":176,""dy"":-149,""t"":10687},{""x"":695,""y"":684,""dx"":204,""dy"":-137,""t"":10716},{""x"":673,""y"":678,""dx"":182,""dy"":-143,""t"":10747},{""x"":598,""y"":673,""dx"":107,""dy"":-148,""t"":10782},{""x"":532,""y"":663,""dx"":41,""dy"":-158,""t"":10817},{""x"":558,""y"":663,""dx"":67,""dy"":-158,""t"":10849},{""x"":598,""y"":694,""dx"":107,""dy"":-127,""t"":10884},{""x"":609,""y"":688,""dx"":118,""dy"":-133,""t"":10918},{""x"":591,""y"":678,""dx"":100,""dy"":-143,""t"":10953},{""x"":589,""y"":675,""dx"":98,""dy"":-146,""t"":10986},{""x"":530,""y"":676,""dx"":39,""dy"":-145,""t"":11019},{""x"":503,""y"":675,""dx"":12,""dy"":-146,""t"":11054},{""x"":554,""y"":678,""dx"":63,""dy"":-143,""t"":11088},{""x"":536,""y"":681,""dx"":45,""dy"":-140,""t"":11122},{""x"":494,""y"":671,""dx"":3,""dy"":-150,""t"":11156},{""x"":550,""y"":669,""dx"":59,""dy"":-152,""t"":11190},{""x"":583,""y"":661,""dx"":92,""dy"":-160,""t"":11225},{""x"":557,""y"":677,""dx"":66,""dy"":-144,""t"":11257},{""x"":601,""y"":679,""dx"":110,""dy"":-142,""t"":11292},{""x"":590,""y"":666,""dx"":99,""dy"":-155,""t"":11325},{""x"":594,""y"":686,""dx"":103,""dy"":-135,""t"":11360},{""x"":587,""y"":674,""dx"":96,""dy"":-147,""t"":11394},{""x"":572,""y"":680,""dx"":81,""dy"":-141,""t"":11428},{""x"":552,""y"":675,""dx"":61,""dy"":-146,""t"":11462},{""x"":562,""y"":694,""dx"":71,""dy"":-127,""t"":11496},{""x"":583,""y"":685,""dx"":92,""dy"":-136,""t"":11529},{""x"":586,""y"":683,""dx"":95,""dy"":-138,""t"":11564},{""x"":588,""y"":684,""dx"":97,""dy"":-137,""t"":11598},{""x"":618,""y"":682,""dx"":127,""dy"":-139,""t"":11633},{""x"":567,""y"":701,""dx"":76,""dy"":-120,""t"":11666},{""x"":565,""y"":700,""dx"":74,""dy"":-121,""t"":11700},{""x"":621,""y"":712,""dx"":130,""dy"":-109,""t"":11734},{""x"":618,""y"":764,""dx"":127,""dy"":-57,""t"":11768},{""x"":601,""y"":787,""dx"":110,""dy"":-34,""t"":11801},{""x"":545,""y"":782,""dx"":54,""dy"":-39,""t"":11835},{""x"":563,""y"":759,""dx"":72,""dy"":-62,""t"":11870},{""x"":509,""y"":767,""dx"":18,""dy"":-54,""t"":11905},{""x"":511,""y"":757,""dx"":20,""dy"":-64,""t"":11938},{""x"":482,""y"":760,""dx"":-9,""dy"":-61,""t"":11971},{""x"":452,""y"":750,""dx"":-39,""dy"":-71,""t"":12006},{""x"":444,""y"":743,""dx"":-47,""dy"":-78,""t"":12040}],[{""x"":1527,""y"":887,""dx"":76,""dy"":66,""t"":13060},{""x"":1559,""y"":855,""dx"":108,""dy"":34,""t"":13095},{""x"":1533,""y"":847,""dx"":82,""dy"":26,""t"":13128},{""x"":1540,""y"":847,""dx"":89,""dy"":26,""t"":13162},{""x"":1537,""y"":828,""dx"":86,""dy"":7,""t"":13195},{""x"":1514,""y"":834,""dx"":63,""dy"":13,""t"":13230},{""x"":1491,""y"":850,""dx"":40,""dy"":29,""t"":13264},{""x"":1443,""y"":855,""dx"":-8,""dy"":34,""t"":13297},{""x"":1421,""y"":868,""dx"":-30,""dy"":47,""t"":13331},{""x"":1392,""y"":870,""dx"":-59,""dy"":49,""t"":13366},{""x"":1378,""y"":882,""dx"":-73,""dy"":61,""t"":13400},{""x"":1368,""y"":896,""dx"":-83,""dy"":75,""t"":13434},{""x"":1364,""y"":885,""dx"":-87,""dy"":64,""t"":13468},{""x"":1361,""y"":886,""dx"":-90,""dy"":65,""t"":13502},{""x"":1348,""y"":875,""dx"":-103,""dy"":54,""t"":13537},{""x"":1338,""y"":877,""dx"":-113,""dy"":56,""t"":13570},{""x"":1358,""y"":855,""dx"":-93,""dy"":34,""t"":13603},{""x"":1342,""y"":873,""dx"":-109,""dy"":52,""t"":13638},{""x"":1358,""y"":873,""dx"":-93,""dy"":52,""t"":13672},{""x"":1344,""y"":886,""dx"":-107,""dy"":65,""t"":13706},{""x"":1354,""y"":880,""dx"":-97,""dy"":59,""t"":13740},{""x"":1363,""y"":874,""dx"":-88,""dy"":53,""t"":13772},{""x"":1369,""y"":864,""dx"":-82,""dy"":43,""t"":13808},{""x"":1361,""y"":869,""dx"":-90,""dy"":48,""t"":13842},{""x"":1334,""y"":857,""dx"":-117,""dy"":36,""t"":13876},{""x"":1367,""y"":844,""dx"":-84,""dy"":23,""t"":13909},{""x"":1382,""y"":848,""dx"":-69,""dy"":27,""t"":13944},{""x"":1404,""y"":842,""dx"":-47,""dy"":21,""t"":13979},{""x"":1422,""y"":834,""dx"":-29,""dy"":13,""t"":14011},{""x"":1442,""y"":823,""dx"":-9,""dy"":2,""t"":14045},{""x"":1461,""y"":808,""dx"":10,""dy"":-13,""t"":14080},{""x"":1474,""y"":800,""dx"":23,""dy"":-21,""t"":14114},{""x"":1483,""y"":789,""dx"":32,""dy"":-32,""t"":14148},{""x"":1491,""y"":775,""dx"":40,""dy"":-46,""t"":14180},{""x"":1469,""y"":786,""dx"":18,""dy"":-35,""t"":14216},{""x"":1472,""y"":807,""dx"":21,""dy"":-14,""t"":14250},{""x"":1458,""y"":821,""dx"":7,""dy"":0,""t"":14284},{""x"":1474,""y"":800,""dx"":23,""dy"":-21,""t"":14319},{""x"":1468,""y"":822,""dx"":17,""dy"":1,""t"":14351},{""x"":1481,""y"":819,""dx"":30,""dy"":-2,""t"":14386},{""x"":1490,""y"":822,""dx"":39,""dy"":1,""t"":14420},{""x"":1491,""y"":827,""dx"":40,""dy"":6,""t"":14455},{""x"":1486,""y"":831,""dx"":35,""dy"":10,""t"":14488},{""x"":1451,""y"":833,""dx"":0,""dy"":12,""t"":14521},{""x"":1418,""y"":846,""dx"":-33,""dy"":25,""t"":14556},{""x"":1424,""y"":822,""dx"":-27,""dy"":1,""t"":14590},{""x"":1426,""y"":824,""dx"":-25,""dy"":3,""t"":14623},{""x"":1410,""y"":849,""dx"":-41,""dy"":28,""t"":14657},{""x"":1396,""y"":835,""dx"":-55,""dy"":14,""t"":14691},{""x"":1391,""y"":874,""dx"":-60,""dy"":53,""t"":14726},{""x"":1411,""y"":847,""dx"":-40,""dy"":26,""t"":14760},{""x"":1422,""y"":820,""dx"":-29,""dy"":-1,""t"":14794},{""x"":1418,""y"":813,""dx"":-33,""dy"":-8,""t"":14829},{""x"":1414,""y"":806,""dx"":-37,""dy"":-15,""t"":14862},{""x"":1423,""y"":802,""dx"":-28,""dy"":-19,""t"":14896},{""x"":1408,""y"":822,""dx"":-43,""dy"":1,""t"":14930},{""x"":1435,""y"":815,""dx"":-16,""dy"":-6,""t"":14965},{""x"":1429,""y"":809,""dx"":-22,""dy"":-12,""t"":14997},{""x"":1445,""y"":787,""dx"":-6,""dy"":-34,""t"":15033}]]","[65,91.52542372881356,94.91525423728814,91.52542372881356,100]","[{""x"":-167.2,""y"":-40.666666666666664,""r"":59.8987699121342},{""x"":77.1864406779661,""y"":70.72881355932203,""r"":50.751870606004445},{""x"":3.457627118644068,""y"":105.0677966101695,""r"":77.7471594247731},{""x"":51.42372881355932,""y"":-127.77966101694915,""r"":59.14037561242135},{""x"":-23.322033898305083,""y"":19.25423728813559,""r"":60.79347258161876}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.30","validate","","","","","","","","","",""
"","html-keyboard-response","9","62636","0.0-5.0-0.0","","","","","4975"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
