"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","4013","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","4017","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","9062","0.0-2.0-0.0","","","","","5044","{""name"":""张昊"",""age"":""23""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","10140","0.0-2.0-1.0","","","","","1077","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","21360","0.0-3.0","","","","","","","","4952","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","22421","0.0-4.0-0.0","","","","","1058","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","32183","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","32902","0.0-4.0-2.0","","","","","719","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","52789","0.0-4.0-3.0","","","","","","","","","","[[{""x"":384,""y"":340,""dx"":-53.833343505859375,""dy"":89,""t"":991},{""x"":381,""y"":343,""dx"":-56.833343505859375,""dy"":92,""t"":1024},{""x"":441,""y"":352,""dx"":3.166656494140625,""dy"":101,""t"":1056},{""x"":471,""y"":348,""dx"":33.166656494140625,""dy"":97,""t"":1090},{""x"":469,""y"":364,""dx"":31.166656494140625,""dy"":113,""t"":1127},{""x"":475,""y"":364,""dx"":37.166656494140625,""dy"":113,""t"":1159},{""x"":509,""y"":366,""dx"":71.16665649414062,""dy"":115,""t"":1191},{""x"":540,""y"":366,""dx"":102.16665649414062,""dy"":115,""t"":1230},{""x"":583,""y"":359,""dx"":145.16665649414062,""dy"":108,""t"":1259},{""x"":587,""y"":357,""dx"":149.16665649414062,""dy"":106,""t"":1296},{""x"":599,""y"":352,""dx"":161.16665649414062,""dy"":101,""t"":1329},{""x"":621,""y"":345,""dx"":183.16665649414062,""dy"":94,""t"":1362},{""x"":621,""y"":343,""dx"":183.16665649414062,""dy"":92,""t"":1399},{""x"":585,""y"":348,""dx"":147.16665649414062,""dy"":97,""t"":1430},{""x"":576,""y"":345,""dx"":138.16665649414062,""dy"":94,""t"":1463},{""x"":543,""y"":334,""dx"":105.16665649414062,""dy"":83,""t"":1502},{""x"":536,""y"":336,""dx"":98.16665649414062,""dy"":85,""t"":1533},{""x"":530,""y"":338,""dx"":92.16665649414062,""dy"":87,""t"":1567},{""x"":536,""y"":342,""dx"":98.16665649414062,""dy"":91,""t"":1599},{""x"":554,""y"":344,""dx"":116.16665649414062,""dy"":93,""t"":1635},{""x"":555,""y"":353,""dx"":117.16665649414062,""dy"":102,""t"":1672},{""x"":568,""y"":339,""dx"":130.16665649414062,""dy"":88,""t"":1702},{""x"":545,""y"":344,""dx"":107.16665649414062,""dy"":93,""t"":1736},{""x"":536,""y"":348,""dx"":98.16665649414062,""dy"":97,""t"":1775},{""x"":560,""y"":354,""dx"":122.16665649414062,""dy"":103,""t"":1805},{""x"":548,""y"":347,""dx"":110.16665649414062,""dy"":96,""t"":1841},{""x"":579,""y"":350,""dx"":141.16665649414062,""dy"":99,""t"":1872},{""x"":582,""y"":350,""dx"":144.16665649414062,""dy"":99,""t"":1908},{""x"":595,""y"":347,""dx"":157.16665649414062,""dy"":96,""t"":1944},{""x"":597,""y"":348,""dx"":159.16665649414062,""dy"":97,""t"":1975},{""x"":585,""y"":340,""dx"":147.16665649414062,""dy"":89,""t"":2007},{""x"":579,""y"":342,""dx"":141.16665649414062,""dy"":91,""t"":2041},{""x"":577,""y"":346,""dx"":139.16665649414062,""dy"":95,""t"":2077},{""x"":590,""y"":350,""dx"":152.16665649414062,""dy"":99,""t"":2113},{""x"":596,""y"":353,""dx"":158.16665649414062,""dy"":102,""t"":2144},{""x"":594,""y"":370,""dx"":156.16665649414062,""dy"":119,""t"":2180},{""x"":616,""y"":362,""dx"":178.16665649414062,""dy"":111,""t"":2216},{""x"":581,""y"":373,""dx"":143.16665649414062,""dy"":122,""t"":2251},{""x"":575,""y"":383,""dx"":137.16665649414062,""dy"":132,""t"":2279},{""x"":552,""y"":372,""dx"":114.16665649414062,""dy"":121,""t"":2314},{""x"":546,""y"":349,""dx"":108.16665649414062,""dy"":98,""t"":2350},{""x"":578,""y"":362,""dx"":140.16665649414062,""dy"":111,""t"":2384},{""x"":576,""y"":364,""dx"":138.16665649414062,""dy"":113,""t"":2416},{""x"":541,""y"":368,""dx"":103.16665649414062,""dy"":117,""t"":2453},{""x"":518,""y"":354,""dx"":80.16665649414062,""dy"":103,""t"":2483},{""x"":495,""y"":352,""dx"":57.166656494140625,""dy"":101,""t"":2518},{""x"":492,""y"":352,""dx"":54.166656494140625,""dy"":101,""t"":2552},{""x"":497,""y"":353,""dx"":59.166656494140625,""dy"":102,""t"":2586},{""x"":519,""y"":357,""dx"":81.16665649414062,""dy"":106,""t"":2623},{""x"":544,""y"":347,""dx"":106.16665649414062,""dy"":96,""t"":2653},{""x"":557,""y"":346,""dx"":119.16665649414062,""dy"":95,""t"":2687},{""x"":580,""y"":352,""dx"":142.16665649414062,""dy"":101,""t"":2727},{""x"":557,""y"":356,""dx"":119.16665649414062,""dy"":105,""t"":2756},{""x"":571,""y"":349,""dx"":133.16665649414062,""dy"":98,""t"":2791},{""x"":548,""y"":360,""dx"":110.16665649414062,""dy"":109,""t"":2825},{""x"":558,""y"":370,""dx"":120.16665649414062,""dy"":119,""t"":2859},{""x"":593,""y"":355,""dx"":155.16665649414062,""dy"":104,""t"":2895},{""x"":590,""y"":353,""dx"":152.16665649414062,""dy"":102,""t"":2926},{""x"":600,""y"":362,""dx"":162.16665649414062,""dy"":111,""t"":2959}],[{""x"":1145,""y"":279,""dx"":-146.5,""dy"":28,""t"":3981},{""x"":1108,""y"":280,""dx"":-183.5,""dy"":29,""t"":4016},{""x"":1110,""y"":286,""dx"":-181.5,""dy"":35,""t"":4048},{""x"":1074,""y"":298,""dx"":-217.5,""dy"":47,""t"":4084},{""x"":1071,""y"":289,""dx"":-220.5,""dy"":38,""t"":4119},{""x"":1074,""y"":279,""dx"":-217.5,""dy"":28,""t"":4150},{""x"":1069,""y"":272,""dx"":-222.5,""dy"":21,""t"":4184},{""x"":1076,""y"":276,""dx"":-215.5,""dy"":25,""t"":4222},{""x"":1118,""y"":278,""dx"":-173.5,""dy"":27,""t"":4252},{""x"":1104,""y"":275,""dx"":-187.5,""dy"":24,""t"":4288},{""x"":1095,""y"":273,""dx"":-196.5,""dy"":22,""t"":4319},{""x"":1096,""y"":259,""dx"":-195.5,""dy"":8,""t"":4356},{""x"":1092,""y"":278,""dx"":-199.5,""dy"":27,""t"":4393},{""x"":1090,""y"":284,""dx"":-201.5,""dy"":33,""t"":4423},{""x"":1121,""y"":274,""dx"":-170.5,""dy"":23,""t"":4469},{""x"":1123,""y"":281,""dx"":-168.5,""dy"":30,""t"":4496},{""x"":1127,""y"":275,""dx"":-164.5,""dy"":24,""t"":4525},{""x"":1089,""y"":297,""dx"":-202.5,""dy"":46,""t"":4559},{""x"":1098,""y"":301,""dx"":-193.5,""dy"":50,""t"":4591},{""x"":1114,""y"":301,""dx"":-177.5,""dy"":50,""t"":4629},{""x"":1129,""y"":299,""dx"":-162.5,""dy"":48,""t"":4659},{""x"":1152,""y"":301,""dx"":-139.5,""dy"":50,""t"":4695},{""x"":1162,""y"":304,""dx"":-129.5,""dy"":53,""t"":4728},{""x"":1182,""y"":309,""dx"":-109.5,""dy"":58,""t"":4762},{""x"":1173,""y"":308,""dx"":-118.5,""dy"":57,""t"":4798},{""x"":1173,""y"":305,""dx"":-118.5,""dy"":54,""t"":4832},{""x"":1176,""y"":307,""dx"":-115.5,""dy"":56,""t"":4864},{""x"":1178,""y"":311,""dx"":-113.5,""dy"":60,""t"":4901},{""x"":1177,""y"":301,""dx"":-114.5,""dy"":50,""t"":4932},{""x"":1176,""y"":292,""dx"":-115.5,""dy"":41,""t"":4967},{""x"":1148,""y"":293,""dx"":-143.5,""dy"":42,""t"":4999},{""x"":1140,""y"":305,""dx"":-151.5,""dy"":54,""t"":5035},{""x"":1147,""y"":308,""dx"":-144.5,""dy"":57,""t"":5072},{""x"":1132,""y"":318,""dx"":-159.5,""dy"":67,""t"":5101},{""x"":1118,""y"":324,""dx"":-173.5,""dy"":73,""t"":5136},{""x"":1103,""y"":326,""dx"":-188.5,""dy"":75,""t"":5174},{""x"":1104,""y"":330,""dx"":-187.5,""dy"":79,""t"":5204},{""x"":1084,""y"":350,""dx"":-207.5,""dy"":99,""t"":5239},{""x"":1112,""y"":342,""dx"":-179.5,""dy"":91,""t"":5272},{""x"":1097,""y"":351,""dx"":-194.5,""dy"":100,""t"":5307},{""x"":1080,""y"":361,""dx"":-211.5,""dy"":110,""t"":5344},{""x"":1073,""y"":360,""dx"":-218.5,""dy"":109,""t"":5375},{""x"":1031,""y"":364,""dx"":-260.5,""dy"":113,""t"":5407},{""x"":1019,""y"":363,""dx"":-272.5,""dy"":112,""t"":5447},{""x"":1019,""y"":367,""dx"":-272.5,""dy"":116,""t"":5478},{""x"":1012,""y"":377,""dx"":-279.5,""dy"":126,""t"":5512},{""x"":998,""y"":374,""dx"":-293.5,""dy"":123,""t"":5543},{""x"":972,""y"":370,""dx"":-319.5,""dy"":119,""t"":5581},{""x"":1021,""y"":364,""dx"":-270.5,""dy"":113,""t"":5616},{""x"":1029,""y"":356,""dx"":-262.5,""dy"":105,""t"":5646},{""x"":1049,""y"":352,""dx"":-242.5,""dy"":101,""t"":5681},{""x"":1047,""y"":341,""dx"":-244.5,""dy"":90,""t"":5713},{""x"":1051,""y"":330,""dx"":-240.5,""dy"":79,""t"":5750},{""x"":1037,""y"":330,""dx"":-254.5,""dy"":79,""t"":5784},{""x"":1067,""y"":318,""dx"":-224.5,""dy"":67,""t"":5815},{""x"":1128,""y"":326,""dx"":-163.5,""dy"":75,""t"":5853},{""x"":1090,""y"":312,""dx"":-201.5,""dy"":61,""t"":5884},{""x"":1090,""y"":306,""dx"":-201.5,""dy"":55,""t"":5919},{""x"":1101,""y"":308,""dx"":-190.5,""dy"":57,""t"":5952},{""x"":1110,""y"":298,""dx"":-181.5,""dy"":47,""t"":5987}],[{""x"":766,""y"":418,""dx"":-98.66668701171875,""dy"":-73,""t"":7008},{""x"":759,""y"":416,""dx"":-105.66668701171875,""dy"":-75,""t"":7041},{""x"":763,""y"":425,""dx"":-101.66668701171875,""dy"":-66,""t"":7077},{""x"":768,""y"":423,""dx"":-96.66668701171875,""dy"":-68,""t"":7107},{""x"":747,""y"":432,""dx"":-117.66668701171875,""dy"":-59,""t"":7144},{""x"":766,""y"":409,""dx"":-98.66668701171875,""dy"":-82,""t"":7175},{""x"":731,""y"":422,""dx"":-133.66668701171875,""dy"":-69,""t"":7210},{""x"":739,""y"":414,""dx"":-125.66668701171875,""dy"":-77,""t"":7247},{""x"":725,""y"":413,""dx"":-139.66668701171875,""dy"":-78,""t"":7280},{""x"":747,""y"":406,""dx"":-117.66668701171875,""dy"":-85,""t"":7312},{""x"":732,""y"":412,""dx"":-132.66668701171875,""dy"":-79,""t"":7350},{""x"":753,""y"":427,""dx"":-111.66668701171875,""dy"":-64,""t"":7380},{""x"":776,""y"":417,""dx"":-88.66668701171875,""dy"":-74,""t"":7416},{""x"":790,""y"":400,""dx"":-74.66668701171875,""dy"":-91,""t"":7448},{""x"":809,""y"":385,""dx"":-55.66668701171875,""dy"":-106,""t"":7483},{""x"":801,""y"":367,""dx"":-63.66668701171875,""dy"":-124,""t"":7519},{""x"":786,""y"":377,""dx"":-78.66668701171875,""dy"":-114,""t"":7550},{""x"":773,""y"":381,""dx"":-91.66668701171875,""dy"":-110,""t"":7584},{""x"":790,""y"":370,""dx"":-74.66668701171875,""dy"":-121,""t"":7622},{""x"":784,""y"":378,""dx"":-80.66668701171875,""dy"":-113,""t"":7653},{""x"":755,""y"":409,""dx"":-109.66668701171875,""dy"":-82,""t"":7687},{""x"":783,""y"":393,""dx"":-81.66668701171875,""dy"":-98,""t"":7719},{""x"":785,""y"":394,""dx"":-79.66668701171875,""dy"":-97,""t"":7756},{""x"":790,""y"":392,""dx"":-74.66668701171875,""dy"":-99,""t"":7792},{""x"":780,""y"":393,""dx"":-84.66668701171875,""dy"":-98,""t"":7829},{""x"":779,""y"":401,""dx"":-85.66668701171875,""dy"":-90,""t"":7856},{""x"":766,""y"":401,""dx"":-98.66668701171875,""dy"":-90,""t"":7893},{""x"":769,""y"":407,""dx"":-95.66668701171875,""dy"":-84,""t"":7925},{""x"":771,""y"":406,""dx"":-93.66668701171875,""dy"":-85,""t"":7959},{""x"":756,""y"":392,""dx"":-108.66668701171875,""dy"":-99,""t"":7992},{""x"":757,""y"":396,""dx"":-107.66668701171875,""dy"":-95,""t"":8028},{""x"":778,""y"":401,""dx"":-86.66668701171875,""dy"":-90,""t"":8064},{""x"":785,""y"":406,""dx"":-79.66668701171875,""dy"":-85,""t"":8096},{""x"":769,""y"":408,""dx"":-95.66668701171875,""dy"":-83,""t"":8128},{""x"":753,""y"":404,""dx"":-111.66668701171875,""dy"":-87,""t"":8161},{""x"":753,""y"":394,""dx"":-111.66668701171875,""dy"":-97,""t"":8199},{""x"":761,""y"":393,""dx"":-103.66668701171875,""dy"":-98,""t"":8232},{""x"":763,""y"":379,""dx"":-101.66668701171875,""dy"":-112,""t"":8264},{""x"":753,""y"":384,""dx"":-111.66668701171875,""dy"":-107,""t"":8302},{""x"":785,""y"":389,""dx"":-79.66668701171875,""dy"":-102,""t"":8331},{""x"":777,""y"":389,""dx"":-87.66668701171875,""dy"":-102,""t"":8367},{""x"":772,""y"":394,""dx"":-92.66668701171875,""dy"":-97,""t"":8401},{""x"":773,""y"":390,""dx"":-91.66668701171875,""dy"":-101,""t"":8434},{""x"":799,""y"":375,""dx"":-65.66668701171875,""dy"":-116,""t"":8470},{""x"":785,""y"":372,""dx"":-79.66668701171875,""dy"":-119,""t"":8504},{""x"":778,""y"":376,""dx"":-86.66668701171875,""dy"":-115,""t"":8537},{""x"":783,""y"":375,""dx"":-81.66668701171875,""dy"":-116,""t"":8573},{""x"":814,""y"":361,""dx"":-50.66668701171875,""dy"":-130,""t"":8605},{""x"":840,""y"":340,""dx"":-24.66668701171875,""dy"":-151,""t"":8640},{""x"":859,""y"":335,""dx"":-5.66668701171875,""dy"":-156,""t"":8672},{""x"":839,""y"":344,""dx"":-25.66668701171875,""dy"":-147,""t"":8708},{""x"":849,""y"":347,""dx"":-15.66668701171875,""dy"":-144,""t"":8743},{""x"":821,""y"":348,""dx"":-43.66668701171875,""dy"":-143,""t"":8773},{""x"":798,""y"":362,""dx"":-66.66668701171875,""dy"":-129,""t"":8808},{""x"":820,""y"":371,""dx"":-44.66668701171875,""dy"":-120,""t"":8846},{""x"":820,""y"":370,""dx"":-44.66668701171875,""dy"":-121,""t"":8877},{""x"":848,""y"":363,""dx"":-16.66668701171875,""dy"":-128,""t"":8912},{""x"":827,""y"":366,""dx"":-37.66668701171875,""dy"":-125,""t"":8943},{""x"":863,""y"":359,""dx"":-1.66668701171875,""dy"":-132,""t"":8979}],[{""x"":610,""y"":718,""dx"":172.16665649414062,""dy"":-13,""t"":9998},{""x"":592,""y"":731,""dx"":154.16665649414062,""dy"":0,""t"":10031},{""x"":607,""y"":731,""dx"":169.16665649414062,""dy"":0,""t"":10070},{""x"":606,""y"":734,""dx"":168.16665649414062,""dy"":3,""t"":10101},{""x"":633,""y"":740,""dx"":195.16665649414062,""dy"":9,""t"":10136},{""x"":649,""y"":743,""dx"":211.16665649414062,""dy"":12,""t"":10167},{""x"":671,""y"":741,""dx"":233.16665649414062,""dy"":10,""t"":10204},{""x"":643,""y"":733,""dx"":205.16665649414062,""dy"":2,""t"":10240},{""x"":666,""y"":757,""dx"":228.16665649414062,""dy"":26,""t"":10288},{""x"":685,""y"":778,""dx"":247.16665649414062,""dy"":47,""t"":10304},{""x"":696,""y"":789,""dx"":258.1666564941406,""dy"":58,""t"":10344},{""x"":699,""y"":783,""dx"":261.1666564941406,""dy"":52,""t"":10372},{""x"":682,""y"":775,""dx"":244.16665649414062,""dy"":44,""t"":10407},{""x"":675,""y"":771,""dx"":237.16665649414062,""dy"":40,""t"":10441},{""x"":685,""y"":768,""dx"":247.16665649414062,""dy"":37,""t"":10477},{""x"":691,""y"":770,""dx"":253.16665649414062,""dy"":39,""t"":10511},{""x"":700,""y"":748,""dx"":262.1666564941406,""dy"":17,""t"":10544},{""x"":700,""y"":756,""dx"":262.1666564941406,""dy"":25,""t"":10576},{""x"":683,""y"":760,""dx"":245.16665649414062,""dy"":29,""t"":10609},{""x"":679,""y"":749,""dx"":241.16665649414062,""dy"":18,""t"":10647},{""x"":696,""y"":728,""dx"":258.1666564941406,""dy"":-3,""t"":10680},{""x"":689,""y"":720,""dx"":251.16665649414062,""dy"":-11,""t"":10711},{""x"":682,""y"":726,""dx"":244.16665649414062,""dy"":-5,""t"":10753},{""x"":661,""y"":721,""dx"":223.16665649414062,""dy"":-10,""t"":10780},{""x"":654,""y"":740,""dx"":216.16665649414062,""dy"":9,""t"":10815},{""x"":643,""y"":740,""dx"":205.16665649414062,""dy"":9,""t"":10849},{""x"":647,""y"":755,""dx"":209.16665649414062,""dy"":24,""t"":10882},{""x"":644,""y"":759,""dx"":206.16665649414062,""dy"":28,""t"":10918},{""x"":653,""y"":762,""dx"":215.16665649414062,""dy"":31,""t"":10949},{""x"":658,""y"":770,""dx"":220.16665649414062,""dy"":39,""t"":10984},{""x"":669,""y"":766,""dx"":231.16665649414062,""dy"":35,""t"":11017},{""x"":666,""y"":759,""dx"":228.16665649414062,""dy"":28,""t"":11052},{""x"":685,""y"":761,""dx"":247.16665649414062,""dy"":30,""t"":11088},{""x"":676,""y"":765,""dx"":238.16665649414062,""dy"":34,""t"":11119},{""x"":661,""y"":756,""dx"":223.16665649414062,""dy"":25,""t"":11155},{""x"":668,""y"":768,""dx"":230.16665649414062,""dy"":37,""t"":11192},{""x"":659,""y"":758,""dx"":221.16665649414062,""dy"":27,""t"":11222},{""x"":658,""y"":768,""dx"":220.16665649414062,""dy"":37,""t"":11255},{""x"":653,""y"":771,""dx"":215.16665649414062,""dy"":40,""t"":11295},{""x"":664,""y"":776,""dx"":226.16665649414062,""dy"":45,""t"":11324},{""x"":668,""y"":775,""dx"":230.16665649414062,""dy"":44,""t"":11359},{""x"":663,""y"":769,""dx"":225.16665649414062,""dy"":38,""t"":11392},{""x"":674,""y"":770,""dx"":236.16665649414062,""dy"":39,""t"":11428},{""x"":638,""y"":763,""dx"":200.16665649414062,""dy"":32,""t"":11464},{""x"":631,""y"":762,""dx"":193.16665649414062,""dy"":31,""t"":11495},{""x"":646,""y"":744,""dx"":208.16665649414062,""dy"":13,""t"":11527},{""x"":642,""y"":744,""dx"":204.16665649414062,""dy"":13,""t"":11562},{""x"":634,""y"":747,""dx"":196.16665649414062,""dy"":16,""t"":11598},{""x"":648,""y"":748,""dx"":210.16665649414062,""dy"":17,""t"":11631},{""x"":642,""y"":756,""dx"":204.16665649414062,""dy"":25,""t"":11664},{""x"":647,""y"":762,""dx"":209.16665649414062,""dy"":31,""t"":11702},{""x"":644,""y"":770,""dx"":206.16665649414062,""dy"":39,""t"":11736},{""x"":651,""y"":767,""dx"":213.16665649414062,""dy"":36,""t"":11767},{""x"":655,""y"":763,""dx"":217.16665649414062,""dy"":32,""t"":11800},{""x"":665,""y"":750,""dx"":227.16665649414062,""dy"":19,""t"":11834},{""x"":651,""y"":753,""dx"":213.16665649414062,""dy"":22,""t"":11870},{""x"":674,""y"":763,""dx"":236.16665649414062,""dy"":32,""t"":11904},{""x"":679,""y"":754,""dx"":241.16665649414062,""dy"":23,""t"":11935},{""x"":689,""y"":753,""dx"":251.16665649414062,""dy"":22,""t"":11973}],[{""x"":1047,""y"":562,""dx"":-244.5,""dy"":-169,""t"":13024},{""x"":1022,""y"":554,""dx"":-269.5,""dy"":-177,""t"":13058},{""x"":1013,""y"":556,""dx"":-278.5,""dy"":-175,""t"":13095},{""x"":1024,""y"":540,""dx"":-267.5,""dy"":-191,""t"":13127},{""x"":1031,""y"":534,""dx"":-260.5,""dy"":-197,""t"":13159},{""x"":1018,""y"":545,""dx"":-273.5,""dy"":-186,""t"":13198},{""x"":1000,""y"":540,""dx"":-291.5,""dy"":-191,""t"":13227},{""x"":984,""y"":524,""dx"":-307.5,""dy"":-207,""t"":13264},{""x"":994,""y"":534,""dx"":-297.5,""dy"":-197,""t"":13297},{""x"":1002,""y"":510,""dx"":-289.5,""dy"":-221,""t"":13330},{""x"":1017,""y"":511,""dx"":-274.5,""dy"":-220,""t"":13367},{""x"":1000,""y"":509,""dx"":-291.5,""dy"":-222,""t"":13398},{""x"":1002,""y"":503,""dx"":-289.5,""dy"":-228,""t"":13431},{""x"":1000,""y"":511,""dx"":-291.5,""dy"":-220,""t"":13470},{""x"":1014,""y"":520,""dx"":-277.5,""dy"":-211,""t"":13501},{""x"":989,""y"":513,""dx"":-302.5,""dy"":-218,""t"":13535},{""x"":994,""y"":508,""dx"":-297.5,""dy"":-223,""t"":13568},{""x"":1006,""y"":507,""dx"":-285.5,""dy"":-224,""t"":13604},{""x"":1029,""y"":514,""dx"":-262.5,""dy"":-217,""t"":13639},{""x"":1018,""y"":526,""dx"":-273.5,""dy"":-205,""t"":13673},{""x"":1008,""y"":541,""dx"":-283.5,""dy"":-190,""t"":13704},{""x"":1010,""y"":560,""dx"":-281.5,""dy"":-171,""t"":13742},{""x"":991,""y"":557,""dx"":-300.5,""dy"":-174,""t"":13773},{""x"":990,""y"":544,""dx"":-301.5,""dy"":-187,""t"":13808},{""x"":1011,""y"":541,""dx"":-280.5,""dy"":-190,""t"":13840},{""x"":1009,""y"":531,""dx"":-282.5,""dy"":-200,""t"":13875},{""x"":1007,""y"":525,""dx"":-284.5,""dy"":-206,""t"":13912},{""x"":998,""y"":535,""dx"":-293.5,""dy"":-196,""t"":13943},{""x"":988,""y"":554,""dx"":-303.5,""dy"":-177,""t"":13976},{""x"":996,""y"":546,""dx"":-295.5,""dy"":-185,""t"":14009},{""x"":996,""y"":575,""dx"":-295.5,""dy"":-156,""t"":14046},{""x"":994,""y"":572,""dx"":-297.5,""dy"":-159,""t"":14080},{""x"":980,""y"":565,""dx"":-311.5,""dy"":-166,""t"":14111},{""x"":996,""y"":568,""dx"":-295.5,""dy"":-163,""t"":14149},{""x"":999,""y"":562,""dx"":-292.5,""dy"":-169,""t"":14184},{""x"":977,""y"":568,""dx"":-314.5,""dy"":-163,""t"":14214},{""x"":988,""y"":555,""dx"":-303.5,""dy"":-176,""t"":14249},{""x"":975,""y"":546,""dx"":-316.5,""dy"":-185,""t"":14282},{""x"":1001,""y"":543,""dx"":-290.5,""dy"":-188,""t"":14318},{""x"":1026,""y"":556,""dx"":-265.5,""dy"":-175,""t"":14353},{""x"":1021,""y"":544,""dx"":-270.5,""dy"":-187,""t"":14384},{""x"":1012,""y"":524,""dx"":-279.5,""dy"":-207,""t"":14421},{""x"":1003,""y"":525,""dx"":-288.5,""dy"":-206,""t"":14452},{""x"":1023,""y"":543,""dx"":-268.5,""dy"":-188,""t"":14487},{""x"":1010,""y"":553,""dx"":-281.5,""dy"":-178,""t"":14519},{""x"":1017,""y"":545,""dx"":-274.5,""dy"":-186,""t"":14556},{""x"":1023,""y"":535,""dx"":-268.5,""dy"":-196,""t"":14591},{""x"":1043,""y"":523,""dx"":-248.5,""dy"":-208,""t"":14622},{""x"":1053,""y"":535,""dx"":-238.5,""dy"":-196,""t"":14657},{""x"":1053,""y"":549,""dx"":-238.5,""dy"":-182,""t"":14694},{""x"":1046,""y"":530,""dx"":-245.5,""dy"":-201,""t"":14724},{""x"":1053,""y"":532,""dx"":-238.5,""dy"":-199,""t"":14760},{""x"":1051,""y"":532,""dx"":-240.5,""dy"":-199,""t"":14791},{""x"":1056,""y"":558,""dx"":-235.5,""dy"":-173,""t"":14827},{""x"":1054,""y"":556,""dx"":-237.5,""dy"":-175,""t"":14864},{""x"":1052,""y"":555,""dx"":-239.5,""dy"":-176,""t"":14894},{""x"":1023,""y"":575,""dx"":-268.5,""dy"":-156,""t"":14928},{""x"":1005,""y"":545,""dx"":-286.5,""dy"":-186,""t"":14967},{""x"":988,""y"":559,""dx"":-303.5,""dy"":-172,""t"":15001}]]","[94.91525423728814,50,100,11.864406779661017,0]","[{""x"":113.20055479922537,""y"":101.84745762711864,""r"":32.30192329845216},{""x"":-193.48333333333332,""y"":62.266666666666666,""r"":66.03358757345498},{""x"":-82.27685650324418,""y"":-101.66101694915254,""r"":26.961600365765605},{""x"":222.82767344329318,""y"":24.203389830508474,""r"":21.062948567464264},{""x"":-279.1271186440678,""y"":-190.61016949152543,""r"":27.91548063670758}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.40","validate","","","","","","","","","","",""
"","html-button-response","9","53242","0.0-4.0-4.0-0.0-0.0","","","","","453","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
